eval/Q,reference_actor_Q_std,obs_rms_std,total/episodes,train/param_noise_distance,total/steps,eval/episodes,reference_actor_Q_mean,rollout/Q_mean,rollout/actions_mean,total/duration,reference_Q_std,reference_perturbed_action_std,rollout/episodes,ret_rms_std,obs_rms_mean,rollout/return_history,total/steps_per_second,total/epochs,param_noise_stddev,rollout/actions_std,reference_action_mean,eval/return,ret_rms_mean,eval/return_history,rollout/return,reference_perturbed_action_mean,train/loss_actor,train/loss_critic,reference_Q_mean,reference_action_std,rollout/episode_steps
-2.303647756576538,1.933278203010559,0.37762451171875,1.0,0.38255447149276733,1000,1.0,-0.7146674990653992,-1.0650502443313599,-0.1737890988588333,15.510302782058716,1.9847567081451416,0.6452485918998718,1.0,1.0,0.010226638056337833,-135.6992277516608,64.47327392968326,1,0.16720346283821505,0.5396899580955505,0.02133244276046753,-1130.2964834395902,0.0,-1130.2964834395902,-135.6992277516608,-0.031118184328079224,0.5345293283462524,0.21437762677669525,-1.0217199325561523,0.7307372689247131,602.0
-1.354946255683899,2.687725067138672,0.35299429297447205,2.0,0.5483976006507874,2000,2.0,0.5035626292228699,-1.5294023752212524,-0.14676623046398163,30.30589008331299,2.801745653152466,0.5043585300445557,2.0,1.0,0.01358118373900652,-394.04508947205926,65.99377198629908,2,0.1370306733903066,0.5853606462478638,-0.10021695494651794,-368.06510996345787,0.0,-749.1807967015241,-394.04508947205926,-0.18652108311653137,0.6293994188308716,0.32635393738746643,-0.2649787366390228,0.6042968034744263,801.0
1.4509845972061157,2.8480844497680664,0.33248454332351685,3.0,0.49194392561912537,3000,3.0,3.343611717224121,-1.0823732614517212,-0.1462906450033188,44.1071343421936,3.0600955486297607,0.6888802647590637,3.0,1.0,0.016423285007476807,-364.3206364373516,68.0162074626134,3,0.11230273064362171,0.5904913544654846,-0.20096805691719055,-723.2489751493025,0.0,-740.5368561841169,-364.3206364373516,-0.03336775302886963,-1.3709800243377686,0.5116211175918579,2.715404987335205,0.7078064680099487,867.3333333333334
3.6728644371032715,3.0670676231384277,0.3402951657772064,4.0,0.5157478451728821,4000,4.0,4.764998435974121,0.21687139570713043,-0.13836826384067535,54.98620271682739,3.3879637718200684,0.645466148853302,4.0,1.0,0.017030395567417145,-522.5698288119814,72.74552164657631,4,0.09203708190275892,0.6086621880531311,0.12051306664943695,-137.55996922626045,0.0,-589.7926344446528,-522.5698288119814,-0.13704651594161987,-3.5514097213745117,0.6088584661483765,4.016559600830078,0.6643882989883423,900.5
6.854401111602783,2.604802131652832,0.3495415449142456,5.0,0.38007688522338867,5000,5.0,7.266395568847656,0.7310009002685547,-0.12394643574953079,67.95317935943604,2.790161371231079,0.659660279750824,5.0,1.0,0.015876933932304382,-563.5579550005507,73.5800745032498,5,0.07542848153938683,0.6137160658836365,0.13460133969783783,-572.7093063801536,0.0,-586.375968831753,-563.5579550005507,0.17471174895763397,-5.901079177856445,0.6857656836509705,6.429602146148682,0.6805446743965149,920.4
9.312846183776855,2.5998613834381104,0.35419943928718567,6.0,0.3459619879722595,6000,6.0,9.068942070007324,1.8785496950149536,-0.1065121665596962,78.9151656627655,2.7974860668182373,0.6671189665794373,6.0,1.0,0.016975678503513336,-557.140176905,76.0310131723005,6,0.06181699495154324,0.6216874122619629,0.047197386622428894,-239.51474017929596,0.0,-528.5657640563435,-557.140176905,-0.05358375608921051,-8.083337783813477,0.637796938419342,8.422293663024902,0.6670474410057068,933.6666666666666
10.392093658447266,2.8046376705169678,0.3631049394607544,7.0,0.262382835149765,7000,7.0,10.275904655456543,2.919340133666992,-0.09432084113359451,91.8710126876831,2.878018379211426,0.6591744422912598,7.0,1.0,0.016834359616041183,-526.669630816559,76.19378294867181,7,0.05066177638540577,0.6271147131919861,0.030356958508491516,-450.21186654906944,0.0,-517.3723501267328,-526.669630816559,0.006629273295402527,-9.871740341186523,0.8510737419128418,9.559813499450684,0.7053233981132507,858.1428571428571
10.912031173706055,2.973111629486084,0.3654499650001526,8.0,0.3077809810638428,8000,8.0,11.817002296447754,3.202767848968506,-0.09651701152324677,102.6291069984436,3.0939557552337646,0.6876930594444275,8.0,1.0,0.01705113984644413,-577.9468768109241,77.95059543995956,8,0.04151957869412388,0.6247538924217224,0.0691336840391159,-132.8557935746234,0.0,-469.3077805577192,-577.9468768109241,-0.07300536334514618,-10.450844764709473,0.8175719380378723,11.176054000854492,0.627764105796814,875.875
12.97856616973877,2.9291040897369385,0.3724817633628845,14.0,0.2017652541399002,9000,9.0,13.255577087402344,4.371339321136475,-0.1074952632188797,117.24030447006226,3.068225383758545,0.573426365852356,14.0,1.0,0.01751396432518959,-364.8817380238574,76.76540964884805,9,0.034027141129503384,0.6174287796020508,0.21933554112911224,-671.9521172328697,0.0,-491.8238179660692,-364.8817380238574,0.03879104182124138,-12.4558687210083,0.9467176198959351,12.332270622253418,0.6032929420471191,606.5714285714286
13.318081855773926,2.9321725368499756,0.3682329058647156,15.0,0.2243565022945404,10000,10.0,15.754776954650879,5.482088088989258,-0.11730027198791504,128.9220769405365,3.063809394836426,0.5675638318061829,15.0,1.0,0.017202142626047134,-378.10731927921364,77.56623409512989,10,0.03269941380439557,0.6135011911392212,0.09015721082687378,-171.2698687959816,0.0,-459.7684230490605,-378.10731927921364,0.3602803349494934,-14.750724792480469,1.1380658149719238,14.88768196105957,0.6157007813453674,632.8
