eval/Q,rollout/Q_mean,train/param_noise_distance,total/duration,train/loss_critic,total/episodes,train/loss_actor,total/epochs,reference_actor_Q_std,rollout/return,rollout/actions_std,total/steps_per_second,reference_action_std,eval/return,rollout/episodes,ret_rms_mean,ret_rms_std,obs_rms_std,reference_action_mean,reference_Q_std,reference_Q_mean,reference_actor_Q_mean,rollout/actions_mean,total/steps,rollout/return_history,obs_rms_mean,eval/return_history,eval/episodes,rollout/episode_steps
-0.845974326133728,-0.21299703419208527,0.0,11.33129620552063,0.009843277744948864,1.0,0.014634051360189915,1,0.5505450963973999,-122.28884915110542,0.485906183719635,88.25115696056008,0.6031752824783325,-252.96569038450238,1.0,0.0,1.0,0.3653995990753174,0.32946446537971497,0.49790358543395996,-0.061806581914424896,0.05860812962055206,0.0675048828125,1000,-122.28884915110542,0.0011157115222886205,-252.96569038450238,1.0,1000.0
-0.945896565914154,-0.3655322194099426,0.0,22.48125433921814,0.017310967668890953,2.0,-0.008594703860580921,2,0.9508720636367798,-194.72769892367705,0.5374749898910522,88.96300757164765,0.6531418561935425,-354.7202328954074,2.0,0.0,1.0,0.4743022322654724,0.5319569706916809,0.965354323387146,0.8077879548072815,0.9981703758239746,0.2502497434616089,2000,-194.72769892367705,0.06522279977798462,-303.84296163995486,2.0,1000.0
2.0941362380981445,-0.7115921974182129,0.0,33.46519613265991,0.052604593336582184,3.0,-0.018689686432480812,3,1.1759966611862183,-236.24209515155766,0.6343803405761719,89.64537330388421,0.7833141088485718,208.05327465480462,3.0,0.0,1.0,0.6865286827087402,-0.3153533935546875,1.2509710788726807,1.0518485307693481,1.2852407693862915,0.09643957763910294,3000,-236.24209515155766,0.0647498071193695,-133.21088287503503,3.0,1000.0
0.2584461569786072,0.06680169701576233,0.0,44.325252294540405,0.16073186695575714,4.0,-1.136010766029358,4,0.9948756098747253,-133.0058705051159,0.6422067284584045,90.2420131400512,0.9126309752464294,155.4869202266871,4.0,0.0,1.0,1.3170820474624634,0.06045757606625557,1.1227221488952637,1.7724465131759644,1.9531422853469849,0.03588297590613365,4000,-133.0058705051159,0.04285142198204994,-61.036432099604504,4.0,1000.0
5.0496392250061035,0.7257395386695862,0.0,55.372448682785034,0.29075491428375244,5.0,-1.9269026517868042,5,0.7599438428878784,-192.66403972640427,0.6715519428253174,90.29761404708242,0.7012682557106018,-470.37669463802894,5.0,0.0,1.0,1.4194247722625732,-0.5542610287666321,0.7627779245376587,2.3565993309020996,2.9585318565368652,-0.02296968549489975,5000,-192.66403972640427,0.024075603112578392,-142.9044846072894,5.0,1000.0
9.293171882629395,0.9921827912330627,0.0,66.39886236190796,0.2543763220310211,6.0,-3.195542335510254,6,1.151975393295288,-226.41718356086324,0.7018789052963257,90.36299398168772,0.7230085730552673,191.84791022323148,6.0,0.0,1.0,1.3547695875167847,-0.30921459197998047,1.0582785606384277,3.767277717590332,4.051002502441406,0.00773594481870532,6000,-226.41718356086324,0.0237880852073431,-87.11241880220258,6.0,1000.0
10.761884689331055,1.9466108083724976,0.0,77.3946464061737,0.46615397930145264,7.0,-4.201581954956055,7,1.4875401258468628,-226.3161763200765,0.7069603800773621,90.44553241142033,0.8443779349327087,152.65211403350537,7.0,0.0,1.0,1.3153696060180664,-0.31651100516319275,1.483567714691162,4.547497749328613,5.081943988800049,-0.04166610911488533,7000,-226.3161763200765,0.008864560164511204,-52.860342682815734,7.0,1000.0
6.151435375213623,1.9301592111587524,0.0,88.34718441963196,0.4397970139980316,8.0,-5.801965713500977,8,1.6407051086425781,-221.92788902406113,0.7123531103134155,90.55183877735769,0.7682600617408752,-70.55506323375084,8.0,0.0,1.0,1.354096531867981,-0.20143739879131317,1.5885530710220337,7.2666826248168945,7.845850944519043,-0.04820068180561066,8000,-221.92788902406113,0.014659568667411804,-55.07218275168261,8.0,1000.0
-0.5088698863983154,2.4261584281921387,0.0,99.3893780708313,0.6980523467063904,9.0,-7.576747894287109,9,1.189510703086853,-212.30301230095918,0.713971734046936,90.5529360852426,0.7238419651985168,-261.2495207598601,9.0,0.0,1.0,1.4393658638000488,-0.04407918453216553,1.3234158754348755,10.067224502563477,10.683561325073242,-0.06095375493168831,9000,-212.30301230095918,0.014015071094036102,-77.98077586370233,9.0,1000.0
7.227842330932617,2.0264945030212402,0.0,110.37098860740662,0.8701027035713196,10.0,-8.681954383850098,10,1.6688276529312134,-222.36158296449307,0.714020311832428,90.60351933215297,0.7781626582145691,-453.60062165679994,10.0,0.0,1.0,1.4866182804107666,0.054536622017621994,1.7518328428268433,14.246166229248047,15.216322898864746,-0.04900606349110603,10000,-222.36158296449307,0.020324604585766792,-115.5427604430121,10.0,1000.0
24.271259307861328,1.7517629861831665,0.0,121.27927732467651,0.5807343125343323,11.0,-10.778173446655273,11,1.8562402725219727,-235.75905660754015,0.7213873267173767,90.69974889899716,0.7698521018028259,370.02367534616644,11.0,0.0,1.0,1.4464659690856934,-0.03501575067639351,1.8483316898345947,17.484241485595703,18.166086196899414,-0.02284100092947483,11000,-235.75905660754015,0.028111031278967857,-71.4003571894504,11.0,1000.0
27.575794219970703,3.6340787410736084,0.0,132.23099446296692,0.694610059261322,12.0,-14.735679626464844,12,1.9267603158950806,-195.94663301145837,0.7102078199386597,90.75028172279808,0.7699612975120544,504.98796073458243,12.0,0.0,1.0,1.490154504776001,-0.08312913775444031,1.9846826791763306,19.857906341552734,20.59581756591797,-0.023424096405506134,12000,-195.94663301145837,0.025705059990286827,-23.36799736244767,12.0,1000.0
