obs_rms_mean,reference_Q_std,ret_rms_std,reference_perturbed_action_std,train/loss_actor,eval/return,rollout/episode_steps,eval/return_history,reference_action_std,ret_rms_mean,eval/Q,total/steps_per_second,total/steps,rollout/episodes,rollout/return_history,reference_actor_Q_mean,reference_actor_Q_std,train/loss_critic,obs_rms_std,reference_action_mean,total/duration,rollout/return,rollout/actions_mean,total/episodes,reference_Q_mean,reference_perturbed_action_mean,rollout/actions_std,rollout/Q_mean,param_noise_stddev,total/epochs,eval/episodes,train/param_noise_distance
-0.010379815474152565,1.6541543006896973,1.0,0.6615750193595886,0.987870991230011,-337.51060058495295,1000.0,-337.51060058495295,0.4038873016834259,0.0,-0.6687648892402649,84.55761799947588,1000,1.0,-459.85883704693885,-1.0294077396392822,1.5353435277938843,0.1081918254494667,2.1866917610168457,0.6702578067779541,11.826255559921265,-459.85883704693885,-0.005637812428176403,1.0,-1.3369989395141602,0.3591470718383789,0.5923993587493896,-0.8130227327346802,0.16720346283821505,1,1.0,0.7828683257102966
0.026693163439631462,2.749692916870117,1.0,0.575867235660553,0.44405800104141235,327.0504068132237,1000.0,-5.23009688586464,0.8308594822883606,0.0,1.9249999523162842,86.85227181486194,2000,2.0,-389.41119602044887,-0.978043794631958,2.5266668796539307,0.12316805124282837,1.5896315574645996,0.14713574945926666,23.027607202529907,-389.41119602044887,0.16026903688907623,2.0,-1.7458451986312866,0.3749379813671112,0.6494594216346741,-0.26256024837493896,0.1370306733903066,2,2.0,0.7552008032798767
0.024281831458210945,2.5849461555480957,1.0,0.7323897480964661,0.2342369258403778,-157.048338651106,1000.0,-55.83617747427843,0.8100600838661194,0.0,0.6993101835250854,87.62576906722005,3000,3.0,-358.7270058849006,0.19456219673156738,2.176460027694702,0.1240500956773758,1.4246981143951416,0.2630051374435425,34.23650407791138,-358.7270058849006,0.17824505269527435,3.0,-0.44303184747695923,0.1546705812215805,0.652399480342865,-0.4139064848423004,0.11230273064362171,3,3.0,0.4788718819618225
0.02844434417784214,2.2514281272888184,1.0,0.7131562232971191,-2.9305059909820557,-389.74728712005856,1000.0,-139.31395488572346,0.7619016170501709,0.0,0.7402336001396179,87.76605951212387,4000,4.0,-277.207665702707,2.122420310974121,1.829852819442749,0.1261158287525177,1.4385690689086914,0.4141906201839447,45.57570457458496,-277.207665702707,0.17212092876434326,4.0,1.1755582094192505,0.5262044072151184,0.6705442667007446,0.3939394950866699,0.09203708190275892,4,4.0,0.2547779381275177
0.0532606802880764,2.0867860317230225,1.0,0.7699199318885803,-4.106332778930664,-350.478261392872,1000.0,-181.54681618715318,0.7899105548858643,0.0,1.647955060005188,87.90554854900422,5000,5.0,-297.99262984435364,3.870143413543701,1.8459442853927612,0.10661622881889343,1.345747947692871,0.1846383810043335,56.879230976104736,-297.99262984435364,0.27967435121536255,5.0,3.19008207321167,0.21171443164348602,0.6601874232292175,0.4482123553752899,0.07542848153938683,5,5.0,0.3413737714290619
0.05601556599140167,2.4855966567993164,1.0,0.7572087645530701,-4.656917572021484,-378.7608655869093,1000.0,-214.41582442044583,0.8200128078460693,0.0,0.5061856508255005,87.96916928562274,6000,6.0,-315.5477781424204,4.865289688110352,2.343679189682007,0.1609637588262558,1.3409870862960815,0.09544298052787781,68.20571398735046,-315.5477781424204,0.2943388819694519,6.0,4.256319046020508,0.18038778007030487,0.6611205339431763,0.9398431181907654,0.06181699495154324,6,6.0,0.3300042152404785
0.06642114371061325,2.362664222717285,1.0,0.8235766291618347,-4.9279375076293945,-487.2838472675856,1000.0,-253.3969705414658,0.8221152424812317,0.0,-0.5709829330444336,88.05404897114181,7000,7.0,-318.5086960719439,6.6546430587768555,2.1980350017547607,0.17051389813423157,1.292930245399475,0.08309197425842285,79.49662828445435,-318.5086960719439,0.3072149157524109,7.0,6.005143642425537,0.178764209151268,0.6616876721382141,0.7648045420646667,0.051680078090752424,7,7.0,0.30127912759780884
0.06899257004261017,2.4627771377563477,1.0,0.7571035623550415,-5.73050594329834,-356.3665607257709,1000.0,-266.268169314504,0.8238735198974609,0.0,3.7973382472991943,88.12630931865418,8000,8.0,-303.25200913122256,7.360593318939209,2.344395160675049,0.1895080953836441,1.3216266632080078,-0.015462313778698444,90.77879309654236,-303.25200913122256,0.3107506036758423,8.0,6.832184791564941,0.1330079585313797,0.665570855140686,1.5271939039230347,0.045863445263280886,8,8.0,0.20312073826789856
0.07017737627029419,2.8158786296844482,1.0,0.6938515305519104,-6.578362941741943,244.3441137907517,1000.0,-209.53347119169783,0.7301002740859985,0.0,11.867812156677246,88.21699186404345,9000,9.0,-295.7736109949167,8.105670928955078,2.7287662029266357,0.2824627459049225,1.3153122663497925,-0.024958552792668343,102.02116179466248,-295.7736109949167,0.3136511445045471,9.0,7.4598774909973145,0.00975053757429123,0.6698620319366455,2.0782017707824707,0.04320544008261588,9,9.0,0.2174164056777954
0.06493816524744034,3.029866933822632,1.0,0.6761369109153748,-7.2509870529174805,121.07800485370228,1000.0,-176.47232358715783,0.6504560112953186,0.0,12.770915985107422,88.20686765570957,10000,10.0,-265.10669522874116,9.161738395690918,2.873412609100342,0.22716747224330902,1.2885258197784424,0.05901271104812622,113.36985731124878,-265.10669522874116,0.2937457859516144,10.0,8.527029037475586,-0.015097174793481827,0.6656965017318726,3.0448803901672363,0.040701478966889394,10,10.0,0.1951182633638382
0.0593167319893837,2.922480344772339,1.0,0.6699774861335754,-8.851409912109375,-218.97318197041122,1000.0,-180.3360379856354,0.6724783182144165,0.0,12.9133939743042,88.24214397116091,11000,11.0,-232.65934807348165,10.29125690460205,2.7352209091186523,0.23592893779277802,1.3152024745941162,-0.05934317782521248,124.6569893360138,-232.65934807348165,0.2702416181564331,11.0,9.549912452697754,-0.13239510357379913,0.670901894569397,3.971177101135254,0.0368465179454358,11,11.0,0.1620832085609436
0.048939045518636703,2.5497782230377197,1.0,0.625308632850647,-9.980600357055664,192.56077141082812,1000.0,-149.26130386926343,0.677972137928009,0.0,14.721309661865234,88.28904449576362,12000,12.0,-233.3262890551688,11.333765029907227,2.413713216781616,0.17237497866153717,1.2703735828399658,0.12668029963970184,135.9172031879425,-233.3262890551688,0.22829830646514893,12.0,10.641008377075195,0.21197359263896942,0.6790248155593872,4.71414041519165,0.03540877950819716,12,12.0,0.17599834501743317
0.0469534695148468,2.7917673587799072,1.0,0.6618905067443848,-10.968035697937012,187.4505875398259,1000.0,-123.36038914548733,0.6665669083595276,0.0,15.227142333984375,88.34818428904343,13000,13.0,-209.18196608468133,11.712231636047363,2.643075942993164,0.2670682966709137,1.2592310905456543,0.08455035090446472,147.14507269859314,-209.18196608468133,0.22089378535747528,13.0,11.131558418273926,0.13259544968605042,0.6774239540100098,5.389083385467529,0.034711086666206405,13,13.0,0.2696152329444885
0.04424213618040085,2.4250309467315674,1.0,0.6269000768661499,-11.82673454284668,254.58312457336274,1000.0,-96.36442387985518,0.6168434023857117,0.0,15.671782493591309,88.45157368250585,14000,14.0,-178.11253373919803,12.677471160888672,2.294090509414673,0.2015807032585144,1.278808355331421,0.09876689314842224,158.2786989212036,-178.11253373919803,0.20946307480335236,14.0,12.153255462646484,0.023579388856887817,0.6815964579582214,6.094029426574707,0.03269941380439557,14,14.0,0.19435305893421173
0.043477848172187805,2.5008280277252197,1.0,0.5915251970291138,-12.812016487121582,248.47196528527434,1000.0,-73.37533126884655,0.6067264676094055,0.0,16.508281707763672,88.53358253967355,15000,15.0,-148.10948543055065,13.237117767333984,2.369375228881836,0.24504899978637695,1.284419059753418,0.14977461099624634,169.42723393440247,-148.10948543055065,0.2022128701210022,15.0,12.593725204467773,0.20537994801998138,0.6801400184631348,6.74349308013916,0.034027141129503384,15,15.0,0.19129060208797455
0.04391128942370415,2.3493759632110596,1.0,0.65399169921875,-13.989757537841797,232.10756552990128,1000.0,-54.28265021892478,0.617447018623352,0.0,17.687950134277344,88.59735440256948,16000,16.0,-115.87453588910935,14.481201171875,2.1932497024536133,0.2976072430610657,1.3055059909820557,0.09040060639381409,180.5922999382019,-115.87453588910935,0.19858568906784058,16.0,13.874076843261719,0.08261558413505554,0.6785155534744263,7.382477760314941,0.034027141129503384,16,16.0,0.25792214274406433
0.04387618601322174,2.5165703296661377,1.0,0.5827723145484924,-15.382516860961914,415.1834633273881,1000.0,-26.666996480906374,0.611562967300415,0.0,19.166208267211914,88.63678971085615,17000,17.0,-84.56393642265316,15.726287841796875,2.3418478965759277,0.4313192367553711,1.3279863595962524,0.1559760421514511,191.793949842453,-84.56393642265316,0.18962135910987854,17.0,15.046560287475586,0.2965938150882721,0.6823724508285522,8.038811683654785,0.032055106170371106,17,17.0,0.2162291556596756
0.0453309528529644,2.6628663539886475,1.0,0.6707470417022705,-17.13578987121582,228.3275701342505,1000.0,-12.500631668953215,0.6545008420944214,0.0,20.28094482421875,88.72576267256004,18000,18.0,-65.93949262422035,16.958152770996094,2.5522429943084717,0.4424322545528412,1.3652215003967285,0.05804978683590889,202.87230515480042,-65.93949262422035,0.18991687893867493,18.0,16.27910041809082,0.060358259826898575,0.6802801489830017,8.62112808227539,0.03269941380439557,18,18.0,0.1865772008895874
0.04494583234190941,2.9820122718811035,1.0,0.6225026249885559,-19.155296325683594,-36.247754928231345,1000.0,-13.750480261546802,0.6511442065238953,0.0,20.333602905273438,88.7547295658052,19000,19.0,-49.23005464443426,18.68012237548828,2.826850175857544,0.8754597306251526,1.3810800313949585,0.12267088890075684,214.07309889793396,-49.23005464443426,0.1823740452528,19.0,17.818758010864258,0.16845078766345978,0.6777615547180176,9.289643287658691,0.03142349394213421,19,19.0,0.2122296839952469
0.04558846354484558,2.8232061862945557,1.0,0.6734350919723511,-20.666793823242188,140.18833070394254,1000.0,-6.053539713272334,0.6381636261940002,0.0,23.249780654907227,88.78960547305863,20000,20.0,-58.576250026241766,20.240320205688477,2.7445061206817627,0.41527149081230164,1.4127798080444336,0.12959718704223633,225.25159215927124,-58.576250026241766,0.18028628826141357,20.0,19.48664093017578,0.02755887061357498,0.6828586459159851,9.7354736328125,0.03335667202186392,20,20.0,0.20851600170135498
0.04492773115634918,2.8526763916015625,1.0,0.6091853380203247,-22.274986267089844,432.24624735272045,1000.0,14.817878718441607,0.6261098384857178,0.0,26.23830223083496,88.83330112602314,21000,21.0,-47.62736549488197,22.386503219604492,2.7230889797210693,0.4322297275066376,1.4116425514221191,0.18306195735931396,236.39783430099487,-47.62736549488197,0.17226918041706085,21.0,21.533079147338867,0.18125377595424652,0.6841045022010803,10.423091888427734,0.034711086666206405,21,21.0,0.18510887026786804
0.04575440287590027,2.7913548946380615,1.0,0.6593208312988281,-23.796119689941406,542.9970537871495,1000.0,38.82602303974652,0.6247053146362305,0.0,28.327856063842773,88.87001669556159,22000,22.0,-25.683447053755746,24.140365600585938,2.7131869792938232,0.9238949418067932,1.4143717288970947,0.1109943613409996,247.55255842208862,-25.683447053755746,0.17221350967884064,22.0,23.318098068237305,0.027538716793060303,0.6771832704544067,11.200647354125977,0.03612049597631192,22,22.0,0.21129733324050903
0.04534311220049858,2.698164463043213,1.0,0.6663408279418945,-25.62909698486328,588.3495291981934,1000.0,62.71834939446159,0.6333842873573303,0.0,30.510700225830078,88.8994220594358,23000,23.0,-8.286987196321226,25.721208572387695,2.643101453781128,0.5501380562782288,1.4185141324996948,0.12885983288288116,258.7193422317505,-8.286987196321226,0.16627979278564453,23.0,24.914936065673828,0.15092100203037262,0.675590455532074,11.959209442138672,0.034711086666206405,23,23.0,0.1642686128616333
