train/loss_actor,total/episodes,rollout/return,eval/episodes,rollout/Q_mean,reference_Q_std,total/steps_per_second,reference_Q_mean,ret_rms_mean,eval/Q,reference_action_mean,train/loss_critic,rollout/episodes,total/duration,rollout/return_history,train/param_noise_distance,reference_action_std,reference_actor_Q_mean,reference_actor_Q_std,rollout/actions_mean,rollout/episode_steps,total/steps,total/epochs,ret_rms_std,rollout/actions_std,eval/return,obs_rms_mean,obs_rms_std,eval/return_history
-55.655113220214844,13.0,-147.77033888471726,13.0,24.29344940185547,2.1969869136810303,31.035731612810945,74.0498046875,0.0,28.171762466430664,0.22334571182727814,2.769139289855957,13.0,418.87203311920166,-147.77033888471726,0.0,0.8241549730300903,75.21397399902344,1.961111307144165,-0.10264712572097778,1000.0,13000,13,1.0,0.7028810977935791,-813.801877386682,0.09839648008346558,1.8725080490112305,-271.8011485067236
-60.12131881713867,14.0,-108.34234708737434,14.0,28.519298553466797,1.5657687187194824,31.049799251417458,83.16166687011719,0.0,45.57522964477539,0.34817633032798767,2.231090784072876,14.0,450.88858342170715,-108.34234708737434,0.0,0.8261987566947937,84.18386840820312,1.4801329374313354,-0.1110791265964508,1000.0,14000,14,1.0,0.6960557103157043,-180.44858916793666,0.0981164500117302,1.8877952098846436,-265.27596569681026
-62.08403396606445,15.0,-99.05790367194807,15.0,30.255226135253906,1.1178646087646484,31.06375406585922,90.5269546508789,0.0,94.8383560180664,0.35183918476104736,5.2079596519470215,15.0,482.87788939476013,-99.05790367194807,0.0,0.7810702919960022,92.26445007324219,1.2968746423721313,-0.12396106868982315,1000.0,15000,15,1.0,0.6992305517196655,281.0100783013262,0.09882669895887375,1.9546926021575928,-228.8568960969345
-68.6082534790039,16.0,-81.6477978687168,16.0,34.521697998046875,1.5768723487854004,31.07742810823018,96.88809967041016,0.0,105.03040313720703,0.27960488200187683,4.347737789154053,16.0,514.843118429184,-81.6477978687168,0.0,0.7535727620124817,98.22224426269531,1.7620203495025635,-0.12849219143390656,1000.0,16000,16,1.0,0.6948038339614868,817.8963916298324,0.09771249443292618,1.953261375427246,-163.43481561401157
-74.16606140136719,17.0,-69.8570870859925,17.0,38.66488265991211,1.3854072093963623,31.084043987234214,103.34384155273438,0.0,34.48228454589844,0.39801526069641113,4.033761024475098,17.0,546.9043862819672,-69.8570870859925,0.0,0.7108849883079529,104.56034088134766,1.3765411376953125,-0.12256120145320892,1000.0,17000,17,1.0,0.69170743227005,-295.245822286402,0.09836550801992416,1.9831960201263428,-171.18840424179925
-75.3077163696289,18.0,-101.59750960657851,18.0,37.05144500732422,1.381002426147461,31.095108648899387,109.9091796875,0.0,118.98466491699219,0.36456313729286194,3.509336233139038,18.0,578.8691785335541,-101.59750960657851,0.0,0.7273478507995605,111.11731719970703,1.3415535688400269,-0.12448205053806305,1000.0,18000,18,1.0,0.6998345851898193,685.1073197227871,0.10043279826641083,2.0632035732269287,-123.6164195771
-82.00642395019531,19.0,-62.718640066758915,19.0,41.46239471435547,1.3597772121429443,31.100608705039654,117.91194152832031,0.0,127.03257751464844,0.24010445177555084,4.773367881774902,19.0,610.9205186367035,-62.718640066758915,0.0,0.7586963176727295,119.04495239257812,1.3563430309295654,-0.12259108573198318,1000.0,19000,19,1.0,0.6948508620262146,717.0288142827087,0.10211341083049774,2.0841121673583984,-79.3719335844785
-86.96219635009766,20.0,-42.562052354324905,20.0,45.72556686401367,1.6448721885681152,31.10541470896598,122.83512878417969,0.0,130.78469848632812,0.35416555404663086,8.177618980407715,20.0,642.9748706817627,-42.562052354324905,0.0,0.7269307374954224,124.44122314453125,1.530821442604065,-0.12914584577083588,1000.0,20000,20,1.0,0.6934187412261963,367.5397970559285,0.1014527678489685,2.0902321338653564,-57.02634705245814
-96.03298950195312,21.0,-22.311164764232878,21.0,49.853553771972656,2.2165350914001465,31.11581071477696,130.63034057617188,0.0,139.54623413085938,0.2639862596988678,8.560861587524414,21.0,674.8980507850647,-22.311164764232878,0.0,0.7118239402770996,132.06680297851562,1.979102373123169,-0.13075679540634155,1000.0,21000,21,1.0,0.690649151802063,532.0077836738182,0.1013588234782219,2.1136538982391357,-28.97710273215927
-99.77979278564453,22.0,-27.78986820299673,22.0,48.873817443847656,2.9190866947174072,31.122183737789456,138.9486846923828,0.0,111.56527709960938,0.2557677924633026,9.3598051071167,22.0,706.8912703990936,-27.78986820299673,0.0,0.7319296598434448,140.46315002441406,2.904370069503784,-0.11812123656272888,1000.0,22000,22,1.0,0.6979431509971619,287.25630542415246,0.10608094930648804,2.1729981899261475,-14.602856906872374
-101.29503631591797,23.0,-37.09894774274594,23.0,47.23213577270508,3.266474485397339,31.123764836961726,147.69235229492188,0.0,43.20869827270508,0.20935045182704926,13.335369110107422,23.0,738.9851491451263,-37.09894774274594,0.0,0.7358273863792419,149.48387145996094,3.41691255569458,-0.10942674428224564,1000.0,23000,23,1.0,0.7055690288543701,-551.8762829571992,0.10985611379146576,2.192626476287842,-37.96257108297355
-106.2547378540039,24.0,-44.97231858110615,24.0,47.834991455078125,4.547641277313232,31.13148942045865,158.73553466796875,0.0,8.20526123046875,0.37434184551239014,14.730782508850098,24.0,770.9236032962799,-44.97231858110615,0.0,0.6572716236114502,160.6646728515625,4.033634662628174,-0.10478925704956055,1000.0,24000,24,1.0,0.7091654539108276,-704.704614076793,0.11184826493263245,2.209646224975586,-65.74348954104936
-108.26939392089844,25.0,-68.80172256578837,25.0,46.15375900268555,3.510472536087036,31.135686003514504,169.93533325195312,0.0,180.92848205566406,0.3692606985569,17.804140090942383,25.0,802.9371826648712,-68.80172256578837,0.0,0.7195540070533752,171.86279296875,3.4137892723083496,-0.10913365334272385,1000.0,25000,25,1.0,0.715714693069458,278.1918586239859,0.11204355955123901,2.263254404067993,-51.98607561444795
-114.60751342773438,26.0,-53.95590107107615,26.0,51.45418930053711,2.2475998401641846,31.14028578111229,177.535888671875,0.0,186.78367614746094,0.2082558125257492,8.336463928222656,26.0,834.9313228130341,-53.95590107107615,0.0,0.7885129451751709,179.29322814941406,2.1730263233184814,-0.10824733227491379,1000.0,26000,26,1.0,0.7127643823623657,487.2239736646664,0.11219698935747147,2.265120267868042,-31.247227565251244
-119.86956787109375,27.0,-35.62872851913449,27.0,56.50386047363281,2.64039945602417,31.144284157348203,182.10337829589844,0.0,189.9852752685547,0.3659724295139313,25.23629379272461,27.0,866.9327528476715,-35.62872851913449,0.0,0.6797593832015991,183.8890838623047,2.2886016368865967,-0.11058171838521957,1000.0,27000,27,1.0,0.7109116315841675,705.3316417656131,0.11231031268835068,2.2612223625183105,-3.966528701145156
-123.75833129882812,28.0,-18.444676808293075,28.0,61.246883392333984,3.2656195163726807,31.147957771555717,184.1834716796875,0.0,191.93856811523438,0.4667324721813202,26.03472900390625,28.0,898.9353396892548,-18.444676808293075,0.0,0.612736701965332,185.46420288085938,3.3040103912353516,-0.10704869776964188,1000.0,28000,28,1.0,0.7077373266220093,719.9509852195149,0.11366570740938187,2.269308090209961,21.887668224592705
-127.51559448242188,29.0,-13.154431345871123,29.0,65.57476806640625,2.7580292224884033,31.148627546116188,185.02410888671875,0.0,150.77659606933594,0.38537371158599854,19.624116897583008,29.0,931.0201535224915,-13.154431345871123,0.0,0.6658143997192383,186.45611572265625,2.8782737255096436,-0.10866657644510269,1000.0,29000,29,1.0,0.7047787308692932,245.39026513236735,0.11278210580348969,2.2602720260620117,29.594654324860798
-130.05531311035156,30.0,1.0458765144228588,30.0,69.8351821899414,3.0969202518463135,31.15424112330444,186.31649780273438,0.0,195.18499755859375,0.4609932005405426,13.045097351074219,30.0,962.9507546424866,1.0458765144228588,0.0,0.6737821698188782,187.62274169921875,3.1586251258850098,-0.10432711243629456,1000.0,30000,30,1.0,0.7039709687232971,560.5006598615814,0.11432614922523499,2.26259183883667,47.29152117608482
-134.32652282714844,31.0,12.09767477472798,31.0,73.89767456054688,3.1058194637298584,31.155399579893366,188.7077178955078,0.0,198.21250915527344,0.2981615960597992,9.873783111572266,31.0,995.0121140480042,12.09767477472798,0.0,0.7517963647842407,189.9564208984375,3.0639195442199707,-0.10465960204601288,1000.0,31000,31,1.0,0.7008622884750366,625.2085237620361,0.11424142122268677,2.262982130050659,65.93400513047034
-137.54144287109375,32.0,17.770292382106113,32.0,77.61478424072266,2.9324634075164795,31.158536723480466,188.69921875,0.0,166.76861572265625,0.32678505778312683,27.541166305541992,32.0,1027.0058662891388,17.770292382106113,0.0,0.7508537769317627,190.05551147460938,3.1838674545288086,-0.10984064638614655,1000.0,32000,32,1.0,0.6994547247886658,117.13148471232992,0.11255296319723129,2.2578983306884766,67.53392636740344
-138.47943115234375,33.0,30.32801339318719,33.0,81.21135711669922,3.755887985229492,31.162099196706144,189.48544311523438,0.0,179.85549926757812,0.5611439347267151,18.302242279052734,33.0,1058.9787225723267,30.32801339318719,0.0,0.5460203886032104,190.76727294921875,3.8032071590423584,-0.10947305709123611,1000.0,33000,33,1.0,0.6986427307128906,401.3221145437653,0.1129976287484169,2.266568422317505,77.6487199485053
-139.53509521484375,34.0,38.384107567373164,34.0,84.51509094238281,3.54643177986145,31.16183507925407,188.5042724609375,0.0,195.676025390625,0.45571383833885193,19.505918502807617,34.0,1091.0782344341278,38.384107567373164,0.0,0.6832345128059387,189.97195434570312,3.140674352645874,-0.10814837366342545,1000.0,34000,34,1.0,0.6971486806869507,535.4404603119107,0.11321068555116653,2.282238483428955,91.11318290037016
-135.88681030273438,35.0,28.653558547499838,35.0,83.29537200927734,3.1655445098876953,31.16369952383514,188.2015838623047,0.0,188.54359436035156,0.27516627311706543,19.015336990356445,35.0,1123.101574420929,28.653558547499838,0.0,0.7069352269172668,189.7879638671875,2.881413698196411,-0.10102763772010803,1000.0,35000,35,1.0,0.7006788849830627,475.29274495219363,0.11545111984014511,2.304222583770752,102.08974181613655
-131.7134552001953,36.0,18.20812591067142,36.0,81.95060729980469,2.8571290969848633,31.163706143308282,189.6331787109375,0.0,195.55824279785156,0.42174243927001953,20.844072341918945,36.0,1155.1899454593658,18.20812591067142,0.0,0.6673546433448792,190.77328491210938,2.5401511192321777,-0.094611257314682,1000.0,36000,36,1.0,0.7054248452186584,462.25067913495167,0.11771900206804276,2.3251614570617676,112.09421229721474
-132.79385375976562,37.0,21.599184093897485,37.0,84.04743194580078,2.839351177215576,31.161996294608844,189.73110961914062,0.0,191.7704315185547,0.3330387771129608,24.090412139892578,37.0,1187.3437006473541,21.599184093897485,0.0,0.6880303621292114,191.179931640625,2.7730042934417725,-0.09524024277925491,1000.0,37000,37,1.0,0.7052152752876282,-104.2339309092328,0.1177484393119812,2.3300364017486572,106.24750572406751
-134.5610809326172,38.0,28.662853839748312,38.0,86.92963409423828,3.329753875732422,31.162630105492624,188.92263793945312,0.0,193.00128173828125,0.3067052364349365,36.11331558227539,38.0,1219.4092690944672,28.662853839748312,0.0,0.6931930780410767,190.79345703125,3.545034885406494,-0.09173010289669037,1000.0,38000,38,1.0,0.7052847743034363,235.069996018627,0.11823366582393646,2.3214869499206543,109.63757125813486
-132.49070739746094,39.0,38.02903126067558,39.0,89.62767791748047,3.5073611736297607,31.164333509024836,188.44667053222656,0.0,194.1244354248047,0.5040811896324158,19.360509872436523,39.0,1251.430581331253,38.02903126067558,0.0,0.6270752549171448,190.10690307617188,3.3651087284088135,-0.09465236216783524,1000.0,39000,39,1.0,0.7043095231056213,684.8531577591774,0.11811701208353043,2.314084768295288,124.3866888607257
-131.7353057861328,40.0,37.50221787036794,40.0,92.13978576660156,2.4796085357666016,31.16316352536856,185.83372497558594,0.0,192.448486328125,0.35310518741607666,12.73709487915039,40.0,1283.566733121872,37.50221787036794,0.0,0.6777694225311279,187.34136962890625,2.2374958992004395,-0.08927807956933975,1000.0,40000,40,1.0,0.7040345072746277,771.4927241177106,0.1182299256324768,2.3097708225250244,140.56433974215034
-131.7394561767578,41.0,46.372353421895006,41.0,94.51586151123047,3.174673080444336,31.163171725644723,184.96237182617188,0.0,191.4190216064453,0.40479931235313416,20.794883728027344,41.0,1315.6555552482605,46.372353421895006,0.0,0.6910670399665833,186.41380310058594,2.810877799987793,-0.09492740780115128,1000.0,41000,41,1.0,0.7022823095321655,685.3638150753081,0.11755156517028809,2.3077199459075928,153.85213182344688
-133.439697265625,42.0,51.24777919064693,42.0,96.73548126220703,2.8450562953948975,31.164924497869237,185.74813842773438,0.0,192.4105682373047,0.33559003472328186,21.669382095336914,42.0,1347.6689155101776,51.24777919064693,0.0,0.7192304730415344,187.656005859375,2.712939500808716,-0.09327855706214905,1000.0,42000,42,1.0,0.7012935280799866,481.40201234072384,0.11772740632295609,2.3173341751098633,161.65093850242965
-134.9450225830078,43.0,54.82273325600238,43.0,98.9355697631836,2.089763879776001,31.164538888140044,187.3695526123047,0.0,191.91171264648438,0.2540002763271332,15.171904563903809,43.0,1379.773342847824,54.82273325600238,0.0,0.7849970459938049,189.13754272460938,1.8691046237945557,-0.09217563271522522,1000.0,43000,43,1.0,0.7001469135284424,338.48857653758074,0.11751738935709,2.3124797344207764,165.76344171254945
-137.4483642578125,44.0,61.97857197200393,44.0,101.04718017578125,2.8177714347839355,31.163441396646437,188.30856323242188,0.0,193.8267822265625,0.23931162059307098,36.1046028137207,44.0,1411.9108169078827,61.97857197200393,0.0,0.7865533232688904,190.40939331054688,3.0794906616210938,-0.08908960968255997,1000.0,44000,44,1.0,0.6987942457199097,554.7741567195998,0.11815261840820312,2.3127663135528564,174.60459432634605
-140.5677032470703,45.0,64.84549877330491,45.0,103.13877868652344,2.4719176292419434,31.161590477693903,192.17958068847656,0.0,182.2506561279297,0.25158989429473877,24.776077270507812,45.0,1444.085469007492,64.84549877330491,0.0,0.7907115817070007,193.97364807128906,2.6910459995269775,-0.08938747644424438,1000.0,45000,45,1.0,0.6983235478401184,402.5022723529005,0.117665596306324,2.3092172145843506,179.66898717138062
-143.94691467285156,46.0,68.99347320466777,46.0,105.1789779663086,3.012885570526123,31.1649599368889,194.05870056152344,0.0,201.59402465820312,0.299511581659317,27.941974639892578,46.0,1476.016657590866,68.99347320466777,0.0,0.768500566482544,195.91078186035156,2.975287914276123,-0.09324751794338226,1000.0,46000,46,1.0,0.6970111131668091,568.6869854141495,0.11707472056150436,2.3055663108825684,188.1259001766582
-144.20684814453125,47.0,75.95711230811132,47.0,107.19144439697266,3.7661802768707275,31.16777348568014,194.521484375,0.0,198.8652801513672,0.3194751739501953,40.09062957763672,47.0,1507.967838048935,75.95711230811132,0.0,0.7238024473190308,196.5411376953125,4.165273189544678,-0.09141066670417786,1000.0,47000,47,1.0,0.6962760090827942,349.1614551642375,0.11723696440458298,2.3097012042999268,191.55218858064924
-147.3166961669922,48.0,80.75993230231768,48.0,109.12725830078125,3.50313663482666,31.16812691178343,194.91116333007812,0.0,202.750732421875,0.26519420742988586,17.36754608154297,48.0,1540.0347969532013,80.75993230231768,0.0,0.7050536274909973,196.4219970703125,3.519075632095337,-0.09239238500595093,1000.0,48000,48,1.0,0.6960099339485168,322.4806040631858,0.11717601120471954,2.313831090927124,194.27986390320203
-147.60597229003906,49.0,86.49089833445014,49.0,111.01541137695312,3.16630482673645,31.168152998610655,197.595947265625,0.0,98.62207794189453,0.36005568504333496,22.564373016357422,49.0,1572.1175394058228,86.49089833445014,0.0,0.6781948804855347,199.11416625976562,3.1332647800445557,-0.09026488661766052,1000.0,49000,49,1.0,0.6954411864280701,-97.79459704000759,0.11759476363658905,2.3157215118408203,188.31916061864675
-148.248046875,50.0,85.11911687109755,50.0,111.56639862060547,3.4358303546905518,31.16846852910257,197.430419921875,0.0,204.3384552001953,0.37565961480140686,26.062761306762695,50.0,1604.1853308677673,85.11911687109755,0.0,0.7051427364349365,199.42359924316406,3.3659310340881348,-0.08706912398338318,1000.0,50000,50,1.0,0.6956528425216675,541.9044589111388,0.11828535050153732,2.3213469982147217,195.3908665844966
-144.3783721923828,51.0,83.50443723432967,51.0,110.82405090332031,3.0796241760253906,31.16819482342112,199.08096313476562,0.0,203.2435302734375,0.32291364669799805,26.395566940307617,51.0,1636.283406496048,83.50443723432967,0.0,0.6219368577003479,200.65261840820312,2.799440383911133,-0.08255738019943237,1000.0,51000,51,1.0,0.6974454522132874,548.8732369293372,0.11989258229732513,2.3121464252471924,202.32189345400326
-146.4224395751953,52.0,88.96528455145989,52.0,112.59282684326172,3.449424982070923,31.169011266917956,198.00860595703125,0.0,205.27488708496094,0.17337584495544434,19.96857452392578,52.0,1668.3236935138702,88.96528455145989,0.0,0.6474739909172058,199.87921142578125,2.781449794769287,-0.0785398930311203,1000.0,52000,52,1.0,0.6963157653808594,725.0871224193636,0.12061343342065811,2.313464403152466,212.37507093410633
-148.44195556640625,53.0,94.64202690176425,53.0,114.30480194091797,2.495042324066162,31.168452508184835,198.28485107421875,0.0,-16.45651626586914,0.24947170913219452,27.812461853027344,53.0,1700.4373247623444,94.64202690176425,0.0,0.6015524864196777,199.4806671142578,2.6749138832092285,-0.07692841440439224,1000.0,53000,53,1.0,0.6947972774505615,-449.56937204167787,0.12083441764116287,2.3162930011749268,199.8855531421104
-144.67210388183594,54.0,86.16020679555464,54.0,111.45233154296875,4.298959732055664,31.168658863938013,197.93849182128906,0.0,202.3302764892578,0.2915625274181366,28.9132022857666,54.0,1732.509577512741,86.16020679555464,0.0,0.6462202668190002,199.9239501953125,2.853905439376831,-0.06845377385616302,1000.0,54000,54,1.0,0.6982876062393188,518.5967267312113,0.12323624640703201,2.3000621795654297,205.78761191227895
-144.90699768066406,55.0,87.92660662821356,55.0,113.06298065185547,1.781995415687561,31.171257724880284,198.75070190429688,0.0,154.03550720214844,0.2567567527294159,28.171131134033203,55.0,1764.4459676742554,87.92660662821356,0.0,0.728452742099762,200.05990600585938,2.030794143676758,-0.06702617555856705,1000.0,55000,55,1.0,0.6968780159950256,137.3895330112135,0.12297900766134262,2.295964002609253,204.54401047771412
-146.67807006835938,56.0,92.01921546598807,56.0,114.66890716552734,2.974930763244629,31.172331032031032,198.47232055664062,0.0,203.89813232421875,0.3301270604133606,31.512680053710938,56.0,1796.4649465084076,92.01921546598807,0.0,0.6897728443145752,200.106689453125,2.2207190990448,-0.06674876809120178,1000.0,56000,56,1.0,0.6959596872329712,676.2929866236066,0.12296442687511444,2.289518356323242,212.9680993374622
-146.3680419921875,57.0,99.8016012034441,57.0,116.22254943847656,1.5604854822158813,31.17084469754397,197.79232788085938,0.0,201.340576171875,0.3052707612514496,21.521699905395508,57.0,1828.6318690776825,99.8016012034441,0.0,0.7225728631019592,199.21484375,1.5603309869766235,-0.06881461292505264,1000.0,57000,57,1.0,0.6949530243873596,388.39083762431443,0.12296802550554276,2.2928059101104736,216.04569123723152
-148.31558227539062,58.0,97.42739902688542,58.0,117.66633605957031,2.0628206729888916,31.17236413630147,198.81631469726562,0.0,206.54966735839844,0.29121866822242737,24.81454849243164,58.0,1860.6224329471588,97.42739902688542,0.0,0.7452781200408936,200.37896728515625,2.266841411590576,-0.06699670106172562,1000.0,58000,58,1.0,0.6959463357925415,906.1225902034163,0.12254921346902847,2.294213056564331,227.94356880561403
-150.01467895507812,59.0,99.82516549039349,59.0,119.10746002197266,1.9560457468032837,31.17467549549736,198.081787109375,0.0,203.531494140625,0.3065274953842163,28.252117156982422,59.0,1892.561800956726,99.82516549039349,0.0,0.7421479225158691,199.501708984375,1.8228408098220825,-0.07101426273584366,1000.0,59000,59,1.0,0.6956350803375244,575.1264933637101,0.12187701463699341,2.2873899936676025,233.82802515405635
-147.24441528320312,60.0,98.54986605396788,60.0,119.94625854492188,2.3299880027770996,31.17669373530777,196.89126586914062,0.0,204.6271514892578,0.3409259021282196,27.688322067260742,60.0,1924.5145270824432,98.54986605396788,0.0,0.7076384425163269,198.54522705078125,2.3883440494537354,-0.07245288789272308,1000.0,60000,60,1.0,0.6953354477882385,836.2262656229377,0.12128284573554993,2.2855074405670166,243.86799582853772
-149.95045471191406,61.0,101.68566730061667,61.0,121.25823211669922,2.155641794204712,31.17735438685626,195.3021240234375,0.0,203.34825134277344,0.16525723040103912,36.619659423828125,61.0,1956.5483088493347,101.68566730061667,0.0,0.7526603937149048,196.70993041992188,2.037395715713501,-0.07182449847459793,1000.0,61000,61,1.0,0.6944419741630554,567.2358159315668,0.12132924795150757,2.289114475250244,249.16910763350538
-151.3173370361328,62.0,101.51037218969012,62.0,122.5048828125,2.202687978744507,31.175961143858693,196.575927734375,0.0,203.8948516845703,0.32065659761428833,36.43766403198242,62.0,1988.7117421627045,101.51037218969012,0.0,0.6806486248970032,198.18252563476562,2.1558384895324707,-0.06995948404073715,1000.0,62000,62,1.0,0.6942148804664612,837.9030321609062,0.12107785791158676,2.284470796585083,258.6648160936248
-152.0493621826172,63.0,107.11494543634267,63.0,123.77657318115234,2.1362721920013428,31.17610264856093,196.755615234375,0.0,205.30223083496094,0.27673086524009705,33.413211822509766,63.0,2020.7785658836365,107.11494543634267,0.0,0.7031238675117493,198.09368896484375,2.1474812030792236,-0.07157476246356964,1000.0,63000,63,1.0,0.6934958100318909,690.3853231069197,0.12082182615995407,2.283757448196411,265.51752255415323
-154.50115966796875,64.0,111.08826957690911,64.0,125.00990295410156,2.2021372318267822,31.177054312740758,195.80722045898438,0.0,202.2677459716797,0.3406061828136444,31.504491806030273,64.0,2052.791753768921,111.08826957690911,0.0,0.7118279337882996,197.4405517578125,2.2593815326690674,-0.06807640194892883,1000.0,64000,64,1.0,0.692926287651062,497.34481846219114,0.12126655876636505,2.289414644241333,269.13982405271634
-155.2263946533203,65.0,117.55170001604752,65.0,126.24217987060547,2.282140016555786,31.17837361182675,198.55982971191406,0.0,198.72763061523438,0.34153881669044495,31.262357711791992,65.0,2084.778404712677,117.55170001604752,0.0,0.741083562374115,200.29092407226562,2.3519675731658936,-0.06670582294464111,1000.0,65000,65,1.0,0.6927817463874817,76.22272235005228,0.12168219685554504,2.289731025695801,266.17186864190614
-157.9359130859375,66.0,120.42296850295462,66.0,127.41348266601562,2.2820868492126465,31.17870167351577,200.0589141845703,0.0,209.1399688720703,0.27635109424591064,39.878482818603516,66.0,2116.8296451568604,120.42296850295462,0.0,0.7707924842834473,201.79849243164062,2.3921620845794678,-0.06351105123758316,1000.0,66000,66,1.0,0.6921876668930054,878.785789733286,0.12174884229898453,2.290327548980713,275.45389774935126
