train/param_noise_distance,rollout/return_history,rollout/return,total/episodes,rollout/episodes,ret_rms_std,total/duration,eval/Q,reference_action_std,rollout/episode_steps,eval/return,obs_rms_mean,reference_actor_Q_mean,eval/return_history,rollout/Q_mean,eval/episodes,train/loss_actor,total/epochs,rollout/actions_mean,reference_action_mean,total/steps,reference_Q_std,reference_Q_mean,reference_actor_Q_std,total/steps_per_second,train/loss_critic,rollout/actions_std,ret_rms_mean,obs_rms_std
0.0,152.14319838004923,152.14319838004923,21.0,21.0,1.0,673.9364945888519,186.8961944580078,0.7515913248062134,1000.0,603.6183784365346,0.10438258200883865,178.67752075195312,279.58252557264285,75.23175048828125,21.0,-177.98236083984375,21,0.041693609207868576,0.025925373658537865,21000,5.197635650634766,176.65716552734375,5.3695878982543945,31.160205996577552,15.822704315185547,0.6381892561912537,0.0,2.207542896270752
0.0,166.0455557364282,166.0455557364282,22.0,22.0,1.0,705.8794178962708,199.69285583496094,0.7358297109603882,1000.0,741.9548162322108,0.1051250696182251,192.32388305664062,300.5994478753505,80.32139587402344,22.0,-191.82757568359375,22,0.044599805027246475,0.03541606292128563,22000,4.582357406616211,190.58531188964844,4.782973289489746,31.166796257590992,17.682157516479492,0.6399214863777161,0.0,2.2288625240325928
0.0,183.22312606506674,183.22312606506674,23.0,23.0,1.0,737.8846664428711,210.01425170898438,0.7850944995880127,1000.0,476.22117929715114,0.10670634359121323,202.85781860351562,308.2351753284723,85.69823455810547,23.0,-204.25494384765625,23,0.04503478854894638,-0.0885353684425354,23000,3.551815986633301,201.08642578125,3.5852768421173096,31.17018288356141,29.010007858276367,0.6424429416656494,0.0,2.2542452812194824
0.0,191.66941069054124,191.66941069054124,24.0,24.0,1.0,769.8416423797607,221.2792205810547,0.7717732191085815,1000.0,771.2075300374279,0.10704121738672256,213.2977752685547,327.5256901080121,91.04889678955078,24.0,-215.4328155517578,24,0.04278561845421791,0.03165377303957939,24000,2.7163596153259277,211.80368041992188,2.6576573848724365,31.175242645760733,22.336320877075195,0.6449635624885559,0.0,2.273700714111328
0.0,204.41983960000553,204.41983960000553,25.0,25.0,1.0,801.8306393623352,229.4406280517578,0.7777277827262878,1000.0,695.0959340952353,0.10736337304115295,223.14324951171875,342.228499867501,96.37789916992188,25.0,-225.09400939941406,25,0.04214909300208092,0.08956433087587357,25000,2.9558815956115723,221.44598388671875,2.776378631591797,31.178653911107126,20.91946792602539,0.6480984687805176,0.0,2.30002498626709
0.0,204.32833914342234,204.32833914342234,26.0,26.0,1.0,833.9075219631195,237.8094482421875,0.7342837452888489,1000.0,702.0045113434358,0.10821586102247238,230.1822052001953,356.0660387704216,101.55652618408203,26.0,-231.4630889892578,26,0.04772813245654106,0.07361762970685959,26000,2.1782402992248535,228.69944763183594,2.151050567626953,31.17851717993003,21.180665969848633,0.6490496397018433,0.0,2.3067054748535156
0.0,218.08921136750783,218.08921136750783,27.0,27.0,1.0,865.8516783714294,244.36415100097656,0.7534127235412598,1000.0,1005.0154408378673,0.10944842547178268,236.02447509765625,380.1012018099566,106.63348388671875,27.0,-237.9937286376953,27,0.04806402698159218,-0.044015660881996155,27000,2.5144522190093994,233.877685546875,2.731372833251953,31.183169905940463,18.587549209594727,0.6512492299079895,0.0,2.3277440071105957
0.0,224.5851845007841,224.5851845007841,28.0,28.0,1.0,897.8088476657867,248.16334533691406,0.7523457407951355,1000.0,718.5968693032567,0.1109631359577179,241.57736206054688,392.1903327918602,111.54753875732422,28.0,-244.20236206054688,28,0.05165711045265198,0.04035912826657295,28000,5.226672172546387,238.9544677734375,4.280617713928223,31.187039504898177,23.61383628845215,0.6521664261817932,0.0,2.3374764919281006
0.0,241.51463768875348,241.51463768875348,29.0,29.0,1.0,929.6771764755249,254.92445373535156,0.6665499806404114,1000.0,823.8108495882691,0.11253982782363892,247.84359741210938,407.07379888828814,116.38136291503906,29.0,-249.3866729736328,29,0.05120892822742462,0.1463443487882614,29000,3.0431101322174072,245.55105590820312,3.073167562484741,31.19362369413128,24.14725112915039,0.6531118750572205,0.0,2.3597300052642822
0.0,248.71474870621356,248.71474870621356,30.0,30.0,1.0,961.6230716705322,257.83929443359375,0.6332926750183105,1000.0,488.98713544748716,0.11433464288711548,255.20933532714844,409.8042434402614,121.02263641357422,30.0,-255.49705505371094,30,0.056706152856349945,0.3652712106704712,30000,1.8941067457199097,253.357666015625,1.86930513381958,31.197254811996117,37.88926696777344,0.6543682813644409,0.0,2.3697266578674316
0.0,253.96749118556974,253.96749118556974,31.0,31.0,1.0,993.6865477561951,260.5692138671875,0.6939048767089844,1000.0,-44.71909080182806,0.11567218601703644,258.5247802734375,395.14220040019404,125.49494934082031,31.0,-261.0516662597656,31,0.06161344796419144,-0.05766745284199715,31000,1.7830673456192017,256.3724365234375,1.9863792657852173,31.196960520397397,22.644147872924805,0.6547699570655823,0.0,2.3807718753814697
0.0,251.48595139868274,251.48595139868274,32.0,32.0,1.0,1025.7299480438232,268.0914611816406,0.6847953200340271,1000.0,-129.00775006698422,0.1159265786409378,263.62548828125,378.76251444809463,129.79660034179688,32.0,-265.97637939453125,32,0.05530070886015892,0.14331082999706268,32000,2.1009035110473633,261.4994201660156,2.671607732772827,31.197295215009976,28.079368591308594,0.6570859551429749,0.0,2.391606092453003
0.0,235.7211231992451,235.7211231992451,33.0,33.0,1.0,1058.2706496715546,267.02178955078125,0.7578211426734924,1000.0,300.95897526667443,0.11900115013122559,267.763671875,376.4048314425971,133.90750122070312,33.0,-268.99786376953125,33,0.061780594289302826,0.009066830389201641,33000,3.182713270187378,266.04693603515625,2.9304306507110596,31.182949286405986,37.40959930419922,0.6570615768432617,0.0,2.371288537979126
0.0,231.11626751952102,231.11626751952102,34.0,34.0,1.0,1090.9298570156097,263.1472473144531,0.7796789407730103,1000.0,192.94952157871938,0.12031149864196777,272.4884033203125,371.00908703483594,137.71397399902344,34.0,-271.8697509765625,34,0.05852266028523445,0.08213456720113754,34000,2.2814481258392334,270.56683349609375,2.487940788269043,31.1660734018333,16.260957717895508,0.6594148278236389,0.0,2.369286060333252
0.0,238.26877795024754,238.26877795024754,35.0,35.0,1.0,1123.527642250061,250.99012756347656,0.7623818516731262,1000.0,-257.64439343162235,0.12083093076944351,275.40777587890625,353.04755902150856,141.73287963867188,35.0,-274.93597412109375,35,0.05771542340517044,0.08158881217241287,35000,2.6628780364990234,272.75079345703125,2.116243600845337,31.15188152372145,40.853370666503906,0.6608986854553223,0.0,2.3791096210479736
0.0,244.18707404843528,244.18707404843528,36.0,36.0,1.0,1156.1289491653442,259.2190856933594,0.764382541179657,1000.0,-352.02467845340266,0.12171465903520584,278.50433349609375,333.4622190916499,145.65016174316406,36.0,-278.4581298828125,36,0.061348509043455124,0.031167486682534218,36000,3.656606435775757,276.82562255859375,4.040759086608887,31.138395095105817,29.011926651000977,0.6619200706481934,0.0,2.3848319053649902
0.0,239.95081997320932,239.95081997320932,37.0,37.0,1.0,1188.4595773220062,289.4759521484375,0.7766714096069336,1000.0,592.9190601506828,0.12128548324108124,282.42486572265625,340.47456614729947,148.99334716796875,37.0,-280.9999694824219,37,0.0551021434366703,0.024040430784225464,37000,3.60329008102417,280.567626953125,3.540308952331543,31.132737457821896,50.385536193847656,0.6640732288360596,0.0,2.384050130844116
0.0,225.1374232772851,225.1374232772851,38.0,38.0,1.0,1220.3647961616516,294.044921875,0.7993970513343811,1000.0,646.6971171204224,0.1225549504160881,287.6098937988281,348.53305433080266,151.7749481201172,38.0,-284.29315185546875,38,0.05378399416804314,-0.0024373431224375963,38000,2.2488112449645996,285.11907958984375,2.2452480792999268,31.138230240268626,20.680622100830078,0.6646080017089844,0.0,2.3886890411376953
0.0,215.84601756430084,215.84601756430084,39.0,39.0,1.0,1252.4629292488098,282.7828063964844,0.8422446846961975,1000.0,250.14669939475465,0.1231125071644783,291.8096923828125,346.0103272811604,154.6274871826172,39.0,-286.8900451660156,39,0.050364863127470016,-0.006070693489164114,39000,2.9187538623809814,289.54852294921875,3.146519184112549,31.138646174055662,28.596689224243164,0.667026162147522,0.0,2.401266574859619
0.0,217.69878779406855,217.69878779406855,40.0,40.0,1.0,1284.342694759369,250.75218200683594,0.8393919467926025,1000.0,-491.75343571692304,0.12316040694713593,299.13079833984375,325.0662332062084,157.96859741210938,40.0,-291.69940185546875,40,0.04782040789723396,0.05606241896748543,40000,1.8940619230270386,296.47998046875,2.2671613693237305,31.144335669300705,33.5910530090332,0.667073667049408,0.0,2.4123425483703613
0.0,218.19801836778905,218.19801836778905,41.0,41.0,1.0,1316.2869164943695,310.05474853515625,0.8092018961906433,1000.0,652.9316291999033,0.12327729910612106,303.9410095214844,333.06295018166435,161.08421325683594,41.0,-294.962646484375,41,0.047293536365032196,0.07655693590641022,41000,15.925909996032715,298.81494140625,5.314576625823975,31.148224210261212,31.52499771118164,0.6682363748550415,0.0,2.4170312881469727
0.0,202.07857531048865,202.07857531048865,42.0,42.0,1.0,1348.3452305793762,314.818115234375,0.8046028017997742,1000.0,708.1979579548117,0.12420760840177536,308.8648986816406,341.994736081025,163.0550537109375,42.0,-295.0965881347656,42,0.04539700224995613,-0.0018707910785451531,42000,4.491496562957764,307.039306640625,4.198479652404785,31.149292516096075,49.07404327392578,0.6704988479614258,0.0,2.441694498062134
0.0,202.09358494555306,202.09358494555306,43.0,43.0,1.0,1380.291178226471,306.79473876953125,0.7919783592224121,1000.0,308.66494325752114,0.12499052286148071,312.78558349609375,341.2196246200133,165.5935821533203,43.0,-297.70721435546875,43,0.04255266487598419,0.15248575806617737,43000,4.972360134124756,311.2224426269531,3.9214224815368652,31.15284707915795,30.485944747924805,0.6714237928390503,0.0,2.4687960147857666
0.0,207.17367018885406,207.17367018885406,44.0,44.0,1.0,1412.2103235721588,318.0649108886719,0.7446820735931396,1000.0,642.5553786809893,0.12429935485124588,314.62677001953125,348.0681644850355,169.0410614013672,44.0,-297.7731628417969,44,0.042175669223070145,0.12181562185287476,44000,5.035517692565918,312.46337890625,6.115097522735596,31.156832141477942,35.90153884887695,0.6694868803024292,0.0,2.4657084941864014
0.0,213.9199191466397,213.9199191466397,45.0,45.0,1.0,1444.172209262848,318.8572692871094,0.7851038575172424,1000.0,724.0538584451213,0.12490271031856537,314.050048828125,356.4234021285929,172.3549041748047,45.0,-298.8838806152344,45,0.04549499601125717,0.08269193768501282,45000,6.743188381195068,311.865966796875,7.162914752960205,31.159718841958227,34.15933609008789,0.6686446070671082,0.0,2.466142416000366
0.0,207.23733961673477,207.23733961673477,46.0,46.0,1.0,1476.1724030971527,318.5682678222656,0.761795699596405,1000.0,916.9023776476128,0.12675555050373077,313.33905029296875,368.6077276833542,173.77586364746094,46.0,-298.00115966796875,46,0.048655472695827484,-0.03645464777946472,46000,4.989274501800537,311.33074951171875,6.020320892333984,31.161671836898957,17.713153839111328,0.6720494627952576,0.0,2.488953113555908
0.0,210.27319611264517,210.27319611264517,47.0,47.0,1.0,1508.8097286224365,316.4710388183594,0.7120466828346252,1000.0,760.636122273095,0.1262466460466385,311.65374755859375,376.94875735547635,176.7787322998047,47.0,-296.4819641113281,47,0.04696519672870636,-0.09639370441436768,47000,6.694911956787109,309.78985595703125,7.313996315002441,31.150382389773977,33.33297348022461,0.6710065603256226,0.0,2.4811036586761475
0.0,221.3082208197743,221.3082208197743,48.0,48.0,1.0,1541.2521376609802,315.79833984375,0.750837504863739,1000.0,1050.8306323907902,0.12632252275943756,308.7788391113281,390.9879630853787,179.6588592529297,48.0,-296.54022216796875,48,0.04550226032733917,-0.0645742192864418,48000,5.529329299926758,306.490478515625,5.937779426574707,31.14350911645468,43.46915054321289,0.6701539754867554,0.0,2.4802379608154297
0.0,228.8706755524569,228.8706755524569,49.0,49.0,1.0,1573.1571831703186,311.41790771484375,0.7966132760047913,1000.0,832.2996572675671,0.1268053501844406,306.8497619628906,399.9943241911376,182.31640625,49.0,-296.85107421875,49,0.046762071549892426,0.00529435696080327,49000,6.046023845672607,305.0881042480469,6.317770004272461,31.147555072184414,40.768619537353516,0.6697089076042175,0.0,2.4840099811553955
0.0,225.7271482048726,225.7271482048726,50.0,50.0,1.0,1605.08060836792,299.7392883300781,0.7681568264961243,1000.0,610.3876363276457,0.1269240528345108,304.19647216796875,404.2021904338678,184.2196807861328,50.0,-294.5633239746094,50,0.043963462114334106,-0.038824111223220825,50000,6.76469612121582,302.4962158203125,7.169021129608154,31.151083465422378,24.696828842163086,0.6715887784957886,0.0,2.4982123374938965
0.0,228.23617763726006,228.23617763726006,51.0,51.0,1.0,1637.057275056839,301.6059875488281,0.7621468305587769,1000.0,557.1441368190906,0.126429483294487,299.93804931640625,407.2010521276957,186.5683135986328,51.0,-290.58721923828125,51,0.0428471565246582,-0.11344476789236069,51000,7.308935642242432,298.44781494140625,8.062742233276367,31.153461016340597,43.90975570678711,0.671212911605835,0.0,2.4924511909484863
0.0,229.14183576689658,229.14183576689658,52.0,52.0,1.0,1669.0758028030396,300.2327575683594,0.7879549860954285,1000.0,672.8137593337876,0.1260635405778885,295.200927734375,412.3089888047359,188.7184600830078,52.0,-286.1400146484375,52,0.0432528480887413,0.13785068690776825,52000,5.9935221672058105,293.50146484375,6.015341281890869,31.154966067251948,66.19837951660156,0.67167067527771,0.0,2.4920923709869385
0.0,236.37934444674963,236.37934444674963,53.0,53.0,1.0,1700.9498705863953,296.71612548828125,0.8462551236152649,1000.0,745.9885308670031,0.1267017126083374,292.36138916015625,418.6048292210051,190.77943420410156,53.0,-281.7510986328125,53,0.046635694801807404,0.05264349654316902,53000,5.732961654663086,290.62542724609375,6.3581671714782715,31.159060544052643,55.464900970458984,0.6722400188446045,0.0,2.494983434677124
0.0,240.01201456910107,240.01201456910107,54.0,54.0,1.0,1733.0031225681305,295.4668884277344,0.8078592419624329,1000.0,701.7702911369034,0.12669040262699127,289.41033935546875,423.84863407129956,192.666748046875,54.0,-279.6234130859375,54,0.04867410659790039,0.09925320744514465,54000,5.649356842041016,287.5322265625,6.117530345916748,31.15978228589549,36.96234130859375,0.6712843179702759,0.0,2.4940598011016846
0.0,249.16580521087442,249.16580521087442,55.0,55.0,1.0,1765.064777135849,289.3028869628906,0.7777323126792908,1000.0,802.5642577545397,0.12757956981658936,288.6618957519531,430.7343726837221,194.51797485351562,55.0,-278.1578369140625,55,0.05097135528922081,0.08065471798181534,55000,5.154445171356201,286.7068176269531,6.176154136657715,31.160329474846748,49.462310791015625,0.6714231371879578,0.0,2.501438617706299
0.0,255.1017139733415,255.1017139733415,56.0,56.0,1.0,1797.0481464862823,291.3786926269531,0.7515543699264526,1000.0,852.2231641308969,0.12776921689510345,286.83953857421875,438.26095824527886,196.26162719726562,56.0,-277.6454162597656,56,0.05160712078213692,0.10598427057266235,56000,6.21437931060791,285.1297607421875,6.50584602355957,31.162214607046128,38.069828033447266,0.6709738373756409,0.0,2.5055441856384277
0.0,260.5032657572561,260.5032657572561,57.0,57.0,1.0,1829.031408548355,287.78594970703125,0.7421219348907471,1000.0,822.7187471975818,0.12831631302833557,283.34967041015625,445.00583173567014,197.87649536132812,57.0,-275.50982666015625,57,0.05336356163024902,-0.03931811451911926,57000,4.827636241912842,281.42498779296875,5.417678356170654,31.164035638534557,58.47782897949219,0.6710214614868164,0.0,2.50887131690979
0.0,264.9926521794037,264.9926521794037,58.0,58.0,1.0,1861.0801510810852,286.0654296875,0.6564210653305054,1000.0,917.6418454185838,0.1285732239484787,281.35333251953125,453.1547285233066,199.38624572753906,58.0,-274.2881164550781,58,0.054486680775880814,0.17438752949237823,58000,4.551229000091553,279.8343200683594,4.865433692932129,31.164697536701095,12.23533821105957,0.6708523035049438,0.0,2.511859178543091
0.0,261.95221038681024,261.95221038681024,59.0,59.0,1.0,1893.1457896232605,283.285888671875,0.7526267766952515,1000.0,751.4184898841962,0.1283397078514099,279.77484130859375,458.2100465124742,200.78305053710938,59.0,-272.4893493652344,59,0.05426093563437462,-0.003732234239578247,59000,5.436252117156982,277.77764892578125,5.720117092132568,31.16505887892612,42.7718620300293,0.6710261106491089,0.0,2.508439064025879
0.0,262.87821663307716,262.87821663307716,60.0,60.0,1.0,1925.1004238128662,252.94485473632812,0.7150992155075073,1000.0,113.49818919555798,0.1281735748052597,275.47564697265625,452.4648488905256,202.07774353027344,60.0,-269.1117248535156,60,0.05506378412246704,0.06755387783050537,60000,3.566868782043457,273.51348876953125,4.293700695037842,31.16720523138404,31.22689437866211,0.6718191504478455,0.0,2.5074520111083984
0.0,267.02154055610555,267.02154055610555,61.0,61.0,1.0,1957.0924994945526,270.49444580078125,0.7140438556671143,1000.0,735.8255578820556,0.1286202371120453,270.83984375,457.11010641497694,203.090087890625,61.0,-265.6009216308594,61,0.05498642846941948,0.11750513315200806,61000,4.434000492095947,269.5188293457031,5.093424320220947,31.16868518772318,33.55885696411133,0.6720263361930847,0.0,2.5160539150238037
0.0,272.0340246621285,272.0340246621285,62.0,62.0,1.0,1988.9887602329254,253.1698455810547,0.7347963452339172,1000.0,434.9644045546538,0.1290547400712967,266.37762451171875,456.75291767529427,204.20193481445312,62.0,-262.4568786621094,62,0.056928835809230804,0.000982095836661756,62000,4.94564151763916,264.64630126953125,5.340799331665039,31.17161908584106,37.46212387084961,0.6719117164611816,0.0,2.5209121704101562
0.0,276.82093350359014,276.82093350359014,63.0,63.0,1.0,2020.8167366981506,270.2059020996094,0.7418898344039917,1000.0,837.635667161414,0.12955795228481293,264.37017822265625,462.79867560364534,205.22216796875,63.0,-260.34002685546875,63,0.058715637773275375,0.05154119059443474,63000,4.7797698974609375,262.64208984375,5.48729944229126,31.175513769218306,41.42637634277344,0.6719111800193787,0.0,2.524709463119507
0.0,274.6853951504331,274.6853951504331,64.0,64.0,1.0,2052.79407453537,267.8043518066406,0.786278247833252,1000.0,775.81763289594,0.13024869561195374,264.0090637207031,467.68959681133754,205.82305908203125,64.0,-258.4740905761719,64,0.05912282317876816,0.023869553580880165,64000,6.449666976928711,262.0739440917969,6.98183012008667,31.177019065824116,30.759138107299805,0.672433078289032,0.0,2.5286977291107178
0.0,279.17115116254354,279.17115116254354,65.0,65.0,1.0,2084.8691051006317,233.0789031982422,0.7417985200881958,1000.0,-43.57693168252629,0.13010486960411072,260.02899169921875,459.82395791143193,206.73765563964844,65.0,-257.09295654296875,65,0.05856604501605034,0.03994448855519295,65000,5.244173526763916,258.87432861328125,5.399105072021484,31.177017224236053,43.76157760620117,0.6723372340202332,0.0,2.5242345333099365
