reference_actor_Q_std,reference_perturbed_action_mean,total/steps,rollout/actions_mean,train/loss_actor,reference_actor_Q_mean,reference_Q_std,rollout/return_history,ret_rms_std,train/param_noise_distance,rollout/Q_mean,total/duration,ret_rms_mean,eval/Q,eval/episodes,rollout/episode_steps,rollout/actions_std,eval/return,obs_rms_mean,rollout/episodes,param_noise_stddev,eval/return_history,obs_rms_std,total/steps_per_second,reference_action_std,train/loss_critic,reference_Q_mean,reference_perturbed_action_std,total/episodes,rollout/return,reference_action_mean,total/epochs
3.205517292022705,0.771542489528656,1000,0.6004107594490051,-2.405771255493164,2.3332085609436035,3.358027935028076,6.103657183421583,1.0,0.8701796531677246,1.48284912109375,9.125284910202026,0.0,2.129335880279541,1.0,40.666666666666664,0.4996508061885834,80.23192621372061,-0.19006939232349396,18.0,0.16720346283821505,80.23192621372061,1.571743130683899,109.58561950016538,0.07219342887401581,0.08019953966140747,2.0848007202148438,0.3406141400337219,18.0,6.103657183421583,0.8460634350776672,1
6.038437366485596,0.8387371897697449,2000,0.6941145658493042,-5.615826606750488,6.333860874176025,6.232316970825195,33.3940616133373,1.0,0.24341382086277008,2.0940980911254883,17.90124487876892,0.0,4.437625885009766,2.0,78.78260869565217,0.41118016839027405,74.54052618191001,-0.06308574229478836,23.0,0.13978498992545177,77.38622619781532,1.2589579820632935,111.72407357948735,0.12112370878458023,0.25883686542510986,5.829190254211426,0.16239777207374573,23.0,33.3940616133373,0.8946517109870911,2
7.610992908477783,0.7867956757545471,3000,0.6977749466896057,-9.566259384155273,9.996660232543945,7.848085880279541,50.75773199509477,1.0,0.736080527305603,4.204141139984131,26.81326460838318,0.0,17.74211311340332,3.0,96.66666666666667,0.40062007308006287,321.3650608447646,-0.010918566025793552,30.0,0.11686267184170265,158.7125044134651,1.1367026567459106,111.88492128116502,0.5173770785331726,0.8727940320968628,9.282490730285645,0.26105186343193054,30.0,50.75773199509477,0.6554285287857056,3
8.40462875366211,0.4792692959308624,4000,0.6770408749580383,-13.609896659851074,12.676472663879395,8.613018035888672,69.60160932315813,1.0,0.4933432638645172,7.538249969482422,35.43351697921753,0.0,30.84168243408203,4.0,106.97222222222223,0.4144282042980194,259.9383579740627,0.03165382146835327,36.0,0.09577415649670935,184.0189678036145,1.0747089385986328,112.88746760153897,0.6913222074508667,1.175694465637207,11.729876518249512,0.6573162078857422,36.0,69.60160932315813,0.5352876782417297,4
9.850354194641113,0.4592004120349884,5000,0.6562519669532776,-19.663692474365234,14.731060981750488,9.933188438415527,101.29986647089822,1.0,0.39643725752830505,12.364493370056152,44.217037200927734,0.0,15.76367473602295,5.0,113.69767441860465,0.41790929436683655,110.01899197586746,0.08335927128791809,43.0,0.07849118035809692,169.21897263806508,1.0291990041732788,113.07858500965084,0.6764739155769348,0.808032751083374,13.64760684967041,0.6261239647865295,43.0,101.29986647089822,0.39640846848487854,5
11.506220817565918,0.19402921199798584,6000,0.6304255127906799,-26.552417755126953,18.887306213378906,11.568594932556152,110.19063879902694,1.0,0.25562092661857605,15.237285614013672,52.82518768310547,0.0,11.732714653015137,6.0,116.0,0.43565821647644043,-68.56787997515337,0.08534583449363708,51.0,0.06432701283272566,129.58783053586203,1.0676456689834595,113.58218045515657,0.7613232135772705,0.963320255279541,17.689044952392578,0.6607097387313843,51.0,110.19063879902694,0.20035040378570557,6
14.430108070373535,0.45557788014411926,7000,0.6125912666320801,-32.190879821777344,23.21493148803711,14.506861686706543,113.27520403030013,1.0,0.3862084150314331,17.633346557617188,61.492494106292725,0.0,49.0870246887207,7.0,119.29310344827586,0.44726014137268066,287.6910414019263,0.09261251240968704,58.0,0.052718847660376544,152.17400351672833,1.0566082000732422,113.83503144140103,0.7610425353050232,1.268742322921753,21.961822509765625,0.6357468366622925,58.0,113.27520403030013,0.32043319940567017,7
17.960214614868164,0.5708644986152649,8000,0.6123680472373962,-38.00690841674805,26.069597244262695,17.900365829467773,125.58250487295388,1.0,0.2781583368778229,21.21782875061035,70.2132318019867,0.0,49.177547454833984,8.0,127.3225806451613,0.4504753351211548,254.32487528813436,0.10402523726224899,62.0,0.04320544008261588,164.9428624881541,1.043947458267212,113.93863798438116,0.6892547607421875,1.6536865234375,24.59801483154297,0.6410154700279236,62.0,125.58250487295388,0.4886465072631836,8
21.060392379760742,0.3582867681980133,9000,0.6022782921791077,-44.02603530883789,31.096153259277344,21.15165138244629,129.03430069885238,1.0,0.21428357064723969,23.704132080078125,78.87559795379639,0.0,69.86756896972656,9.0,128.66666666666666,0.4599810540676117,240.29940591835535,0.11106889694929123,69.0,0.03612049597631193,173.31581175817647,1.0581375360488892,114.10373085566977,0.7428521513938904,2.431283712387085,29.22552490234375,0.7395908236503601,69.0,129.03430069885238,0.3752102851867676,9
22.156639099121094,0.5501739382743835,10000,0.601020872592926,-49.400909423828125,34.722412109375,22.86850929260254,134.96244157600987,1.0,0.16329118609428406,26.948617935180664,87.58152413368225,0.0,70.49810028076172,10.0,133.27777777777777,0.45609480142593384,285.7816484576091,0.10952128469944,72.0,0.032055106170371106,184.56239542811971,1.0532257556915283,114.17933290058129,0.5421018600463867,2.966510057449341,32.75164031982422,0.5873890519142151,72.0,134.96244157600987,0.6555209755897522,10
