total/duration,obs_rms_std,rollout/actions_std,eval/episodes,reference_Q_mean,reference_actor_Q_std,ret_rms_std,ret_rms_mean,rollout/episodes,reference_Q_std,train/loss_actor,reference_perturbed_action_std,reference_action_std,obs_rms_mean,eval/Q,eval/return,rollout/episode_steps,rollout/return,reference_action_mean,train/loss_critic,total/episodes,rollout/Q_mean,train/param_noise_distance,eval/return_history,param_noise_stddev,total/epochs,rollout/return_history,total/steps,rollout/actions_mean,reference_perturbed_action_mean,total/steps_per_second,reference_actor_Q_mean
16.768489599227905,0.3637460172176361,0.4262514114379883,1.0,2.243863582611084,0.532562792301178,1.0,0.0,1.0,0.9500754475593567,-2.9145257472991943,0.5020171999931335,0.5527492761611938,0.03201860189437866,2.6741456985473633,-991.3224307282213,1000.0,-79.74118130867484,-0.4365376830101013,0.09411448240280151,1.0,1.1482638120651245,0.4295022785663605,-991.3224307282213,0.16720346283821505,1,-79.74118130867484,1000,0.2786116302013397,-0.08984652161598206,59.635663312576725,3.113647937774658
33.07330679893494,0.3469744026660919,0.49891212582588196,2.0,5.040477752685547,1.0704349279403687,1.0,0.0,2.0,1.286497712135315,-4.183199882507324,0.6065835356712341,0.6426867842674255,0.022151976823806763,2.9570305347442627,-850.7208787374893,1000.0,-105.66436669671695,-0.16421914100646973,0.15501172840595245,2.0,1.9545871019363403,0.43988439440727234,-921.0216547328553,0.1370306733903066,2,-105.66436669671695,2000,0.12624749541282654,-0.16470631957054138,60.471727612807264,5.5732421875
49.32026481628418,0.31795167922973633,0.5672169327735901,3.0,8.188666343688965,1.2390799522399902,1.0,0.0,3.0,1.5609548091888428,-5.101823329925537,0.5684711337089539,0.6943078637123108,0.02664339356124401,8.57363510131836,-1062.5352214567638,1000.0,-316.5401540511269,0.1662019044160843,0.157419353723526,3.0,1.7144312858581543,0.5890710949897766,-968.1928436408248,0.11230273064362171,3,-316.5401540511269,3000,0.006306569557636976,0.16381841897964478,60.8269240072994,8.994325637817383
65.96298575401306,0.34058982133865356,0.5740229487419128,4.0,11.668632507324219,1.2094838619232178,1.0,0.0,4.0,1.6948188543319702,-8.090161323547363,0.639521062374115,0.7391234040260315,0.025010913610458374,12.698464393615723,-1068.1482307374122,1000.0,-342.29494277986237,-0.05004808306694031,0.3566399812698364,4.0,3.4978768825531006,0.5675948262214661,-993.1816904149716,0.09203708190275892,4,-342.29494277986237,4000,0.08355934172868729,-0.044569194316864014,60.64006888524823,12.535900115966797
80.46827602386475,0.35827913880348206,0.5836756229400635,5.0,14.337045669555664,1.1390340328216553,1.0,0.0,5.0,1.5971605777740479,-12.145596504211426,0.654682993888855,0.6833253502845764,0.019304027780890465,15.214458465576172,-370.1700171295817,1000.0,-381.00665052800844,0.06211167201399803,0.3767254948616028,5.0,5.38063907623291,0.3810770511627197,-868.5793557578936,0.07542848153938683,5,-381.00665052800844,5000,0.06198853626847267,-0.04260171949863434,62.13628832457071,15.114011764526367
96.42437720298767,0.3727838099002838,0.592520534992218,6.0,16.37895393371582,1.7794588804244995,1.0,0.0,6.0,2.0267233848571777,-14.580662727355957,0.5404909253120422,0.5335713624954224,0.018894324079155922,17.037353515625,-218.2150020192515,1000.0,-409.85970764712914,0.23860305547714233,0.5268484354019165,6.0,7.06743049621582,0.36738747358322144,-760.1852968014532,0.06181699495154324,6,-409.85970764712914,6000,0.042685724794864655,0.2892046570777893,62.22492873735764,17.012577056884766
111.66027522087097,0.38762807846069336,0.5912938117980957,7.0,19.092185974121094,2.0459210872650146,1.0,0.0,7.0,2.2895960807800293,-17.063339233398438,0.580080509185791,0.5701347589492798,0.01987173967063427,19.360689163208008,-154.53733883847957,1000.0,-428.429541741002,0.17210111021995544,0.7959554195404053,7.0,8.435469627380371,0.36831268668174744,-673.6641599495998,0.05066177638540577,7,-428.429541741002,7000,0.08127870410680771,0.08009155839681625,62.690155349819484,19.736804962158203
125.70005130767822,0.3935246765613556,0.582808256149292,8.0,20.84331512451172,1.8757333755493164,1.0,0.0,8.0,2.1536667346954346,-19.58855438232422,0.5042234659194946,0.587394118309021,0.021465489640831947,20.57261085510254,-63.28759333662263,885.75,-376.37683498637114,0.07837358862161636,0.9636297821998596,8.0,9.876978874206543,0.25839635729789734,-597.3670891229777,0.04151957869412388,8,-376.37683498637114,8000,0.11005833745002747,0.27401137351989746,63.64356988541126,21.610671997070312
140.57454442977905,0.39897671341896057,0.5812289118766785,9.0,22.37776756286621,1.9214226007461548,1.0,0.0,9.0,2.0710859298706055,-21.64493179321289,0.6271939873695374,0.5299597978591919,0.01991715282201767,22.395408630371094,-18.024623074630323,898.4444444444445,-371.3499449808688,0.048547402024269104,1.024349570274353,9.0,11.185805320739746,0.21433615684509277,-532.9957040064947,0.034027141129503384,9,-371.3499449808688,9000,0.09976392984390259,0.05658712983131409,64.02297113255632,23.01683807373047
158.47426080703735,0.40113458037376404,0.5776787400245667,10.0,24.505828857421875,1.8983439207077026,1.0,0.0,10.0,2.1108593940734863,-23.298416137695312,0.5042489171028137,0.5250864028930664,0.018807943910360336,25.96299171447754,58.447332319187,908.6,-369.10569641827175,0.17431791126728058,1.2302680015563965,10.0,12.240241050720215,0.19613468647003174,-473.8514003739266,0.03269941380439557,10,-369.10569641827175,10000,0.09290274977684021,-0.012547675520181656,63.101729890232946,25.280601501464844
173.96384716033936,0.39787161350250244,0.573857307434082,11.0,26.341541290283203,2.096360683441162,1.0,0.0,11.0,2.273782968521118,-25.095338821411133,0.4642044007778168,0.43850627541542053,0.019095713272690773,25.061574935913086,102.87328004607666,916.9090909090909,-358.29060538681796,0.08694606274366379,1.2139087915420532,11.0,13.508962631225586,0.251477986574173,-421.4218839721081,0.03142349394213421,11,-358.29060538681796,11000,0.09537126868963242,0.2775002121925354,63.23152873172262,27.072834014892578
191.7378692626953,0.39217692613601685,0.5726367831230164,12.0,28.56930160522461,2.048354387283325,1.0,0.0,13.0,2.2097790241241455,-26.573469161987305,0.5159090757369995,0.4285103976726532,0.018057720735669136,28.368865966796875,147.92948629146787,861.1538461538462,-296.964382465733,0.19238048791885376,1.4603567123413086,13.0,14.455595016479492,0.18526986241340637,-373.9759364501435,0.030804326970036475,12,-296.964382465733,12000,0.08920761197805405,0.08177272975444794,62.58544567197154,29.14322280883789
209.52523040771484,0.3895321488380432,0.5669959783554077,13.0,30.4382381439209,2.2903294563293457,1.0,0.0,14.0,2.4903512001037598,-28.605195999145508,0.5184889435768127,0.5095388293266296,0.017141956835985184,31.218368530273438,19.24088460695228,871.0714285714286,-300.7432663728297,0.10899657011032104,1.2176012992858887,14.0,15.57037353515625,0.24757340550422668,-343.7284886765207,0.03019736003336582,13,-300.7432663728297,13000,0.07847756892442703,-0.004770517349243164,62.045033787593596,31.197433471679688
227.2094316482544,0.39197489619255066,0.5613840222358704,14.0,32.18866729736328,2.5402822494506836,1.0,0.0,17.0,2.5604350566864014,-30.472614288330078,0.4876309335231781,0.4838395118713379,0.016417697072029114,33.6336669921875,124.17792091476392,818.7058823529412,-221.93277114668044,0.1331031769514084,2.3662095069885254,17.0,16.691057205200195,0.20188187062740326,-310.30660227714327,0.030804326970036475,14,-221.93277114668044,14000,0.06995459645986557,0.1800229847431183,61.61716042524839,32.948184967041016
243.83926606178284,0.3897095024585724,0.556830108165741,15.0,35.30219650268555,2.606748342514038,1.0,0.0,18.0,2.589740037918091,-32.23841094970703,0.5138106346130371,0.5120461583137512,0.01735800877213478,35.90538024902344,132.42398994962804,828.7777777777778,-215.32986068982305,0.06362898647785187,2.0152857303619385,18.0,17.536453247070312,0.2704160511493683,-280.7912294620252,0.03019736003336582,15,-215.32986068982305,15000,0.07490194588899612,0.02960825338959694,61.51593318936324,36.04057693481445
260.5674088001251,0.3865656554698944,0.5536366701126099,16.0,37.48529815673828,2.7453157901763916,1.0,0.0,19.0,2.8227710723876953,-34.33974075317383,0.5107923150062561,0.5150190591812134,0.017072027549147606,36.883079528808594,205.31761773083863,837.7894736842105,-208.61230587345625,0.05359750986099243,1.8546432256698608,19.0,18.37725257873535,0.22129803895950317,-250.4094265124711,0.029602352743226954,16,-208.61230587345625,16000,0.08049581944942474,0.20590543746948242,61.404456043361925,38.381072998046875
275.2628164291382,0.3860851228237152,0.5511484742164612,17.0,39.81345748901367,3.056145668029785,1.0,0.0,20.0,3.082052707672119,-36.172935485839844,0.48103246092796326,0.47853416204452515,0.017189253121614456,40.37579345703125,163.28046065977622,845.9,-212.41783642259037,-0.0022981129586696625,2.2658188343048096,20.0,19.4050235748291,0.19398710131645203,-226.0747272670448,0.02901906944733551,17,-212.41783642259037,17000,0.09403092414140701,0.0414867103099823,61.75915883058025,40.55291748046875
291.4482350349426,0.38768187165260315,0.5459914207458496,18.0,41.95695495605469,3.1799049377441406,1.0,0.0,21.0,3.27297043800354,-38.003395080566406,0.4336647689342499,0.4759657680988312,0.016942903399467468,42.59531021118164,228.6685971615283,837.1904761904761,-190.99073807581908,0.00937352329492569,2.162783145904541,21.0,20.358871459960938,0.226754829287529,-200.81120924323517,0.028447279136688076,18,-190.99073807581908,18000,0.09501684457063675,0.13267049193382263,61.76053870369785,42.677757263183594
307.01618456840515,0.38664305210113525,0.5420297384262085,19.0,44.20084762573242,3.3887617588043213,1.0,0.0,22.0,3.3879268169403076,-40.32048416137695,0.4303508698940277,0.4813386797904968,0.017230477184057236,43.69419860839844,-22.983800090460992,844.5909090909091,-183.29166437308146,-0.05157584697008133,2.8403329849243164,22.0,21.263282775878906,0.22312690317630768,-191.45187191940497,0.02733727610437334,19,-183.29166437308146,19000,0.09688792377710342,0.051599353551864624,61.88598828009564,44.94744873046875
323.9551384449005,0.38699427247047424,0.5378473997116089,20.0,45.68360900878906,3.6316306591033936,1.0,0.0,23.0,3.6314563751220703,-42.40641784667969,0.44136184453964233,0.4482097327709198,0.01726245880126953,44.39472961425781,41.533712094184416,851.3478260869565,-167.3469968801414,-0.046009551733732224,3.146707057952881,23.0,22.52451515197754,0.18967978656291962,-179.8025927187255,0.028447279136688076,20,-167.3469968801414,20000,0.09230963885784149,-0.04690674692392349,61.73694325704197,46.46299743652344
341.45369005203247,0.38514387607574463,0.5329151749610901,21.0,47.37382507324219,3.8032243251800537,1.0,0.0,24.0,3.7431156635284424,-44.944889068603516,0.42466041445732117,0.4772625267505646,0.01709742471575737,42.889408111572266,-68.890369539179,857.5416666666666,-147.850117719777,-0.10133698582649231,2.8982150554656982,24.0,23.766529083251953,0.2039971947669983,-174.52105828160424,0.029602352743226954,21,-147.850117719777,21000,0.08880767226219177,-0.10662512481212616,61.501751516581685,48.46355438232422
359.32218980789185,0.3847123086452484,0.5299378633499146,22.0,49.645057678222656,4.155472755432129,1.0,0.0,25.0,3.9949398040771484,-47.580810546875,0.5243174433708191,0.43976858258247375,0.016977261751890182,47.20780563354492,-20.386796554454754,863.24,-131.77114907743314,-0.04586397856473923,2.8077759742736816,25.0,24.920082092285156,0.26647064089775085,-167.5149554758247,0.028447279136688076,22,-131.77114907743314,22000,0.0857493057847023,0.06338244676589966,61.22638852825117,50.37755584716797
377.15506505966187,0.3842584788799286,0.5278456807136536,23.0,51.6328010559082,4.566226005554199,1.0,0.0,26.0,4.398404121398926,-49.516658782958984,0.4771113395690918,0.4449748694896698,0.01757724955677986,51.91656494140625,-124.91182623191291,868.5,-123.97046633648061,-0.112742118537426,2.767568349838257,26.0,25.973434448242188,0.2021844983100891,-165.6626455086981,0.030197360033365817,23,-123.97046633648061,23000,0.08934842050075531,-0.07707613706588745,60.98287450113297,52.44458770751953
394.965628862381,0.3831695318222046,0.5258868932723999,24.0,53.83049392700195,4.888678550720215,1.0,0.0,27.0,4.688024044036865,-51.68925857543945,0.42513105273246765,0.4629512429237366,0.017571743577718735,56.07936096191406,-153.64360868618823,873.3703703703703,-119.73444032293008,-0.08195464313030243,3.3553736209869385,27.0,27.026927947998047,0.22222623229026794,-165.1618523077602,0.02901906944733551,24,-119.73444032293008,24000,0.08583460748195648,-0.15762202441692352,60.764781151026156,54.775474548339844
412.70666909217834,0.3822658061981201,0.5241549611091614,25.0,55.612060546875,5.134155750274658,1.0,0.0,28.0,4.929917335510254,-53.694522857666016,0.45368310809135437,0.4157821238040924,0.0174255333840847,55.15616226196289,18.22119197043917,877.8928571428571,-107.78993966483368,-0.12233104556798935,3.115680456161499,28.0,28.19646453857422,0.19285359978675842,-157.82653053663225,0.029602352743226954,25,-107.78993966483368,25000,0.08118033409118652,0.0449814647436142,60.57571120668329,56.57060241699219
430.46389722824097,0.38148215413093567,0.5225127935409546,26.0,57.498783111572266,5.296574592590332,1.0,0.0,29.0,5.080203533172607,-55.65656280517578,0.4634331464767456,0.4644537568092346,0.01757153309881687,52.453861236572266,207.3294191995013,882.1034482758621,-105.39438622671778,-0.14917632937431335,4.052090644836426,29.0,29.45330810546875,0.2463483363389969,-143.78207093139633,0.028447279136688076,26,-105.39438622671778,26000,0.08008044213056564,-0.0037270523607730865,60.399954949565156,58.57615661621094
448.14381742477417,0.3824332058429718,0.5183541178703308,27.0,60.28564453125,5.510595798492432,1.0,0.0,31.0,5.321432590484619,-58.10281753540039,0.43965891003608704,0.45961645245552063,0.017562804743647575,60.04719924926758,427.2556418942695,867.7096774193549,-75.70624559268623,-0.20443791151046753,3.32613468170166,31.0,30.670637130737305,0.22541044652462006,-122.63252601192723,0.02901906944733551,27,-75.70624559268623,27000,0.07756568491458893,-0.43623876571655273,60.24851610171381,61.28333282470703
464.79866433143616,0.38237443566322327,0.5200498700141907,28.0,62.471923828125,5.693236351013184,1.0,0.0,32.0,5.498322486877441,-60.34568405151367,0.503505289554596,0.4497941732406616,0.017550639808177948,61.833133697509766,283.959116706615,871.84375,-81.06260298135959,-0.044641703367233276,3.8560662269592285,32.0,31.28866958618164,0.23183055222034454,-108.11139591483642,0.029602352743226954,28,-81.06260298135959,28000,0.07065289467573166,-0.04103769734501839,60.24113696685219,63.16850662231445
482.5974950790405,0.3819046914577484,0.5173724889755249,29.0,64.81007385253906,5.939281940460205,1.0,0.0,33.0,5.7429118156433105,-61.89286804199219,0.4431384801864624,0.46538248658180237,0.01800600066781044,52.564083099365234,-59.14109086985892,875.7272727272727,-73.03122981057409,-0.08193501085042953,3.3227758407592773,33.0,32.28207778930664,0.23617419600486755,-106.42276470638893,0.0320551061703711,29,-73.03122981057409,29000,0.0716095119714737,-0.12057611346244812,60.09148471699037,65.55962371826172
