reference_actor_Q_mean,rollout/episodes,obs_rms_mean,rollout/return,total/steps_per_second,eval/return_history,rollout/actions_std,reference_action_mean,rollout/return_history,train/param_noise_distance,param_noise_stddev,rollout/actions_mean,total/steps,reference_actor_Q_std,rollout/Q_mean,total/episodes,total/epochs,train/loss_actor,reference_perturbed_action_mean,ret_rms_std,eval/Q,obs_rms_std,reference_action_std,eval/return,total/duration,ret_rms_mean,eval/episodes,reference_Q_std,reference_Q_mean,train/loss_critic,reference_perturbed_action_std,rollout/episode_steps
20.19198989868164,29.0,1.040923833847046,152.9734716128238,79.28128201961856,270.6103391730473,0.5731886625289917,0.1121348962187767,152.9734716128238,0.5203846096992493,0.16720346283821505,0.017453910782933235,1000,2.295231819152832,9.477043151855469,29.0,1,-19.758161544799805,0.08114603906869888,1.0,20.938264846801758,5.430505752563477,0.5172137022018433,270.6103391730473,12.613317728042603,0.0,1.0,3.4066433906555176,19.727882385253906,1.8651140928268433,0.604738712310791,31.20689655172414
41.47775650024414,49.0,1.2550289630889893,198.72417475388863,81.46878782365702,279.0000066401768,0.6015716791152954,0.13490626215934753,198.72417475388863,0.5035297870635986,0.1370306733903066,0.07248934358358383,2000,5.492197036743164,20.086498260498047,49.0,2,-41.399112701416016,0.09457964450120926,1.0,41.57648849487305,5.426419734954834,0.657875120639801,287.3896741073063,24.54927897453308,0.0,2.0,7.8363165855407715,40.574859619140625,4.713369846343994,0.6954079866409302,40.46938775510204
59.77867126464844,73.0,1.4425370693206787,202.1902706804175,82.68818942984021,261.8063750859777,0.6252219080924988,0.2626383602619171,202.1902706804175,0.4703541398048401,0.11230273064362171,0.11095204949378967,3000,14.81306266784668,29.444875717163086,73.0,3,-60.3079948425293,0.26855823397636414,1.0,56.576629638671875,5.7428107261657715,0.740618109703064,227.41911197757955,36.28087663650513,0.0,3.0,17.201791763305664,58.24483108520508,3.9709298610687256,0.6379581689834595,40.657534246575345
81.28135681152344,94.0,1.6131747961044312,212.7415546879396,83.28859096919248,238.33369218017947,0.6521288752555847,0.23433679342269897,212.7415546879396,0.43021509051322937,0.09203708190275892,0.14722074568271637,4000,18.056961059570312,38.77790069580078,94.0,4,-79.58230590820312,0.20166511833667755,1.0,82.51012420654297,5.779460430145264,0.7497503161430359,167.91564346278474,48.02578544616699,0.0,4.0,22.902664184570312,78.30052185058594,6.984598159790039,0.7777009010314941,42.52127659574468
99.02496337890625,115.0,1.6472419500350952,216.03948861613716,83.33500362141238,264.2001456629238,0.66506427526474,0.2909201383590698,227.33778588506183,0.36923500895500183,0.07542848153938683,0.1682613492012024,5000,26.51468276977539,48.54069519042969,115.0,5,-98.28779602050781,0.3165585696697235,1.0,102.3438949584961,5.986974716186523,0.7129948139190674,367.6659595939011,59.99879741668701,0.0,5.0,31.300628662109375,95.84962463378906,8.567716598510742,0.6983492970466614,43.426086956521736
118.58108520507812,133.0,1.664072036743164,222.76476460837608,83.68904390983609,256.6242384491972,0.6706313490867615,0.2686273455619812,236.3254642230859,0.43682047724723816,0.06181699495154324,0.18894006311893463,6000,32.192840576171875,57.9206657409668,133.0,6,-117.4599380493164,0.31397679448127747,1.0,122.17512512207031,6.069429874420166,0.7551962733268738,218.74470238056446,71.69397234916687,0.0,6.0,37.69316101074219,114.34182739257812,11.119267463684082,0.7010568976402283,44.932330827067666
137.259521484375,155.0,1.6915547847747803,219.69793915300679,84.08265876982732,231.5277357737377,0.6785367131233215,0.2787349224090576,233.45041622491772,0.35692039132118225,0.05066177638540577,0.21330606937408447,7000,41.05527877807617,66.31344604492188,155.0,7,-132.08619689941406,0.25872427225112915,1.0,108.29952239990234,6.037604331970215,0.7797478437423706,80.94871972098048,83.2514111995697,0.0,7.0,45.751319885253906,132.86199951171875,17.000635147094727,0.7671473026275635,44.651612903225804
153.99147033691406,171.0,1.7466498613357544,226.9552065411948,83.90976227175477,251.59614473916974,0.6884965300559998,0.31799137592315674,245.9386418405957,0.29939618706703186,0.04151957869412388,0.23543637990951538,8000,50.77849578857422,72.74148559570312,171.0,8,-150.69375610351562,0.3305000364780426,1.0,150.1290283203125,6.10672664642334,0.7717891931533813,392.07500749719395,95.34051561355591,0.0,8.0,55.81787872314453,149.67715454101562,25.499343872070312,0.7663162350654602,46.41520467836257
167.29666137695312,192.0,1.8052449226379395,228.6485133072048,83.97303463718704,246.336782622177,0.6966878771781921,0.26030611991882324,244.72979051211811,0.26116204261779785,0.034027141129503384,0.25339367985725403,9000,63.41762161254883,81.25605010986328,192.0,9,-166.09007263183594,0.2830045223236084,1.0,163.74839782714844,6.252993106842041,0.7821568250656128,204.26188568623505,107.17726278305054,0.0,9.0,68.43456268310547,161.88955688476562,43.62562942504883,0.7563187479972839,46.807291666666664
176.78530883789062,214.0,1.869698166847229,228.3874051224801,83.9505661236645,251.4486262787657,0.703972339630127,0.2876790761947632,241.11334444771433,0.22075961530208588,0.027886755354071244,0.2611748278141022,10000,79.70579528808594,90.39469909667969,214.0,10,-181.08261108398438,0.3067190945148468,1.0,191.15357971191406,6.2777581214904785,0.7635647654533386,297.45521918806384,119.11771965026855,0.0,10.0,82.79544830322266,172.00320434570312,37.54676818847656,0.7496323585510254,46.57943925233645
