rollout/actions_mean,reference_action_std,rollout/episode_steps,eval/return_history,obs_rms_std,obs_rms_mean,train/loss_critic,total/steps_per_second,reference_perturbed_action_std,total/duration,reference_Q_std,rollout/actions_std,eval/Q,reference_actor_Q_mean,total/episodes,eval/return,train/param_noise_distance,total/steps,train/loss_actor,ret_rms_std,eval/episodes,reference_Q_mean,reference_action_mean,rollout/episodes,param_noise_stddev,total/epochs,reference_actor_Q_std,rollout/Q_mean,reference_perturbed_action_mean,rollout/return,ret_rms_mean,rollout/return_history
-0.01902216486632824,0.8216912150382996,1000.0,-433.13444541871684,2.7187795639038086,0.16204941272735596,0.05547124892473221,54.35959224136699,0.8132868409156799,18.39601731300354,1.075129747390747,0.7190125584602356,3.81775164604187,3.2149546146392822,1.0,-433.13444541871684,0.7003077268600464,1000,-3.171609878540039,1.0,1.0,2.3640127182006836,0.04297884181141853,1.0,0.16720346283821505,1,0.8373619914054871,1.071297526359558,-0.05047637224197388,-266.05446120381083,0.0,-266.05446120381083
0.027391210198402405,0.7949357628822327,1000.0,-372.8498883520631,2.154573440551758,0.1128447949886322,0.07969213277101517,54.613400177859596,0.8576167821884155,36.62104892730713,1.0534350872039795,0.762303352355957,9.126840591430664,8.712940216064453,2.0,-312.5653312854094,0.5980607271194458,2000,-7.351201057434082,1.0,2.0,7.901618957519531,-0.29082825779914856,2.0,0.1370306733903066,2,0.8518500328063965,2.665316581726074,0.11126229912042618,-323.1353902307064,0.0,-323.1353902307064
0.035995159298181534,0.5688603520393372,1000.0,-381.08453891670223,1.8420720100402832,0.06827022135257721,0.1030503585934639,54.641310443187336,0.6657631993293762,54.90351486206055,1.4497374296188354,0.7719841003417969,11.574482917785645,11.56613540649414,3.0,-397.5538400459805,0.8712347149848938,3000,-10.039444923400879,1.0,3.0,10.829538345336914,-0.5286708474159241,3.0,0.11230273064362171,3,1.2843748331069946,4.383603572845459,-0.521494448184967,-340.6736406313269,0.0,-340.6736406313269
-0.06660277396440506,0.6169193983078003,1000.0,-238.95337813745263,1.9369735717773438,0.03434888646006584,0.21433208882808685,54.880376385625794,0.7009465098381042,72.88579750061035,1.669118046760559,0.7783617377281189,15.648937225341797,14.921688079833984,4.0,187.44010420029608,0.8021380305290222,4000,-12.31451416015625,1.0,4.0,14.35024642944336,0.06032584235072136,4.0,0.09203708190275892,4,1.4257214069366455,6.046931743621826,-0.29409727454185486,-366.022512821374,0.0,-366.022512821374
-0.1151229664683342,0.6774887442588806,1000.0,-275.03885882559666,1.923011302947998,0.014072111807763577,0.376382976770401,55.16353529630896,0.596416711807251,90.63958597183228,1.8689252138137817,0.7533249258995056,18.378076553344727,19.207651138305664,5.0,-419.3807815781728,0.6003786325454712,5000,-16.759716033935547,1.0,5.0,18.440990447998047,-0.06894149631261826,5.0,0.07542848153938683,5,1.5350415706634521,8.4094820022583,0.06356081366539001,-311.7659388289494,0.0,-311.7659388289494
-0.06137680262327194,0.7044990062713623,1000.0,-287.3692908868228,1.7978261709213257,0.01582876779139042,0.3489842712879181,55.348925721105644,0.6391380429267883,108.4031879901886,1.8446301221847534,0.746675968170166,21.896982192993164,22.978546142578125,6.0,-349.0214511929535,0.3673976957798004,6000,-21.15918731689453,1.0,6.0,22.226322174072266,-0.04682266339659691,6.0,0.06181699495154324,6,1.4603753089904785,10.297249794006348,-0.36554619669914246,-292.37365060006033,0.0,-292.37365060006033
-0.05250168591737747,0.5635606646537781,1000.0,-215.4329797401506,1.8204439878463745,0.00961272418498993,0.4971122741699219,55.46813600060376,0.5172995924949646,126.19858002662659,1.8143701553344727,0.7506307363510132,26.579700469970703,25.74953842163086,7.0,216.18488713988253,0.4542551040649414,7000,-23.493614196777344,1.0,7.0,25.03472137451172,-0.2625551223754883,7.0,0.05066177638540577,7,1.574758768081665,12.199457168579102,-0.43949922919273376,-277.3942693513716,0.0,-277.3942693513716
-0.07907374203205109,0.6489320993423462,1000.0,-210.3180709642823,1.934619665145874,0.02261865884065628,0.6096887588500977,55.594127297834845,0.6281829476356506,143.90009140968323,2.552243947982788,0.7346767783164978,29.268705368041992,29.43500518798828,8.0,-174.51370953320384,0.36475011706352234,8000,-27.26754379272461,1.0,8.0,28.41020393371582,-0.23822103440761566,8.0,0.04151957869412388,8,2.1693367958068848,14.154542922973633,-0.3995053768157959,-202.9613209710202,0.0,-202.9613209710202
-0.08542776107788086,0.6610690951347351,1000.0,-165.42860006951815,1.9738601446151733,0.015688186511397362,0.8783602714538574,55.68990253924496,0.6842329502105713,161.60918927192688,1.6411001682281494,0.72381991147995,33.64176940917969,34.41065979003906,9.0,193.68716708859512,0.36548590660095215,9000,-31.317302703857422,1.0,9.0,33.46337890625,-0.2116517424583435,9.0,0.034027141129503384,9,1.513913631439209,15.861055374145508,-0.23909743130207062,-219.30193571133182,0.0,-219.30193571133182
-0.08949673175811768,0.5616923570632935,1000.0,-125.09047040398832,2.108491897583008,0.013960001990199089,1.7927898168563843,55.770089590601756,0.6079501509666443,179.30758357048035,1.8445513248443604,0.7154838442802429,40.167667388916016,39.69810485839844,10.0,237.95269658578022,0.3219183385372162,10000,-36.06953811645508,1.0,10.0,38.733604431152344,-0.3276844322681427,10.0,0.027886755354071244,10,1.6545852422714233,17.7028751373291,-0.19589237868785858,-183.65416575229182,0.0,-183.65416575229182
-0.07951916009187698,0.6062254905700684,1000.0,-64.87264404423321,2.131695032119751,0.028630878776311874,2.313772439956665,55.82229875557686,0.6250270009040833,197.05386996269226,1.5847535133361816,0.7054426074028015,42.984004974365234,42.792911529541016,11.0,537.3056195533179,0.2268257886171341,11000,-40.026344299316406,1.0,11.0,42.08060836791992,-0.11714079976081848,11.0,0.022854436146078055,11,1.456536889076233,19.798934936523438,-0.15716134011745453,-190.74655085410402,0.0,-190.74655085410402
-0.08136994391679764,0.5876603722572327,1000.0,-31.566262415379146,2.0832390785217285,0.03812862187623978,1.1371827125549316,55.86901223778024,0.5220284461975098,214.78811812400818,1.6101505756378174,0.7014378905296326,45.795310974121094,45.26716995239258,12.0,334.8039355020155,0.2044927030801773,12000,-43.28522872924805,1.0,12.0,44.427467346191406,-0.1314629763364792,12.0,0.020689822899908242,12,1.5597480535507202,21.80830192565918,-0.1750861406326294,-196.07405574586525,0.0,-196.07405574586525
-0.09167948365211487,0.5621466040611267,1000.0,-12.142947087099117,2.1772842407226562,0.04438167065382004,3.0335466861724854,55.72810052870056,0.5788140296936035,233.27549076080322,1.3570703268051147,0.6971632242202759,50.967472076416016,48.23759460449219,13.0,220.93683685226125,0.2240968644618988,13000,-46.5246467590332,1.0,13.0,47.266197204589844,-0.3927735984325409,13.0,0.020689822899908242,13,1.4391311407089233,23.769893646240234,-0.2146359533071518,-172.07475245306142,0.0,-172.07475245306142
-0.08974224328994751,0.5535767078399658,1000.0,21.66099604086085,2.2120487689971924,0.053539302200078964,3.3760247230529785,55.78032814610841,0.5588846802711487,250.98453998565674,1.47263765335083,0.6895824670791626,53.1614990234375,51.81207275390625,14.0,461.11225670434044,0.207689568400383,14000,-50.41936111450195,1.0,14.0,50.899452209472656,-0.3849797546863556,14.0,0.020689822899908242,14,1.5106353759765625,25.692827224731445,-0.2566128671169281,-149.4649175023706,0.0,-149.4649175023706
-0.09419546276330948,0.616863489151001,1000.0,24.78373754343595,2.2590463161468506,0.06177464500069618,3.033231735229492,55.63908369567985,0.5801087021827698,269.5946626663208,1.6939830780029297,0.6832880973815918,56.34783172607422,55.56816101074219,15.0,68.50211857948733,0.21281319856643677,15000,-54.662715911865234,1.0,15.0,54.558815002441406,-0.33336517214775085,15.0,0.02152991267583435,15,1.6936601400375366,27.693391799926758,-0.38728591799736023,-104.77675308296062,0.0,-104.77675308296062
