rollout/return_history,obs_rms_mean,total/steps,total/epochs,rollout/episodes,ret_rms_std,ret_rms_mean,rollout/episode_steps,total/duration,reference_actor_Q_mean,eval/return,train/loss_critic,train/param_noise_distance,eval/return_history,train/loss_actor,rollout/Q_mean,reference_Q_mean,rollout/actions_std,eval/Q,eval/episodes,total/steps_per_second,rollout/return,total/episodes,reference_action_std,rollout/actions_mean,reference_actor_Q_std,obs_rms_std,reference_Q_std,reference_action_mean
267.1651684259876,0.17808020114898682,51000,51,51.0,1.0,0.0,1000.0,1676.672770023346,189.27981567382812,109.82050378362518,20.709861755371094,0.0,388.2367926161085,-193.13134765625,123.10559844970703,187.84130859375,0.7149554491043091,190.00051879882812,51.0,30.417384305280915,267.1651684259876,51.0,0.8345734477043152,-0.011945161037147045,3.240825653076172,2.6958556175231934,3.0364763736724854,0.025569478049874306
269.79243952040184,0.17837202548980713,52000,52,52.0,1.0,0.0,1000.0,1709.9769558906555,189.904052734375,564.5665189677918,26.34036636352539,0.0,391.62774889210243,-193.73707580566406,124.468017578125,188.1818084716797,0.7150282859802246,195.17543029785156,52.0,30.40976652981582,269.79243952040184,52.0,0.8059242963790894,-0.011714519932866096,3.038351535797119,2.7044787406921387,2.943535089492798,0.0173714067786932
266.91711406373554,0.178460955619812,53000,53,53.0,1.0,0.0,1000.0,1743.0673594474792,187.92987060546875,394.7396217855086,26.858877182006836,0.0,391.6864634749969,-192.69998168945312,125.714111328125,187.2814178466797,0.7155495882034302,194.24134826660156,53.0,30.406168592819064,266.91711406373554,53.0,0.7971715927124023,-0.007402283139526844,3.7251598834991455,2.714071035385132,3.428572654724121,0.005256155971437693
270.8872007197342,0.17862814664840698,54000,54,54.0,1.0,0.0,1000.0,1775.7287414073944,187.0208282470703,547.4780815180372,23.060949325561523,0.0,394.57149343875693,-192.87060546875,126.9867935180664,185.8942108154297,0.7167588472366333,194.83685302734375,54.0,30.4100501055139,270.8872007197342,54.0,0.8150812387466431,-0.008494413457810879,3.9039182662963867,2.7198398113250732,3.5999162197113037,-0.051015157252550125
268.7187248322527,0.17831793427467346,55000,55,55.0,1.0,0.0,1000.0,1808.4099795818329,189.10134887695312,536.9006151485403,29.06292724609375,0.0,397.1592956516621,-193.79476928710938,128.13600158691406,187.65731811523438,0.7176967263221741,196.1261444091797,55.0,30.413457468708454,268.7187248322527,55.0,0.8334406018257141,-0.0057780444622039795,3.655683994293213,2.71814227104187,3.763777732849121,-0.07264962047338486
273.93721273997716,0.17898209393024445,56000,56,56.0,1.0,0.0,1000.0,1841.1025488376617,189.2767791748047,-91.86431929546333,18.258922576904297,0.0,388.4267310990349,-194.93504333496094,129.37005615234375,187.88478088378906,0.7180343270301819,187.141357421875,56.0,30.416556663480982,273.93721273997716,56.0,0.8244689106941223,-0.006547566037625074,4.436883926391602,2.7243030071258545,4.18086051940918,-0.02473074197769165
269.709566160411,0.17814958095550537,57000,57,57.0,1.0,0.0,1000.0,1873.8771469593048,190.17910766601562,200.80966002476856,38.721778869628906,0.0,385.1352035363285,-194.82318115234375,130.43040466308594,188.86624145507812,0.7187315225601196,192.2051239013672,57.0,30.418216099434545,269.709566160411,57.0,0.8116045594215393,-0.004345637746155262,3.7836694717407227,2.724242687225342,3.5879619121551514,-0.15100611746311188
276.3280338408441,0.17863383889198303,58000,58,58.0,1.0,0.0,1000.0,1906.603123664856,188.73779296875,815.3047392371432,14.984432220458984,0.0,392.5519196691012,-194.66372680664062,131.58792114257812,187.30384826660156,0.7188688516616821,198.981689453125,58.0,30.420594239095184,276.3280338408441,58.0,0.81503826379776,-0.004614689387381077,5.355474472045898,2.732178211212158,5.470468997955322,-0.07340642064809799
276.06450473762055,0.17927929759025574,59000,59,59.0,1.0,0.0,1000.0,1939.6235048770905,191.46975708007812,747.728080040737,31.794837951660156,0.0,398.57185459065437,-195.59588623046875,132.68080139160156,189.84909057617188,0.7190632224082947,199.94345092773438,59.0,30.418274397916566,276.06450473762055,59.0,0.8373104929924011,-0.0036799407098442316,4.539407730102539,2.735729455947876,4.097780704498291,-0.034863896667957306
278.94360782717155,0.17916783690452576,60000,60,60.0,1.0,0.0,1000.0,1972.5924503803253,192.14599609375,647.1878540077812,17.0419979095459,0.0,402.7154545809398,-197.43772888183594,133.7775115966797,190.65167236328125,0.7190646529197693,200.89207458496094,60.0,30.416825324679568,278.94360782717155,60.0,0.8263317942619324,-0.004586965776979923,4.832422256469727,2.733888864517212,4.881895065307617,-0.09563680738210678
281.6619747361527,0.17925815284252167,61000,61,61.0,1.0,0.0,1000.0,2005.895809173584,193.12371826171875,777.452137307746,22.040382385253906,0.0,408.85867888793666,-198.8114013671875,134.87803649902344,191.73455810546875,0.719773530960083,203.35568237304688,61.0,30.410353180373612,281.6619747361527,61.0,0.8437848687171936,-0.00621241657063365,5.674961566925049,2.7345685958862305,5.414934158325195,-0.019819535315036774
283.15300373117987,0.17941789329051971,62000,62,62.0,1.0,0.0,1000.0,2039.278221130371,195.17544555664062,786.4836947219192,23.679672241210938,0.0,414.9494049497751,-200.65048217773438,135.95480346679688,193.81765747070312,0.7192817330360413,204.9813690185547,62.0,30.402913814101062,283.15300373117987,62.0,0.8496449589729309,-0.006007865536957979,5.538668632507324,2.73454213142395,5.476027011871338,-0.16545428335666656
287.92915062249807,0.17989878356456757,63000,63,63.0,1.0,0.0,1000.0,2072.4823701381683,197.4144287109375,616.5946312940505,31.925575256347656,0.0,418.15012282825563,-202.46067810058594,137.04251098632812,195.83778381347656,0.719498872756958,206.09365844726562,63.0,30.398328549255602,287.92915062249807,63.0,0.8691437244415283,-0.006172859109938145,5.3954033851623535,2.737802028656006,5.229666233062744,-0.12527690827846527
