ret_rms_mean,rollout/episodes,reference_Q_std,eval/return_history,obs_rms_mean,reference_perturbed_action_std,train/loss_actor,total/steps_per_second,reference_perturbed_action_mean,reference_action_mean,reference_Q_mean,obs_rms_std,param_noise_stddev,rollout/actions_std,eval/episodes,total/epochs,train/loss_critic,rollout/episode_steps,rollout/actions_mean,rollout/return_history,eval/return,ret_rms_std,eval/Q,train/param_noise_distance,total/steps,reference_action_std,rollout/return,reference_actor_Q_mean,rollout/Q_mean,total/episodes,total/duration,reference_actor_Q_std
0.0,1.0,0.5764176249504089,-343.273359755744,0.08962439000606537,0.6149852871894836,-0.7620894908905029,87.06894266460687,-0.2747327387332916,-0.26061156392097473,0.3697149157524109,1.9633690118789673,0.16720346283821505,0.6010313630104065,1.0,1,0.05325542390346527,1000.0,0.1158468946814537,-220.62321313975966,-343.273359755744,1.0,1.1583720445632935,0.6639328598976135,1000,0.7157219052314758,-220.62321313975966,0.8857983946800232,0.16458721458911896,1.0,11.485151529312134,0.48928308486938477
0.0,2.0,1.2032684087753296,-240.3901226542822,0.016478803008794785,0.6956334710121155,-2.151102066040039,88.15597272171843,0.04244891181588173,-0.2079525738954544,1.6187102794647217,1.8246859312057495,0.1370306733903066,0.631798505783081,2.0,2,0.12870082259178162,1000.0,-0.10180102288722992,-215.81768752925944,-137.50688555282036,1.0,-0.8580066561698914,0.4508896768093109,2000,0.39402803778648376,-215.81768752925944,2.162449836730957,0.7031328082084656,2.0,22.68706178665161,1.2182930707931519
0.0,3.0,1.4663344621658325,-244.52993669307486,0.057302769273519516,0.4885985255241394,-3.711951494216919,88.7789526413433,0.21541517972946167,0.2103232890367508,3.29982852935791,1.7961993217468262,0.11230273064362171,0.6311103105545044,3.0,3,0.21582071483135223,1000.0,-0.07186499983072281,-205.82960995840736,-252.80956477066016,1.0,2.71492338180542,0.7794856429100037,3000,0.6036023497581482,-205.82960995840736,3.85255765914917,1.0608322620391846,3.0,33.79179310798645,1.4617054462432861
0.0,4.0,1.5074694156646729,-209.45012282673818,0.07187838107347488,0.7132309675216675,-6.062220573425293,89.06512860879867,0.023996323347091675,0.023475339636206627,5.348932266235352,1.7584221363067627,0.09203708190275892,0.6258007884025574,4.0,4,0.19802136719226837,1000.0,0.028783340007066727,-215.27502346814754,-104.21068122772822,1.0,5.967165470123291,0.7127606868743896,4000,0.7014454007148743,-215.27502346814754,6.1368560791015625,2.090853452682495,4.0,44.91095519065857,1.4880801439285278
0.0,5.0,1.4077922105789185,-208.93725309625015,0.06022120267152786,0.537344217300415,-7.564791679382324,89.2326342445441,-0.0939008817076683,0.16654348373413086,7.606985569000244,1.7361046075820923,0.07542848153938683,0.6426705718040466,5.0,5,0.25580307841300964,1000.0,0.050298646092414856,-315.6036740148837,-206.8857741742981,1.0,8.011107444763184,0.42137813568115234,5000,0.625954270362854,-315.6036740148837,8.227450370788574,2.291487216949463,5.0,56.03331160545349,1.2847837209701538
0.0,6.0,1.4376453161239624,-206.2671228516775,0.06535792350769043,0.5688028931617737,-9.352304458618164,89.27847646871136,-0.10791787505149841,0.21829843521118164,9.792495727539062,1.6334996223449707,0.06181699495154324,0.6329779624938965,6.0,6,0.31369146704673767,1000.0,-0.01259734109044075,-292.74059044438053,-192.91647162881407,1.0,8.296053886413574,0.26729869842529297,6000,0.6122223734855652,-292.74059044438053,10.591294288635254,3.156893253326416,6.0,67.20544791221619,1.3978644609451294
0.0,7.0,1.2639727592468262,-215.9091783831538,0.06077456474304199,0.6151083111763,-11.528539657592773,89.199934428612,0.08869338780641556,0.19785694777965546,11.940977096557617,1.6311521530151367,0.05066177638540577,0.6229471564292908,7.0,7,0.35313206911087036,1000.0,0.010680724866688251,-266.9717759019676,-273.76151157201167,1.0,13.150884628295898,0.2886189818382263,7000,0.6479485034942627,-266.9717759019676,12.632999420166016,4.3574419021606445,7.0,78.47539401054382,1.2139772176742554
0.0,8.0,1.1737459897994995,-205.11400244111127,0.06968092918395996,0.5759611129760742,-13.117116928100586,89.11947572436948,0.17007231712341309,0.1305743008852005,13.505446434020996,1.747239351272583,0.04235412222587577,0.620311975479126,8.0,8,0.3133879601955414,1000.0,0.030450008809566498,-230.63695563517325,-129.54777084681353,1.0,13.775412559509277,0.324582576751709,8000,0.5761838555335999,-230.63695563517325,14.09764575958252,5.517892360687256,8.0,89.76713490486145,1.1722079515457153
0.0,9.0,1.0125813484191895,-215.94383031883106,0.07517561316490173,0.5117608904838562,-14.148407936096191,89.14636933255976,0.02548248879611492,-0.01695747673511505,14.485271453857422,1.7774529457092285,0.03612049597631193,0.6154047250747681,9.0,9,0.4382975697517395,1000.0,0.05215255171060562,-227.91253403858178,-302.5824533405894,1.0,9.627243995666504,0.21565064787864685,9000,0.5047939419746399,-227.91253403858178,15.002906799316406,6.425533771514893,9.0,100.95756077766418,0.8983167409896851
0.0,10.0,0.9075358510017395,-224.92201379019784,0.07863743603229523,0.508195698261261,-14.926155090332031,89.19611886861082,-0.10134043544530869,-0.15594390034675598,15.52082347869873,1.8082444667816162,0.030804326970036475,0.605435848236084,10.0,10,0.4454554319381714,1000.0,0.055664196610450745,-206.49706837161048,-305.725665032499,1.0,8.670934677124023,0.2475232630968094,10000,0.5302083492279053,-206.49706837161048,16.12317657470703,7.330543041229248,10.0,112.11250138282776,0.8616802096366882
0.0,11.0,1.078912377357483,-234.4689239428287,0.08579802513122559,0.5368916988372803,-15.563437461853027,89.23007382631654,-0.11932455748319626,-0.04806859418749809,17.03476333618164,1.7497427463531494,0.03019736003336582,0.6139732599258423,11.0,11,0.30113065242767334,1000.0,0.05206751078367233,-211.9615996479384,-329.93802546913724,1.0,9.01040267944336,0.24948054552078247,11000,0.5176568031311035,-211.9615996479384,17.687471389770508,7.32745361328125,11.0,123.27682280540466,1.0355873107910156
0.0,12.0,1.1102849245071411,-242.26837833064647,0.0935690626502037,0.584339439868927,-16.429214477539062,89.26342443273496,-0.10451263934373856,-0.1276492476463318,18.90365982055664,1.694340705871582,0.032055106170371106,0.634457528591156,12.0,12,0.46243754029273987,1000.0,0.060700125992298126,-226.67919086172756,-328.06237659664225,1.0,11.285979270935059,0.19910390675067902,12000,0.5937927961349487,-226.67919086172756,19.610103607177734,7.270045757293701,12.0,134.43356084823608,1.0302420854568481
0.0,13.0,1.0024067163467407,-231.7663868731902,0.09419994801282883,0.5428763031959534,-18.4974308013916,89.26962115493784,-0.1441790610551834,-0.095238097012043,20.680490493774414,1.7216848134994507,0.03142349394213421,0.6295273303985596,13.0,13,0.47764822840690613,1000.0,0.043948184698820114,-191.89554185731697,-105.74248938371503,1.0,19.057899475097656,0.1924760490655899,13000,0.5686888694763184,-191.89554185731697,21.272323608398438,8.35974407196045,13.0,145.6262481212616,0.9135105013847351
0.0,14.0,1.036259412765503,-232.1052430893699,0.09225700795650482,0.5708872079849243,-20.581674575805664,89.28755160845881,-0.08471555262804031,-0.26404041051864624,22.281463623046875,1.7369661331176758,0.030804326970036475,0.6265367269515991,14.0,14,0.3717655539512634,1000.0,0.02090677246451378,-165.77035495043188,-236.51037389970605,1.0,13.764476776123047,0.1650191843509674,14000,0.5454482436180115,-165.77035495043188,23.035198211669922,9.41387939453125,14.0,156.7967734336853,1.0241836309432983
0.0,15.0,0.9801438450813293,-230.79003583068865,0.09077704697847366,0.5503759980201721,-22.481054306030273,89.16875736137247,-0.3373767137527466,-0.2462363988161087,24.327112197875977,1.8013821840286255,0.030804326970036475,0.6265716552734375,15.0,15,0.34782469272613525,1000.0,0.007178992964327335,-150.19285592355283,-212.3771342091508,1.0,17.155580520629883,0.23941977322101593,15000,0.5683762431144714,-150.19285592355283,25.11138153076172,10.452821731567383,15.0,168.22035479545593,1.018018126487732
0.0,16.0,1.1085096597671509,-164.20412311918494,0.0914364755153656,0.5656196475028992,-23.09735107421875,89.15366394396386,-0.16304342448711395,-0.06892294436693192,25.98927879333496,1.764285922050476,0.03142349394213421,0.6415033340454102,16.0,16,1.1786866188049316,1000.0,-0.009020186960697174,-164.75167320602728,834.584567553371,1.0,29.479537963867188,0.21610964834690094,16000,0.5666931867599487,-164.75167320602728,26.57947540283203,10.472728729248047,16.0,179.46542286872864,1.1729975938796997
0.0,17.0,1.191422700881958,-129.68071648216542,0.09211842715740204,0.5297595858573914,-25.801841735839844,89.18781916680481,-0.20946703851222992,-0.19664771854877472,27.966737747192383,1.787542462348938,0.03142349394213421,0.6417090892791748,17.0,17,0.40561243891716003,1000.0,-0.02732054702937603,-114.06636225198406,422.69378971014686,1.0,30.95106315612793,0.21931740641593933,17000,0.547856330871582,-114.06636225198406,28.607120513916016,11.645331382751465,17.0,190.60898852348328,1.2408994436264038
0.0,18.0,1.1038974523544312,-95.61601939018229,0.09263938665390015,0.5562067627906799,-28.350322723388672,89.24114756270565,-0.0941094160079956,-0.16279585659503937,29.740121841430664,1.7933506965637207,0.034027141129503384,0.6420445442199707,18.0,18,0.4207462966442108,1000.0,-0.04216007515788078,-80.17404094599749,483.48383117353086,1.0,33.15749740600586,0.15088056027889252,18000,0.5724474787712097,-80.17404094599749,30.543649673461914,12.772552490234375,18.0,201.70067834854126,1.1831390857696533
0.0,19.0,1.03923499584198,-51.7417918819071,0.09559595584869385,0.5496929287910461,-30.70090103149414,89.29805068223652,-0.15700480341911316,-0.12794063985347748,32.00434112548828,1.7827967405319214,0.032055106170371106,0.6427084803581238,19.0,19,0.8690983057022095,1000.0,-0.05328020453453064,-37.72466057071432,737.9943032670462,1.0,37.169681549072266,0.21715404093265533,19000,0.5873422622680664,-37.72466057071432,32.929298400878906,14.00384521484375,19.0,212.77060198783875,1.1785809993743896
0.0,20.0,1.727089524269104,-8.409661627067328,0.094654381275177,0.5900647044181824,-32.95092010498047,89.3135321469941,-0.16019649803638458,-0.07211524993181229,34.355628967285156,1.80985689163208,0.03269941380439557,0.6442073583602905,20.0,20,0.7906887531280518,1000.0,-0.04407672584056854,-56.560970301991446,814.9008132148883,1.0,41.000667572021484,0.2500627338886261,20000,0.614432156085968,-56.560970301991446,34.826988220214844,14.84598445892334,20.0,223.93023228645325,1.7979378700256348
0.0,21.0,1.5541212558746338,12.953188415100726,0.09526720643043518,0.5853161215782166,-35.7728157043457,89.28296111317957,-0.1360798478126526,-0.1276656687259674,36.67531967163086,1.814528226852417,0.02901906944733551,0.645440936088562,21.0,21,1.3454457521438599,1000.0,-0.05141620710492134,-26.728470564504136,440.2101892584618,1.0,43.471038818359375,0.19374434649944305,21000,0.6098132133483887,-26.728470564504136,37.67171859741211,16.156225204467773,21.0,235.20725274085999,1.7258524894714355
