obs_rms_std,total/episodes,reference_Q_std,eval/Q,total/steps,total/duration,reference_Q_mean,param_noise_stddev,ret_rms_std,reference_perturbed_action_mean,train/param_noise_distance,rollout/Q_mean,reference_action_mean,obs_rms_mean,reference_action_std,reference_actor_Q_mean,train/loss_critic,reference_actor_Q_std,rollout/return,rollout/actions_std,train/loss_actor,eval/return_history,rollout/return_history,rollout/episode_steps,reference_perturbed_action_std,eval/return,rollout/actions_mean,total/steps_per_second,rollout/episodes,eval/episodes,ret_rms_mean,total/epochs
8.182527542114258,41.0,2.7196273803710938,19.832168579101562,1000,11.364692211151123,19.4967098236084,0.16720346283821505,1.0,-0.09473398327827454,0.819918692111969,9.20366382598877,-0.06928586959838867,0.7460200786590576,0.6360450387001038,19.905179977416992,1.6967850923538208,1.9127647876739502,114.37132408864133,0.7493255138397217,-19.371870040893555,73.48455956128234,114.37132408864133,24.26829268292683,0.7798606753349304,73.48455956128234,-0.01877710409462452,87.99182427648962,41.0,1.0,0.0,1
8.275240898132324,89.0,8.827657699584961,38.70814895629883,2000,22.80055046081543,38.89692687988281,0.1370306733903066,1.0,-0.15467341244220734,0.7218647599220276,18.71780776977539,-0.017085082828998566,0.5299044251441956,0.6056926250457764,39.85345458984375,3.902630090713501,7.154593467712402,105.3922565242699,0.7555657625198364,-38.566741943359375,119.82887559579508,105.3922565242699,22.39325842696629,0.6768368482589722,166.17319163030783,-0.032558515667915344,87.71718048812725,89.0,2.0,0.0,2
8.204940795898438,130.0,16.222015380859375,62.5665283203125,3000,33.98967790603638,57.21981430053711,0.11230273064362171,1.0,-0.1301763951778412,0.6802819967269897,27.89663314819336,0.05917012691497803,0.5797976851463318,0.6466227769851685,58.60700988769531,5.152199745178223,15.284093856811523,108.46832088208456,0.7476493120193481,-54.89219665527344,117.00965349847979,108.34200260318141,22.984615384615385,0.6997308135032654,111.37120930384924,-0.01552070863544941,88.2620896936248,130.0,3.0,0.0,3
8.04580307006836,162.0,24.80812644958496,71.77323150634766,4000,45.82279086112976,74.53120422363281,0.09203708190275892,1.0,0.14840167760849,0.6553601026535034,36.88955307006836,0.03628990054130554,0.7290400862693787,0.7154228687286377,77.33428192138672,7.371316432952881,23.031482696533203,116.5038510380889,0.7420783638954163,-72.34580993652344,201.16957397573967,118.700857448025,24.635802469135804,0.7217930555343628,453.6493354075193,0.01585754007101059,87.29280615234399,162.0,4.0,0.0,4
7.853694915771484,185.0,32.055023193359375,82.670166015625,5000,57.51933407783508,93.41627502441406,0.07542848153938683,1.0,0.06526536494493484,0.5649650692939758,45.875423431396484,0.1025002971291542,0.9022331237792969,0.7582845091819763,97.2303466796875,8.793550491333008,29.003171920776367,127.46932670619235,0.7464014291763306,-93.62865447998047,239.23023007255193,145.5596659581812,26.951351351351352,0.7192541360855103,391.4728544598009,0.03515508398413658,86.92729288614515,185.0,5.0,0.0,5
7.586131572723389,205.0,39.75114822387695,112.3635025024414,6000,69.15663409233093,110.98974609375,0.06181699495154324,1.0,-0.001172041636891663,0.4763857424259186,54.28913497924805,0.1458677351474762,1.044950008392334,0.767831027507782,115.8971176147461,11.050373077392578,36.00883102416992,139.49788505477014,0.7525904178619385,-109.6960220336914,254.91352197757462,174.89358721610196,29.160975609756097,0.7976567149162292,333.32998150268804,0.04729133099317551,86.75957236422767,205.0,6.0,0.0,6
7.450166702270508,223.0,48.420562744140625,129.2172393798828,7000,80.95402550697327,129.4463653564453,0.05066177638540577,1.0,0.15529926121234894,0.46107691526412964,63.74916458129883,0.2009509652853012,1.1738038063049316,0.7679718136787415,135.6031494140625,16.387155532836914,44.6149787902832,150.6596236400893,0.7565630674362183,-127.9301528930664,264.9319269480051,204.39403624509646,31.286995515695068,0.785851776599884,325.04235677058836,0.06196743622422218,86.46883161353144,223.0,7.0,0.0,7
7.242735385894775,240.0,55.681278228759766,159.5523223876953,8000,92.58965039253235,148.5264892578125,0.04151957869412388,1.0,0.27655911445617676,0.3866531550884247,73.05899810791016,0.2323206067085266,1.281141996383667,0.7628028392791748,154.90347290039062,19.738412857055664,52.02519989013672,160.9590159778772,0.7604140639305115,-146.33741760253906,272.298809397478,233.05983502736893,33.11666666666667,0.72244793176651,323.86698654378836,0.07879812270402908,86.40274551296098,240.0,8.0,0.0,8
7.145740032196045,255.0,65.46659088134766,162.77748107910156,9000,104.34909701347351,163.89382934570312,0.034027141129503384,1.0,0.216261625289917,0.30803462862968445,82.60086822509766,0.17503447830677032,1.3588542938232422,0.7745802402496338,171.52027893066406,22.244705200195312,60.24061965942383,171.59145300188354,0.7620717883110046,-161.8670196533203,283.4808876722978,263.6197591937838,35.254901960784316,0.7667126059532166,372.9375138708559,0.09231365472078323,86.24894951259543,255.0,9.0,0.0,9
7.126988410949707,273.0,73.5205078125,133.9423828125,10000,115.85507249832153,179.7060546875,0.027886755354071244,1.0,0.15976576507091522,0.27345335483551025,91.59077453613281,0.13761550188064575,1.4311087131500244,0.7822364568710327,188.79713439941406,30.076129913330078,68.05303955078125,178.77061487164406,0.7649416923522949,-181.42967224121094,270.17306657374047,276.9368255068177,36.61904761904762,0.7797971367835999,150.40267668672436,0.10233286023139954,86.31473602629593,273.0,10.0,0.0,10
