rollout/episodes,ret_rms_mean,reference_actor_Q_std,total/episodes,train/loss_actor,reference_perturbed_action_mean,reference_action_mean,eval/return_history,reference_Q_std,reference_perturbed_action_std,rollout/actions_mean,train/param_noise_distance,total/duration,total/epochs,param_noise_stddev,ret_rms_std,obs_rms_mean,reference_actor_Q_mean,rollout/Q_mean,eval/episodes,total/steps,rollout/episode_steps,reference_Q_mean,obs_rms_std,eval/Q,reference_action_std,rollout/return_history,eval/return,rollout/return,train/loss_critic,rollout/actions_std,total/steps_per_second
395.0,0.0,177.62600708007812,395.0,-298.8827819824219,0.2807448208332062,0.27956467866897583,262.05953960939985,178.27806091308594,0.7764862179756165,0.14271558821201324,0.19550150632858276,304.93082427978516,20,0.017999379770019416,1.0,1.791050672531128,307.65826416015625,169.9815216064453,20.0,20000,50.630379746835445,296.84747314453125,6.727133750915527,278.3748474121094,0.777980387210846,317.29637177581543,292.2335802139847,246.09361650101417,209.3797607421875,0.7301390767097473,65.58864636672241
408.0,0.0,179.56918334960938,408.0,-307.10235595703125,0.18476368486881256,0.31223469972610474,269.1364011672101,182.67294311523438,0.7925246953964233,0.1469508856534958,0.20219239592552185,320.9381194114685,21,0.01695622994987775,1.0,1.8049445152282715,323.9652099609375,177.86231994628906,21.0,21000,51.411764705882355,310.3478088378906,6.679378986358643,304.5901794433594,0.7770689725875854,330.650591811817,410.67363232341575,249.60996879849222,284.80718994140625,0.7327789068222046,65.43317458988507
420.0,0.0,188.37286376953125,420.0,-316.41619873046875,0.17370164394378662,0.19464261829853058,274.7050275169408,190.06393432617188,0.8188024759292603,0.15065716207027435,0.1916704922914505,336.4521770477295,22,0.017644720880324885,1.0,1.813890814781189,321.1959228515625,185.87693786621094,22.0,22000,52.29761904761905,308.17376708984375,6.647961139678955,341.92913818359375,0.8141422271728516,337.89646859887847,391.6461808612839,253.1117997089209,312.1030578613281,0.735856831073761,65.3881933326859
434.0,0.0,195.44764709472656,434.0,-323.53485107421875,0.232941672205925,0.20150268077850342,273.2228467784873,196.63600158691406,0.8114510178565979,0.15025946497917175,0.18212546408176422,354.1234438419342,23,0.01695622994987775,1.0,1.8218201398849487,335.9447021484375,192.09765625,23.0,23000,52.95161290322581,321.4674987792969,6.647005081176758,335.9306945800781,0.8097251653671265,343.6355634250087,240.61487053251116,255.84711497889487,306.4161071777344,0.7401325702667236,64.94910291865972
448.0,0.0,204.155029296875,448.0,-330.3594055175781,0.2736722230911255,0.25957125425338745,273.2587840176928,205.50485229492188,0.7744537591934204,0.15137480199337006,0.19024454057216644,368.8545353412628,24,0.01662212523270047,1.0,1.8285828828811646,339.4164123535156,198.13839721679688,24.0,24000,53.45982142857143,324.70831298828125,6.640036582946777,315.87750244140625,0.7784770131111145,344.1592591845423,274.0853405194197,258.09239783675696,372.3623962402344,0.7432677149772644,65.06630039886942
462.0,0.0,211.2811737060547,462.0,-335.11541748046875,0.20880083739757538,0.13588637113571167,275.23832581592285,212.96592712402344,0.7840353846549988,0.1560639590024948,0.1952880620956421,383.76953864097595,25,0.017297050171870294,1.0,1.8377143144607544,347.6814270019531,203.58761596679688,25.0,25000,54.10606060606061,333.1969909667969,6.632135391235352,411.6356201171875,0.7941335439682007,340.90287814881646,322.74732897344313,260.7301932226374,474.47198486328125,0.7453208565711975,65.14326303367187
476.0,0.0,219.0477294921875,476.0,-347.1434631347656,0.17959588766098022,0.1601039618253708,275.15217594231325,218.6505889892578,0.7782217860221863,0.15805314481258392,0.20322947204113007,398.2707288265228,26,0.016294603698363365,1.0,1.8454018831253052,359.1611328125,209.6557159423828,26.0,26000,54.502100840336134,341.4560852050781,6.633725643157959,419.759521484375,0.7930089831352234,333.23331387058266,272.9984291020738,262.4522304969798,451.8057556152344,0.7472860813140869,65.28222668185333
492.0,0.0,230.64183044433594,492.0,-345.12921142578125,0.13435566425323486,0.17969703674316406,275.95381334465714,230.97203063964844,0.7911443710327148,0.15850822627544403,0.20470984280109406,412.90210461616516,27,0.01662212523270047,1.0,1.846181035041809,353.396484375,214.80044555664062,27.0,27000,54.73170731707317,337.3800354003906,6.639677047729492,386.0945739746094,0.7722567915916443,332.70305403029334,296.7963858055985,263.32789466110785,522.7980346679688,0.7491222620010376,65.39080256105565
504.0,0.0,236.1725311279297,504.0,-349.1836853027344,0.2160501629114151,0.23938728868961334,276.2851597245074,235.31155395507812,0.7778753638267517,0.16143937408924103,0.19769783318042755,427.87342405319214,28,0.01662212523270047,1.0,1.8506922721862793,366.98193359375,219.89358520507812,28.0,28000,55.448412698412696,350.130615234375,6.657361030578613,358.5587158203125,0.7732087969779968,337.3874281757617,285.23151198046526,266.4841155358044,545.4339599609375,0.7502670884132385,65.43991382956075
522.0,0.0,243.30712890625,522.0,-360.2474365234375,0.1675361543893814,0.2056165337562561,278.3395148962966,240.482421875,0.7896813750267029,0.16489429771900177,0.20162759721279144,443.05818271636963,29,0.017297050171870294,1.0,1.85971200466156,372.440185546875,223.3600311279297,29.0,29000,55.52873563218391,355.4536437988281,6.652414321899414,330.7842102050781,0.7854651808738708,322.8769381273514,335.86145970639353,266.9739773481026,700.6369018554688,0.7517827749252319,65.45415733482749
536.0,0.0,245.9022674560547,536.0,-358.8328857421875,0.06377381086349487,0.11283425986766815,278.7856829152255,244.09417724609375,0.7993240356445312,0.16425254940986633,0.17728039622306824,458.76423835754395,30,0.01662212523270047,1.0,1.8588382005691528,379.83502197265625,228.6240997314453,30.0,30000,55.875,361.28607177734375,6.669022083282471,428.2287292480469,0.7989301681518555,323.09911850441966,291.72455546416325,268.38413511969287,638.6611938476562,0.7532852292060852,65.39306574419409
551.0,0.0,256.1171875,551.0,-371.6132507324219,0.16108404099941254,0.17736369371414185,282.6833292533599,252.70584106445312,0.7924849987030029,0.163064107298851,0.1966574788093567,474.44090270996094,31,0.01695622994987775,1.0,1.8561211824417114,384.944580078125,235.19277954101562,31.0,31000,56.23230490018149,367.78607177734375,6.657201766967773,363.8375244140625,0.7843497395515442,321.4752491995181,399.6127193973908,269.6730757514574,726.0036010742188,0.7547282576560974,65.34006621885038
565.0,0.0,265.4096984863281,565.0,-383.7603759765625,0.16437378525733948,0.15402603149414062,283.7240862995426,262.8826904296875,0.7944770455360413,0.1642783135175705,0.20865507423877716,489.40534830093384,32,0.017644720880324885,1.0,1.8580076694488525,394.9511413574219,240.79734802246094,32.0,32000,56.62654867256637,375.8673095703125,6.691530704498291,429.27783203125,0.7955326437950134,318.0976265873487,315.98755473120565,271.38397852457285,696.4795532226562,0.7559012174606323,65.3854726171143
579.0,0.0,268.0032653808594,579.0,-388.65887451171875,0.12520860135555267,0.13910411298274994,284.8979546016914,263.2525329589844,0.8196027278900146,0.16275851428508759,0.18229597806930542,504.1932542324066,33,0.018361167303396805,1.0,1.863638997077942,392.6273498535156,245.3761749267578,33.0,33000,56.991364421416236,367.6636657714844,6.684453010559082,410.7581787109375,0.8102776408195496,323.27721239712196,322.46174027045384,273.191822685787,739.4202880859375,0.758085310459137,65.45109384741735
594.0,0.0,279.5823669433594,594.0,-401.6685485839844,0.16277170181274414,0.15819191932678223,284.4489351095416,274.54925537109375,0.7771463394165039,0.1616312861442566,0.20402678847312927,518.8097105026245,34,0.017297050171870294,1.0,1.8704700469970703,404.46435546875,250.40667724609375,34.0,34000,57.196969696969695,385.03875732421875,6.6780266761779785,369.6813659667969,0.7797549366950989,325.13940837676944,269.6312918685975,274.23926309058703,733.65234375,0.7599876523017883,65.53462533895268
608.0,0.0,285.050537109375,608.0,-408.15960693359375,0.1889818161725998,0.1539238691329956,285.03866860699424,280.2518615722656,0.7767074704170227,0.16126295924186707,0.2052222639322281,533.4822549819946,35,0.017644720880324885,1.0,1.8731749057769775,413.36834716796875,255.8765106201172,35.0,35000,57.46546052631579,390.6550598144531,6.700695991516113,488.1072692871094,0.7952724695205688,321.98050095100973,305.08960752038365,275.62644276523804,817.9202270507812,0.7608770728111267,65.60668077175552
