train/param_noise_distance,rollout/actions_std,rollout/episodes,eval/Q,ret_rms_std,param_noise_stddev,eval/episodes,total/steps_per_second,rollout/Q_mean,rollout/return_history,train/loss_actor,total/duration,rollout/return,reference_Q_std,eval/return,ret_rms_mean,obs_rms_mean,reference_actor_Q_std,reference_actor_Q_mean,eval/return_history,reference_Q_mean,reference_perturbed_action_mean,total/epochs,rollout/episode_steps,reference_perturbed_action_std,reference_action_mean,rollout/actions_mean,train/loss_critic,obs_rms_std,reference_action_std,total/steps,total/episodes
0.6875541806221008,0.5717484354972839,1.0,0.6816842555999756,1.0,0.16720346283821505,1.0,67.93474066399502,-0.6564850807189941,-546.5074604267282,-0.5367769598960876,14.720009088516235,-546.5074604267282,1.849065899848938,-1401.481591987002,0.0,0.02130620926618576,1.5862489938735962,0.5592010021209717,-1401.481591987002,-0.47276490926742554,-0.1629406213760376,1,1000.0,0.4832577109336853,0.06617346405982971,0.3088238537311554,0.21343012154102325,0.34904390573501587,0.7504222393035889,1000,1.0
0.5196981430053711,0.5742937922477722,2.0,3.0353457927703857,1.0,0.1370306733903066,2.0,68.93579718816241,0.23070934414863586,-303.55017416785216,-2.308129072189331,29.012502670288086,-303.55017416785216,2.3087897300720215,-1726.4697054894248,0.0,0.012666893191635609,2.0449230670928955,2.189810276031494,-1563.9756487382133,1.6509146690368652,0.4113156795501709,2,1000.0,0.696216344833374,0.33074241876602173,0.06151464954018593,0.40644213557243347,0.38151121139526367,0.7744539976119995,2000,2.0
0.45006659626960754,0.6446815729141235,3.0,4.890018939971924,1.0,0.11230273064362171,3.0,69.35365081565573,0.1188703179359436,-723.0985456613404,-1.7305525541305542,43.25655484199524,-723.0985456613404,2.774311065673828,-1083.2346946771597,0.0,0.027181947603821754,2.50925612449646,3.4428210258483887,-1403.7286640511954,2.317931652069092,-0.11361108720302582,3,1000.0,0.5718785524368286,-0.32952988147735596,0.1436801701784134,0.34594422578811646,0.3448452651500702,0.5466148853302002,3000,3.0
0.4456401765346527,0.6566017866134644,4.0,5.038595676422119,1.0,0.09203708190275892,4.0,72.75704301507793,0.5401936769485474,-731.6378328366844,-4.336829662322998,54.977495431900024,-731.6378328366844,3.0949461460113525,-577.493939283213,0.0,0.028759105131030083,2.8723106384277344,5.841943740844727,-1197.1699828591998,4.783137321472168,-0.591780960559845,4,1000.0,0.4982205331325531,-0.3598482012748718,0.07183011621236801,0.3612964153289795,0.33526748418807983,0.6343122720718384,4000,4.0
0.41795042157173157,0.6891856789588928,5.0,8.111909866333008,1.0,0.07542848153938683,5.0,76.47823983818625,0.17553360760211945,-930.7535286768958,-4.757641792297363,65.37807369232178,-930.7535286768958,3.7356643676757812,-267.09971407525,0.0,0.023153016343712807,3.2931599617004395,7.927211761474609,-1011.1559291024098,6.920249938964844,0.08450667560100555,5,1000.0,0.7519654631614685,0.07025034725666046,-0.10114393383264542,0.43204012513160706,0.3201403319835663,0.7915884852409363,5000,5.0
0.33717578649520874,0.6986324787139893,12.0,7.316124439239502,1.0,0.06181699495154324,6.0,75.35537956028436,1.3464171886444092,-424.7969039063221,-6.8296427726745605,79.62271618843079,-424.7969039063221,3.141746759414673,-1313.0151463696384,0.0,0.022940076887607574,2.6621692180633545,9.792569160461426,-1061.4657986469479,8.524408340454102,0.0848742425441742,6,458.0833333333333,0.6942071318626404,-0.23813506960868835,-0.07184931635856628,0.7192068696022034,0.35425588488578796,0.7599915862083435,6000,12.0
0.22002139687538147,0.7203283309936523,13.0,6.5272369384765625,1.0,0.05066177638540577,7.0,75.30159066068605,2.493109941482544,-526.0025234324999,-7.594174861907959,92.95952367782593,-526.0025234324999,3.4138264656066895,-785.1621055304381,0.0,0.020948797464370728,3.360880136489868,9.643919944763184,-1021.9938424874464,8.850980758666992,-0.2567795515060425,7,499.7692307692308,0.7146846652030945,0.1335800737142563,-0.07682521641254425,0.8002994060516357,0.3539353013038635,0.6621217131614685,7000,13.0
0.222418874502182,0.715690016746521,14.0,6.786097049713135,1.0,0.04320544008261588,8.0,74.64183967872452,3.0868022441864014,-588.3390027524769,-9.08477783203125,107.17849445343018,-588.3390027524769,3.9351913928985596,-917.7938839905526,0.0,0.020453276112675667,3.613954544067383,10.734365463256836,-1008.9688476753347,9.518356323242188,0.2975376844406128,8,535.5,0.5320805311203003,0.13894760608673096,-0.07026852667331696,0.8457586169242859,0.3641693592071533,0.5725489854812622,8000,14.0
0.2095271348953247,0.703876256942749,15.0,8.196511268615723,1.0,0.039113321278561465,9.0,74.14523595123028,3.8002820014953613,-584.1669208786271,-11.267121315002441,121.38338875770569,-584.1669208786271,3.5518970489501953,-432.29613579127016,0.0,0.019853269681334496,3.3854990005493164,12.871975898742676,-944.8941019104386,11.971267700195312,0.06733173131942749,9,566.4666666666667,0.5294474959373474,0.09731358289718628,-0.057415325194597244,0.9287506937980652,0.36826804280281067,0.5554021596908569,9000,15.0
0.2509708106517792,0.6925235390663147,16.0,10.385778427124023,1.0,0.03540877950819716,10.0,73.73022917299721,4.385870933532715,-559.8507976102517,-13.934814453125,135.62957978248596,-559.8507976102517,3.40146803855896,-438.32866364657684,0.0,0.019765669479966164,3.150629997253418,16.622512817382812,-894.2375580840524,15.496208190917969,0.061927810311317444,10,593.5625,0.5854007005691528,0.12006165087223053,-0.05769847333431244,1.0146081447601318,0.37233060598373413,0.5659262537956238,10000,16.0
0.22265873849391937,0.6826883554458618,18.0,14.035237312316895,1.0,0.036846517945435794,11.0,74.70288975555958,5.188623905181885,-520.562835562579,-16.024290084838867,147.2499930858612,-520.562835562579,3.9213967323303223,-94.92374298819934,0.0,0.02009161375463009,3.669278144836426,18.880901336669922,-821.5726658026113,17.786483764648438,0.027441173791885376,11,599.3888888888889,0.49122342467308044,0.20772749185562134,-0.05222112312912941,1.1540700197219849,0.3773249089717865,0.45943957567214966,11000,18.0
0.22277958691120148,0.6726292371749878,21.0,10.370525360107422,1.0,0.03612049597631192,12.0,74.75248544098578,5.556109428405762,-451.65381764171786,-17.911462783813477,160.5297794342041,-451.65381764171786,4.522197246551514,-642.4554752851913,0.0,0.019628193229436874,4.183280944824219,21.891803741455078,-806.6462332594929,20.667400360107422,0.28463873267173767,12,570.5238095238095,0.42061322927474976,0.24288547039031982,-0.05984343960881233,1.6576294898986816,0.38141438364982605,0.425585001707077,12000,21.0
0.18435242772102356,0.6724018454551697,22.0,13.013185501098633,1.0,0.03834263432855745,13.0,75.76407247151855,5.84340763092041,-429.8763130655897,-19.345945358276367,171.58528542518616,-429.8763130655897,4.057400703430176,-228.39767173916584,0.0,0.0195623766630888,3.8624935150146484,24.98080062866211,-762.1655746810061,23.913230895996094,0.24333268404006958,13,556.5454545454545,0.41719120740890503,0.1558939516544342,-0.0494566448032856,1.656319260597229,0.37906521558761597,0.4306830167770386,13000,22.0
0.20538198947906494,0.6635356545448303,24.0,21.362890243530273,1.0,0.03834263432855745,14.0,76.38834592265329,6.796356201171875,-432.44021147339527,-20.96145248413086,183.27402997016907,-432.44021147339527,4.074737548828125,-184.91427921227688,0.0,0.018461477011442184,3.9222283363342285,28.041728973388672,-720.9333392903826,26.765480041503906,0.11157509684562683,14,554.0,0.4302962124347687,0.1329634189605713,-0.05276082083582878,1.7035324573516846,0.3829042911529541,0.44659602642059326,14000,24.0
0.15575550496578217,0.6623706221580505,25.0,10.316893577575684,1.0,0.03540877950819716,15.0,76.47341501615811,6.875633716583252,-405.4193189193859,-22.729856491088867,196.14659547805786,-405.4193189193859,4.725600242614746,-590.7351083140305,0.0,0.01832997240126133,4.921189785003662,30.588640213012695,-712.2534572252924,29.610797882080078,0.11323007941246033,15,571.84,0.4661646783351898,0.2637816071510315,-0.05676097795367241,1.9453094005584717,0.3828396499156952,0.44574108719825745,15000,25.0
