total/duration,eval/return,rollout/return_history,eval/Q,reference_Q_std,total/steps,param_noise_stddev,reference_actor_Q_std,obs_rms_mean,reference_action_std,train/loss_actor,reference_perturbed_action_std,total/epochs,rollout/episodes,reference_perturbed_action_mean,total/steps_per_second,ret_rms_mean,eval/return_history,train/loss_critic,total/episodes,train/param_noise_distance,rollout/actions_mean,ret_rms_std,rollout/actions_std,reference_action_mean,reference_actor_Q_mean,eval/episodes,reference_Q_mean,rollout/return,obs_rms_std,rollout/Q_mean,rollout/episode_steps
8062.6517515182495,-2.930358041093945,-25.92147082419357,2.015390634536743,83.8166732788086,589000,0.013091022799070031,84.154296875,0.022839417681097984,0.9588781595230103,72.53692626953125,0.9548519253730774,589,19878.0,0.03482763469219208,73.05288857218564,0.0,-33.98533550051264,51.72293472290039,19878.0,0.21757376194000244,0.011784537695348263,1.0,0.8701565265655518,-0.045563675463199615,-219.364501953125,589.0,-220.88632202148438,-44.78162762464491,0.6041842103004456,-57.82221984863281,29.58300633866586
8072.657920598984,16.308042927552215,-23.568886798826615,2.9102680683135986,83.97833251953125,590000,0.012580215599082718,84.63533020019531,0.022843344137072563,0.9383547306060791,70.81696319580078,0.931084156036377,590,19915.0,-0.18605518341064453,73.08621346316413,0.0,-33.74603847222267,30.070533752441406,19915.0,0.21488480269908905,0.011803545989096165,1.0,0.869924008846283,-0.17999763786792755,-219.86843872070312,590.0,-221.24476623535156,-44.79557790620833,0.6041106581687927,-57.7249641418457,29.62580969118755
8082.677982330322,-1.790028281737937,-21.610370890177872,0.9139066934585571,84.16358184814453,591000,0.012833077932624282,84.54168701171875,0.022870833054184914,0.9485027194023132,68.54200744628906,0.9506426453590393,591,19961.0,0.003004923462867737,73.11933016408608,0.0,-33.6192965755013,40.33306884765625,19961.0,0.17683225870132446,0.012005407363176346,1.0,0.8696756362915039,-0.027658991515636444,-220.02117919921875,591.0,-221.71438598632812,-44.69406971785106,0.6040923595428467,-57.626625061035156,29.60653273884074
8093.127371072769,-165.07667396131444,-19.934224663234005,-17.000877380371094,84.404052734375,592000,0.012833077932624282,84.48589324951172,0.022843720391392708,0.9319299459457397,69.15143585205078,0.9478243589401245,592,19971.0,-0.0023291558027267456,73.14848424553196,0.0,-35.237084202621645,59.852054595947266,19971.0,0.20370818674564362,0.011810374446213245,1.0,0.8695969581604004,0.19770565629005432,-218.95042419433594,592.0,-221.23486328125,-44.66918083002194,0.6039400696754456,-57.560890197753906,29.60753091983376
8103.400408983231,-38.480935823647656,-40.00952238390542,-7.648529052734375,83.34532928466797,593000,0.012833077932624282,83.74810791015625,0.02284144051373005,0.9293596148490906,66.26974487304688,0.9163396954536438,593,19974.0,0.28385886549949646,73.1791556718109,0.0,-35.64757313516745,37.077388763427734,19974.0,0.2109592854976654,0.011838543228805065,1.0,0.8695793747901917,0.21692903339862823,-218.12112426757812,593.0,-219.7627716064453,-44.76372414208677,0.6037852764129639,-57.349239349365234,29.654000200260338
8113.41800403595,1.9986532069995264,-39.70427115522995,3.5889039039611816,83.59818267822266,594000,0.012833077932624282,83.99317169189453,0.02284240536391735,0.9531087279319763,69.36339569091797,0.9542208313941956,594,19995.0,0.010246988385915756,73.21205436531433,0.0,-35.53233165164744,46.253517150878906,19995.0,0.20101851224899292,0.011830588802695274,1.0,0.8694775104522705,-0.02790616825222969,-216.755859375,594.0,-218.3081512451172,-44.818976039584555,0.6037201285362244,-57.216304779052734,29.699424856214055
8123.346431493759,7.177345454609439,-46.102798423364966,4.196628093719482,84.26839447021484,595000,0.01335415235733134,84.2547607421875,0.02278309129178524,0.9287537336349487,69.79108428955078,0.9433274865150452,595,19997.0,-0.03570247441530228,73.24567590681819,0.0,-35.55848866812531,27.72762680053711,19997.0,0.19823944568634033,0.011122474446892738,1.0,0.86943519115448,0.18165890872478485,-219.08480834960938,595.0,-220.64999389648438,-44.845616777546084,0.6035585403442383,-57.17876434326172,29.710306545981897
8133.39980173111,14.385493999691239,-62.514474727632134,3.6519079208374023,83.45708465576172,596000,0.0136225708197137,83.50492095947266,0.022801870480179787,0.9366694092750549,68.90946197509766,0.935723066329956,596,20035.0,0.19813796877861023,73.27808967083453,0.0,-35.37883295715169,32.89982604980469,20035.0,0.2538928985595703,0.011415294371545315,1.0,0.8692119121551514,0.19406290352344513,-215.90716552734375,596.0,-217.95669555664062,-44.843839872764704,0.6035072207450867,-57.08478546142578,29.747441976541054
8143.368911266327,-5.689664674905156,-62.18252882326,-0.2654751241207123,83.60247039794922,597000,0.0136225708197137,83.8890151977539,0.022793350741267204,0.9423985481262207,65.92552947998047,0.9498479962348938,597,20062.0,0.07788918167352676,73.31118195739018,0.0,-35.186502665903944,46.28114700317383,20062.0,0.17723797261714935,0.011359790340065956,1.0,0.8690020442008972,0.07655364274978638,-216.54824829101562,597.0,-217.98133850097656,-44.77925947418087,0.6034136414527893,-56.99742889404297,29.7307845678397
8153.236519575119,3.2296252231872926,-35.0744074847582,6.586076736450195,82.9987564086914,598000,0.013896384493189945,83.58769226074219,0.022780708968639374,0.9125325083732605,68.98978424072266,0.9345104694366455,598,20081.0,0.15513372421264648,73.34510639600124,0.0,-35.16760874549214,48.434417724609375,20081.0,0.2016250342130661,0.01138028409332037,1.0,0.868832528591156,0.23152095079421997,-215.87448120117188,598.0,-217.29312133789062,-44.80231461620198,0.603335976600647,-56.93095779418945,29.77361685175041
8163.259063720703,-19.51317485858038,-17.33379963318562,-44.17221450805664,82.83824157714844,599000,0.01335415235733134,83.26326751708984,0.02279840223491192,0.914922297000885,69.85334777832031,0.9108068346977234,599,20124.0,0.26056087017059326,73.3775561113926,0.0,-35.20004450410794,48.708675384521484,20124.0,0.1365678608417511,0.011666933074593544,1.0,0.8686429262161255,0.25066253542900085,-214.7803955078125,599.0,-216.0936737060547,-44.73041507938478,0.6033313274383545,-56.900333404541016,29.764758497316638
8173.179439067841,0.2602396328404174,-5.363992048064692,5.569248676300049,83.24458312988281,600000,0.014751292160020392,83.42461395263672,0.022809753194451332,0.9176649451255798,64.7862777709961,0.9092429876327515,600,20170.0,0.2844083905220032,73.41084390390316,0.0,-35.11123156986888,66.49909210205078,20170.0,0.21075575053691864,0.011901156045496464,1.0,0.8684062957763672,0.260337233543396,-215.82069396972656,600.0,-217.31802368164062,-44.634221792137815,0.6033031940460205,-56.81798553466797,29.742637580565194
