reference_perturbed_action_mean,rollout/actions_std,eval/return_history,reference_action_std,train/loss_actor,rollout/Q_mean,reference_perturbed_action_std,total/epochs,eval/Q,total/steps,ret_rms_mean,rollout/return_history,reference_action_mean,obs_rms_std,train/param_noise_distance,total/steps_per_second,eval/return,ret_rms_std,rollout/return,obs_rms_mean,train/loss_critic,param_noise_stddev,reference_actor_Q_std,total/duration,rollout/episode_steps,reference_Q_std,reference_Q_mean,rollout/actions_mean,rollout/episodes,reference_actor_Q_mean,total/episodes,eval/episodes
0.031161397695541382,0.4041304588317871,-935.724988817157,0.6930845379829407,-2.8106374740600586,1.3421540260314941,0.8467096090316772,1,2.814873456954956,1000,0.0,201.25800659334058,-0.018678337335586548,0.2057572901248932,0.4719159007072449,62.37446171908064,-935.724988817157,1.0,201.25800659334058,0.03716709464788437,0.00920991599559784,0.16720346283821505,0.06292515248060226,16.03220248222351,1000.0,0.18337327241897583,2.43576717376709,0.1818270981311798,1.0,2.858461618423462,1.0,1.0
-0.2452498823404312,0.6669460535049438,-258.88494726510334,0.3702828288078308,-2.325087547302246,-0.30154499411582947,0.15311816334724426,2,4.1698808670043945,2000,0.0,-833.0701460464727,0.03403627872467041,0.21569868922233582,0.39131495356559753,63.87111456991123,417.9550942869504,1.0,-833.0701460464727,0.034828994423151016,0.022823426872491837,0.1454608210542347,0.16104605793952942,31.313059329986572,1000.0,0.17934316396713257,4.090206623077393,0.10691151767969131,2.0,4.109151840209961,2.0,2.0
0.0217642392963171,0.5741689801216125,143.37612330345,0.09388864785432816,-4.977749347686768,1.4800482988357544,0.1850675642490387,3,6.6001763343811035,3000,0.0,-324.6182303989278,0.05169551819562912,0.19970443844795227,0.661127507686615,64.53463290707491,947.8982644405567,1.0,-324.6182303989278,0.023550814017653465,0.028698347508907318,0.11921161154572088,0.16073286533355713,46.48666715621948,1000.0,0.21247702836990356,6.237174987792969,-0.0048398845829069614,3.0,6.569199085235596,3.0,3.0
-0.37065011262893677,0.5061017870903015,342.60158814627323,0.09815992414951324,-9.053261756896973,3.150272846221924,0.26542508602142334,4,10.173285484313965,4000,0.0,-25.979829069372926,-0.015700094401836395,0.2589907646179199,0.7212207317352295,64.9570562802844,940.2779826747428,1.0,-25.979829069372926,0.024416785687208176,0.12251406908035278,0.10579425230886043,0.2870938777923584,61.579145193099976,1000.0,0.2764606773853302,9.651450157165527,0.0015465340111404657,4.0,10.194458961486816,4.0,4.0
0.7201104164123535,0.4904491603374481,250.58097122200587,0.1709759682416916,-14.576363563537598,4.843358516693115,0.1673082560300827,5,16.659866333007812,5000,0.0,63.29546594181338,0.49761858582496643,0.2855965495109558,0.33282673358917236,65.27143407243481,-117.50149647506346,1.0,63.29546594181338,0.01950250193476677,0.33096256852149963,0.08670309447319521,0.29761338233947754,76.60318899154663,1000.0,0.3334507346153259,14.385330200195312,-0.06975511461496353,5.0,15.639158248901367,5.0,5.0
-0.07783859223127365,0.5371450781822205,344.46690476946515,0.14292418956756592,-18.09598159790039,6.623955249786377,0.19279628992080688,6,19.030752182006836,6000,0.0,-131.16536471125156,-0.11910977959632874,0.27798739075660706,0.3934343755245209,65.3147485006305,813.8965725067616,1.0,-131.16536471125156,0.026954976841807365,0.3613938093185425,0.07105704163663924,0.41517871618270874,91.86286616325378,1000.0,0.4557367265224457,18.302906036376953,0.05886898189783096,6.0,19.022441864013672,6.0,6.0
-0.18670693039894104,0.5026031136512756,374.641464132164,0.32378098368644714,-23.289997100830078,8.831194877624512,0.46890825033187866,7,23.95224952697754,7000,0.0,13.887809921675332,-0.13199499249458313,0.2686818242073059,0.5009576082229614,65.46186546020796,555.6888203083571,1.0,13.887809921675332,0.028848379850387573,0.6705618500709534,0.05823440555183466,0.6262322664260864,106.93248581886292,1000.0,0.483645498752594,23.132686614990234,0.04142621159553528,7.0,24.10834503173828,7.0,7.0
-0.062429022043943405,0.48655837774276733,368.1070137138243,0.3865748941898346,-28.026100158691406,10.941347122192383,0.3200312554836273,8,27.215255737304688,8000,0.0,12.329568461411228,-0.11289416253566742,0.27241837978363037,0.22821927070617676,65.37939871827867,322.3658607854463,1.0,12.329568461411228,0.02806934155523777,0.46310028433799744,0.0477256850533856,0.5503847002983093,122.36270380020142,876.875,0.5421162247657776,27.854598999023438,0.023328067734837532,8.0,28.656112670898438,8.0,8.0
-0.37129560112953186,0.48749643564224243,352.7197298894603,0.42272862792015076,-32.094688415527344,12.962360382080078,0.3504679203033447,9,31.606882095336914,9000,0.0,70.86167111658848,-0.11503705382347107,0.27789971232414246,0.31809788942337036,65.46240321128967,229.62145929454852,1.0,70.86167111658848,0.02569393999874592,0.2661278545856476,0.039113321278561465,0.4810800850391388,137.48349523544312,890.5555555555555,0.37743452191352844,32.361785888671875,-0.014970601536333561,9.0,33.16822814941406,9.0,9.0
0.019849609583616257,0.478634238243103,390.6760300874171,0.2280847430229187,-35.323875427246094,14.961796760559082,0.39109867811203003,10,36.13841247558594,10000,0.0,63.404653598861195,-0.13482408225536346,0.2943708300590515,0.17534197866916656,65.50047776043206,732.2827318690277,1.0,63.404653598861195,0.02589230239391327,1.0331087112426758,0.03612049597631192,0.45659908652305603,152.67064213752747,901.5,0.3647367060184479,36.033531188964844,-0.013551033101975918,10.0,36.52470397949219,10.0,10.0
