train/loss_actor,total/steps_per_second,obs_rms_mean,train/param_noise_distance,total/steps,obs_rms_std,rollout/return,total/duration,reference_Q_std,eval/Q,reference_actor_Q_mean,param_noise_stddev,ret_rms_mean,eval/return_history,ret_rms_std,rollout/episodes,rollout/Q_mean,eval/episodes,rollout/return_history,reference_actor_Q_std,reference_perturbed_action_mean,eval/return,reference_Q_mean,total/epochs,reference_action_std,rollout/actions_mean,total/episodes,reference_perturbed_action_std,rollout/episode_steps,reference_action_mean,train/loss_critic,rollout/actions_std
-269.8755798339844,90.1012278585407,2.124704122543335,0.203000009059906,21000,6.7817182540893555,271.03000752492875,233.07118558883667,157.4738311767578,203.85240173339844,313.990234375,0.021962663920618616,0.0,286.2389812876535,1.0,383.0,160.16908264160156,21.0,287.97462241473085,155.3617401123047,0.2751515805721283,321.7701546357535,300.53125,21,0.8021982312202454,0.27648061513900757,383.0,0.7792847156524658,54.69190600522193,0.19300425052642822,148.76239013671875,0.769934356212616
-271.1888732910156,89.96268846910604,2.1276447772979736,0.1980787068605423,22000,6.756321907043457,274.9338076538305,244.5458264350891,160.39559936523438,297.3529968261719,324.91546630859375,0.022854436146078055,0.0,293.18619818744105,1.0,396.0,165.3650360107422,22.0,302.7751808530585,156.9959716796875,0.2152143269777298,439.0777530829799,311.6490478515625,22,0.8036098480224609,0.273685485124588,396.0,0.7922572493553162,55.46969696969697,0.21809616684913635,152.40652465820312,0.7719860672950745
-280.2598571777344,89.83087583026266,2.132021903991699,0.19232909381389618,23000,6.735509872436523,277.9939342113312,256.03668880462646,162.2093963623047,315.2838134765625,333.68939208984375,0.023782417899897774,0.0,296.49491013550215,1.0,408.0,171.31033325195312,23.0,314.0609528884364,159.86538696289062,0.3159828782081604,369.28657299284635,321.45526123046875,23,0.7883550524711609,0.27290356159210205,408.0,0.786463737487793,56.14460784313726,0.25932228565216064,214.4458770751953,0.7737029790878296
-281.5874328613281,89.69083456286285,2.1370232105255127,0.20919908583164215,24000,6.718216419219971,282.3423670987615,267.5858700275421,165.4303741455078,334.4803771972656,342.1423645019531,0.022854436146078055,0.0,302.37263612173115,1.0,419.0,175.90573120117188,24.0,337.45902284986056,163.84507751464844,0.1861790120601654,437.5603338049979,330.37060546875,24,0.796514093875885,0.2732742130756378,419.0,0.8046585917472839,57.04773269689738,0.18105190992355347,172.58621215820312,0.7749271392822266
-289.407470703125,89.54470321632294,2.134514808654785,0.20564959943294525,25000,6.692368507385254,285.3470436771945,279.19015979766846,174.7926483154297,269.4048156738281,347.4141845703125,0.02240411346542305,0.0,308.87868506308394,1.0,433.0,181.34173583984375,25.0,350.87663036478057,174.4447021484375,0.15927885472774506,465.02385965555084,334.25799560546875,25,0.7833418250083923,0.27326473593711853,433.0,0.7913428544998169,57.713625866050805,0.21480903029441833,203.14837646484375,0.7759079933166504
-295.84259033203125,89.61196926397139,2.134307861328125,0.19278603792190552,26000,6.683789253234863,288.5297922982525,290.1398129463196,184.43955993652344,335.2254943847656,352.57489013671875,0.02240411346542305,0.0,303.38852411021395,1.0,445.0,186.6136474609375,26.0,356.6023280396619,183.67665100097656,0.1756519377231598,166.13450028846478,338.4082336425781,26,0.81110680103302,0.27244624495506287,445.0,0.8034803867340088,58.391011235955055,0.1523314267396927,232.85572814941406,0.7768241167068481
-297.3524169921875,89.58325447567586,2.1302969455718994,0.17653512954711914,27000,6.668032169342041,289.37745550336086,301.3956141471863,191.1156463623047,309.205078125,358.1991271972656,0.02240411346542305,0.0,308.81555336783464,1.0,460.0,190.6470184326172,27.0,375.8880746779255,189.9300994873047,0.07924074679613113,449.9183140659723,343.69769287109375,27,0.8328359127044678,0.27171942591667175,460.0,0.8329513669013977,58.68260869565217,0.07255823165178299,210.20437622070312,0.7782350778579712
-306.2369384765625,89.58146962411674,2.128512144088745,0.19139908254146576,28000,6.669925689697266,290.6675915579574,312.5646421909332,192.22520446777344,328.68255615234375,367.8434143066406,0.02240411346542305,0.0,309.71526335628,1.0,474.0,194.82884216308594,28.0,372.90850810146594,190.36207580566406,0.1330135613679886,334.0074330443045,354.3412780761719,28,0.8386840224266052,0.2683759331703186,474.0,0.8432360887527466,59.0,0.13447938859462738,266.80816650390625,0.7805575728416443
-309.102294921875,89.507652893823,2.1348071098327637,0.1906137615442276,29000,6.64577579498291,293.71851070159124,323.994642496109,198.18312072753906,379.56890869140625,371.20294189453125,0.022854436146078055,0.0,317.5172212530448,1.0,485.0,198.7373504638672,29.0,379.5406286215106,196.45030212402344,0.13527953624725342,535.97204236246,358.2867736816406,29,0.837670624256134,0.2685752213001251,485.0,0.8338972926139832,59.682474226804125,0.15894685685634613,301.707763671875,0.782045304775238
-305.5965270996094,89.54240348670581,2.133596658706665,0.1978173553943634,30000,6.672667026519775,295.35840875387856,335.03679633140564,200.93417358398438,285.322021484375,374.6513977050781,0.02152991267583435,0.0,315.8034576568208,1.0,499.0,204.19796752929688,30.0,374.6727427990012,199.1781768798828,0.17737744748592377,266.1043133663245,362.0515441894531,30,0.8184995055198669,0.2685742974281311,499.0,0.8305100798606873,60.06813627254509,0.1558721512556076,313.800048828125,0.7825940847396851
-312.866455078125,89.49602030206364,2.1357831954956055,0.17734535038471222,31000,6.657463550567627,297.34104524884276,346.3841173648834,204.91258239746094,373.3204650878906,382.0115966796875,0.020689822899908242,0.0,318.67808824578947,1.0,512.0,208.8000946044922,31.0,367.18534622355196,203.54505920410156,0.21005430817604065,404.91700591484994,366.50030517578125,31,0.8320922255516052,0.26930949091911316,512.0,0.8214964270591736,60.505859375,0.18680782616138458,229.11172485351562,0.7837799787521362
-322.5063171386719,89.49575437443359,2.137644052505493,0.21033133566379547,32000,6.636259078979492,297.5940543979128,357.5588610172272,205.9757843017578,343.0323486328125,385.6217956542969,0.020282151651708893,0.0,319.938274245086,1.0,527.0,212.35400390625,32.0,354.17537450628265,205.56138610839844,0.2160653918981552,359.0040402232779,369.9934997558594,32,0.8014124631881714,0.2699959874153137,527.0,0.8081569671630859,60.601518026565465,0.2209383249282837,310.3404235839844,0.7850310802459717
-321.5891418457031,89.48939165678799,2.1391079425811768,0.2129816710948944,33000,6.633413791656494,299.43469686726263,368.7587924003601,209.34744262695312,313.847412109375,397.8065185546875,0.02152991267583435,0.0,320.8835367580004,1.0,540.0,215.67315673828125,33.0,356.3022757909535,207.82339477539062,0.24986830353736877,351.1319371712592,383.82305908203125,33,0.8107948303222656,0.2699616551399231,540.0,0.8005544543266296,61.03333333333333,0.24207143485546112,319.9852600097656,0.7863776087760925
-328.02606201171875,89.47133284762094,2.1440939903259277,0.1699168086051941,34000,6.640452861785889,301.75248726911286,380.0099866390228,216.49493408203125,304.6176452636719,405.72100830078125,0.0211056883401964,0.0,325.7138422887699,1.0,553.0,219.7490692138672,34.0,354.6742110302135,214.8575439453125,0.3388994336128235,485.1139248041657,389.9344482421875,34,0.7900245189666748,0.27231884002685547,553.0,0.7860186100006104,61.43942133815551,0.3148341774940491,306.67144775390625,0.786620557308197
-331.59600830078125,89.4311631450866,2.149569034576416,0.18648171424865723,35000,6.627163410186768,304.35627115391054,391.362459897995,217.4242401123047,457.7233581542969,416.2342529296875,0.021962663920618616,0.0,329.2846791558238,1.0,564.0,222.9715576171875,35.0,370.56606881985203,215.35589599609375,0.3747689127922058,450.6931326356572,401.72406005859375,35,0.7831880450248718,0.2745234966278076,564.0,0.77911376953125,61.930851063829785,0.3427959084510803,382.0845947265625,0.7873764038085938
-330.6620788574219,89.3749027075736,2.150127649307251,0.20214107632637024,36000,6.603901386260986,307.34832842757675,402.79764127731323,218.9486846923828,471.6014404296875,408.037841796875,0.020689822899908242,0.0,333.84871812080877,1.0,575.0,227.24481201171875,36.0,384.0117586993051,216.4421844482422,0.3317682147026062,493.59008189528157,392.2551574707031,36,0.7507383227348328,0.27538397908210754,575.0,0.7552037239074707,62.582608695652176,0.3324633538722992,412.4383850097656,0.787326455116272
-340.4864807128906,89.28935032122153,2.1568193435668945,0.21187560260295868,37000,6.594822883605957,310.4588313057575,414.3831248283386,220.15396118164062,477.33087158203125,420.88421630859375,0.019882513137642284,0.0,340.94594153362505,1.0,585.0,232.81597900390625,37.0,391.6493862359636,220.18399047851562,0.36948853731155396,596.445984395009,401.64361572265625,37,0.741326093673706,0.2793174982070923,585.0,0.7393637299537659,63.225641025641025,0.36524033546447754,388.446044921875,0.7870120406150818
-349.7060241699219,89.28719824435589,2.162907600402832,0.1953970491886139,38000,6.567044734954834,312.9605788331861,425.5929265022278,228.88868713378906,444.4516906738281,425.37762451171875,0.019882513137642284,0.0,340.11692819666104,1.0,596.0,236.46343994140625,38.0,402.16548358644553,230.01535034179688,0.20407696068286896,309.4434347289927,405.5301513671875,38,0.7838443517684937,0.2803443670272827,596.0,0.786184549331665,63.741610738255034,0.2287779152393341,381.6094055175781,0.7879536747932434
-352.1071472167969,89.26917203275943,2.167306661605835,0.2086528241634369,39000,6.5933732986450195,314.4231941640169,436.8809423446655,234.074951171875,396.7526550292969,425.1495361328125,0.019882513137642284,0.0,341.78256732376065,1.0,608.0,239.73251342773438,39.0,401.65841555693,237.37229919433594,0.2808513641357422,405.0768541535446,403.410400390625,39,0.785634458065033,0.2812235355377197,608.0,0.7905943989753723,64.04605263157895,0.29467782378196716,442.5713195800781,0.7885834574699402
-356.2308654785156,89.20188114684571,2.1660585403442383,0.19648559391498566,40000,6.578509330749512,315.7365045404314,448.4210364818573,243.95094299316406,517.5880126953125,423.04931640625,0.020282151651708893,0.0,346.21005175912546,1.0,621.0,244.279052734375,40.0,408.4498691612134,247.08905029296875,0.3151451349258423,518.881944738356,401.859619140625,40,0.7693536877632141,0.27818718552589417,621.0,0.77088463306427,64.38003220611917,0.31336164474487305,453.6805419921875,0.7905550003051758
-351.9825439453125,89.1697893703577,2.1677563190460205,0.1877998411655426,41000,6.560054779052734,317.88152110139936,459.79698157310486,244.29942321777344,359.4148254394531,425.2843933105469,0.019106704324195603,0.0,348.1283632759268,1.0,632.0,248.67063903808594,41.0,420.69182923516377,247.05126953125,0.4124498963356018,424.8608239479801,402.31292724609375,41,0.7545329928398132,0.27775150537490845,632.0,0.7317573428153992,64.81962025316456,0.37914350628852844,511.3935852050781,0.7908085584640503
-358.5639953613281,89.19053881501152,2.173060417175293,0.19270065426826477,42000,6.538384437561035,320.578022275534,470.9019651412964,255.28091430664062,380.6488952636719,429.4640197753906,0.019882513137642284,0.0,346.18278812854817,1.0,643.0,252.24867248535156,42.0,435.1915149978493,257.5247497558594,0.39013129472732544,266.41420708602436,411.09423828125,42,0.7528526186943054,0.2791716158390045,643.0,0.7446742653846741,65.31415241057543,0.3780624270439148,565.6908569335938,0.7911401391029358
-363.290771484375,89.12251463383397,2.1719632148742676,0.20380418002605438,43000,6.534744739532471,321.7342206954924,482.48189783096313,261.58343505859375,464.8101501464844,442.1903076171875,0.019882513137642284,0.0,350.62417540910553,1.0,655.0,256.9981689453125,43.0,430.6301027417153,263.79791259765625,0.36712971329689026,537.162441192517,418.04754638671875,43,0.7915658950805664,0.27875903248786926,655.0,0.7633118033409119,65.60152671755725,0.3254585862159729,637.7225952148438,0.7915858626365662
-363.283447265625,89.03479711727287,2.1724703311920166,0.2136783003807068,44000,6.534224033355713,322.91199587939997,494.188805103302,265.7436828613281,441.7935485839844,449.2192077636719,0.020689822899908242,0.0,357.2343326897267,1.0,667.0,260.4119873046875,44.0,420.6624082921759,266.3454284667969,0.3192383348941803,641.4710957564391,426.37261962890625,44,0.781356155872345,0.27948716282844543,667.0,0.7958022952079773,65.82758620689656,0.3502233028411865,587.705810546875,0.7919333577156067
-378.5136413574219,88.98597129522045,2.1741812229156494,0.2268488109111786,45000,6.530665397644043,325.65362422150605,505.6976885795593,267.198486328125,469.51837158203125,447.17828369140625,0.0211056883401964,0.0,360.142479248029,1.0,677.0,264.32147216796875,45.0,427.41529244131306,268.03765869140625,0.3590176999568939,488.10092781332924,424.884521484375,45,0.7495650053024292,0.28099414706230164,677.0,0.7681040167808533,66.38995568685377,0.395063579082489,622.8050537109375,0.7918059229850769
-386.9119873046875,88.9386937256126,2.1744799613952637,0.2066161185503006,46000,6.522900581359863,326.8498775608304,517.2102048397064,274.5595397949219,467.3229675292969,450.58935546875,0.020282151651708893,0.0,363.55298857146516,1.0,689.0,268.6854248046875,46.0,412.74087683564585,276.53912353515625,0.30341219902038574,517.0259081260931,429.913330078125,46,0.7991355061531067,0.2816416323184967,689.0,0.7887255549430847,66.75907111756169,0.2880572974681854,669.1882934570312,0.792184591293335
-381.8762512207031,88.88074704466244,2.173863410949707,0.18957887589931488,47000,6.506932735443115,327.9787637017732,528.7984356880188,275.076171875,430.1270446777344,452.20257568359375,0.020282151651708893,0.0,366.8295428262628,1.0,701.0,271.92938232421875,47.0,416.19843111632304,277.3678894042969,0.29859328269958496,517.5510385469527,430.25164794921875,47,0.8072503209114075,0.28059786558151245,701.0,0.790723443031311,67.02139800285306,0.2607433795928955,721.5259399414062,0.7932096719741821
-382.7745361328125,88.83014905472162,2.1744871139526367,0.21476227045059204,48000,6.481894493103027,330.0349371827685,540.3570804595947,272.77276611328125,496.51153564453125,451.3432312011719,0.020282151651708893,0.0,369.8121870312082,1.0,710.0,275.2227478027344,48.0,423.3767230162654,277.1338806152344,0.19374214112758636,509.99646466364266,427.579833984375,48,0.7850601077079773,0.2786940932273865,710.0,0.839726984500885,67.51971830985916,0.3033825159072876,808.6788940429688,0.7946357131004333
-381.0037841796875,88.83280490068115,2.174509286880493,0.21918605268001556,49000,6.467315196990967,331.84463956778967,551.5980279445648,279.7508239746094,392.95361328125,454.9649658203125,0.020282151651708893,0.0,368.8670698154435,1.0,720.0,279.00958251953125,49.0,434.9837116941718,285.77099609375,0.34740930795669556,323.5014434587339,431.98797607421875,49,0.7468951940536499,0.27919724583625793,720.0,0.7652677893638611,67.96527777777777,0.37996986508369446,808.5426635742188,0.7948992252349854
-386.5163269042969,88.79203363824737,2.1742939949035645,0.18704749643802643,50000,6.442476272583008,333.19168449283643,563.1135807037354,280.68475341796875,508.36004638671875,457.7158203125,0.02152991267583435,0.0,371.28194918925715,1.0,732.0,282.2108459472656,50.0,429.95191712671937,285.51153564453125,0.1795129030942917,489.61103850612636,436.46990966796875,50,0.8042155504226685,0.2782968580722809,732.0,0.826532244682312,68.30054644808743,0.2539515197277069,814.759033203125,0.7957028150558472
-389.68023681640625,88.80614348899003,2.1723504066467285,0.1960543543100357,51000,6.419482707977295,334.0930266731737,574.2845933437347,275.0390625,382.0788879394531,453.6722106933594,0.020282151651708893,0.0,369.11857232470976,1.0,743.0,285.8313293457031,51.0,420.9945049499969,284.0462951660156,0.3034236431121826,260.9497290973398,426.74957275390625,51,0.7744616270065308,0.2767050862312317,743.0,0.7794857025146484,68.58815612382234,0.3308376371860504,925.6773681640625,0.7966968417167664
-392.5299072265625,88.82193212248556,2.1713690757751465,0.19216161966323853,52000,6.423523426055908,334.6982155780414,585.4409914016724,284.0736999511719,419.6134033203125,461.42626953125,0.0211056883401964,0.0,366.8276190580582,1.0,755.0,289.09222412109375,52.0,419.6123820587377,289.486083984375,0.3101969063282013,249.989002458827,436.8242492675781,52,0.7830936312675476,0.2772439420223236,755.0,0.7866213321685791,68.80132450331126,0.3327935039997101,887.3353271484375,0.7972273826599121
-401.86968994140625,88.80445619544355,2.1747376918792725,0.19046561419963837,53000,6.4195427894592285,336.8241144458844,596.8168971538544,288.6620178222656,404.7436828613281,473.36590576171875,0.02152991267583435,0.0,366.23465216319136,1.0,764.0,292.0320129394531,53.0,433.5226673341253,294.5316162109375,0.4499819278717041,335.40037363011754,448.1373291015625,53,0.7343020439147949,0.27924293279647827,764.0,0.7363606691360474,69.31020942408377,0.4477221965789795,919.3153076171875,0.7975912094116211
-411.2803955078125,88.77834888334719,2.1781368255615234,0.2117227464914322,54000,6.400773525238037,338.123263981579,608.2564125061035,288.0882263183594,453.158447265625,473.2627258300781,0.021962663920618616,0.0,366.37382189688714,1.0,774.0,294.5754089355469,54.0,424.3216140995219,295.5285339355469,0.3241272270679474,373.7498177827608,445.36724853515625,54,0.7704843878746033,0.28094717860221863,774.0,0.7798939943313599,69.69121447028424,0.35656046867370605,904.291259765625,0.7982217073440552
-396.0600280761719,88.7304944837334,2.1809756755828857,0.1934031844139099,55000,6.38712739944458,338.89396857529715,619.8545417785645,287.5496826171875,552.0834350585938,486.1653137207031,0.0211056883401964,0.0,369.10427843947804,1.0,785.0,297.1647033691406,55.0,424.912456240206,292.794189453125,0.281276136636734,516.5489317393892,460.9134521484375,55,0.8022688031196594,0.28178369998931885,785.0,0.8044000267982483,69.90828025477707,0.2637067437171936,892.9625244140625,0.7989904284477234
-413.7143859863281,88.67664519699096,2.180039405822754,0.184231236577034,56000,6.376005172729492,339.8886085246473,631.5078775882721,285.0822448730469,412.68511962890625,486.36517333984375,0.020282151651708893,0.0,371.9836987752178,1.0,797.0,299.72918701171875,56.0,426.6776449733659,290.97216796875,0.24167686700820923,530.3518172409094,462.47979736328125,56,0.8056354522705078,0.280817449092865,797.0,0.8011209964752197,70.12797992471769,0.23392115533351898,911.1040649414062,0.7999273538589478
