eval/episodes,train/loss_critic,eval/return_history,reference_action_mean,rollout/episode_steps,rollout/actions_mean,rollout/episodes,train/param_noise_distance,eval/return,rollout/Q_mean,reference_actor_Q_mean,rollout/return_history,reference_perturbed_action_mean,total/duration,obs_rms_mean,ret_rms_std,eval/Q,rollout/return,total/epochs,reference_perturbed_action_std,train/loss_actor,rollout/actions_std,total/steps_per_second,total/episodes,total/steps,reference_action_std,reference_Q_mean,reference_actor_Q_std,reference_Q_std,obs_rms_std,param_noise_stddev,ret_rms_mean
21.0,3.760326862335205,-11.255041605263788,0.1128576397895813,1000.0,0.337592750787735,21.0,0.1933196485042572,836.7622260369944,14.968422889709473,41.19928741455078,-89.09100983943493,0.18033306300640106,388.46024990081787,0.07016327232122421,1.0,53.62625503540039,-89.09100983943493,21,0.8287244439125061,-46.28608703613281,0.6697536706924438,54.059585260941745,21.0,21000,0.832930326461792,39.91134262084961,3.6902735233306885,3.5755531787872314,1.4833706617355347,0.03612049597631192,0.0
22.0,2.977231979370117,12.418534082293558,0.11933353543281555,1000.0,0.3353078365325928,22.0,0.19784905016422272,509.5636235209978,16.814228057861328,45.16666793823242,-57.310782091506304,0.11059059947729111,406.9636378288269,0.07035845518112183,1.0,55.91441345214844,-57.310782091506304,22,0.8312310576438904,-51.294559478759766,0.6637390851974487,54.058883779816775,22.0,22000,0.8261066675186157,43.76268005371094,3.3524749279022217,3.3780832290649414,1.4924249649047852,0.03540877950819716,0.0
23.0,5.229533672332764,41.802771274051246,0.12058153003454208,1000.0,0.3313334882259369,23.0,0.1799449473619461,688.2559894927205,18.735008239746094,49.71672058105469,-31.243548728537142,0.11265397071838379,425.2767279148102,0.06978359073400497,1.0,63.98158645629883,-31.243548728537142,23,0.8044477105140686,-56.47593688964844,0.6596493124961853,54.08243266160398,23.0,23000,0.798674464225769,48.4814567565918,4.547998428344727,4.3941168785095215,1.4975175857543945,0.034027141129503384,0.0
24.0,5.48898458480835,50.73736278973164,0.09345317631959915,1000.0,0.3253689706325531,24.0,0.20998357236385345,256.23296765038083,20.64737319946289,54.75632095336914,-22.087846935914897,0.15643015503883362,443.6715598106384,0.0682181864976883,1.0,66.72736358642578,-22.087846935914897,24,0.7414871454238892,-61.49372100830078,0.6543424129486084,54.09406906821645,24.0,24000,0.787582278251648,53.370506286621094,4.835150718688965,4.676083087921143,1.5014102458953857,0.03335667202186392,0.0
25.0,3.5714938640594482,78.19168789200174,0.06115316227078438,1000.0,0.3242846727371216,25.0,0.17094747722148895,737.0954903464839,22.406023025512695,60.35353088378906,-23.244427910913423,0.04349735379219055,462.0423729419708,0.06798212230205536,1.0,73.37149047851562,-23.244427910913423,25,0.7962415218353271,-66.19429016113281,0.6525922417640686,54.10759156312233,25.0,25000,0.8056286573410034,58.67378616333008,4.779449939727783,5.171814918518066,1.5010050535202026,0.034027141129503384,0.0
26.0,3.336195468902588,103.95127534442128,0.18813151121139526,1000.0,0.32077446579933167,26.0,0.19662317633628845,747.9409616549096,24.480836868286133,63.613807678222656,9.869562483259017,0.11379920691251755,480.45952677726746,0.06833358854055405,1.0,78.65351867675781,9.869562483259017,26,0.7511941194534302,-70.79681396484375,0.6478798985481262,54.1148599433499,26.0,26000,0.7659620642662048,62.564903259277344,4.98617696762085,4.972100734710693,1.5096954107284546,0.03335667202186392,0.0
27.0,6.103982448577881,118.97289256379173,0.26875177025794983,1000.0,0.3110016882419586,27.0,0.17102846503257751,509.5349402674239,26.59852409362793,67.13522338867188,49.00523901869056,0.2542405128479004,498.93768215179443,0.07086265087127686,1.0,78.71070098876953,49.00523901869056,27,0.7135326266288757,-75.3777084350586,0.6489970088005066,54.1149746067599,27.0,27000,0.7127898335456848,65.72952270507812,5.024829864501953,4.923067569732666,1.537905216217041,0.032055106170371106,0.0
28.0,9.586904525756836,136.07046637490853,0.23013265430927277,1000.0,0.30688682198524475,28.0,0.14825458824634552,597.7049592750616,28.42802619934082,72.73045349121094,54.724632389374776,0.24886952340602875,517.3880925178528,0.07091332226991653,1.0,86.77901458740234,54.724632389374776,28,0.7409745454788208,-80.57110595703125,0.647479772567749,54.11798300911582,28.0,28000,0.7443925142288208,71.22547149658203,4.405855655670166,4.388094425201416,1.5688905715942383,0.03269941380439557,0.0
29.0,3.3023386001586914,152.99755474532134,0.3291330933570862,1000.0,0.3017652630805969,29.0,0.24392887949943542,626.9560291168798,30.563491821289062,75.03958892822266,73.92523567271331,0.35931217670440674,535.7463340759277,0.07053133100271225,1.0,92.94222259521484,73.92523567271331,29,0.7245255708694458,-84.95077514648438,0.6440482139587402,54.130095075722956,29.0,29000,0.7152636647224426,73.83280944824219,6.440481185913086,5.953938007354736,1.5809954404830933,0.034027141129503384,0.0
30.0,2.8516390323638916,178.8990957078819,0.28715193271636963,1000.0,0.3034689426422119,30.0,0.14482566714286804,930.0437836221394,32.715782165527344,80.43829345703125,92.36740537217756,0.31793078780174255,554.1194303035736,0.07123000174760818,1.0,99.76766204833984,92.36740537217756,30,0.7165940999984741,-90.75443267822266,0.6401076316833496,54.13995315696571,30.0,30000,0.7418173551559448,78.89070129394531,6.450264930725098,6.597384452819824,1.5976717472076416,0.034711086666206405,0.0
31.0,9.769074440002441,202.51758114446164,0.12447979301214218,1000.0,0.30901017785072327,31.0,0.22088143229484558,911.0721442418533,34.55852508544922,86.71530151367188,78.04622255427572,0.056136149913072586,572.5775072574615,0.07097714394330978,1.0,102.17328643798828,78.04622255427572,31,0.7498800158500671,-96.28237915039062,0.6379202604293823,54.14114177918753,31.0,31000,0.7334083914756775,85.0447998046875,4.896194934844971,5.074788570404053,1.5767896175384521,0.034027141129503384,0.0
32.0,10.926898956298828,224.45604481309607,0.01822795532643795,1000.0,0.3030163049697876,32.0,0.2237597107887268,904.5484185407629,36.813899993896484,90.92388916015625,105.47423599949028,0.12303843349218369,591.0714297294617,0.0709351897239685,1.0,108.65803527832031,105.47423599949028,32,0.728635311126709,-100.82661437988281,0.6374942660331726,54.13897270359805,32.0,32000,0.7315109968185425,89.2669906616211,4.79036283493042,4.838515758514404,1.5926495790481567,0.03335667202186392,0.0
33.0,7.575562000274658,242.13348334593925,0.02097201906144619,1000.0,0.2989668548107147,33.0,0.2056795358657837,807.8115163969212,39.08780288696289,96.26431274414062,129.95062704761727,0.12300219386816025,609.5012352466583,0.0705515667796135,1.0,113.92206573486328,129.95062704761727,33,0.7255217432975769,-105.91109466552734,0.6385689973831177,54.14263022230836,33.0,33000,0.7422977089881897,94.70538330078125,4.84718132019043,4.955692291259766,1.6097155809402466,0.03269941380439557,0.0
34.0,13.533224105834961,246.81439059136798,0.02580852247774601,1000.0,0.298267662525177,34.0,0.20959821343421936,401.2843296905154,41.36837387084961,100.17733764648438,155.33284905113175,0.05052803084254265,627.9230210781097,0.07141678780317307,1.0,110.72732543945312,155.33284905113175,34,0.7219668626785278,-110.94206237792969,0.6357533931732178,54.146764585289205,34.0,34000,0.7446086406707764,98.80896759033203,5.112728118896484,4.961568355560303,1.6202774047851562,0.034027141129503384,0.0
35.0,11.553531646728516,262.4873430187202,0.15547394752502441,1000.0,0.2935858964920044,35.0,0.21415719389915466,795.3677255486972,43.68202209472656,102.3248519897461,179.96277475524641,0.04885588958859444,646.372415304184,0.07152169942855835,1.0,123.74984741210938,179.96277475524641,35,0.7826579809188843,-114.45413970947266,0.6351281404495239,54.14835034927804,35.0,35000,0.7528963088989258,101.38224792480469,7.424839973449707,6.995150566101074,1.630293607711792,0.03269941380439557,0.0
36.0,11.835004806518555,266.0260743156279,0.12208011001348495,1000.0,0.2926640510559082,36.0,0.1831575483083725,389.8816697073956,45.96892547607422,103.49273681640625,195.31944200627862,0.16264726221561432,664.8075032234192,0.07175936549901962,1.0,117.93859100341797,195.31944200627862,36,0.7719094753265381,-118.64041900634766,0.6332893967628479,54.15101337672723,36.0,36000,0.7436856627464294,102.30035400390625,9.935977935791016,9.580235481262207,1.642759919166565,0.034027141129503384,0.0
37.0,7.694555759429932,274.5405929748604,0.06973359733819962,1000.0,0.29011455178260803,37.0,0.15466536581516266,581.0632647072301,48.31368637084961,108.5684814453125,218.85102992782203,0.1263120025396347,683.2668385505676,0.07228664308786392,1.0,120.35002136230469,218.85102992782203,37,0.713198721408844,-123.61174774169922,0.6317101120948792,54.15161092625115,37.0,37000,0.7374680638313293,105.84492492675781,11.822407722473145,11.870923042297363,1.6483330726623535,0.03269941380439557,0.0
38.0,5.6526384353637695,259.0260583043139,0.15838918089866638,1000.0,0.2921498119831085,38.0,0.20070786774158478,-315.01172450590667,50.5528678894043,116.6094970703125,223.32682735684796,0.151967391371727,701.817120552063,0.07238151878118515,1.0,95.0042724609375,223.32682735684796,38,0.723179817199707,-129.4534454345703,0.6304612159729004,54.14515959671725,38.0,38000,0.7281463146209717,114.5722885131836,12.47239875793457,12.445852279663086,1.6451466083526611,0.034711086666206405,0.0
39.0,15.368766784667969,250.03358955469076,0.08309826254844666,1000.0,0.2915605902671814,39.0,0.2180110216140747,-91.68022293098866,52.86117935180664,121.62185668945312,230.39558373781028,0.11877316236495972,720.2754836082458,0.07222926616668701,1.0,114.55532836914062,230.39558373781028,39,0.7471408247947693,-135.0642547607422,0.6278246641159058,54.145949553396015,39.0,39000,0.7488541007041931,119.97021484375,11.748119354248047,11.634185791015625,1.650541067123413,0.03335667202186392,0.0
40.0,23.992952346801758,252.55773923151045,0.09574613720178604,1000.0,0.28821563720703125,40.0,0.16078045964241028,350.999576627481,55.054420471191406,123.10040283203125,225.92688999877092,0.19057203829288483,738.6418173313141,0.07100296765565872,1.0,145.5338592529297,225.92688999877092,40,0.7162951827049255,-138.8574676513672,0.6271213889122009,54.153446313828454,40.0,40000,0.7267400622367859,121.76927185058594,13.471643447875977,13.016786575317383,1.6442747116088867,0.034711086666206405,0.0
41.0,13.840717315673828,255.64036774130903,0.23605014383792877,1000.0,0.28613805770874023,41.0,0.21165668964385986,378.94550813325327,57.3995475769043,126.21279907226562,234.5961484259779,0.10838388651609421,757.1374626159668,0.07076425850391388,1.0,148.75633239746094,234.5961484259779,41,0.7110764384269714,-143.36761474609375,0.6257654428482056,54.151329216153066,41.0,41000,0.6606394648551941,124.65283203125,14.697781562805176,14.161442756652832,1.6423044204711914,0.03335667202186392,0.0
42.0,15.235075950622559,267.2475791215927,0.20342731475830078,1000.0,0.2835226058959961,42.0,0.2334086298942566,743.1432457132235,59.62495422363281,130.42893981933594,236.38088453935183,0.14847461879253387,775.5523159503937,0.07049734890460968,1.0,158.747802734375,236.38088453935183,42,0.6885313391685486,-147.59219360351562,0.6259680986404419,54.154954006592675,42.0,42000,0.6887782216072083,128.93710327148438,14.480538368225098,14.23662281036377,1.6409761905670166,0.032055106170371106,0.0
43.0,22.44872283935547,270.98999172212336,0.07624352723360062,1000.0,0.2817935645580292,43.0,0.2144182026386261,428.17132094440984,61.41014099121094,135.49703979492188,234.11038895304833,0.1532597690820694,793.9606659412384,0.07103992253541946,1.0,154.54843139648438,234.11038895304833,43,0.6511869430541992,-151.4371337890625,0.6262549161911011,54.15885426644355,43.0,43000,0.6240376234054565,133.52145385742188,13.405227661132812,13.542020797729492,1.651012659072876,0.03142349394213421,0.0
44.0,25.80874252319336,261.00031513446874,0.09361747652292252,1000.0,0.2813777029514313,44.0,0.2732052505016327,-168.5557781346803,63.683265686035156,140.03720092773438,241.58426126758266,0.12358192354440689,812.4427018165588,0.07099539041519165,1.0,127.94266510009766,241.58426126758266,44,0.6749030351638794,-155.36766052246094,0.623733639717102,54.15766539796519,44.0,44000,0.6547684073448181,138.22515869140625,12.270620346069336,12.248322486877441,1.6472114324569702,0.030804326970036475,0.0
45.0,34.72475814819336,247.30225473584093,0.030765166506171227,1000.0,0.27999818325042725,45.0,0.17637568712234497,-355.4124028037815,65.06787109375,148.91836547851562,234.30095819316057,0.05964965745806694,831.0038068294525,0.07367807626724243,1.0,134.6488494873047,234.30095819316057,45,0.7390695810317993,-160.40914916992188,0.623197615146637,54.15137648007836,45.0,45000,0.715893566608429,147.08651733398438,9.79056453704834,9.392311096191406,1.6511975526809692,0.03019736003336582,0.0
46.0,8.670825004577637,233.47366998593844,0.03303172066807747,1000.0,0.28410327434539795,46.0,0.1751703917980194,-388.8126437596734,66.62358093261719,152.98455810546875,226.6225561553794,0.08075357228517532,849.5039281845093,0.07706911116838455,1.0,135.63784790039062,226.6225561553794,46,0.6778092384338379,-163.50929260253906,0.6264722943305969,54.149249313428676,46.0,46000,0.6852813363075256,151.7445068359375,8.693936347961426,8.473526000976562,1.6511069536209106,0.029602352743226954,0.0
47.0,19.25389289855957,240.00863262150582,-0.037175774574279785,1000.0,0.2781357169151306,47.0,0.19230923056602478,540.6169138576051,68.44768524169922,156.8045654296875,220.13850785432058,-0.13276249170303345,867.9671099185944,0.07739759236574173,1.0,160.96815490722656,220.13850785432058,47,0.6848442554473877,-167.0089111328125,0.6268832087516785,54.14951726040412,47.0,47000,0.7013887166976929,155.01016235351562,7.987852096557617,7.853077411651611,1.6578972339630127,0.030197360033365817,0.0
48.0,35.35432815551758,260.8002537604195,0.10745961219072342,1000.0,0.2632841467857361,48.0,0.18449032306671143,1238.0064472893575,70.21878051757812,160.5630645751953,212.22241625194616,0.11772789806127548,886.4718189239502,0.07624196261167526,1.0,183.1854248046875,212.22241625194616,48,0.7011622786521912,-170.3840789794922,0.6314758658409119,54.14723736876952,48.0,48000,0.6726747155189514,158.60133361816406,7.311678886413574,7.316121578216553,1.646417260169983,0.03080432697003647,0.0
49.0,29.89139175415039,248.68782815256407,0.23246704041957855,1000.0,0.26220259070396423,49.0,0.2032397985458374,-332.7086010244952,72.47846221923828,162.24307250976562,222.76081233437225,0.30314120650291443,904.8577544689178,0.07635863870382309,1.0,151.31829833984375,222.76081233437225,49,0.6881954669952393,-173.71514892578125,0.6296536922454834,54.15215790327093,49.0,49000,0.7143920063972473,160.1685333251953,7.427516937255859,7.269155502319336,1.648579716682434,0.030804326970036468,0.0
50.0,24.877208709716797,251.53787412615964,0.29388490319252014,1000.0,0.2647131383419037,50.0,0.19968076050281525,391.1901268323409,74.76300811767578,165.50979614257812,240.56228656283113,0.27828267216682434,923.1829373836517,0.0773579403758049,1.0,171.80845642089844,240.56228656283113,50,0.6773489713668823,-177.20823669433594,0.6282216906547546,54.16044640264105,50.0,50000,0.6856427192687988,163.6038360595703,8.70810604095459,8.41944408416748,1.6489710807800293,0.03269941380439556,0.0
51.0,31.096288681030273,242.46169141578898,0.19701580703258514,1000.0,0.26777297258377075,51.0,0.2689136266708374,-211.34744410274203,77.0097427368164,167.57879638671875,254.7245328842523,0.2406138926744461,941.8014364242554,0.0782012790441513,1.0,156.33273315429688,254.7245328842523,51,0.6791821122169495,-180.2400360107422,0.6275290846824646,54.15154195732816,51.0,51000,0.6896270513534546,165.53213500976562,9.9082612991333,9.522724151611328,1.6496176719665527,0.030197360033365813,0.0
52.0,26.31069564819336,254.2842603544508,0.08352652192115784,1000.0,0.2588498294353485,52.0,0.1980283409357071,857.2352762262038,78.53306579589844,171.6718292236328,247.45500010662096,0.22531826794147491,960.3285319805145,0.07871920615434647,1.0,189.2377471923828,247.45500010662096,52,0.6771367192268372,-182.8279266357422,0.633059561252594,54.1481360475241,52.0,52000,0.6870863437652588,170.039306640625,10.983296394348145,10.351442337036133,1.6528409719467163,0.028447279136688073,0.0
53.0,16.709260940551758,259.1307680503433,0.21378223598003387,1000.0,0.2573684751987457,53.0,0.21325117349624634,511.14916823675446,80.7267837524414,173.19094848632812,257.3090583400331,0.234553262591362,978.8421754837036,0.07823552191257477,1.0,182.2181396484375,257.3090583400331,53,0.6557016968727112,-184.53480529785156,0.6323006749153137,54.145603170204204,53.0,53000,0.6723924279212952,171.49411010742188,12.275002479553223,11.922741889953613,1.6609869003295898,0.028447279136688073,0.0
54.0,33.71601486206055,276.72013451312387,0.27865055203437805,1000.0,0.25557416677474976,54.0,0.2145984023809433,1208.9565570404948,82.60639190673828,174.2372589111328,256.90582912252324,0.3143886923789978,997.3472788333893,0.07842892408370972,1.0,199.03567504882812,256.90582912252324,54,0.6684176325798035,-186.04954528808594,0.6316481828689575,54.14362794789447,54.0,54000,0.6784546971321106,172.17469787597656,13.54296588897705,13.328128814697266,1.6704156398773193,0.02788675535407124,0.0
55.0,57.794288635253906,268.84327045383134,0.35754624009132385,1000.0,0.2552717626094818,55.0,0.1858319789171219,-156.50738874796696,84.34440612792969,176.46603393554688,259.69172486605765,0.31597304344177246,1015.9181792736053,0.07927031815052032,1.0,157.9669189453125,259.69172486605765,55,0.6921310424804688,-187.8660125732422,0.6322460770606995,54.13821813812379,55.0,55000,0.692185640335083,174.13632202148438,13.818648338317871,13.380308151245117,1.676805019378662,0.026798623766663403,0.0
56.0,36.24259948730469,273.2587018574437,0.3870299160480499,1000.0,0.25306686758995056,56.0,0.2045106142759323,516.1074290561261,85.56346130371094,178.31195068359375,251.01732166401104,0.40566644072532654,1034.3764753341675,0.08008888363838196,1.0,189.324951171875,251.01732166401104,56,0.6298542022705078,-190.29786682128906,0.633517324924469,54.1388955910937,56.0,56000,0.6657615303993225,176.6069793701172,15.256954193115234,14.960984230041504,1.6927509307861328,0.027337276104373337,0.0
