rollout/actions_std,train/loss_actor,total/epochs,reference_Q_mean,obs_rms_std,reference_action_std,reference_actor_Q_std,rollout/episodes,obs_rms_mean,rollout/return_history,total/duration,eval/return_history,total/steps,eval/return,total/episodes,reference_Q_std,rollout/Q_mean,train/loss_critic,ret_rms_std,reference_actor_Q_mean,total/steps_per_second,reference_action_mean,rollout/actions_mean,eval/Q,ret_rms_mean,rollout/episode_steps,train/param_noise_distance,eval/episodes,rollout/return
0.6560413241386414,-1.7582581043243408,1,1.390120506286621,0.9354051351547241,0.589285671710968,2.3030126094818115,1.0,0.11451391130685806,-242.41602230863907,33.010451793670654,1.433459265753358,1000,1.433459265753358,1.0,2.1538612842559814,0.3753967881202698,0.05645453929901123,1.0,1.5427651405334473,30.293435735155178,-0.5780021548271179,-0.038505278527736664,5.485504150390625,0.0,1000.0,0.0,1.0,-242.41602230863907
0.6524727940559387,-11.2796049118042,2,9.061704635620117,1.2356343269348145,0.695202112197876,4.479572772979736,2.0,0.07639431953430176,-290.839873841729,65.77076840400696,-1.73600192700885,2000,-4.905463119771058,2.0,4.458555221557617,4.374356746673584,0.13319464027881622,1.0,9.838652610778809,30.40864579405087,-0.38038018345832825,-0.12447436153888702,15.69820785522461,0.0,1000.0,0.0,2.0,-290.839873841729
0.6212001442909241,-18.40091323852539,3,15.582596778869629,1.2412948608398438,0.7785401940345764,3.792267322540283,3.0,0.05205099284648895,-242.82465418108495,98.46780133247375,178.7290101409019,3000,539.6590342767233,3.0,3.8437306880950928,9.239173889160156,0.23354560136795044,1.0,16.386859893798828,30.46681208886329,-0.1581244021654129,-0.06269042938947678,23.319904327392578,0.0,1000.0,0.0,3.0,-242.82465418108495
0.6218427419662476,-29.324329376220703,4,25.390846252441406,1.2876843214035034,0.7756611108779907,3.6188249588012695,4.0,0.0637250766158104,-208.54776463057598,131.52231669425964,31.61070468806767,4000,-409.744211670435,4.0,3.6944079399108887,13.165841102600098,0.5469757318496704,1.0,26.122562408447266,30.413089584625467,0.13951905071735382,-0.0033414459321647882,24.715431213378906,0.0,1000.0,0.0,4.0,-208.54776463057598
0.6414338946342468,-38.258338928222656,5,31.018409729003906,1.6380215883255005,0.7889237999916077,9.228913307189941,5.0,0.08191579580307007,-220.5194241395763,164.93384861946106,137.0911023979112,5000,559.0126932372852,5.0,9.045694351196289,15.617682456970215,1.36757493019104,1.0,31.66777992248535,30.315184189608697,0.13169994950294495,-0.0061120870523154736,52.72764205932617,0.0,1000.0,0.0,5.0,-220.5194241395763
0.6218510270118713,-50.37676239013672,6,39.736202239990234,1.6166791915893555,0.8093388676643372,11.467077255249023,6.0,0.07216504961252213,-149.48891135578972,198.2666368484497,86.83803458201824,6000,-164.42730449744644,6.0,11.532681465148926,22.401451110839844,1.6012600660324097,1.0,40.73350524902344,30.262277584232475,0.14030607044696808,0.004120501223951578,55.22380065917969,0.0,1000.0,0.0,6.0,-149.48891135578972
0.616529643535614,-59.6842155456543,7,48.65412139892578,1.5942984819412231,0.7367040514945984,9.68339729309082,7.0,0.06823103874921799,-145.07982964863518,231.00981211662292,100.60451197503643,7000,183.20337633314563,7.0,9.84956169128418,27.583799362182617,1.6322801113128662,1.0,49.74620056152344,30.301743185116838,0.2218029648065567,-0.016609037294983864,63.72927474975586,0.0,1000.0,0.0,7.0,-145.07982964863518
0.6257577538490295,-64.79298400878906,8,53.870094299316406,1.8514970541000366,0.7855791449546814,12.428422927856445,8.0,0.08151715993881226,-160.50070752426387,263.51336693763733,84.26575354554522,8000,-30.105555460893232,8.0,12.354604721069336,30.20930290222168,3.0035324096679688,1.0,54.644203186035156,30.3589912457582,0.2073855847120285,-0.006872524973005056,67.92298889160156,0.0,1000.0,0.0,8.0,-160.50070752426387
0.6277943253517151,-69.25342559814453,9,55.95629119873047,1.9394006729125977,0.8076612949371338,14.301342964172363,9.0,0.08304718136787415,-171.30794097710606,296.07459020614624,120.71213675969527,9000,412.28320247289565,9.0,14.367082595825195,34.17906188964844,3.0851218700408936,1.0,56.89897918701172,30.397745357795205,0.08414077758789062,0.0006060723098926246,92.31396484375,0.0,1000.0,0.0,9.0,-171.30794097710606
0.613497793674469,-78.54501342773438,10,61.751312255859375,1.9067405462265015,0.8121399283409119,15.237992286682129,10.0,0.0754842534661293,-97.61347765398375,328.6072552204132,213.0297370310734,10000,1043.8881394734767,10.0,15.318297386169434,40.43955612182617,4.003295421600342,1.0,62.934547424316406,30.431464434017148,-0.10512066632509232,-0.006752024404704571,103.51560974121094,0.0,1000.0,0.0,10.0,-97.61347765398375
