rollout/Q_mean,reference_perturbed_action_mean,rollout/actions_mean,reference_action_std,rollout/episodes,reference_Q_std,param_noise_stddev,reference_actor_Q_mean,total/episodes,reference_Q_mean,obs_rms_mean,reference_actor_Q_std,eval/Q,rollout/episode_steps,ret_rms_mean,ret_rms_std,total/epochs,eval/return_history,total/steps_per_second,rollout/actions_std,total/duration,train/param_noise_distance,rollout/return_history,train/loss_critic,reference_perturbed_action_std,train/loss_actor,total/steps,reference_action_mean,obs_rms_std,eval/return,rollout/return,eval/episodes
0.9681060910224915,-0.6211367249488831,0.3623368442058563,0.31335434317588806,1.0,1.5716081857681274,0.16720346283821505,2.517228126525879,1.0,1.781419038772583,0.1274770200252533,1.2902724742889404,2.138584852218628,1000.0,0.0,1.0,1,-342.5244514930145,53.63991965388927,0.5517645478248596,18.642831802368164,0.5320438742637634,-244.06348728938053,0.05677308887243271,0.39564546942710876,-2.491838216781616,1000,-0.7398754954338074,1.7371574640274048,-342.5244514930145,-244.06348728938053,1.0
1.696489691734314,-0.5186054110527039,-0.19506163895130157,0.6585690379142761,2.0,2.1271708011627197,0.1370306733903066,6.455565929412842,2.0,5.6571245193481445,-0.014947048388421535,1.7199833393096924,5.021852970123291,1000.0,0.0,1.0,2,-338.4833832974334,54.30136035180433,0.6959517002105713,36.83148980140686,0.5349048972129822,-299.8501806459668,0.06401849538087845,0.4781542718410492,-4.320540904998779,2000,-0.29504287242889404,1.3369712829589844,-334.4423151018524,-299.8501806459668,2.0
3.635619878768921,-0.010183721780776978,-0.23056325316429138,0.7123454213142395,3.0,1.576891541481018,0.11230273064362171,11.325963973999023,3.0,10.65311050415039,-0.011041754856705666,1.086902141571045,10.500930786132812,1000.0,0.0,1.0,3,-361.86480227739077,54.40854514251441,0.6874608993530273,55.13839769363403,0.5269308090209961,-282.78685994831994,0.1196061447262764,0.7385584712028503,-10.247693061828613,3000,-0.1870214194059372,1.2350668907165527,-408.6276402373054,-282.78685994831994,3.0
5.9983415603637695,0.15251098573207855,-0.1316733956336975,0.6736029386520386,4.0,1.7026251554489136,0.09203708190275892,14.33381175994873,4.0,13.574911117553711,-0.0019279192201793194,1.2123292684555054,13.59123706817627,1000.0,0.0,1.0,4,-237.00879675959968,54.46174000191641,0.7080622911453247,73.44605588912964,0.39086684584617615,-298.74604280140915,0.2692774832248688,0.6032242178916931,-14.686579704284668,4000,-0.031955819576978683,1.5069741010665894,137.55921979377368,-298.74604280140915,4.0
7.10971736907959,-0.025723913684487343,-0.13130269944667816,0.705990731716156,5.0,1.6166033744812012,0.07542848153938683,18.023448944091797,5.0,17.415592193603516,0.024013742804527283,1.1991983652114868,18.589502334594727,1000.0,0.0,1.0,5,-173.03339744460362,54.49920915087093,0.698303759098053,91.74445056915283,0.3149757385253906,-285.9103637168254,0.37475845217704773,0.7652252316474915,-16.90546226501465,5000,-0.18163545429706573,1.4115383625030518,82.86819981538048,-285.9103637168254,5.0
9.451351165771484,-0.13628342747688293,-0.09743700176477432,0.584302544593811,6.0,2.2979657649993896,0.06181699495154324,21.844520568847656,6.0,20.96540069580078,0.038707535713911057,1.8548319339752197,22.331586837768555,1000.0,0.0,1.0,6,-170.49083925361637,54.53341867932996,0.6920934319496155,110.02427768707275,0.37547388672828674,-195.58826359578742,0.3369445502758026,0.5830291509628296,-20.690759658813477,6000,-0.1306939572095871,1.6282649040222168,-157.77804829867995,-195.58826359578742,6.0
10.78495979309082,-0.105869360268116,-0.11928191035985947,0.646095335483551,7.0,3.2299246788024902,0.05066177638540577,26.681854248046875,7.0,25.64116096496582,0.04445391148328781,2.836724042892456,28.829294204711914,1000.0,0.0,1.0,7,-177.73869671105035,54.49533967111742,0.689806342124939,128.4513509273529,0.335847407579422,-187.4283900833793,0.6090632081031799,0.6071112155914307,-24.809463500976562,7000,0.1330762505531311,1.6284568309783936,-221.22584145565435,-187.4283900833793,7.0
12.740998268127441,0.24934232234954834,-0.10150951892137527,0.5233246684074402,8.0,3.573436975479126,0.04151957869412388,32.19853973388672,8.0,31.326454162597656,0.03801555559039116,3.0814638137817383,20.443044662475586,1000.0,0.0,1.0,8,-203.73272520009863,54.52571306832534,0.6800429821014404,146.71976852416992,0.21479898691177368,-235.1277164012613,0.863746166229248,0.5473085641860962,-30.314672470092773,8000,0.33096790313720703,1.6973950862884521,-385.6909246234365,-235.1277164012613,8.0
15.117432594299316,0.19567108154296875,-0.0682043582201004,0.5903120636940002,9.0,4.233273983001709,0.0368465179454358,36.96676254272461,9.0,35.884002685546875,0.04638611152768135,3.361348867416382,29.87196159362793,1000.0,0.0,1.0,9,-250.8726379960795,54.53997249376902,0.6701270937919617,165.01658487319946,0.24011631309986115,-232.67004346056376,1.8387551307678223,0.5558121800422668,-35.27970886230469,9000,0.25581374764442444,1.677215814590454,-627.9919403639267,-232.67004346056376,9.0
17.573684692382812,0.3846340477466583,-0.05451466515660286,0.6155828833580017,10.0,3.2794361114501953,0.03269941380439557,41.350624084472656,10.0,40.43268585205078,0.05226757749915123,2.7701680660247803,35.3721923828125,1000.0,0.0,1.0,10,-259.06507108668126,54.54834416619307,0.6603787541389465,183.32362151145935,0.2087450623512268,-212.8670648933756,1.8740637302398682,0.5598441958427429,-40.4875602722168,10000,0.21976584196090698,1.6807115077972412,-332.7969689020969,-212.8670648933756,10.0
19.7966251373291,0.18482188880443573,-0.035976383835077286,0.5933257937431335,11.0,5.362828731536865,0.03019736003336582,46.17888259887695,11.0,45.07077407836914,0.0575370267033577,4.130309581756592,44.06663131713867,1000.0,0.0,1.0,11,-256.5351846291987,54.584007932925516,0.6581137180328369,201.5242269039154,0.21462944149971008,-210.08641790258227,1.6084438562393188,0.604755699634552,-45.734161376953125,11000,0.24072785675525665,1.6381012201309204,-231.23632005437315,-210.08641790258227,11.0
21.609472274780273,0.2887900769710541,-0.08845449239015579,0.5688609480857849,12.0,5.421058177947998,0.02901906944733551,50.95939254760742,12.0,49.84618377685547,0.05502292513847351,4.077661991119385,52.134464263916016,1000.0,0.0,1.0,12,-237.4692958072378,54.5897511058054,0.6633762121200562,219.82148218154907,0.20896756649017334,-219.34448797823117,1.4551321268081665,0.5449224710464478,-50.51189422607422,12000,0.17547565698623657,1.5906665325164795,-27.744518765667976,-219.34448797823117,12.0
