train/loss_critic,eval/episodes,total/episodes,reference_action_mean,eval/Q,total/steps_per_second,total/duration,eval/return_history,obs_rms_mean,reference_Q_std,reference_action_std,rollout/actions_mean,ret_rms_mean,reference_actor_Q_std,rollout/episodes,ret_rms_std,train/loss_actor,train/param_noise_distance,rollout/episode_steps,rollout/Q_mean,rollout/return_history,rollout/actions_std,reference_Q_mean,total/epochs,eval/return,total/steps,rollout/return,reference_actor_Q_mean,obs_rms_std
0.02162058837711811,1.0,1.0,-0.5248393416404724,1.8729547262191772,23.83882015191196,41.9483847618103,-768.0205032043472,0.09465131163597107,1.5251595973968506,0.75190669298172,0.2958085536956787,0.0,1.2235759496688843,1.0,1.0,0.029261531308293343,0.0,1000.0,-1.4897104501724243,-339.8040038784415,0.7017534971237183,-0.6511683464050293,1,-768.0205032043472,1000,-339.8040038784415,0.09875664860010147,0.41185346245765686
0.05587727949023247,2.0,2.0,-0.08654733747243881,3.7500340938568115,23.92189491363925,83.60541701316833,-523.4199612458418,0.08970034122467041,1.656859040260315,0.778506338596344,0.13341091573238373,0.0,1.6054011583328247,2.0,1.0,-1.4389736652374268,0.0,1000.0,-1.1389894485473633,-372.8940741181202,0.7705769538879395,2.3649587631225586,2,-278.8194192873365,2000,-372.8940741181202,3.026052713394165,1.0004979372024536
0.14647652208805084,3.0,3.0,-0.06328768283128738,15.398094177246094,23.78891345808215,126.10916447639465,-218.66786664133045,0.0928390845656395,1.5037320852279663,0.6827389001846313,0.0230121873319149,0.0,1.4509731531143188,3.0,1.0,-8.22769546508789,0.0,1000.0,0.6986053586006165,-318.6771155306878,0.7683445811271667,11.645977020263672,3,390.83632256769226,3000,-318.6771155306878,12.487054824829102,1.3578077554702759
0.44640323519706726,4.0,4.0,0.20324575901031494,22.08458137512207,23.695715161832496,168.80689072608948,-318.62670495429825,0.10064584016799927,1.5072790384292603,0.610266387462616,0.04298907145857811,0.0,1.4114534854888916,4.0,1.0,-17.51150131225586,0.0,1000.0,5.43988561630249,-176.45746131836592,0.7252167463302612,21.46448516845703,4,-618.5032198932015,4000,-176.45746131836592,22.46468734741211,1.53640878200531
0.8996686339378357,5.0,5.0,0.14868135750293732,36.987674713134766,23.712477847965996,210.85944843292236,-95.66431990409471,0.10306534916162491,1.5325100421905518,0.694888710975647,0.047367874532938004,0.0,1.5016030073165894,5.0,1.0,-29.360824584960938,0.0,1000.0,10.31245231628418,-75.16483142335126,0.6930694580078125,32.03708267211914,5,796.1852202967194,5000,-75.16483142335126,33.26313781738281,1.6388336420059204
1.3278230428695679,6.0,6.0,0.10682249814271927,52.877174377441406,23.650481881656475,253.69461941719055,71.50128738596688,0.11243012547492981,1.8211084604263306,0.7621154189109802,0.05305655673146248,0.0,1.8967746496200562,6.0,1.0,-44.043888092041016,0.0,1000.0,15.870858192443848,59.78641196060397,0.6717230081558228,45.90397262573242,6,907.3293238362749,6000,59.78641196060397,47.408050537109375,1.8040835857391357
4.030224323272705,7.0,7.0,0.15533693134784698,67.96268463134766,23.461954764658213,298.355361700058,133.23081160897237,0.11591293662786484,2.268545627593994,0.7823865413665771,0.05249803513288498,0.0,1.9973218441009521,7.0,1.0,-60.86003875732422,0.0,1000.0,21.878049850463867,105.34860161395189,0.6532949209213257,60.88739776611328,7,503.60795694700545,7000,105.34860161395189,62.49699020385742,1.8549643754959106
5.340764045715332,8.0,8.0,0.17936308681964874,76.46955108642578,23.200051830159584,344.82681584358215,220.77671252311154,0.12075578421354294,3.7474896907806396,0.7642531394958496,0.0562971867620945,0.0,3.051022529602051,8.0,1.0,-74.66107940673828,0.0,1000.0,28.5057315826416,172.26912992792413,0.6411212086677551,74.74193572998047,8,833.5980189220858,8000,172.26912992792413,76.4305648803711,1.933458924293518
5.085024356842041,9.0,9.0,0.08816985040903091,101.3435287475586,23.003382907888724,391.2468020915985,278.91116678318275,0.12035603821277618,3.0284628868103027,0.7716062068939209,0.047980714589357376,0.0,3.0085065364837646,9.0,1.0,-90.93463897705078,0.0,1000.0,34.98524475097656,182.2298742548712,0.6414691209793091,91.42597961425781,9,743.9868008637521,9000,182.2298742548712,93.02444458007812,1.9521511793136597
5.366790294647217,10.0,10.0,-0.08868517726659775,114.0016098022461,23.033949237124517,434.1417920589447,296.374823729593,0.12039302289485931,4.124931335449219,0.7221695184707642,0.041402772068977356,0.0,4.296402454376221,10.0,1.0,-107.63006591796875,0.0,1000.0,41.925941467285156,207.20045944203147,0.6364713311195374,107.07569885253906,10,453.5477362472857,10000,207.20045944203147,108.85853576660156,1.9860038757324219
