eval/episodes,rollout/Q_mean,rollout/return_history,ret_rms_std,train/loss_actor,eval/Q,ret_rms_mean,rollout/actions_mean,total/steps,eval/return,rollout/actions_std,train/param_noise_distance,reference_action_std,reference_Q_mean,total/episodes,rollout/episodes,total/steps_per_second,total/duration,reference_actor_Q_std,rollout/return,total/epochs,rollout/episode_steps,obs_rms_mean,obs_rms_std,reference_actor_Q_mean,reference_Q_std,eval/return_history,reference_action_mean,train/loss_critic
19.0,16.102941513061523,-17.47708379946883,1.0,-38.44768142700195,39.11321258544922,0.0,-0.12641125917434692,19000,422.3714588280782,0.728883683681488,0.0,0.5293823480606079,41.00880432128906,19.0,19.0,55.414440748183274,342.8709149360657,1.999669075012207,-17.47708379946883,19,1000.0,0.12009832262992859,2.099449396133423,41.86277770996094,2.3096535205841064,-7.369891927886066,0.16726328432559967,2.453993558883667
20.0,17.277477264404297,-5.8868758613195045,1.0,-40.50788879394531,41.3218994140625,0.0,-0.12674079835414886,20000,439.1503053055223,0.7314696907997131,0.0,0.5827656388282776,43.043888092041016,20.0,20.0,55.355355001037516,361.3019914627075,2.2647290229797363,-5.8868758613195045,20,1000.0,0.1225171908736229,2.118248224258423,43.785423278808594,2.4916176795959473,14.956117933784352,0.03826840966939926,1.165055274963379
21.0,18.45770835876465,3.4110774821739667,1.0,-42.61726379394531,43.4687385559082,0.0,-0.12619322538375854,21000,469.5832273810191,0.7364299297332764,0.0,0.5881474614143372,45.420738220214844,21.0,21.0,55.36369759480297,379.3099253177643,2.1011159420013428,3.4110774821739667,21,1000.0,0.12442909926176071,2.1334972381591797,46.0618782043457,2.111795663833618,36.605027907462194,0.08922910690307617,2.3802692890167236
22.0,19.61469268798828,19.068602845018457,1.0,-44.70151901245117,45.151302337646484,0.0,-0.13006676733493805,22000,291.3060639347146,0.7379871010780334,0.0,0.481607586145401,47.305335998535156,22.0,22.0,55.383753966319226,397.2284004688263,1.8048292398452759,19.068602845018457,22,1000.0,0.12562474608421326,2.149876117706299,48.06846237182617,2.092618227005005,48.18234772688276,0.022550657391548157,1.0495846271514893
23.0,20.724014282226562,26.368970254269232,1.0,-46.51480484008789,46.08017349243164,0.0,-0.1341499537229538,23000,65.99941170641571,0.7396575212478638,0.0,0.5467208623886108,49.31232452392578,23.0,23.0,55.40700715544032,415.10995054244995,2.038137912750244,26.368970254269232,23,1000.0,0.12646976113319397,2.1702005863189697,50.079132080078125,2.3214304447174072,48.95700268251462,0.032240092754364014,2.6265182495117188
24.0,21.83871078491211,34.77614012537305,1.0,-48.1588020324707,48.68478775024414,0.0,-0.131729856133461,24000,369.21740737135,0.7413344383239746,0.0,0.5185931921005249,51.574485778808594,24.0,24.0,55.42467360628583,433.0201413631439,2.3009066581726074,34.77614012537305,24,1000.0,0.1287594437599182,2.183591365814209,52.37649917602539,2.3681857585906982,62.30118621121611,0.1359410285949707,2.193586826324463
25.0,22.934125900268555,26.353994365725136,1.0,-49.914363861083984,50.19857406616211,0.0,-0.1345510482788086,25000,363.4497467985657,0.7361487746238708,0.0,0.49794137477874756,53.133209228515625,25.0,25.0,55.433360068197686,450.9919652938843,2.203904867172241,26.353994365725136,25,1000.0,0.12643028795719147,2.1678850650787354,53.73204803466797,2.2294201850891113,74.3471286347101,-0.013886352069675922,1.8722091913223267
26.0,24.02199935913086,35.848846098102605,1.0,-51.71409606933594,52.870811462402344,0.0,-0.13092562556266785,26000,463.8618680510138,0.7362569570541382,0.0,0.43646085262298584,53.86186218261719,26.0,26.0,55.44360954961059,468.9449372291565,2.364652156829834,35.848846098102605,26,1000.0,0.12860025465488434,2.1745378971099854,54.772926330566406,2.7109720706939697,89.3284647661064,-0.06256897002458572,2.0228796005249023
27.0,25.072681427001953,40.327014069424465,1.0,-53.42156219482422,54.526451110839844,0.0,-0.1274593323469162,27000,340.8688162155613,0.735567033290863,0.0,0.4904867112636566,55.45829772949219,27.0,27.0,55.446194861826044,486.95857429504395,1.6845672130584717,40.327014069424465,27,1000.0,0.13032501935958862,2.178342819213867,56.272430419921875,1.8461567163467407,98.64477407904917,0.05205841735005379,3.0214099884033203
28.0,26.11565589904785,46.893678779984775,1.0,-54.883583068847656,54.571712493896484,0.0,-0.13300716876983643,28000,166.14525063053344,0.7358068823814392,0.0,0.5141816139221191,56.732933044433594,28.0,28.0,55.45328735069586,504.92948818206787,2.436295747756958,46.893678779984775,28,1000.0,0.13057003915309906,2.1910667419433594,57.3653678894043,2.294152021408081,101.05550538445934,0.10204165428876877,2.8522861003875732
29.0,27.15772819519043,55.66037879546485,1.0,-56.489620208740234,57.865570068359375,0.0,-0.13640788197517395,29000,373.2884148640327,0.7362167835235596,0.0,0.5298629999160767,58.01970672607422,29.0,29.0,55.469265872064206,522.8120391368866,2.100405216217041,55.66037879546485,29,1000.0,0.13131088018417358,2.205195188522339,58.97940444946289,2.4305431842803955,110.44284709065153,-0.12986549735069275,2.8542869091033936
30.0,28.1844425201416,63.40713961625837,1.0,-58.39374542236328,59.92188262939453,0.0,-0.13851745426654816,30000,405.5328022103064,0.7354512214660645,0.0,0.5484756231307983,59.79832458496094,30.0,30.0,55.47013087331914,540.8316066265106,2.1463496685028076,63.40713961625837,30,1000.0,0.13203230500221252,2.2194337844848633,60.640464782714844,2.310281753540039,120.27917892797335,-0.18129241466522217,1.9584769010543823
31.0,29.180402755737305,63.31828311909615,1.0,-60.24140167236328,64.13167572021484,0.0,-0.13791269063949585,31000,-181.74553588048371,0.7351498603820801,0.0,0.540814220905304,61.34846496582031,31.0,31.0,55.46713688864692,558.8894927501678,1.6294602155685425,63.31828311909615,31,1000.0,0.13305805623531342,2.232288360595703,62.53583526611328,1.9892125129699707,110.53644619221667,-0.29507437348365784,1.8538877964019775
32.0,30.205476760864258,56.997764369619176,1.0,-61.64085388183594,62.24018859863281,0.0,-0.14121931791305542,32000,145.36265112750795,0.7330046892166138,0.0,0.4549308717250824,62.54808044433594,32.0,32.0,55.46195896554241,576.9720470905304,1.2089345455169678,56.997764369619176,32,1000.0,0.13028310239315033,2.2178657054901123,63.38296890258789,1.472581148147583,111.6247650964445,-0.05480213090777397,4.307204246520996
33.0,31.194063186645508,61.456138587784615,1.0,-63.625709533691406,64.32742309570312,0.0,-0.14372877776622772,33000,156.93566315611702,0.7309244871139526,0.0,0.4968673586845398,64.48247528076172,33.0,33.0,55.460633756391424,595.0166409015656,0.8504761457443237,61.456138587784615,33,1000.0,0.13059063255786896,2.221754312515259,65.36553955078125,0.88596510887146,112.99782261340428,-0.05150030180811882,4.940109729766846
34.0,32.19950485229492,66.94417795859135,1.0,-65.28942108154297,65.65758514404297,0.0,-0.1453290730714798,34000,178.97308097267018,0.7309191823005676,0.0,0.5281405448913574,67.32192993164062,34.0,34.0,55.46768782006565,612.9694843292236,0.8931456208229065,66.94417795859135,34,1000.0,0.13111820816993713,2.2340590953826904,68.0190200805664,1.0321483612060547,114.93827138867681,-0.004871368408203125,2.9714908599853516
35.0,33.1911735534668,72.00362461258347,1.0,-67.22702026367188,68.00532531738281,0.0,-0.1470484435558319,35000,271.0894507779495,0.7298994660377502,0.0,0.486996591091156,69.32064819335938,35.0,35.0,55.46646782090135,631.0118775367737,0.7679325342178345,72.00362461258347,35,1000.0,0.13158905506134033,2.2455501556396484,70.15592956542969,0.8349519371986389,119.39973365694176,-0.01231350377202034,4.533132553100586
36.0,34.16511917114258,75.1443746191554,1.0,-68.85848999023438,69.975341796875,0.0,-0.14970126748085022,36000,344.37080044063043,0.728574812412262,0.0,0.47079670429229736,70.91166687011719,36.0,36.0,55.46764963197876,649.0269596576691,1.1543346643447876,75.1443746191554,36,1000.0,0.13158847391605377,2.2474544048309326,71.80988311767578,1.259310007095337,125.64892995648867,0.0104404641315341,6.06081485748291
37.0,35.114524841308594,77.1536478747783,1.0,-70.25811767578125,71.39372253417969,0.0,-0.15338240563869476,37000,394.80115173281996,0.7260720133781433,0.0,0.42673763632774353,72.45764923095703,37.0,37.0,55.46979495131539,667.0296876430511,1.0664058923721313,77.1536478747783,37,1000.0,0.13151401281356812,2.2507762908935547,73.51983642578125,1.389802098274231,132.92331432882193,-0.2622090280056,5.384034633636475
38.0,36.02503204345703,73.65651973763894,1.0,-71.68316650390625,73.64543151855469,0.0,-0.15675833821296692,38000,516.9014447219492,0.7253823280334473,0.0,0.420423299074173,73.3759765625,38.0,38.0,55.471839173263014,685.0322716236115,1.1085121631622314,73.65651973763894,38,1000.0,0.1308666318655014,2.2402029037475586,74.06987762451172,1.14983332157135,143.02800197074635,-0.1679239273071289,5.291209697723389
39.0,36.97815704345703,80.67453087425058,1.0,-73.12622833251953,74.52142333984375,0.0,-0.15503007173538208,39000,407.66193245436637,0.7246867418289185,0.0,0.45458170771598816,74.9876480102539,39.0,39.0,55.46769139479922,703.1120102405548,1.2290126085281372,80.67453087425058,39,1000.0,0.131702721118927,2.238586187362671,75.69772338867188,1.1574381589889526,149.81348736776226,0.013885676860809326,6.767680644989014
40.0,37.91986846923828,87.92950448633617,1.0,-74.55999755859375,75.42015075683594,0.0,-0.15630929172039032,40000,316.56926238240806,0.7234571576118469,0.0,0.46393999457359314,75.98164367675781,40.0,40.0,55.46347091590685,721.1953983306885,1.3441828489303589,87.92950448633617,40,1000.0,0.1321033239364624,2.243511438369751,77.12507629394531,1.8231979608535767,153.98238174312837,0.06854777783155441,5.358362197875977
41.0,38.842952728271484,91.4146102257571,1.0,-75.93522644042969,76.89122009277344,0.0,-0.1585003137588501,41000,285.10326824517267,0.7230485081672668,0.0,0.5317510366439819,78.0401611328125,41.0,41.0,55.46216678912844,739.2426652908325,0.9039855003356934,91.4146102257571,41,1000.0,0.13221347332000732,2.2484400272369385,78.8772964477539,0.8249371647834778,157.18045214561724,0.028343429788947105,3.2894980907440186
42.0,39.73675537109375,93.68897022834453,1.0,-77.18803405761719,79.09578704833984,0.0,-0.16094151139259338,42000,-296.4649119806746,0.7220332026481628,0.0,0.4423421621322632,79.07308959960938,42.0,42.0,55.46256323669237,757.2675611972809,0.959314227104187,93.68897022834453,42,1000.0,0.13215377926826477,2.253026008605957,79.97809600830078,1.0731679201126099,146.37937204737221,-0.06290844827890396,6.398382186889648
43.0,40.64796447753906,92.98022319869342,1.0,-78.48371887207031,79.37602996826172,0.0,-0.1528107076883316,43000,283.3563601425368,0.7234786748886108,0.0,0.5236242413520813,80.54951477050781,43.0,43.0,55.468955475983584,775.2083959579468,0.8503865599632263,92.98022319869342,43,1000.0,0.13232366740703583,2.249166488647461,81.39095306396484,0.9691084027290344,149.56488339842255,-0.05416354164481163,5.4894585609436035
44.0,41.52045440673828,96.29988530288256,1.0,-79.78202819824219,81.10498809814453,0.0,-0.15397348999977112,44000,299.79573990726306,0.7219573259353638,0.0,0.5240599513053894,81.00121307373047,44.0,44.0,55.476357931245936,793.1306531429291,1.1369712352752686,96.29988530288256,44,1000.0,0.13251128792762756,2.251521348953247,82.10121154785156,1.0827325582504272,152.97922104635074,-0.11184179037809372,3.005812168121338
45.0,42.396541595458984,96.22230826558591,1.0,-80.88867950439453,81.66220092773438,0.0,-0.15438362956047058,45000,43.17921469110233,0.720896303653717,0.0,0.46520891785621643,81.9266357421875,45.0,45.0,55.47426594687048,811.186939239502,1.1588906049728394,96.22230826558591,45,1000.0,0.1320010870695114,2.2501754760742188,82.67303466796875,1.1783400774002075,150.539220905123,0.21416760981082916,4.926391124725342
46.0,43.23322677612305,95.93485368836404,1.0,-82.31306457519531,82.67784118652344,0.0,-0.15436050295829773,46000,390.20326066694753,0.7201612591743469,0.0,0.6412995457649231,82.773681640625,46.0,46.0,55.47794420098829,829.1583378314972,1.0870940685272217,95.93485368836404,46,1000.0,0.13240602612495422,2.257429361343384,83.74562072753906,1.0883976221084595,155.7493087260322,0.02816508710384369,6.180940628051758
47.0,44.06792068481445,95.40689065550357,1.0,-83.32997131347656,83.11669921875,0.0,-0.15646351873874664,47000,165.08676566806378,0.7204931378364563,0.0,0.5285224318504333,84.15106201171875,47.0,47.0,55.48314581981445,847.1040945053101,0.7589958906173706,95.40689065550357,47,1000.0,0.13218404352664948,2.26204252243042,85.1217041015625,0.969841480255127,155.94797802267118,0.03286690264940262,5.238376617431641
48.0,44.89484405517578,96.32670461973119,1.0,-84.20655059814453,84.38788604736328,0.0,-0.15921375155448914,48000,141.507792324576,0.7199063897132874,0.0,0.5518500804901123,85.24231719970703,48.0,48.0,55.48736034743171,865.0618753433228,0.989819347858429,96.32670461973119,48,1000.0,0.1320963054895401,2.2661683559417725,86.21963500976562,1.1366990804672241,155.64714082062756,-0.0625043734908104,4.3426103591918945
49.0,45.69485092163086,96.3542412603009,1.0,-84.82563781738281,86.0473403930664,0.0,-0.16339999437332153,49000,355.15259950567213,0.7189887166023254,0.0,0.5845885872840881,85.97825622558594,49.0,49.0,55.49141178565055,883.0195236206055,0.6515806317329407,96.3542412603009,49,1000.0,0.13158977031707764,2.27404522895813,86.69123840332031,0.6881601214408875,159.71868079379172,0.06477747112512589,4.096611022949219
50.0,46.482521057128906,95.77698765999999,1.0,-85.56698608398438,86.68279266357422,0.0,-0.1645916998386383,50000,374.1383224763801,0.7199023365974426,0.0,0.6500998139381409,87.14627075195312,50.0,50.0,55.4895438364626,901.070662021637,0.8077888488769531,95.77698765999999,50,1000.0,0.13195280730724335,2.2781221866607666,88.00068664550781,0.8850369453430176,164.0070736274435,-0.004062673542648554,4.228557109832764
51.0,47.26167678833008,98.71624870263533,1.0,-86.2463607788086,86.0796890258789,0.0,-0.16890031099319458,51000,-162.4405553217653,0.7199295163154602,0.0,0.5639301538467407,86.55523681640625,51.0,51.0,55.4823701081723,919.2109115123749,1.2210004329681396,98.71624870263533,51,1000.0,0.13169534504413605,2.2805755138397217,87.37357330322266,2.0205509662628174,157.6061397264786,0.2733428180217743,4.758681774139404
52.0,48.026344299316406,99.82774402837588,1.0,-86.69768524169922,88.80551147460938,0.0,-0.16673476994037628,52000,-234.2838520760813,0.7200500965118408,0.0,0.6353211402893066,87.73394775390625,52.0,52.0,55.47466911228449,937.3647618293762,0.7826172709465027,99.82774402837588,52,1000.0,0.13219237327575684,2.2836978435516357,88.82405090332031,0.9589468836784363,150.06979373027553,0.04393259808421135,10.115031242370605
53.0,48.7785758972168,103.16292510163805,1.0,-87.48207092285156,88.31195831298828,0.0,-0.17129571735858917,53000,367.5298450074907,0.7200964093208313,0.0,0.601465106010437,88.94650268554688,53.0,53.0,55.47780043001056,955.3370823860168,0.7401095628738403,103.16292510163805,53,1000.0,0.13190032541751862,2.285914897918701,89.8751220703125,0.9835214614868164,154.1728135656947,-0.04829605296254158,14.685328483581543
54.0,49.52102279663086,108.29092028754242,1.0,-88.07141876220703,89.77970886230469,0.0,-0.17189474403858185,54000,371.64133280943616,0.7194986343383789,0.0,0.6384568214416504,89.34239196777344,54.0,54.0,55.47522658830015,973.407470703125,1.122450828552246,108.29092028754242,54,1000.0,0.13232648372650146,2.2896616458892822,90.35440063476562,2.648813009262085,158.2000083665047,0.018237197771668434,9.259079933166504
55.0,50.237178802490234,110.80071803551672,1.0,-89.07860565185547,90.31172180175781,0.0,-0.17323686182498932,55000,273.3048346056622,0.7191076874732971,0.0,0.6331629753112793,90.43648529052734,55.0,55.0,55.45414589772122,991.8104248046875,0.8857982158660889,110.80071803551672,55,1000.0,0.13253243267536163,2.292928457260132,91.55013275146484,1.0006295442581177,160.29282338903485,0.01883029378950596,8.409749031066895
56.0,50.944175720214844,112.291205883675,1.0,-90.04610443115234,90.53425598144531,0.0,-0.1737905591726303,56000,321.836843388484,0.7189463973045349,0.0,0.6539958119392395,91.0789794921875,56.0,56.0,55.43696129068862,1010.1563775539398,0.9719624519348145,112.291205883675,56,1000.0,0.1329529881477356,2.2932236194610596,92.04179382324219,1.0574880838394165,163.17753803188216,0.10074759274721146,12.585785865783691
57.0,51.65580749511719,115.68010473688146,1.0,-91.07801055908203,90.88365173339844,0.0,-0.1744970977306366,57000,38.347949654605614,0.7181434035301208,0.0,0.6030920743942261,92.92671203613281,57.0,57.0,55.41907141005534,1028.5267968177795,1.5919511318206787,115.68010473688146,57,1000.0,0.1331518292427063,2.2947611808776855,93.54032897949219,1.8639817237854004,160.98754525333345,0.07460290193557739,8.308428764343262
58.0,52.34818649291992,117.97005289690101,1.0,-91.76844024658203,91.29597473144531,0.0,-0.17602641880512238,58000,107.37710608394625,0.7174316644668579,0.0,0.6486248970031738,92.64852905273438,58.0,58.0,55.40118496055956,1046.909015417099,1.3182770013809204,117.97005289690101,58,1000.0,0.13315600156784058,2.2986581325531006,93.65440368652344,1.5273362398147583,160.0632273366199,0.08914029598236084,14.008733749389648
59.0,53.030113220214844,118.19960611112124,1.0,-93.08270263671875,94.34046936035156,0.0,-0.1773110032081604,59000,282.23116769630826,0.7176817059516907,0.0,0.6912737488746643,94.30693817138672,59.0,59.0,55.403998437058945,1064.905091047287,0.7943862676620483,118.19960611112124,59,1000.0,0.13321799039840698,2.3008880615234375,95.41664123535156,0.9463897347450256,162.13387039356377,-0.1132982149720192,10.850022315979004
60.0,53.718875885009766,119.68884985637321,1.0,-94.0618667602539,92.88192749023438,0.0,-0.1766575574874878,60000,-564.801488937868,0.7179030179977417,0.0,0.497143417596817,93.56731414794922,60.0,60.0,55.40409075559199,1082.9525253772736,1.1003506183624268,119.68884985637321,60,1000.0,0.13344790041446686,2.3050014972686768,94.4527359008789,1.2924097776412964,150.01828107137322,-0.17084664106369019,10.389825820922852
61.0,54.39176940917969,118.8464605096901,1.0,-94.67974853515625,95.48944854736328,0.0,-0.17718128859996796,61000,239.5605397930248,0.718469500541687,0.0,0.7070078253746033,92.7991943359375,61.0,61.0,55.40741107673483,1100.9357559680939,0.933118462562561,118.8464605096901,61,1000.0,0.13282006978988647,2.3104217052459717,93.95184326171875,1.1553932428359985,151.48618695205604,-0.1631690114736557,5.34677267074585
62.0,55.051963806152344,119.69676024440334,1.0,-94.99413299560547,94.1661605834961,0.0,-0.17902565002441406,62000,-13.548815895668744,0.7181938886642456,0.0,0.6654539704322815,93.40235900878906,62.0,62.0,55.41041964427948,1118.9231266975403,1.4526913166046143,119.69676024440334,62,1000.0,0.13273635506629944,2.312429428100586,94.33018493652344,1.2509181499481201,148.82433206741533,-0.1842813640832901,9.054245948791504
63.0,55.68290328979492,118.70959555323635,1.0,-95.46328735351562,96.45970916748047,0.0,-0.18198437988758087,63000,269.5348594442047,0.7173855900764465,0.0,0.6745489239692688,93.93173217773438,63.0,63.0,55.41489750211728,1136.878399848938,2.3181204795837402,118.70959555323635,63,1000.0,0.13237294554710388,2.311812400817871,94.79765319824219,2.0845205783843994,150.7403721845072,0.12735401093959808,4.165121555328369
64.0,56.31310272216797,119.6056553749279,1.0,-95.55782318115234,96.37818145751953,0.0,-0.18154706060886383,64000,205.37515411379064,0.7164866924285889,0.0,0.5821071267127991,94.44340515136719,64.0,64.0,55.41741885059016,1154.8715426921844,1.7898006439208984,119.6056553749279,64,1000.0,0.13271701335906982,2.312413215637207,95.13943481445312,1.792736291885376,151.59404065215227,0.15784244239330292,5.241510391235352
65.0,56.918907165527344,120.20725745122476,1.0,-95.60000610351562,96.65066528320312,0.0,-0.1833600550889969,65000,319.4926897386096,0.7164101600646973,0.0,0.6404015421867371,95.31910705566406,65.0,65.0,55.41962769041828,1172.8696620464325,2.0927059650421143,120.20725745122476,65,1000.0,0.13259300589561462,2.3143508434295654,96.39936828613281,2.124300003051758,154.17709679194394,-0.005584281403571367,8.884103775024414
66.0,57.49947738647461,118.96416008293428,1.0,-96.11055755615234,97.75910949707031,0.0,-0.18650029599666595,66000,378.6409005463616,0.7155418395996094,0.0,0.6595739126205444,96.42869567871094,66.0,66.0,55.42328201257611,1190.8352880477905,1.91102135181427,118.96416008293428,66,1000.0,0.1321786493062973,2.312474489212036,97.41188049316406,1.7070797681808472,157.5780635154957,-0.0972369909286499,8.491350173950195
