eval/episodes,rollout/Q_mean,rollout/return_history,ret_rms_std,train/loss_actor,eval/Q,ret_rms_mean,rollout/actions_mean,total/steps,eval/return,rollout/actions_std,train/param_noise_distance,reference_action_std,reference_Q_mean,total/episodes,rollout/episodes,total/steps_per_second,total/duration,reference_actor_Q_std,rollout/return,total/epochs,rollout/episode_steps,obs_rms_mean,obs_rms_std,reference_actor_Q_mean,reference_Q_std,eval/return_history,reference_action_mean,train/loss_critic
1.0,-0.7347991466522217,-333.7648803356287,1.0,1.414096474647522,-1.7397525310516357,0.0,0.19470393657684326,1000,-510.72249300953825,0.7095646858215332,0.0,0.834640383720398,-1.5864429473876953,1.0,1.0,55.01086274310344,18.17822790145874,0.9658653140068054,-333.7648803356287,1,1000.0,0.07586375623941422,0.9265390634536743,-1.4241814613342285,0.9605331420898438,-510.72249300953825,0.3926076889038086,0.010365230031311512
2.0,-1.436622977256775,-323.0821647468973,1.0,-0.7053691744804382,3.0328657627105713,0.0,0.06897077709436417,2000,154.76573575970818,0.7299015522003174,0.0,0.7231912612915039,1.1753226518630981,2.0,2.0,55.23263755240177,36.210474252700806,0.881382405757904,-323.0821647468973,2,1000.0,0.09133300185203552,0.9910656213760376,1.9245251417160034,1.0928806066513062,-177.97837862491502,0.5181106925010681,0.04190012812614441
3.0,-0.9302804470062256,-352.0571545819344,1.0,-1.1973333358764648,-1.666600227355957,0.0,0.10138190537691116,3000,-540.6999074462516,0.7780799269676208,0.0,0.8942362070083618,3.020664691925049,3.0,3.0,55.27133934794957,54.27767872810364,1.1942285299301147,-352.0571545819344,3,1000.0,0.09450997412204742,1.0532870292663574,3.553593158721924,1.2593125104904175,-298.8855548986939,0.055593620985746384,0.06381585448980331
4.0,-1.7819437980651855,-383.1280985471014,1.0,-0.9450858235359192,3.809699535369873,0.0,0.017394699156284332,4000,-340.1867253356186,0.8069971203804016,0.0,0.7549560070037842,5.078705787658691,4.0,4.0,55.37737618226841,72.23166346549988,1.347654104232788,-383.1280985471014,4,1000.0,0.09817764163017273,1.1638662815093994,5.697942733764648,1.51864755153656,-309.21084750792505,0.21824626624584198,0.1202004998922348
5.0,-1.5789738893508911,-291.1788064606654,1.0,-2.232295274734497,6.698721885681152,0.0,-0.03205464780330658,5000,-263.1320770425592,0.8055258393287659,0.0,0.6674059629440308,8.045699119567871,5.0,5.0,55.38846211801638,90.27150797843933,1.2880642414093018,-291.1788064606654,5,1000.0,0.1048290953040123,1.645194172859192,8.645917892456055,1.4197053909301758,-299.9950934148519,0.4579596221446991,0.12640835344791412
6.0,-0.19475676119327545,-285.43938336202376,1.0,-4.87721061706543,1.856876015663147,0.0,-0.0427367277443409,6000,-729.5447196653279,0.7837938666343689,0.0,0.7114323377609253,9.526028633117676,6.0,6.0,55.46241060293202,108.18137788772583,1.1894700527191162,-285.43938336202376,6,1000.0,0.10065750777721405,1.6710237264633179,10.174230575561523,1.3368425369262695,-371.5866977899312,0.2732572555541992,0.2018732875585556
7.0,0.906715989112854,-233.4261876085002,1.0,-8.175156593322754,11.099066734313965,0.0,-0.07905936986207962,7000,-175.34778327800765,0.7739030718803406,0.0,0.641935408115387,12.279722213745117,7.0,7.0,55.452097573440575,126.23508048057556,2.371880292892456,-233.4261876085002,7,1000.0,0.10048963874578476,1.8090018033981323,12.877821922302246,2.315376043319702,-343.5525671453707,0.21693699061870575,0.2507246136665344
8.0,2.174269676208496,-204.18073018972194,1.0,-10.511714935302734,12.200984001159668,0.0,-0.06737720966339111,8000,264.4586513992789,0.7579126358032227,0.0,0.6662655472755432,13.684675216674805,8.0,8.0,55.483368632878246,144.18735194206238,2.8998818397521973,-204.18073018972194,8,1000.0,0.10307339578866959,1.824476718902588,14.240171432495117,3.094175100326538,-267.55116482728954,-0.05484163761138916,0.26670774817466736
9.0,3.2471156120300293,-188.3885549596531,1.0,-13.975655555725098,15.133074760437012,0.0,-0.07562364637851715,9000,12.551852059267887,0.7570841312408447,0.0,0.6467804908752441,17.364498138427734,9.0,9.0,55.488726028018085,162.19510960578918,2.0177078247070312,-188.3885549596531,9,1000.0,0.10680536180734634,1.8711236715316772,17.984607696533203,2.2255427837371826,-236.42860739544983,0.11764869093894958,0.3109726309776306
10.0,4.5275750160217285,-155.43469131815004,1.0,-17.061155319213867,17.847904205322266,0.0,-0.09703431278467178,10000,285.78037658831425,0.7597659230232239,0.0,0.6863749623298645,20.37615966796875,10.0,10.0,55.520624338892134,180.11324834823608,1.0420812368392944,-155.43469131815004,10,1000.0,0.10979273170232773,1.9650232791900635,21.136411666870117,1.344305157661438,-184.20770899707344,-0.07066421955823898,0.3741339445114136
11.0,5.803945541381836,-114.87403317341683,1.0,-20.156227111816406,19.78827476501465,0.0,-0.11097044497728348,11000,278.5368803722462,0.7601710557937622,0.0,0.5661624670028687,24.18242073059082,11.0,11.0,55.49620029838972,198.21176838874817,1.470759391784668,-114.87403317341683,11,1000.0,0.11345841735601425,2.0413436889648438,24.895347595214844,1.518359661102295,-142.14001905440801,0.2256665825843811,0.4357664883136749
12.0,7.089599609375,-83.46126223122997,1.0,-22.970426559448242,22.578094482421875,0.0,-0.11410735547542572,12000,270.33629136986565,0.7626559734344482,0.0,0.5656688213348389,27.54549789428711,12.0,12.0,55.51512699569533,216.1573007106781,1.6688746213912964,-83.46126223122997,12,1000.0,0.11757518351078033,2.092521905899048,28.14618682861328,1.7477502822875977,-107.76699318571855,0.18554143607616425,0.3978356420993805
13.0,8.346149444580078,-62.204162015838406,1.0,-25.325910568237305,24.791290283203125,0.0,-0.1221562996506691,13000,60.245021656364905,0.7571717500686646,0.0,0.6549808382987976,29.624725341796875,13.0,13.0,55.55653013406586,233.9958951473236,1.902170181274414,-62.204162015838406,13,1000.0,0.11860091239213943,2.0926692485809326,30.157365798950195,1.9389405250549316,-94.84299204401981,0.30795514583587646,0.591258704662323
14.0,9.614652633666992,-37.38834923173801,1.0,-27.830347061157227,27.84779930114746,0.0,-0.12201548367738724,14000,187.66142714619878,0.7569756507873535,0.0,0.6367277503013611,31.933582305908203,14.0,14.0,55.576397507639996,251.90549635887146,1.6798036098480225,-37.38834923173801,14,1000.0,0.12239712476730347,2.1257452964782715,32.46251678466797,1.7884942293167114,-74.6641049590042,0.11215051263570786,0.8131111264228821
15.0,10.980424880981445,-42.9542475814025,1.0,-30.24896812438965,30.58402442932129,0.0,-0.12409065663814545,15000,268.6593483053959,0.744246780872345,0.0,0.6331520080566406,34.8408088684082,15.0,15.0,55.58794529385541,269.8426775932312,1.5917452573776245,-42.9542475814025,15,1000.0,0.12002458423376083,2.0742411613464355,35.67909240722656,1.6731014251708984,-51.77587474137752,0.11908680945634842,1.3381909132003784
16.0,12.35474967956543,-40.32632787815862,1.0,-32.56354904174805,32.009395599365234,0.0,-0.1263863742351532,16000,215.12614945770974,0.7323763370513916,0.0,0.627785861492157,37.18993377685547,16.0,16.0,55.57247191318608,287.91233229637146,2.3179383277893066,-40.32632787815862,16,1000.0,0.11884557455778122,2.054716110229492,37.88903045654297,2.304070472717285,-35.09449822893455,0.09789225459098816,0.8435690999031067
17.0,13.596756935119629,-30.16278151893348,1.0,-34.431732177734375,34.620506286621094,0.0,-0.1324876993894577,17000,267.29527020887525,0.7293769121170044,0.0,0.6574944257736206,38.183624267578125,17.0,17.0,55.51455995672916,306.2259705066681,2.6878104209899902,-30.16278151893348,17,1000.0,0.11935841292142868,2.0656633377075195,38.739105224609375,2.7871336936950684,-17.306864791416324,0.10757521539926529,0.5155124664306641
18.0,14.88193416595459,-17.30946339311431,1.0,-36.53256607055664,41.09699249267578,0.0,-0.12429396063089371,18000,-268.1827040038359,0.7312555313110352,0.0,0.6202735304832458,39.75701904296875,18.0,18.0,55.45806521500225,324.5695631504059,1.8498483896255493,-17.30946339311431,18,1000.0,0.1212431937456131,2.0763823986053467,40.44309616088867,1.9912980794906616,-31.244411414328525,0.0064175925217568874,2.40010142326355
