rollout/Q_mean,reference_actor_Q_std,rollout/episode_steps,reference_action_mean,param_noise_stddev,reference_Q_std,obs_rms_mean,reference_perturbed_action_mean,train/param_noise_distance,eval/Q,rollout/return,total/steps,rollout/actions_mean,eval/episodes,rollout/return_history,eval/return,total/duration,train/loss_actor,rollout/episodes,train/loss_critic,obs_rms_std,reference_action_std,total/epochs,ret_rms_mean,ret_rms_std,total/episodes,total/steps_per_second,reference_Q_mean,reference_actor_Q_mean,rollout/actions_std,reference_perturbed_action_std,eval/return_history
1180.209228515625,818.5235595703125,127.82275611967361,0.08463527262210846,0.012580215599082718,797.2658081054688,1.893123984336853,0.05791124701499939,0.20718739926815033,1651.9549560546875,593.7967192678293,846000,0.11597195267677307,846.0,935.6698078140545,662.3626923772322,10296.613057613373,-1727.406982421875,6618.0,8090.0810546875,6.293384075164795,0.8829126358032227,846,0.0,1.0,6618.0,82.16293991687517,1156.62255859375,1268.38427734375,0.8511754274368286,0.8842803835868835,977.1709904564173
1181.011962890625,803.9198608398438,127.84679245283019,0.026034535840153694,0.012580215599082718,781.8833618164062,1.8932037353515625,0.05388317257165909,0.20102745294570923,1977.0330810546875,593.9173160678613,847000,0.11603502929210663,847.0,923.6946754221156,932.8145756690835,10309.777394533157,-1736.6505126953125,6625.0,8979.2841796875,6.292728424072266,0.8900281190872192,847,0.0,1.0,6625.0,82.15502309963827,1181.5771484375,1289.13427734375,0.8511853814125061,0.8883689045906067,980.3355970017162
1182.0887451171875,813.7747802734375,127.88282310360428,0.14872786402702332,0.012833077932624282,791.3529663085938,1.893025517463684,0.12507039308547974,0.20642483234405518,2043.7060546875,594.0857480471784,848000,0.11598201841115952,848.0,901.3797070977038,773.1488704338104,10322.637860298157,-1729.354736328125,6631.0,8040.4326171875,6.292299270629883,0.8820551633834839,848,0.0,1.0,6631.0,82.14954466837284,1158.077880859375,1272.3939208984375,0.8511918187141418,0.8810708522796631,973.358162521951
1182.9759521484375,805.4453125,127.91410488245931,0.15337127447128296,0.012580215599082718,792.0597534179688,1.8929024934768677,0.21114209294319153,0.184222012758255,2111.966552734375,594.2197690293265,849000,0.11597233265638351,849.0,915.7837926419063,740.4067583157566,10335.43556189537,-1688.3355712890625,6636.0,9029.056640625,6.292338848114014,0.8810016512870789,849,0.0,1.0,6636.0,82.144578708428,1216.1689453125,1332.762451171875,0.8512042760848999,0.8736308813095093,973.8871012970636
1183.5369873046875,800.8640747070312,127.93347381095725,0.08867974579334259,0.01208933992007461,785.8919677734375,1.892930507659912,0.05499883368611336,0.20058682560920715,2080.340087890625,594.2994809966314,850000,0.11602140218019485,850.0,900.1852636071542,805.7260858037832,10348.280408620834,-1723.735107421875,6644.0,9765.54296875,6.293752670288086,0.8688036799430847,850,0.0,1.0,6644.0,82.13925081619271,1252.8616943359375,1367.17333984375,0.8512155413627625,0.8771382570266724,972.5887629254493
1184.460205078125,809.1383056640625,127.96706766917293,0.10651379823684692,0.012332335652468109,790.67138671875,1.893004059791565,0.12246562540531158,0.20088858902454376,1979.419921875,594.4599464774062,851000,0.11601783335208893,851.0,896.0291151205231,992.5689753210839,10361.454634904861,-1720.651123046875,6650.0,9520.583984375,6.292805194854736,0.8757786750793457,851,0.0,1.0,6650.0,82.13132518413173,1261.449951171875,1368.9571533203125,0.8512091040611267,0.8700056076049805,973.0049449312514
1185.409912109375,820.6558837890625,128.02103681442523,0.20828217267990112,0.012580215599082718,805.3231201171875,1.8927456140518188,0.20700132846832275,0.19677698612213135,2002.73095703125,594.7193271759322,852000,0.11588145792484283,852.0,880.8160648426139,639.8357709239153,10374.0929915905,-1727.807373046875,6655.0,10470.70703125,6.294040203094482,0.844928503036499,852,0.0,1.0,6655.0,82.12766173299705,1239.492431640625,1336.701416015625,0.8512120246887207,0.8461621403694153,970.6151741520778
1186.1800537109375,811.333984375,128.02987090963674,0.08205036073923111,0.01208933992007461,793.7257690429688,1.8925963640213013,0.08781786262989044,0.20344212651252747,2173.710693359375,594.7462346127185,853000,0.11581176519393921,853.0,866.7602581098668,1017.7306743695106,10387.250468969345,-1731.342041015625,6662.0,9787.0537109375,6.294404983520508,0.8668774366378784,853,0.0,1.0,6662.0,82.1199029086893,1210.823486328125,1317.2314453125,0.8512248396873474,0.8619771003723145,973.2994070403458
1187.126708984375,809.5219116210938,128.05128974205158,0.26728391647338867,0.012580215599082718,791.9306030273438,1.8924602270126343,0.16218174993991852,0.18478898704051971,2100.80712890625,594.8402569264618,854000,0.11572874337434769,854.0,833.4372479421562,1285.0682519072382,10400.955160140991,-1693.3494873046875,6668.0,9222.43359375,6.295210838317871,0.8492678999900818,854,0.0,1.0,6668.0,82.10784364043191,1179.326904296875,1301.1134033203125,0.8512126803398132,0.8603906035423279,978.8718043726317
1187.927001953125,811.349365234375,128.10758166017382,0.23087282478809357,0.012332335652468109,796.3334350585938,1.8924120664596558,0.28321176767349243,0.20963092148303986,2127.454345703125,595.1133955921097,855000,0.11577531695365906,855.0,848.9122239503449,2067.887287151895,10415.583696126938,-1691.036865234375,6674.0,8926.92578125,6.295804977416992,0.8598034381866455,855,0.0,1.0,6674.0,82.08853434857751,1185.533935546875,1290.54296875,0.851225733757019,0.8435927629470825,994.3134134457001
1188.8433837890625,788.8107299804688,128.12919161676646,0.16747890412807465,0.012833077932624282,776.012939453125,1.8923187255859375,0.15446001291275024,0.17308734357357025,2126.7626953125,595.1977787204041,856000,0.11579392105340958,856.0,829.562119435634,1134.593735480179,10428.942569494247,-1726.7379150390625,6680.0,9472.724609375,6.299142360687256,0.8777872920036316,856,0.0,1.0,6680.0,82.07927067350911,1180.3427734375,1287.7828369140625,0.8512319326400757,0.8795380592346191,997.513182719817
1189.972412109375,793.4304809570312,128.19628964691802,0.17121808230876923,0.012580215599082718,780.678955078125,1.8923612833023071,0.09120862931013107,0.2263002097606659,2117.271728515625,595.5062678440675,857000,0.11577287316322327,857.0,846.4041604857428,969.3728009462193,10442.040765285492,-1697.606689453125,6684.0,9969.826171875,6.29821252822876,0.8542561531066895,857,0.0,1.0,6684.0,82.07207951620835,1191.70654296875,1301.1629638671875,0.8512295484542847,0.8744250535964966,994.1280549271919
