ret_rms_std,train/param_noise_distance,total/epochs,rollout/episode_steps,ret_rms_mean,rollout/actions_mean,reference_perturbed_action_std,total/steps,rollout/return,param_noise_stddev,obs_rms_mean,rollout/Q_mean,train/loss_critic,obs_rms_std,total/duration,train/loss_actor,reference_action_std,eval/return,total/episodes,total/steps_per_second,eval/episodes,reference_Q_std,reference_actor_Q_mean,rollout/episodes,eval/Q,rollout/return_history,eval/return_history,reference_perturbed_action_mean,reference_Q_mean,rollout/actions_std,reference_action_mean,reference_actor_Q_std
1.0,0.22713702917099,12,1000.0,0.0,-0.08020487427711487,0.5484369993209839,12000,-249.17753130127815,0.029602352743226954,0.039816856384277344,16.385215759277344,1.253726601600647,1.6851820945739746,216.50351738929749,-39.59812545776367,0.5514282584190369,-327.61074940379274,12.0,55.426351242241765,12.0,2.9113337993621826,43.56886291503906,12.0,38.2390251159668,-249.17753130127815,-388.7262690425066,0.029972592368721962,42.24907684326172,0.7170835137367249,0.0049230740405619144,2.694410800933838
1.0,0.1964009702205658,13,1000.0,0.0,-0.07515766471624374,0.5084774494171143,13000,-247.78589486674858,0.030197360033365817,0.04435156285762787,18.13146209716797,1.46248459815979,1.771045207977295,234.52494931221008,-42.17609405517578,0.553867518901825,-144.19077306177854,13.0,55.431202684938306,13.0,2.6757588386535645,47.26560974121094,13.0,52.10902404785156,-247.78589486674858,-369.9158462747583,-0.18209195137023926,46.274356842041016,0.7087713479995728,-0.09091442823410034,2.5380561351776123
1.0,0.20742997527122498,14,1000.0,0.0,-0.07047218829393387,0.5584234595298767,14000,-241.19984254293666,0.02733727610437334,0.04063288867473602,20.644073486328125,1.8165823221206665,1.741652488708496,252.5643651485443,-45.11750030517578,0.5305653810501099,-68.9930219523378,14.0,55.43141445059353,14.0,3.8596277236938477,49.752593994140625,14.0,42.71753692626953,-241.19984254293666,-348.4213588231568,0.09192031621932983,48.37517547607422,0.7036008834838867,0.11464879661798477,3.02018404006958
1.0,0.17899355292320251,15,1000.0,0.0,-0.05283559113740921,0.48982855677604675,15000,-207.26750133313806,0.028447279136688076,0.041153114289045334,23.0131778717041,2.917335271835327,1.7657780647277832,270.57131934165955,-48.375003814697266,0.5074125528335571,141.6244948074861,15.0,55.438248357206675,15.0,2.625992774963379,52.345149993896484,15.0,47.055625915527344,-207.26750133313806,-315.7516352477806,0.11308828741312027,51.38279342651367,0.6947609782218933,0.04428163170814514,2.197788715362549
1.0,0.19431819021701813,16,1000.0,0.0,-0.04643632471561432,0.5491354465484619,16000,-195.08692846224082,0.029602352743226954,0.04632158949971199,24.529993057250977,1.3099017143249512,1.8372201919555664,288.61989855766296,-50.63767623901367,0.5308388471603394,103.68112266994322,16.0,55.4362331909814,16.0,2.474201202392578,54.03130340576172,16.0,50.182289123535156,-195.08692846224082,-289.5370878779229,0.08087196946144104,53.327781677246094,0.6914002299308777,-0.007087571080774069,2.263054370880127
1.0,0.20540320873260498,17,1000.0,0.0,-0.024696994572877884,0.5321356058120728,17000,-180.31340052483623,0.026798623766663407,0.046653036028146744,26.649913787841797,3.084723472595215,1.8296475410461426,306.5932204723358,-53.10157775878906,0.534714937210083,231.50369281921658,17.0,55.44806233422218,17.0,2.763381242752075,56.12358474731445,17.0,60.457435607910156,-180.31340052483623,-258.8876301898558,-0.034235794097185135,54.944580078125,0.6850972175598145,-0.02155190519988537,2.6374824047088623
1.0,0.21323861181735992,18,1000.0,0.0,-0.012661139480769634,0.5374014973640442,18000,-131.3836150159274,0.026270585008002556,0.047746457159519196,28.76472282409668,0.98655104637146,1.8313841819763184,324.5429232120514,-55.905025482177734,0.5142176747322083,800.5750800786471,18.0,55.462617461663385,18.0,2.547123908996582,58.73204040527344,18.0,66.23056030273438,-131.3836150159274,-200.02859073049456,-0.09705982357263565,57.81260681152344,0.6747578978538513,-0.051648568361997604,2.4237735271453857
1.0,0.16278956830501556,19,1000.0,0.0,-0.006450810935348272,0.511640727519989,19000,-82.49340687988423,0.028447279136688076,0.04830300435423851,30.829368591308594,1.0602635145187378,1.8513575792312622,342.57608938217163,-59.5344123840332,0.53843754529953,641.1505051165085,19.0,55.46213115534735,19.0,2.960376262664795,61.835365295410156,19.0,65.01444244384766,-82.49340687988423,-155.75600673854703,0.12034618854522705,60.63334655761719,0.6668108105659485,0.09505457431077957,2.7167911529541016
1.0,0.17174258828163147,20,1000.0,0.0,-0.0024571591056883335,0.6032513380050659,20000,-53.35583212173229,0.028447279136688076,0.051682163029909134,32.46982955932617,2.7376949787139893,1.9267306327819824,360.564683675766,-63.86057662963867,0.5713956356048584,-521.4639439469074,20.0,55.468549487738485,20.0,3.3110616207122803,66.85317993164062,20.0,68.62110137939453,-53.35583212173229,-174.04140359896505,-0.1752159595489502,65.61284637451172,0.6650841236114502,-0.08325201272964478,2.9615325927734375
1.0,0.22291035950183868,21,1000.0,0.0,-0.0053795319981873035,0.5492552518844604,21000,-73.0406155282407,0.02733727610437334,0.04803348705172539,34.294471740722656,3.6893558502197266,1.9425872564315796,378.46010541915894,-68.90019226074219,0.5334666967391968,302.82747769300374,21.0,55.488014983089705,21.0,3.187396287918091,70.52684020996094,21.0,71.81500244140625,-73.0406155282407,-151.3333616326808,0.1723199039697647,69.12487030029297,0.6629683971405029,0.13876880705356598,2.9151222705841064
1.0,0.2034858763217926,22,1000.0,0.0,0.0015524673508480191,0.5523006319999695,22000,-45.139258390170625,0.028447279136688076,0.05008648335933685,36.32429122924805,1.5270171165466309,1.9879084825515747,396.4098346233368,-74.06816101074219,0.5482243299484253,602.9098708095858,22.0,55.498118559303904,22.0,2.9120936393737793,75.85269165039062,22.0,79.63739013671875,-45.139258390170625,-117.04957833985053,0.055363982915878296,74.55390930175781,0.6585039496421814,0.10132715851068497,2.566230535507202
1.0,0.2118823528289795,23,1000.0,0.0,-0.0082171019166708,0.5820860862731934,23000,-40.61168198088348,0.02901906944733551,0.05168578028678894,37.72814178466797,4.139112949371338,1.9972648620605469,414.31770610809326,-78.58609008789062,0.5605504512786865,237.39975623847926,23.0,55.5129545779041,23.0,2.9353535175323486,80.65585327148438,23.0,76.51155090332031,-40.61168198088348,-101.63873770601009,0.1028648242354393,79.15998840332031,0.6607126593589783,0.2045556753873825,2.9231629371643066
1.0,0.1953413039445877,24,1000.0,0.0,-0.00558651564642787,0.5881625413894653,24000,-20.95133509143027,0.029602352743226954,0.05087001621723175,39.946136474609375,4.406227111816406,2.0047550201416016,432.23631739616394,-83.63152313232422,0.5540904998779297,1134.887279557063,24.0,55.52518155942673,24.0,3.384678602218628,84.48281860351562,24.0,94.49329376220703,-20.95133509143027,-50.11682032004876,0.1691386103630066,83.0116958618164,0.6544156074523926,0.22110067307949066,2.9887986183166504
1.0,0.2205638289451599,25,1000.0,0.0,0.0006582600763067603,0.5433173775672913,25000,7.180756932116696,0.02733727610437334,0.05244659259915352,42.12632369995117,9.053967475891113,2.0287725925445557,450.21811413764954,-88.5549545288086,0.5129966735839844,881.3385642731015,25.0,55.52864092970837,25.0,3.249728202819824,88.44216918945312,25.0,98.65917205810547,7.180756932116696,-12.858604936322749,0.13480402529239655,87.16622924804688,0.6542016267776489,0.1635286659002304,3.007556915283203
1.0,0.20550765097141266,26,1000.0,0.0,0.009659913368523121,0.5714032053947449,26000,39.70645027006432,0.02733727610437334,0.05442949756979942,44.44383239746094,6.743078708648682,2.0428354740142822,468.28523993492126,-95.3973617553711,0.5399168729782104,505.59135304332597,26.0,55.52171578931952,26.0,3.422697067260742,93.77775573730469,26.0,103.56466674804688,39.70645027006432,7.081778062894509,0.12897080183029175,92.405029296875,0.6540270447731018,0.062318105250597,3.1560251712799072
1.0,0.24758143723011017,27,1000.0,0.0,0.018385278061032295,0.5333379507064819,27000,59.16044763353917,0.027886755354071244,0.05647876113653183,46.74018096923828,7.331887245178223,2.064316987991333,486.33641839027405,-101.67975616455078,0.5478004813194275,658.152584924281,27.0,55.51712555141842,27.0,3.44169282913208,99.56231689453125,27.0,110.90592193603516,59.16044763353917,31.195511650353268,0.0825301930308342,98.03902435302734,0.6528908610343933,0.10749567300081253,3.3709373474121094
1.0,0.2410740703344345,28,1000.0,0.0,0.028186041861772537,0.5896455645561218,28000,80.49957201805414,0.02901906944733551,0.058105748146772385,49.1003303527832,12.385385513305664,2.0803024768829346,504.3159656524658,-107.83232116699219,0.5436355471611023,358.53333390799787,28.0,55.520748711127176,28.0,3.777729034423828,104.84353637695312,28.0,115.20984649658203,80.49957201805414,42.886148159554864,0.053141895681619644,103.55464935302734,0.6514089107513428,-0.00444243848323822,3.596529483795166
1.0,0.18292047083377838,29,1000.0,0.0,0.037056926637887955,0.5588731169700623,29000,89.59277851814875,0.028447279136688076,0.05884357914328575,51.407596588134766,11.811999320983887,2.0792605876922607,522.5034306049347,-113.51171112060547,0.5699204206466675,811.3303133723078,29.0,55.50202793199826,29.0,3.1889493465423584,111.2596435546875,29.0,123.56743621826172,89.59277851814875,69.38422282206359,0.17040252685546875,109.60140228271484,0.6488929390907288,0.03751100227236748,3.0909698009490967
1.0,0.1997547596693039,30,1000.0,0.0,0.04744275286793709,0.5559434294700623,30000,96.41311077246705,0.026270585008002556,0.05962233617901802,53.75322341918945,17.285554885864258,2.0832581520080566,540.5203940868378,-119.71574401855469,0.5582553148269653,538.6713963924177,30.0,55.502068614233124,30.0,3.23769474029541,116.72710418701172,30.0,127.99962615966797,96.41311077246705,85.02712860774206,-0.09112425893545151,115.17343139648438,0.6480149626731873,-0.09652560949325562,3.0249760150909424
1.0,0.16946284472942352,31,1000.0,0.0,0.05229191854596138,0.5957217216491699,31000,105.9858759452726,0.02426044449968572,0.05964880809187889,56.16815185546875,7.157851696014404,2.0848958492279053,558.5191178321838,-125.29684448242188,0.5757755041122437,430.30808103918645,31.0,55.50391922182054,31.0,2.8552167415618896,122.55870819091797,31.0,132.66722106933594,105.9858759452726,96.16522384746608,0.016681600362062454,120.77070617675781,0.6460650563240051,-0.1321307271718979,2.749321699142456
1.0,0.1992671638727188,32,1000.0,0.0,0.05788959190249443,0.5859748721122742,32000,134.3374261420558,0.024748079434129402,0.061175789684057236,58.709442138671875,13.771109580993652,2.106250047683716,576.5281116962433,-130.20281982421875,0.5917907357215881,417.36702850401133,32.0,55.50466551552982,32.0,3.2184736728668213,125.36985778808594,32.0,134.86180114746094,134.3374261420558,106.2027802429831,0.09558825939893723,124.21026611328125,0.644700288772583,0.09025711566209793,2.8013226985931396
1.0,0.1994774490594864,33,1000.0,0.0,0.06462561339139938,0.6237666606903076,33000,136.1449511656047,0.024748079434129402,0.06171044707298279,61.016380310058594,6.881503105163574,2.109717845916748,594.4585747718811,-135.10049438476562,0.6115474700927734,491.7831898374458,33.0,55.512699118964676,33.0,2.6602602005004883,130.90223693847656,33.0,141.70252990722656,136.1449511656047,117.88703507917893,0.05190388858318329,129.63497924804688,0.6457065343856812,-0.10671186447143555,2.6314642429351807
1.0,0.20128817856311798,34,1000.0,0.0,0.06412378698587418,0.6653443574905396,34000,129.9521640022223,0.02575295069895359,0.06082925945520401,63.275718688964844,6.171329498291016,2.134960889816284,612.3661019802094,-139.38449096679688,0.6537839770317078,357.232098818624,34.0,55.52234176590464,34.0,2.5008506774902344,135.1905517578125,34.0,144.03701782226562,129.9521640022223,124.9265957773979,0.08634579181671143,134.08340454101562,0.6442208886146545,-0.016124524176120758,2.4003472328186035
