rollout/episode_steps,train/param_noise_distance,total/episodes,total/steps,obs_rms_mean,rollout/return_history,ret_rms_std,eval/Q,total/duration,obs_rms_std,total/steps_per_second,rollout/actions_mean,ret_rms_mean,eval/return_history,rollout/episodes,eval/return,reference_actor_Q_std,reference_action_std,reference_Q_std,total/epochs,eval/episodes,train/loss_actor,reference_actor_Q_mean,train/loss_critic,rollout/Q_mean,rollout/actions_std,reference_action_mean,reference_perturbed_action_std,reference_perturbed_action_mean,param_noise_stddev,rollout/return,reference_Q_mean
1000.0,0.42507368326187134,1.0,1000,-0.0006383238360285759,-1117.7856944034525,1.0,-1.323952555656433,16.025211334228516,0.2514582574367523,62.40167316009639,-0.3809553384780884,0.0,-1596.5563490473876,1.0,-1596.5563490473876,0.6537262797355652,0.8461093306541443,0.7404313087463379,1,1.0,2.1000380516052246,-1.992451548576355,0.07333403825759888,-1.9001853466033936,0.6136150360107422,-0.02204623818397522,0.7338801622390747,-0.18262562155723572,0.16720346283821505,-1117.7856944034525,-3.137185573577881
1000.0,0.34415385127067566,2.0,2000,0.019545072689652443,-1113.079772222722,1.0,-4.387339115142822,31.531050443649292,0.24006928503513336,63.429539195793666,-0.2973887026309967,0.0,-1545.1963969135527,2.0,-1493.836444779718,1.0882761478424072,0.794520914554596,1.0960419178009033,2,2.0,5.96164083480835,-3.3601014614105225,0.04583735018968582,-3.973884344100952,0.6601877212524414,-0.17756387591362,0.7734978199005127,-0.03260457515716553,0.13978498992545177,-1113.079772222722,-4.15343713760376
1000.0,0.6523793339729309,3.0,3000,0.02539737895131111,-1233.3110395566252,1.0,-8.066699981689453,44.88618040084839,0.24456587433815002,66.83571587533203,-0.21179264783859253,0.0,-1421.9916092964202,3.0,-1175.5820340621553,2.4771780967712402,0.7989721298217773,2.361577033996582,3,3.0,9.364930152893066,-6.137526512145996,0.26458802819252014,-5.6746978759765625,0.7141585946083069,-0.22809162735939026,0.7949923276901245,-0.06964132189750671,0.11456001552955852,-1233.3110395566252,-6.991873741149902
783.25,0.4730001389980316,4.0,4000,0.02203209325671196,-954.1244226067046,1.0,-14.423737525939941,60.293346881866455,0.27471110224723816,66.34231149644508,-0.21670620143413544,0.0,-1733.2590672922624,4.0,-2667.061441279789,3.2671611309051514,0.9349513053894043,3.165471076965332,4,4.0,12.962079048156738,-9.900081634521484,0.37824851274490356,-7.036361217498779,0.7338457703590393,-0.04715193063020706,0.7830933332443237,-0.24998605251312256,0.09388702724900437,-954.1244226067046,-10.388038635253906
826.6,0.42261606454849243,5.0,5000,0.023655345663428307,-1127.3980930775765,1.0,-14.386898040771484,70.66258907318115,0.2689562737941742,70.75879989086997,-0.19016467034816742,0.0,-1405.3897058123482,5.0,-93.91225989269132,4.508347034454346,0.8748399019241333,4.588731288909912,5,5.0,16.269868850708008,-10.10790729522705,0.5500045418739319,-9.435173034667969,0.7690151929855347,-0.24218721687793732,0.8663693070411682,-0.08681902289390564,0.07694459401832851,-1127.3980930775765,-11.091723442077637
855.5,0.581800639629364,6.0,6000,0.019355297088623047,-1312.4481212323483,1.0,-10.099590301513672,83.90545797348022,0.29697075486183167,71.50905489242909,-0.22661037743091583,0.0,-1417.818327041371,6.0,-1479.9614331864846,4.852468490600586,0.870523989200592,4.790560722351074,6,6.0,16.442712783813477,-8.583211898803711,0.9898122549057007,-9.410734176635742,0.7606645822525024,-0.2732420861721039,0.6313426494598389,-0.45866718888282776,0.06305951655006926,-1312.4481212323483,-10.466843605041504
876.1428571428571,0.300136536359787,7.0,7000,0.017961381003260612,-1321.5606356852331,1.0,-7.035578727722168,95.5304217338562,0.31359195709228516,73.27508738003597,-0.244329035282135,0.0,-1327.378000131209,7.0,-784.7360386702373,3.5384745597839355,0.9348779320716858,4.165514945983887,7,7.0,15.315346717834473,-7.286903381347656,1.8771313428878784,-10.377154350280762,0.7657209634780884,0.11630037426948547,0.8243731260299683,-0.3227851390838623,0.051680078090752424,-1321.5606356852331,-8.743464469909668
891.625,0.3735303580760956,8.0,8000,0.018162662163376808,-1438.5788856193103,1.0,-10.876855850219727,110.12966442108154,0.3480035364627838,72.64164511944705,-0.1954454481601715,0.0,-1424.3635538004642,8.0,-2103.262429485251,1.7158347368240356,0.7489454746246338,1.8633482456207275,8,8.0,15.386760711669922,-8.982002258300781,1.037097692489624,-11.332246780395508,0.7893109917640686,-0.5547794103622437,0.8937190771102905,0.17560072243213654,0.04235412222587577,-1438.5788856193103,-10.102775573730469
903.6666666666666,0.33857598900794983,9.0,9000,0.01741260476410389,-1505.672838438939,1.0,-18.634798049926758,123.81154775619507,0.3425549566745758,72.69111939156478,-0.23750075697898865,0.0,-1434.183447590769,9.0,-1512.7425979132079,2.975055694580078,0.7892298102378845,2.913654327392578,9,9.0,17.820592880249023,-10.090855598449707,0.8294064402580261,-12.010128021240234,0.7958046197891235,-0.5249720811843872,0.7444362640380859,-0.5614920258522034,0.034711086666206405,-1505.672838438939,-11.26375961303711
913.3,0.25578105449676514,10.0,10000,0.018526408821344376,-1628.635186166948,1.0,-12.728607177734375,134.68495798110962,0.3343927562236786,74.24734097925442,-0.2299308031797409,0.0,-1330.3600406594508,10.0,-395.94937827758565,3.9485607147216797,0.6035888195037842,3.601372003555298,10,10.0,21.713966369628906,-9.570465087890625,1.042479395866394,-13.54024887084961,0.811072826385498,-0.7396402359008789,0.7547003626823425,-0.549090564250946,0.028447279136688076,-1628.635186166948,-10.80461597442627
