total/duration,reference_perturbed_action_mean,rollout/actions_std,rollout/return_history,train/param_noise_distance,reference_actor_Q_std,rollout/episode_steps,reference_Q_std,rollout/actions_mean,eval/return,total/steps_per_second,eval/return_history,total/epochs,eval/Q,ret_rms_mean,param_noise_stddev,total/steps,reference_action_mean,reference_actor_Q_mean,eval/episodes,ret_rms_std,train/loss_critic,reference_perturbed_action_std,rollout/return,rollout/episodes,train/loss_actor,reference_Q_mean,rollout/Q_mean,obs_rms_std,reference_action_std,total/episodes,obs_rms_mean
1620.2989859580994,-0.2879692018032074,0.69354647397995,493.83988337759985,0.18636084347963333,3.4289751052856445,1000.0,3.412752389907837,-0.037821121513843536,549.8694764963936,19.74944147797394,433.0811399659923,32,408.1466064453125,0.0,0.023782417899897774,32000,-0.35978588461875916,429.8258361816406,32.0,1.0,26.620201110839844,0.720743715763092,493.83988337759985,32.0,-414.1376037597656,427.75164794921875,224.8296661376953,2.007458448410034,0.6778602004051208,32.0,0.059033773839473724
1664.379139661789,-0.2869216501712799,0.6929887533187866,510.62909798222154,0.18692345172166824,3.8414876461029053,1000.0,3.8554530143737793,-0.03646734729409218,-175.30312887348435,19.82721317133654,414.64525303146274,33,381.7474365234375,0.0,0.023782417899897774,33000,-0.39449867606163025,431.96978759765625,33.0,1.0,48.10177230834961,0.6678808927536011,510.62909798222154,33.0,-413.6675720214844,429.81329345703125,231.53684997558594,2.000472068786621,0.6400476694107056,33.0,0.058620207011699677
1721.0484251976013,0.05743485689163208,0.6919886469841003,515.1485547737041,0.2048937752842903,3.823882579803467,1000.0,3.940068006515503,-0.036121681332588196,1051.009743742761,19.755399965632172,433.36185569944206,34,445.4706115722656,0.0,0.024748079434129402,34000,-0.031765230000019073,430.57049560546875,34.0,1.0,47.88896179199219,0.6168226599693298,515.1485547737041,34.0,-411.709716796875,428.52947998046875,237.61830139160156,2.0178029537200928,0.64142245054245,34.0,0.057680994272232056
1777.97194814682,-0.24628722667694092,0.6913508176803589,515.6600715706636,0.20233335345983505,5.156984806060791,1000.0,4.876521587371826,-0.028440475463867188,304.9455319691911,19.685349949688742,429.6928178785778,35,402.46160888671875,0.0,0.024748079434129402,35000,-0.20047731697559357,430.4588928222656,35.0,1.0,75.42366790771484,0.6481766700744629,515.6600715706636,35.0,-409.43035888671875,428.37969970703125,243.3106231689453,2.0287086963653564,0.6709206104278564,35.0,0.05776093527674675
1834.0332255363464,0.04094420000910759,0.6898184418678284,516.4935071714722,0.2030779868364334,4.671309947967529,1000.0,4.54107141494751,-0.033248577266931534,1161.9448023414036,19.628870131004376,450.03315078032296,36,453.0205993652344,0.0,0.023782417899897774,36000,-0.12376206368207932,432.4212341308594,36.0,1.0,73.57335662841797,0.701358437538147,516.4935071714722,36.0,-412.4149169921875,430.1472473144531,248.82052612304688,2.024688959121704,0.6833484768867493,36.0,0.05607576295733452
1878.4376533031464,0.0034486528020352125,0.6880813241004944,532.506274918199,0.229153573513031,4.446691513061523,1000.0,4.07122278213501,-0.03125008940696716,1349.1927435578568,19.697220152575838,474.334761395932,37,462.7457580566406,0.0,0.023782417899897774,37000,0.06642768532037735,439.7417297363281,37.0,1.0,78.49179077148438,0.6811599731445312,532.506274918199,37.0,-417.39288330078125,436.94549560546875,254.4467010498047,2.0208797454833984,0.6674741506576538,37.0,0.056238237768411636
1922.8500707149506,-0.20011074841022491,0.68754643201828,549.5301596290278,0.19041725248098373,4.66226053237915,1000.0,4.355117321014404,-0.029409319162368774,1680.7338830245221,19.762331228388966,506.08210670194745,38,471.8232421875,0.0,0.024748079434129402,38000,-0.17385172843933105,443.1861267089844,38.0,1.0,52.447662353515625,0.680186927318573,549.5301596290278,38.0,-421.8575439453125,440.8307189941406,259.8988952636719,2.0222556591033936,0.6684524416923523,38.0,0.056368689984083176
1979.1278049945831,-0.01946740597486496,0.6859869956970215,568.0145220712426,0.19732140004634857,4.626140117645264,1000.0,4.009329319000244,-0.03154878690838814,-421.22772652661433,19.705650085648077,482.3049314909587,39,373.4105224609375,0.0,0.024748079434129402,39000,-0.024416258558630943,448.42364501953125,39.0,1.0,97.47858428955078,0.7504244446754456,568.0145220712426,39.0,-429.3848571777344,446.087646484375,265.2216491699219,2.0197854042053223,0.7223537564277649,39.0,0.056015871465206146
2023.588840007782,0.15734542906284332,0.6900475025177002,553.277798570163,0.21689904481172562,4.250504016876221,1000.0,4.761105060577393,-0.040143050253391266,-412.6112933801517,19.76686133525335,459.93202586918085,40,456.5076904296875,0.0,0.023313810312614227,40000,0.07044687122106552,452.5815734863281,40.0,1.0,71.48088073730469,0.6370644569396973,553.277798570163,40.0,-431.2850036621094,449.62091064453125,266.3377990722656,2.0092201232910156,0.6720783114433289,40.0,0.05620585381984711
2067.7743978500366,0.2730123698711395,0.6964045166969299,529.4996458909219,0.1940385103225708,3.977550506591797,1000.0,3.714170455932617,-0.05236805975437164,-398.25724047041604,19.828081846177053,439.0005803487029,41,442.6123352050781,0.0,0.02426044449968572,41000,0.2790469825267792,454.45733642578125,41.0,1.0,101.80014038085938,0.5773168802261353,529.4996458909219,41.0,-428.66546630859375,452.23040771484375,267.11932373046875,2.0025858879089355,0.6208221316337585,41.0,0.05614867061376572
2123.6111793518066,0.3227320611476898,0.6984096765518188,507.23693757728836,0.17280153185129166,3.8967742919921875,1000.0,3.942091941833496,-0.05478116497397423,725.2018083901028,19.777631803963157,445.81489530206954,42,468.6516418457031,0.0,0.02240411346542305,42000,0.2217397540807724,460.1737060546875,42.0,1.0,107.24919128417969,0.5618008375167847,507.23693757728836,42.0,-430.2129821777344,457.7490234375,271.1030578613281,2.00039005279541,0.5769427418708801,42.0,0.05649159476161003
2168.0521309375763,0.00967126339673996,0.6961942315101624,506.7402740393489,0.1946888193488121,3.6186773777008057,1000.0,4.2647881507873535,-0.050358403474092484,987.7645826740988,19.83347143106038,458.4183764037447,43,472.9276123046875,0.0,0.023313810312614227,43000,0.10633930563926697,462.0868835449219,43.0,1.0,102.10802459716797,0.5981976389884949,506.7402740393489,43.0,-434.269775390625,458.8665466308594,275.623779296875,1.9940111637115479,0.5719465613365173,43.0,0.05610570311546326
2224.619284629822,0.15216167271137238,0.6937352418899536,520.1821812894381,0.1982383131980896,3.724944591522217,1000.0,3.4687514305114746,-0.04977388307452202,1161.4508184922001,19.778665187343115,474.3963864512096,44,474.6918029785156,0.0,0.022854436146078055,44000,0.028551394119858742,460.29461669921875,44.0,1.0,96.14102172851562,0.5728592872619629,520.1821812894381,44.0,-431.52276611328125,458.27581787109375,280.1150817871094,1.995118498802185,0.6159948110580444,44.0,0.05612417683005333
2269.362964630127,0.38107970356941223,0.692807137966156,526.9763823256776,0.19280049204826355,4.129156589508057,1000.0,3.5902557373046875,-0.04617473855614662,-574.4045633958425,19.829353303707563,451.08969867683066,45,444.2879943847656,0.0,0.023313810312614227,45000,0.21299497783184052,459.6268005371094,45.0,1.0,107.05776977539062,0.6025314927101135,526.9763823256776,45.0,-433.0732116699219,456.883056640625,284.3529357910156,1.9889050722122192,0.6535642743110657,45.0,0.05600058287382126
2313.6501615047455,0.24764542281627655,0.7009347677230835,503.2597920022309,0.20983175188302994,3.449617385864258,1000.0,2.9960901737213135,-0.030954929068684578,-510.54163662238045,19.882003236860427,430.184669648587,46,444.8429870605469,0.0,0.02152991267583435,46000,0.1843041181564331,463.8763427734375,46.0,1.0,107.40785217285156,0.7027983665466309,503.2597920022309,46.0,-439.6858215332031,461.21160888671875,287.7731628417969,1.9723174571990967,0.7145791053771973,46.0,0.05768610164523125
2358.323436975479,0.14821605384349823,0.7057095170021057,482.63787010860597,0.20781665295362473,3.7131214141845703,1000.0,5.596362590789795,-0.018921662122011185,-644.8593088573657,19.929412252407975,407.3113935101625,47,441.4735412597656,0.0,0.020689822899908242,47000,0.044599831104278564,460.73956298828125,47.0,1.0,106.62162017822266,0.7437129616737366,482.63787010860597,47.0,-443.2436828613281,458.8771057128906,291.00372314453125,1.956475019454956,0.7741995453834534,47.0,0.059152752161026
2402.813126564026,0.05766609311103821,0.7103227972984314,460.99877272476004,0.18497981876134872,4.280769348144531,1000.0,4.049750804901123,-0.012693481519818306,1369.8613262762449,19.976584724522056,427.36451710945585,48,477.12359619140625,0.0,0.019106704324195603,48000,0.01596621237695217,456.17681884765625,48.0,1.0,166.07044982910156,0.679696261882782,460.99877272476004,48.0,-441.54730224609375,454.191162109375,293.9520568847656,1.9588674306869507,0.7399629950523376,48.0,0.060111649334430695
2455.1192395687103,0.029307758435606956,0.7105898857116699,467.8337883012857,0.1701388582587242,4.47650671005249,1000.0,4.4391303062438965,-0.01114280428737402,609.7518066264945,19.958297426159966,431.0867066914362,49,465.443359375,0.0,0.0211056883401964,49000,0.034608978778123856,454.233642578125,49.0,1.0,79.1055908203125,0.7640529274940491,467.8337883012857,49.0,-439.2539978027344,451.42755126953125,297.3349914550781,1.9670344591140747,0.7143174409866333,49.0,0.06051744520664215
2508.0038866996765,-0.0719103142619133,0.7107305526733398,475.34291107642014,0.198263518512249,4.5838165283203125,1000.0,4.295409679412842,-0.010796909220516682,1060.6254599911565,19.936173251228816,443.6774817574306,50,472.9165954589844,0.0,0.020689822899908242,50000,-0.0818292498588562,456.1474914550781,50.0,1.0,97.11988067626953,0.7107550501823425,475.34291107642014,50.0,-440.4339904785156,453.869873046875,300.7643127441406,1.971062421798706,0.7232236862182617,50.0,0.060281284153461456
2556.760369539261,0.1201346144080162,0.7098897695541382,480.74088046579476,0.20448917150497437,4.119560718536377,1000.0,3.669057607650757,-0.014330261386930943,-56.9623322282083,19.94711769143638,433.86101481653566,51,442.3717956542969,0.0,0.019882513137642284,51000,0.14549410343170166,456.94183349609375,51.0,1.0,110.42251586914062,0.6973844766616821,480.74088046579476,51.0,-439.4206237792969,455.3897705078125,304.0704040527344,1.9710553884506226,0.6963928937911987,51.0,0.05911979824304581
2606.919997215271,-0.05489034578204155,0.7119367122650146,467.1152404662532,0.15627500414848328,3.6321959495544434,1000.0,3.415767192840576,-0.014217286370694637,1454.3981448755294,19.9469105517418,453.4867288561317,52,472.8533630371094,0.0,0.019490749081111935,52000,0.025359636172652245,454.1177978515625,52.0,1.0,171.2551727294922,0.7346091866493225,467.1152404662532,52.0,-437.452880859375,452.83648681640625,306.60595703125,1.9865155220031738,0.6752927899360657,52.0,0.05896490439772606
2659.2076563835144,-0.0779128149151802,0.7104336023330688,480.9506219638832,0.21422962844371796,3.3554301261901855,1000.0,3.2370285987854004,-0.013160819187760353,1032.228686737375,19.93074887279742,464.4063884387967,53,465.4329528808594,0.0,0.019490749081111935,53000,-0.1023741364479065,451.1629943847656,53.0,1.0,130.51515197753906,0.6734086275100708,480.9506219638832,53.0,-433.7766418457031,449.458251953125,309.6663513183594,1.9936749935150146,0.7052579522132874,53.0,0.05911263823509216
2706.966673374176,-0.15829463303089142,0.7081714868545532,488.58286112698323,0.23081350326538086,3.6856415271759033,1000.0,3.7083334922790527,-0.014014189131557941,1089.1896385817095,19.9485278230966,475.97644862662844,54,466.6357421875,0.0,0.017999379770019416,54000,-0.15530337393283844,450.140869140625,54.0,1.0,125.6482162475586,0.6539825201034546,488.58286112698323,54.0,-433.5152282714844,448.30828857421875,312.4883728027344,1.9961621761322021,0.6882672309875488,54.0,0.05867234244942665
