#{"t_start": 1521146862.5551305, "env_id": "Humanoid-v2"}
r,l,t
106.999896,21,2.807156
76.848748,16,2.833563
75.082796,16,3.476747
106.461757,22,3.5113
72.187268,15,3.534753
81.140412,18,3.988788
69.006378,15,4.01262
66.144923,15,4.036241
68.319022,15,4.533825
200.586062,51,5.054103
81.656727,17,5.080501
91.995588,20,5.11268
115.732854,28,5.592053
132.609727,30,5.639658
65.570914,15,6.096619
77.73673,16,6.122424
110.7095,24,6.591304
94.468877,20,6.621198
170.71448,38,7.115536
204.304051,41,7.615693
79.322169,17,7.642455
77.100886,16,7.666281
249.893123,48,8.181652
98.73703,21,8.646833
70.21622,16,8.671441
77.079478,16,8.696041
102.321246,21,9.162162
176.779808,34,9.222849
126.808884,27,9.699039
77.836128,17,9.725395
74.51153,16,10.186311
69.32881,16,10.21269
248.721998,53,10.732729
191.544304,49,11.251528
90.499682,19,11.282065
168.984007,34,11.772141
142.076716,30,12.255854
67.332229,15,12.28012
78.79278,17,12.306458
89.663037,19,12.770218
76.263313,16,12.794988
58.328966,14,12.817264
176.922547,40,13.514332
70.011019,15,13.539387
189.447133,39,14.038806
78.165063,17,14.067201
71.598827,16,14.527261
77.65167,17,14.55432
95.461837,21,14.588233
67.902208,15,15.044536
78.080616,17,15.070596
75.454539,16,15.096761
63.51682,15,15.55439
70.057081,15,15.578613
150.533032,36,16.074746
61.605546,15,16.099019
80.315789,17,16.126855
74.60728,16,16.586433
176.303725,37,16.65127
70.704076,15,17.112036
107.413688,25,17.15604
75.388262,17,17.6185
190.081315,40,17.68276
114.448209,26,18.163255
72.822661,16,18.188906
75.808455,16,18.648315
78.102235,17,18.676002
69.506479,15,18.699616
73.400296,16,19.16133
82.628227,19,19.193625
94.022793,20,19.227717
154.095017,35,19.760997
80.052984,17,19.791703
104.562719,22,20.291762
77.372368,17,20.318242
197.661879,41,20.821295
66.853467,15,20.844915
133.220989,27,21.328243
82.736611,17,21.353419
100.018324,21,21.821427
69.364393,15,21.845448
87.871148,19,21.874232
78.869425,17,22.33734
345.465967,66,22.89396
105.604307,23,22.933574
72.804352,15,23.393558
77.763441,16,23.418885
80.440202,18,23.447014
338.306345,65,24.79103
152.975342,33,24.848416
77.93203,17,25.31382
186.975944,40,25.379719
72.298743,15,25.836145
80.455089,17,25.863575
121.243155,27,26.342899
142.539724,29,26.388661
79.598633,20,26.854677
94.868228,19,26.884371
74.760586,17,26.91055
87.632474,19,27.375792
146.177062,32,27.429018
73.809449,16,27.888271
103.406177,25,27.927448
128.21589,26,28.407235
171.123957,38,28.474999
82.034961,17,28.936454
70.429469,15,28.959849
98.087567,23,29.430963
144.099604,31,29.479597
99.886898,23,29.951951
257.124315,58,30.49398
96.691357,23,30.531042
85.110256,19,30.997925
235.241432,47,31.509585
111.11859,24,31.55057
151.451868,30,32.040955
93.750982,20,32.072572
154.355978,35,32.571222
347.435899,69,33.128753
88.434722,18,33.161856
141.963429,31,33.65182
393.763088,75,34.968738
222.990499,48,35.490062
350.502843,80,36.070584
206.534215,44,36.589013
260.902776,52,37.10983
153.983731,34,37.605958
129.078687,29,37.651327
234.692061,45,38.165502
207.420571,46,38.685347
112.263022,26,39.167411
75.176306,16,39.19318
159.570052,35,39.690909
141.771659,31,39.74475
116.593025,28,40.231025
81.289405,18,40.26053
106.963552,23,40.734792
121.08417,26,40.7767
137.71971,29,41.262831
145.375431,31,41.313443
391.848818,76,42.320487
76.742221,17,42.348593
173.669624,36,42.844064
253.224438,56,43.37588
192.636749,37,43.875268
212.124115,42,44.384298
84.530942,18,44.414697
273.821545,53,44.941619
192.230284,44,45.55411
366.606153,72,46.121003
72.362655,15,46.581981
311.810934,59,47.120837
343.211606,76,47.699318
263.851055,54,48.228519
68.491767,16,48.687184
278.635788,66,49.241061
301.112167,59,49.785109
139.297569,31,50.277042
314.902552,75,50.845453
485.031147,107,52.35519
251.090524,50,52.889574
472.879377,95,53.492327
314.251272,68,54.485387
427.383294,91,55.535195
254.149344,50,56.662162
319.495163,62,57.215977
294.92128,58,57.761945
204.241651,42,58.268977
336.979352,74,58.834968
461.809795,104,59.902501
539.064598,102,60.956715
331.65833,68,61.95529
345.236673,72,62.520032
219.556539,49,63.038468
329.90107,63,64.02003
260.551434,52,64.554646
251.679602,51,65.079662
472.830225,96,66.118036
448.386527,88,66.713872
284.444314,58,67.947258
238.968262,47,68.467549
213.795148,43,68.980613
300.419993,56,69.521457
255.011706,49,70.044496
270.432481,53,70.577656
197.832236,43,71.088713
240.136306,45,71.609381
298.24588,56,72.146133
316.084739,67,73.139019
257.680508,52,73.668547
261.199231,50,74.192373
242.69764,47,74.716559
299.109489,58,75.253434
149.210691,35,75.315706
496.706494,96,76.363923
394.910202,78,77.385301
253.301666,50,77.912545
251.211814,51,78.812066
381.019597,84,79.830852
285.602364,57,80.366591
312.49076,60,80.910357
313.384799,66,81.466992
248.726666,54,82.002897
227.702927,46,82.521574
383.206625,75,83.525991
496.907768,102,84.591113
404.264712,79,85.170827
137.42074,31,85.659049
391.92223,77,86.668558
329.807117,67,87.221719
286.330158,60,87.763788
277.359075,62,88.306169
272.687311,57,88.840887
308.177724,60,90.187619
193.619261,44,90.698264
435.100108,86,91.28785
306.66298,59,91.826298
255.208701,49,92.342362
289.673854,55,93.309885
260.004688,51,93.82779
329.203088,65,94.378571
300.023331,66,94.928195
276.588273,59,95.467675
269.194071,54,95.997452
176.021736,38,96.500238
267.147619,53,97.028231
272.803181,56,97.555963
294.070178,58,98.526616
175.329247,42,98.59663
154.166587,33,99.082319
221.38836,44,99.595882
263.017088,59,100.398466
163.600807,33,100.888324
140.435263,32,100.938986
233.579828,48,101.457305
111.888169,25,101.934657
159.838375,37,102.432401
133.563846,31,102.483032
197.257016,46,102.998919
203.130361,39,103.502546
148.029983,34,103.993317
218.138668,48,104.511784
134.826113,29,104.557204
132.95991,28,105.038247
325.763711,74,105.606403
120.838899,28,106.089973
139.871301,30,106.138773
186.495535,42,106.648271
115.403487,26,107.129348
139.558333,31,107.179352
133.625117,31,107.667627
141.632836,33,108.155772
247.000801,48,108.677285
282.194968,53,109.203446
330.886335,67,109.757623
336.733007,74,110.326726
394.376313,94,111.741026
281.003043,64,112.72377
284.130311,66,113.272572
409.824793,94,114.30578
228.745632,45,114.817778
200.67889,40,115.323391
194.020702,42,115.396792
157.843409,35,115.89167
130.27837,29,116.377974
342.009622,73,116.936046
430.042426,86,117.961265
405.026979,91,119.003971
205.072697,49,119.528282
177.466736,38,119.590788
242.149285,50,120.110691
