reference_action_std,eval/return,param_noise_stddev,total/steps,total/episodes,reference_actor_Q_mean,rollout/actions_std,train/param_noise_distance,reference_Q_mean,ret_rms_mean,ret_rms_std,rollout/actions_mean,reference_perturbed_action_std,eval/return_history,reference_actor_Q_std,rollout/episodes,rollout/Q_mean,rollout/return,train/loss_critic,obs_rms_std,train/loss_actor,obs_rms_mean,total/epochs,eval/episodes,total/duration,rollout/episode_steps,eval/Q,reference_action_mean,rollout/return_history,reference_perturbed_action_mean,reference_Q_std,total/steps_per_second
0.8044549822807312,1199.9641027940265,0.01662212523270047,530000,4669.0,572.7923583984375,0.7897871732711792,0.20714764297008514,525.4329833984375,0.0,1.0,0.2327720820903778,0.8014469742774963,982.9918474076761,460.76495361328125,4669.0,691.4097290039062,547.8526639723624,2636.524169921875,5.8125901222229,-787.732177734375,1.974913239479065,530,530.0,6901.780886888504,113.50074962518741,981.8549194335938,0.27356407046318054,910.6521895266379,0.29312044382095337,438.90283203125,76.79177428058533
0.7909741997718811,1042.1860572353517,0.01662212523270047,531000,4673.0,586.995849609375,0.7897734642028809,0.19008009135723114,536.1507568359375,0.0,1.0,0.23280943930149078,0.8015966415405273,984.5227501436026,458.70867919921875,4673.0,691.8893432617188,548.3912355724892,2578.66259765625,5.812273979187012,-801.8961791992188,1.9749020338058472,531,531.0,6915.869074106216,113.61031457307939,974.6975708007812,0.3205237090587616,929.4038088660338,0.2910497486591339,435.6015625,76.77993818421507
0.7897185683250427,1063.7692380756316,0.016294603698363365,532000,4678.0,583.5718383789062,0.7897089123725891,0.20848870277404785,534.6710205078125,0.0,1.0,0.2329409271478653,0.7887336015701294,985.2278006990599,464.39129638671875,4678.0,692.3739013671875,548.864023680309,2249.86767578125,5.811724662780762,-809.7592163085938,1.9750531911849976,532,532.0,6929.895114183426,113.71098760153912,1079.55859375,0.3356917202472687,945.5749989431201,0.3416875898838043,441.95745849609375,76.76883866700304
0.8031784892082214,981.0231419538741,0.015973535632157008,533000,4683.0,589.57080078125,0.7896245121955872,0.20257927477359772,541.5770874023438,0.0,1.0,0.23310723900794983,0.8060472011566162,984.1824163157788,471.79742431640625,4683.0,692.9853515625,549.2227002797414,2254.521728515625,5.81102991104126,-797.7959594726562,1.9752767086029053,533,533.0,6943.843676805496,113.78881059150117,994.48583984375,0.26511645317077637,930.2471428179947,0.27383604645729065,452.8959045410156,76.75864043143405
0.7955055832862854,1307.1591357888792,0.01662212523270047,534000,4688.0,589.2264404296875,0.7896159887313843,0.19578129053115845,543.3167724609375,0.0,1.0,0.2331186681985855,0.8050764799118042,989.1838333541132,461.8094787597656,4688.0,693.4493408203125,549.7230939656438,2593.50048828125,5.811092853546143,-802.849365234375,1.97524094581604,534,534.0,6958.206367492676,113.8973976109215,1053.7550048828125,0.28128692507743835,920.6656229290172,0.257975310087204,446.2456970214844,76.74391528465429
0.7979761362075806,1161.706661697372,0.015350253774398782,535000,4692.0,598.47314453125,0.7895576357841492,0.20602472126483917,552.2010498046875,0.0,1.0,0.23316797614097595,0.7954428791999817,992.1584223939275,471.84552001953125,4692.0,694.02294921875,550.1648939665295,2630.124267578125,5.81068754196167,-814.3054809570312,1.9754265546798706,535,535.0,6972.376696109772,113.98635976129582,992.3720703125,0.2859700322151184,932.6267676209151,0.2715935707092285,455.3498229980469,76.73136769826314
0.8014973998069763,1314.2053363822556,0.016294603698363365,536000,4698.0,602.1070556640625,0.7895021438598633,0.19607777893543243,550.4278564453125,0.0,1.0,0.23326031863689423,0.8092383146286011,997.038551919402,465.3669128417969,4698.0,694.4196166992188,550.5792397713675,2588.756591796875,5.813000202178955,-784.8604125976562,1.9755598306655884,536,536.0,6986.729038238525,114.06704980842912,994.2384033203125,0.2999155521392822,943.4947413738439,0.28883910179138184,445.8899230957031,76.71687238283607
0.8099210262298584,1085.982300654386,0.01662212523270047,537000,4703.0,612.1777954101562,0.7894585132598877,0.19961772859096527,565.842041015625,0.0,1.0,0.23333042860031128,0.8131018877029419,998.3015702827691,483.9581604003906,4703.0,694.9222412109375,551.0451385113845,2325.7626953125,5.812849521636963,-813.3312377929688,1.975658655166626,537,537.0,7000.761318683624,114.16287476079098,1047.9356689453125,0.28358644247055054,951.1437170407546,0.2846451997756958,466.0204162597656,76.70594319032917
0.801169216632843,911.8204001887887,0.016294603698363365,538000,4710.0,615.6796264648438,0.7894690036773682,0.21425294876098633,565.277587890625,0.0,1.0,0.233327716588974,0.8043932318687439,996.7561379419519,485.87152099609375,4710.0,695.2734985351562,551.2189118485985,2385.201416015625,5.8137311935424805,-808.6550903320312,1.9756662845611572,538,538.0,7014.5290586948395,114.19787685774946,976.8154907226562,0.29524701833724976,930.5231619405803,0.30718788504600525,465.2164001464844,76.69795014009154
0.8376268148422241,879.000153733817,0.01662212523270047,539000,4717.0,620.2041015625,0.7894569635391235,0.19866324961185455,570.0432739257812,0.0,1.0,0.23328396677970886,0.8336054086685181,996.0693665364386,495.4801025390625,4717.0,695.7415161132812,551.4444201086953,2606.725341796875,5.814120769500732,-787.1289672851562,1.9757143259048462,539,539.0,7028.108127355576,114.24125503497986,967.7086181640625,0.12980838119983673,911.9781172932255,0.1734229475259781,475.5438232421875,76.69204716729455
0.8254712224006653,1107.4781063241155,0.01662212523270047,540000,4722.0,630.7489624023438,0.7895470261573792,0.1793043315410614,584.8089599609375,0.0,1.0,0.23298531770706177,0.8321236371994019,995.8943531089797,495.88958740234375,4722.0,696.1995849609375,552.0059164840458,2201.1318359375,5.812873840332031,-799.2796020507812,1.9756850004196167,540,540.0,7042.147948026657,114.35387547649302,1064.262451171875,0.20068903267383575,910.6513256729222,0.1977604627609253,479.8006286621094,76.6811495562683
0.8097065687179565,850.1033747763361,0.016294603698363365,541000,4727.0,600.761474609375,0.7894759178161621,0.1830277442932129,552.3154907226562,0.0,1.0,0.23313933610916138,0.8042139410972595,994.0350794611595,481.371337890625,4727.0,696.7809448242188,552.4817116966525,2416.853515625,5.8121337890625,-794.206298828125,1.9759360551834106,541,541.0,7055.760728597641,114.44806431140258,942.6090087890625,0.2661272883415222,920.9099947612469,0.2877417206764221,461.9427490234375,76.67493567451596
