eval/return_history,total/steps,reference_perturbed_action_mean,eval/return,rollout/actions_mean,total/epochs,reference_actor_Q_std,total/steps_per_second,rollout/return_history,obs_rms_std,eval/episodes,rollout/return,reference_Q_std,ret_rms_mean,ret_rms_std,eval/Q,train/loss_critic,train/param_noise_distance,train/loss_actor,rollout/episode_steps,obs_rms_mean,reference_Q_mean,rollout/episodes,total/duration,reference_action_std,rollout/Q_mean,reference_perturbed_action_std,rollout/actions_std,param_noise_stddev,total/episodes,reference_actor_Q_mean,reference_action_mean
83.64970920404579,1000,0.7666636109352112,83.64970920404579,0.4021150767803192,1,3.0137128829956055,108.57365550502182,-7.711870540207355,1.9761042594909668,1.0,-7.711870540207355,3.3164942264556885,0.0,1.0,1.7242921590805054,0.12521953880786896,0.656447172164917,-1.3473788499832153,28.85185185185185,-0.49698173999786377,0.19714125990867615,27.0,9.210337400436401,0.014945778995752335,0.49399083852767944,0.3497510850429535,0.6744697093963623,0.16720346283821505,27.0,1.1965837478637695,0.9858126640319824
81.9253666346613,2000,0.909613847732544,80.20102406527681,0.6247528195381165,2,4.9374613761901855,109.39323781271216,39.405785842114994,1.522613525390625,2.0,39.405785842114994,5.17446231842041,0.0,1.0,1.5719597339630127,0.3371162712574005,0.4316059947013855,-7.06552267074585,67.13793103448276,-0.21996040642261505,4.084502696990967,29.0,18.282665729522705,0.013331366702914238,3.5847063064575195,0.20639699697494507,0.5723294615745544,0.15136711368692907,29.0,5.275923728942871,0.9926708340644836
75.46588202726274,3000,0.8282508850097656,62.54691281246558,0.7032594084739685,3,7.035334587097168,109.8485170237365,50.77267742736732,1.3070330619812012,3.0,50.77267742736732,7.287272930145264,0.0,1.0,2.275345802307129,0.5465472936630249,0.4877661168575287,-11.488849639892578,82.0909090909091,-0.1053832396864891,8.32044792175293,33.0,27.31033682823181,0.45054054260253906,4.784147262573242,0.40043899416923523,0.5098377466201782,0.1370306733903066,33.0,9.412501335144043,0.8005173802375793
121.16383203597093,4000,0.6530968546867371,258.2576820620955,0.7174137234687805,4,9.251998901367188,110.09299099309581,79.32134250791333,1.152174949645996,4.0,79.32134250791333,9.37412166595459,0.0,1.0,23.033740997314453,0.628039538860321,0.5749855637550354,-19.123132705688477,109.08823529411765,-0.04420202225446701,13.141752243041992,34.0,36.332921504974365,0.531457245349884,8.324723243713379,0.49374282360076904,0.4869144558906555,0.11230273064362171,34.0,14.999106407165527,0.6707220673561096
111.40496435031305,5000,0.784589946269989,72.36949360768149,0.7042632102966309,5,12.264216423034668,110.29010569401848,107.29619504104062,1.082786202430725,5.0,107.29619504104062,12.245933532714844,0.0,1.0,8.918431282043457,2.237842321395874,0.4953896105289459,-27.575332641601562,134.24324324324326,-0.01544683612883091,17.929824829101562,37.0,45.33498239517212,0.5296376943588257,12.641416549682617,0.35132718086242676,0.4761994779109955,0.09203708190275892,37.0,20.075439453125,0.6603193283081055
95.38066201380862,6000,0.799216091632843,15.259150331286483,0.7020787000656128,6,15.541359901428223,111.23235549172402,101.26084033912548,1.0130829811096191,6.0,101.26084033912548,15.369080543518066,0.0,1.0,25.34532356262207,2.0776402950286865,0.4567835330963135,-33.92491149902344,135.2,0.0045912498608231544,22.885631561279297,40.0,53.941139459609985,0.63197261095047,15.070320129394531,0.42372727394104004,0.46905043721199036,0.07542848153938683,40.0,25.254215240478516,0.5629185438156128
82.45032029720024,7000,0.5589372515678406,4.868269997549893,0.7089956998825073,7,19.136693954467773,112.06687700667683,120.66375220165249,0.9864431023597717,7.0,120.66375220165249,18.92475700378418,0.0,1.0,28.706317901611328,2.9340546131134033,0.4313940107822418,-38.2317008972168,153.85714285714286,0.011045671999454498,27.84000015258789,42.0,62.46270251274109,0.7541902661323547,17.00599479675293,0.6337841749191284,0.4605877101421356,0.06181699495154324,42.0,31.108888626098633,0.368732213973999
73.14794314717469,8000,0.4643353521823883,8.031303096995984,0.7195411920547485,8,21.440397262573242,112.6730658037155,141.11229616732658,0.9606815576553345,8.0,141.11229616732658,21.61939239501953,0.0,1.0,30.84652328491211,5.064596176147461,0.4040665030479431,-42.50840377807617,177.0,0.009363972581923008,34.75560760498047,45.0,71.00188446044922,0.7603949904441833,17.888113021850586,0.6751793622970581,0.45805296301841736,0.05066177638540577,45.0,38.436378479003906,0.3721272051334381
71.59398654346502,9000,0.4684261977672577,59.162333713787675,0.7071471810340881,9,23.408803939819336,112.63170462484696,134.1146715375189,0.9997328519821167,9.0,134.1146715375189,23.640748977661133,0.0,1.0,41.57703399658203,4.361114025115967,0.27195653319358826,-48.973838806152344,178.16,0.006897748913615942,42.17730712890625,50.0,79.90645289421082,0.6800971031188965,19.934402465820312,0.6621803641319275,0.47144782543182373,0.04151957869412388,50.0,45.311668395996094,0.4362107813358307
106.73559818737233,10000,0.5072600245475769,423.01010298253806,0.6980757713317871,10,25.14827537536621,112.13780196910295,130.00195196264008,0.9801812767982483,10.0,130.00195196264008,25.600204467773438,0.0,1.0,71.53264617919922,3.7904446125030518,0.22132335603237152,-54.213829040527344,181.44444444444446,0.009600200690329075,48.42719650268555,54.0,89.17599439620972,0.6478358507156372,22.65542984008789,0.581034243106842,0.4755324721336365,0.034711086666206405,54.0,50.907432556152344,0.47526779770851135
125.44564775055245,11000,0.5537261366844177,312.54614338235376,0.6886008381843567,11,27.444398880004883,112.0413909678221,133.3846130827099,0.9660567045211792,11.0,133.3846130827099,27.932435989379883,0.0,1.0,77.77681732177734,5.128082275390625,0.20820853114128113,-59.427406311035156,184.6551724137931,0.01487512793391943,52.421775817871094,58.0,98.17800283432007,0.5773277878761292,26.192787170410156,0.5931396484375,0.47340118885040283,0.03142349394213421,58.0,55.721012115478516,0.5596463084220886
