eval/episodes,train/loss_critic,eval/return_history,reference_action_mean,rollout/episode_steps,rollout/actions_mean,rollout/episodes,train/param_noise_distance,eval/return,rollout/Q_mean,reference_actor_Q_mean,rollout/return_history,total/duration,obs_rms_mean,ret_rms_std,eval/Q,rollout/return,total/epochs,train/loss_actor,rollout/actions_std,total/steps_per_second,total/episodes,total/steps,reference_action_std,reference_Q_mean,reference_actor_Q_std,obs_rms_std,reference_Q_std,ret_rms_mean
257.0,49.59758758544922,795.193357735123,0.20600277185440063,1000.0,0.011696911416947842,257.0,0.0,1066.9702282871972,171.78152465820312,225.44345092773438,553.4989910826282,3347.3888177871704,0.10993437469005585,1.0,233.53465270996094,430.091473238269,257,-219.75006103515625,0.67304527759552,76.77626173403208,257.0,257000,0.6239373087882996,224.07151794433594,1.9677340984344482,2.371767997741699,2.0146405696868896,0.0
258.0,68.1957778930664,802.5324010180498,0.3595522344112396,1000.0,0.011617201380431652,258.0,0.0,670.6962878821779,172.01197814941406,225.1070098876953,556.6890580770582,3360.6253941059113,0.1100081205368042,1.0,229.43780517578125,431.0475021556985,258,-219.99832153320312,0.6729172468185425,76.77142488195727,258.0,258000,0.6415799856185913,223.54812622070312,2.184629201889038,2.3722288608551025,2.0446665287017822,0.0
259.0,49.06996536254883,807.1057668885804,0.3153327703475952,1000.0,0.009923171252012253,259.0,0.0,896.6772519489547,171.60238647460938,226.0901641845703,547.0320640764584,3373.8515164852142,0.10986286401748657,1.0,229.8772430419922,428.05055234389357,259,-219.2061767578125,0.6736089587211609,76.7668638452172,259.0,259000,0.7101292610168457,223.91859436035156,2.090899705886841,2.3729634284973145,2.4374446868896484,0.0
260.0,20.804126739501953,808.9502584887249,0.2715645134449005,1000.0,0.009705526754260063,260.0,0.0,875.4174694397443,171.82760620117188,225.03994750976562,548.113710992323,3387.063047647476,0.10988447070121765,1.0,213.9635772705078,428.52571766257904,260,-218.0273895263672,0.6735329627990723,76.76266911552946,260.0,260000,0.6638503074645996,223.638916015625,2.540186882019043,2.372978687286377,2.46585750579834,0.0
261.0,20.370203018188477,809.2840135634225,0.22381198406219482,1000.0,0.009234171360731125,261.0,0.0,765.1472362104397,172.05421447753906,224.8704833984375,550.7533693303966,3400.4245007038116,0.10995107889175415,1.0,214.10174560546875,430.0248733708831,261,-218.02134704589844,0.6735466718673706,76.75512276363696,261.0,261000,0.712812066078186,223.2135009765625,2.4979920387268066,2.372684955596924,2.081803798675537,0.0
262.0,19.595497131347656,811.0279898137675,0.26049599051475525,1000.0,0.009590708650648594,262.0,0.0,880.9424892280676,172.277587890625,225.41073608398438,554.7758057747745,3413.9045181274414,0.11016227304935455,1.0,212.5282440185547,431.5828144789737,262,-218.20188903808594,0.6736095547676086,76.74497005080548,262.0,262000,0.6989759206771851,223.86395263671875,2.6071043014526367,2.374574899673462,2.3657281398773193,0.0
263.0,65.72840881347656,814.7667863425246,0.3734908103942871,1000.0,0.009308242239058018,263.0,0.0,1141.7896320239565,172.29934692382812,224.3348388671875,551.9314944058242,3427.0366954803467,0.11023098975419998,1.0,230.80763244628906,430.92802499143403,263,-216.79989624023438,0.6735837459564209,76.7426856989452,263.0,263000,0.6377315521240234,222.8759002685547,2.2988970279693604,2.3769853115081787,2.012829065322876,0.0
264.0,51.582027435302734,822.7916951296402,0.4427986145019531,1000.0,0.00966576486825943,264.0,0.0,1094.3754471785012,172.5125274658203,224.3752899169922,555.48742902577,3440.218204498291,0.110401451587677,1.0,230.76190185546875,431.8154510912562,264,-218.17543029785156,0.6735250949859619,76.7393183533545,264.0,264000,0.5084115266799927,223.07196044921875,2.687302827835083,2.3778884410858154,2.7811107635498047,0.0
265.0,38.67292404174805,826.7045443729905,0.316883385181427,1000.0,0.009433436207473278,265.0,0.0,913.2444085540277,172.7250518798828,223.3548583984375,556.4205248908368,3453.327102661133,0.11045617610216141,1.0,230.1617431640625,432.9878311806565,265,-215.72280883789062,0.6733387112617493,76.7375901911496,265.0,265000,0.5906400084495544,222.1992950439453,3.2199463844299316,2.3783531188964844,3.334578514099121,0.0
266.0,21.237565994262695,829.7212703094469,0.3082994222640991,1000.0,0.00966865848749876,266.0,0.0,1002.7821121822778,172.93783569335938,223.75013732910156,556.4266333267386,3466.44930934906,0.11057944595813751,1.0,230.33859252929688,433.94008193736363,266,-218.20758056640625,0.6729679107666016,76.73558049229061,266.0,266000,0.5334509611129761,221.97952270507812,2.1641182899475098,2.378617763519287,2.517821788787842,0.0
267.0,20.669845581054688,835.5959795161866,0.4147062599658966,1000.0,0.00952387135475874,267.0,0.0,833.9899802353273,173.15090942382812,223.7848663330078,558.5783836146046,3479.577952861786,0.11064682900905609,1.0,216.344482421875,435.38475728673393,267,-216.65867614746094,0.6727670431137085,76.73344400300195,267.0,267000,0.5775225758552551,222.19351196289062,2.519803047180176,2.378978729248047,2.4076449871063232,0.0
268.0,4.026698589324951,839.4388430853891,0.31265953183174133,1000.0,0.009239373728632927,268.0,0.0,1007.3122197167773,173.36212158203125,224.06207275390625,562.1583379069076,3492.734261751175,0.11072371155023575,1.0,227.474853515625,437.07517756519877,268,-217.1139678955078,0.6726318001747131,76.73071579904023,268.0,268000,0.5695996880531311,222.6816864013672,2.6066718101501465,2.3794312477111816,2.4677200317382812,0.0
269.0,52.48245620727539,838.8497282330228,0.4162428081035614,1000.0,0.008859082125127316,269.0,0.0,733.3449861663385,173.57357788085938,223.72274780273438,566.7654172044946,3505.924491882324,0.11081937700510025,1.0,196.43577575683594,439.2492642633938,269,-217.98619079589844,0.6724874973297119,76.72726569635115,269.0,269000,0.5620923042297363,221.98672485351562,2.453077554702759,2.3800973892211914,2.0819461345672607,0.0
270.0,15.070500373840332,840.2856974597878,0.4751014709472656,1000.0,0.008702348917722702,270.0,0.0,940.4795031796509,173.4017333984375,223.95501708984375,559.1806328724629,3519.0920078754425,0.11085226386785507,1.0,229.78543090820312,437.4578655141771,270,-216.81243896484375,0.6727873682975769,76.72433667427902,270.0,270000,0.5115221738815308,222.333251953125,2.4272007942199707,2.3852996826171875,2.1011455059051514,0.0
271.0,15.833621978759766,840.9767329196022,0.6459401249885559,1000.0,0.008373836986720562,271.0,0.0,833.6531606468459,173.60353088378906,222.399169921875,559.4140549861991,3532.1890630722046,0.1109020933508873,1.0,228.63780212402344,438.43296522476635,271,-216.0764617919922,0.6725558638572693,76.72295994379513,271.0,271000,0.3783748149871826,220.98800659179688,2.5464069843292236,2.3856515884399414,2.2064149379730225,0.0
272.0,20.25296974182129,842.0968617878331,0.489272803068161,1000.0,0.008529972285032272,272.0,0.0,893.7877337800126,173.79965209960938,222.56353759765625,557.4881226759687,3545.2654268741608,0.11102242022752762,1.0,229.4509735107422,438.7084323034924,272,-215.8581085205078,0.6723294258117676,76.72204115893821,272.0,272000,0.44636285305023193,221.31854248046875,2.65438175201416,2.386054039001465,2.4002654552459717,0.0
273.0,36.7560920715332,840.9760529216732,0.5421792268753052,1000.0,0.008132501505315304,273.0,0.0,782.1418681565402,173.9979705810547,222.00132751464844,562.385152945015,3558.4360642433167,0.11104894429445267,1.0,228.32733154296875,439.77089725266353,273,-214.9976043701172,0.6721457242965698,76.71909655570896,273.0,273000,0.42965906858444214,220.5360107421875,3.3063056468963623,2.386644124984741,2.611463785171509,0.0
274.0,4.406649589538574,840.7667215784231,0.5925824046134949,1000.0,0.00822360347956419,274.0,0.0,858.9538746538061,174.1945343017578,222.4285125732422,564.8496650905903,3571.597540140152,0.11118622869253159,1.0,228.10205078125,440.98780468460944,274,-214.7229461669922,0.6719777584075928,76.71637045344366,274.0,274000,0.4348057210445404,220.94268798828125,3.2119839191436768,2.3876285552978516,2.70196795463562,0.0
275.0,37.04037857055664,845.7196900684944,0.44814708828926086,1000.0,0.00783216767013073,275.0,0.0,843.8661144567693,174.38648986816406,222.36337280273438,565.2161386106777,3584.7531881332397,0.1112293004989624,1.0,228.1304931640625,441.8613460289797,275,-215.02059936523438,0.6718003153800964,76.71378908605037,275.0,275000,0.47974371910095215,221.18011474609375,2.7121200561523438,2.3876724243164062,2.468475103378296,0.0
276.0,47.516326904296875,845.5533255916794,0.5457045435905457,1000.0,0.00750472117215395,276.0,0.0,666.1040509793456,174.57745361328125,221.11349487304688,565.9038636316221,3598.0750670433044,0.11115360260009766,1.0,221.51719665527344,442.6343834133895,276,-212.84414672851562,0.6716176271438599,76.70768254059837,276.0,276000,0.41593873500823975,219.7600860595703,2.6730446815490723,2.3873651027679443,2.2710211277008057,0.0
277.0,6.712457180023193,844.722381620323,0.5683695673942566,1000.0,0.008127129636704922,277.0,0.0,953.6255871256326,174.75527954101562,221.1998291015625,560.8581768895909,3611.228444814682,0.11105691641569138,1.0,227.717529296875,441.77024615619,277,-213.7474365234375,0.6714187860488892,76.70519997086888,277.0,277000,0.4597853720188141,220.27587890625,2.742525100708008,2.3861639499664307,2.491179943084717,0.0
278.0,21.274032592773438,848.5828469327978,0.5525322556495667,1000.0,0.008386172354221344,278.0,0.0,877.6158827158981,174.93731689453125,220.7852020263672,560.2929570741335,3624.411626815796,0.11116430163383484,1.0,227.77049255371094,442.00624988006393,278,-215.0585174560547,0.6714102625846863,76.70210467905247,278.0,278000,0.5025200843811035,219.44297790527344,3.2443456649780273,2.3869922161102295,2.8367745876312256,0.0
279.0,19.8725643157959,847.5925561479412,0.29144906997680664,1000.0,0.008409800007939339,279.0,0.0,743.3295626585777,175.1205596923828,220.10208129882812,557.0047667501851,3637.6039135456085,0.11117696762084961,1.0,227.85699462890625,442.1694544366936,279,-213.35255432128906,0.6713229417800903,76.69883984923909,279.0,279000,0.5634554624557495,218.79855346679688,3.7820403575897217,2.3869121074676514,3.736454963684082,0.0
280.0,38.383602142333984,848.0694785528812,0.4040384292602539,1000.0,0.008226381614804268,280.0,0.0,960.5057802243302,175.3050994873047,220.97848510742188,557.989473205484,3650.823794364929,0.11127382516860962,1.0,227.82061767578125,443.24090492430446,280,-215.04026794433594,0.6712898015975952,76.69501892481962,280.0,280000,0.5393368005752563,219.3328857421875,2.8894407749176025,2.3881397247314453,2.9277405738830566,0.0
281.0,99.66448211669922,844.6482039896645,0.5522700548171997,1000.0,0.008607059717178345,281.0,0.0,593.9240781889187,175.48501586914062,220.4792938232422,558.0893425503631,3664.0414848327637,0.11138126999139786,1.0,222.84336853027344,443.6900308966779,281,-214.8011474609375,0.6712174415588379,76.69127141796692,281.0,281000,0.5054153800010681,218.6649169921875,1.9251110553741455,2.3893773555755615,1.9887562990188599,0.0
282.0,20.301206588745117,846.6881113714454,0.45449259877204895,1000.0,0.008874920196831226,282.0,0.0,1009.5118843955852,175.63861083984375,221.03466796875,555.9709314276117,3677.168513059616,0.11116474866867065,1.0,227.46090698242188,443.24986351269956,282,-214.48065185546875,0.6711940169334412,76.68944161750144,282.0,282000,0.6347851753234863,219.28639221191406,1.6535271406173706,2.3897762298583984,1.9061795473098755,0.0
283.0,19.424392700195312,850.1595526429653,0.5494324564933777,1000.0,0.0089404983446002,283.0,0.0,956.8404821845077,175.81492614746094,221.80238342285156,558.2669132757492,3690.28009390831,0.11123532801866531,1.0,227.0435028076172,443.90657101415775,283,-214.29100036621094,0.6711116433143616,76.68794584648444,283.0,283000,0.548339307308197,220.62008666992188,1.5361742973327637,2.389799118041992,1.385286569595337,0.0
284.0,51.89723205566406,851.307218576994,0.4886820316314697,1000.0,0.008979315869510174,284.0,0.0,973.7890036422943,175.9879150390625,220.6326904296875,565.1959897906174,3703.330751657486,0.11114336550235748,1.0,226.98300170898438,443.88087002205714,284,-213.9316864013672,0.6709223389625549,76.68772222758963,284.0,284000,0.5901522040367126,219.37371826171875,1.7296661138534546,2.3893752098083496,1.4991161823272705,0.0
285.0,140.74765014648438,850.9446750671793,0.39833393692970276,1000.0,0.00910201296210289,285.0,0.0,877.4409610434881,176.1660919189453,219.2176513671875,567.1572102258219,3716.5308582782745,0.11113683879375458,1.0,226.5227508544922,444.8426609974382,285,-213.1224822998047,0.670945942401886,76.68441642699814,285.0,285000,0.5369646549224854,217.70870971679688,2.427097797393799,2.3894259929656982,2.3094515800476074,0.0
286.0,54.006011962890625,851.7050753666704,0.3481323719024658,1000.0,0.00904635526239872,286.0,0.0,798.721841192357,176.34390258789062,220.38827514648438,572.4889780958712,3729.5885257720947,0.1111249327659607,1.0,227.49139404296875,445.9716859910344,286,-213.6801300048828,0.6706877946853638,76.68406260467906,286.0,286000,0.6485298871994019,218.63088989257812,2.8370299339294434,2.3895151615142822,3.023207902908325,0.0
287.0,50.776123046875,852.8694360110131,0.37394917011260986,1000.0,0.009244001470506191,287.0,0.0,1085.2030678433541,176.51290893554688,220.54449462890625,572.0080417226932,3742.764970779419,0.11115065217018127,1.0,227.85427856445312,446.3302808773855,287,-213.8427734375,0.6705003976821899,76.68127767590845,287.0,287000,0.602270245552063,218.950439453125,2.5557467937469482,2.389704465866089,2.522510290145874,0.0
288.0,5.236889839172363,854.1451601843901,0.33830690383911133,1000.0,0.009087660349905491,288.0,0.0,999.8248884100169,176.68478393554688,221.18914794921875,570.2143071070985,3756.0276234149933,0.11124906688928604,1.0,228.13270568847656,447.26460631355087,288,-215.7274627685547,0.6705093383789062,76.67675237653056,288.0,288000,0.4688696563243866,219.7335205078125,1.6347572803497314,2.3902273178100586,1.7317038774490356,0.0
289.0,66.91309356689453,855.3938500382568,0.4732535779476166,1000.0,0.009347732178866863,289.0,0.0,928.5609337998083,176.85023498535156,220.89962768554688,566.5098202337233,3769.231256723404,0.1112162321805954,1.0,227.7090301513672,446.991454549474,289,-214.50270080566406,0.6702897548675537,76.67345947121004,289.0,289000,0.5527193546295166,219.07052612304688,1.341947317123413,2.3900303840637207,1.5279359817504883,0.0
290.0,66.88292694091797,855.782770032003,0.3652915954589844,1000.0,0.009660056792199612,290.0,0.0,841.6917612495974,177.02137756347656,221.0285186767578,567.7709434288839,3782.6030876636505,0.11132854223251343,1.0,227.6717529296875,447.8527163606763,290,-213.79541015625,0.6701189279556274,76.66678033066387,290.0,290000,0.5314525961875916,219.17721557617188,1.7625916004180908,2.3913161754608154,2.081757068634033,0.0
291.0,51.49386215209961,855.6444878611806,0.40339434146881104,1000.0,0.009860697202384472,291.0,0.0,730.7240576114193,177.1934356689453,221.95921325683594,570.8797270910867,3795.731570959091,0.11144642531871796,1.0,227.22067260742188,449.2162040115205,291,-214.20521545410156,0.6699519753456116,76.66506299508193,291.0,291000,0.5096759796142578,220.30059814453125,1.8249150514602661,2.3920676708221436,1.6372572183609009,0.0
292.0,36.269222259521484,854.4881131176469,0.26751312613487244,1000.0,0.010141646489501,292.0,0.0,901.378644067463,177.3594970703125,222.1512451171875,574.0582271022885,3808.8659949302673,0.11151973903179169,1.0,228.21099853515625,449.7930248706,292,-214.5418701171875,0.6697276830673218,76.66323792663279,292.0,292000,0.5607442855834961,220.01605224609375,1.695812463760376,2.3928537368774414,1.78342866897583,0.0
293.0,49.08036804199219,853.4494540356786,0.24076934158802032,1000.0,0.009752043522894382,293.0,0.0,942.473668869223,177.52745056152344,220.73455810546875,573.2767168104215,3821.9862706661224,0.11152797192335129,1.0,228.23179626464844,450.7532575176421,293,-214.16281127929688,0.6697846055030823,76.66170918738908,293.0,293000,0.6844359040260315,218.5809783935547,2.315627336502075,2.3936026096343994,2.857893943786621,0.0
294.0,37.4251708984375,855.3350783609552,0.24894289672374725,1000.0,0.009792061522603035,294.0,0.0,882.369079240291,177.6890411376953,222.28150939941406,570.2089734233255,3835.119542360306,0.11155874282121658,1.0,228.2322235107422,450.97237397234,294,-214.61062622070312,0.6695511937141418,76.65993113191438,294.0,294000,0.5491505265235901,220.72900390625,1.5104953050613403,2.393641233444214,1.4428004026412964,0.0
295.0,37.850162506103516,853.7300942539358,0.3470627963542938,1000.0,0.00997146312147379,295.0,0.0,795.7897585369703,177.85398864746094,221.96849060058594,569.0169541655283,3848.3334913253784,0.11162499338388443,1.0,226.3635711669922,451.6094220077606,295,-215.1172332763672,0.6693925857543945,76.65655813483073,295.0,295000,0.6098389625549316,220.35562133789062,1.8643932342529297,2.3942558765411377,2.009795665740967,0.0
296.0,83.84110260009766,854.4912203098746,0.32388606667518616,1000.0,0.010008676908910275,296.0,0.0,646.1224394145827,178.01657104492188,222.41497802734375,569.8634952922075,3861.4945709705353,0.11165976524353027,1.0,225.864501953125,452.1007897284447,296,-213.5904541015625,0.6692837476730347,76.65425771286384,296.0,296000,0.5914657115936279,221.21548461914062,1.2211374044418335,2.3946943283081055,1.2021245956420898,0.0
297.0,84.19060516357422,855.0119910840451,0.3951176404953003,1000.0,0.009847947396337986,297.0,0.0,1020.3555044895495,178.1817169189453,221.10394287109375,576.5916419454293,3874.663474082947,0.11176743358373642,1.0,226.6879425048828,453.6780838198586,297,-214.42245483398438,0.6691811680793762,76.65181814797317,297.0,297000,0.48054954409599304,219.58709716796875,1.412001609802246,2.395925283432007,1.3448539972305298,0.0
298.0,5.711593151092529,858.6087011162697,0.4771510660648346,1000.0,0.010154616087675095,298.0,0.0,1073.7658988923117,178.32989501953125,220.5697021484375,570.9312232102046,3887.7936239242554,0.11166305840015411,1.0,228.05471801757812,452.72799344974936,298,-214.8553924560547,0.6691431999206543,76.65015914584612,298.0,298000,0.44842293858528137,219.3656768798828,1.9697544574737549,2.3947954177856445,1.936665415763855,0.0
299.0,50.135982513427734,855.6688559834984,0.4444427490234375,1000.0,0.009900006465613842,299.0,0.0,696.3730083889121,178.4916229248047,220.8372344970703,574.9956654873748,3901.0541162490845,0.11172883957624435,1.0,220.32244873046875,454.27782459154537,299,-214.7205047607422,0.6690292954444885,76.64595032265086,299.0,299000,0.4325099289417267,219.68405151367188,1.8589913845062256,2.395421028137207,1.5450892448425293,0.0
300.0,41.81806564331055,857.0557395159191,0.3272940218448639,1000.0,0.009838065132498741,300.0,0.0,834.2449074140968,178.65020751953125,219.42593383789062,579.1976694126304,3914.2380363941193,0.11185707896947861,1.0,227.37986755371094,455.66844562899894,300,-213.609375,0.6689960956573486,76.64326931848184,300.0,300000,0.4709164500236511,218.27438354492188,3.502892255783081,2.396498203277588,3.3676822185516357,0.0
301.0,57.1218376159668,856.4655264060815,0.3723621070384979,1000.0,0.009958306327462196,301.0,0.0,710.471755987304,178.80929565429688,218.99049377441406,581.3373651540708,3927.429237127304,0.11194935441017151,1.0,226.43899536132812,456.9336185296253,301,-212.73411560058594,0.6690658330917358,76.64046423918887,301.0,301000,0.38784995675086975,218.0677490234375,3.315427780151367,2.3972973823547363,3.129711866378784,0.0
302.0,39.0274772644043,856.8080631702637,0.3781183958053589,1000.0,0.00990328285843134,302.0,0.0,884.4725786066444,178.96612548828125,219.27804565429688,582.9346949027473,3940.5719981193542,0.11203660815954208,1.0,227.21934509277344,457.9535870217183,302,-215.1828155517578,0.6690312027931213,76.6386200135742,302.0,302000,0.4771498441696167,217.97232055664062,2.8438966274261475,2.3985607624053955,2.845975160598755,0.0
303.0,69.7784652709961,857.900444477755,0.24236589670181274,1000.0,0.010020271874964237,303.0,0.0,962.4912368544641,179.11351013183594,219.0615234375,579.6711825330689,3953.8694195747375,0.11203942447900772,1.0,226.65985107421875,457.76082145961965,303,-214.12957763671875,0.6688758730888367,76.63379030675966,303.0,303000,0.47699081897735596,217.82742309570312,2.7665669918060303,2.39867901802063,2.810455799102783,0.0
304.0,50.213340759277344,859.5805818355915,0.39564213156700134,1000.0,0.009643984958529472,304.0,0.0,1029.3188890661122,179.2691650390625,219.5028076171875,584.0942902011594,3967.038995027542,0.1121242418885231,1.0,226.58831787109375,459.33819270871794,304,-212.9762725830078,0.6688686609268188,76.6314625041616,304.0,304000,0.4356479048728943,218.01878356933594,2.516740322113037,2.399693250656128,2.158372640609741,0.0
305.0,67.36453247070312,862.5702545916855,0.47743186354637146,1000.0,0.009089059196412563,305.0,0.0,859.9000935076989,179.4224853515625,219.1378173828125,585.7918257338841,3980.2173166275024,0.11216084659099579,1.0,226.03269958496094,460.54489089683096,305,-213.82847595214844,0.6688771843910217,76.62898172063406,305.0,305000,0.49325209856033325,217.80166625976562,2.361837387084961,2.400432825088501,1.973040223121643,0.0
306.0,27.981456756591797,864.4852596985946,0.22254236042499542,1000.0,0.00906647089868784,306.0,0.0,908.7777392861484,179.57205200195312,218.8943328857422,590.9892819917466,3993.4126336574554,0.11228222399950027,1.0,226.9156494140625,461.50183693064815,306,-213.6949005126953,0.6687252521514893,76.62619119821413,306.0,306000,0.46815237402915955,217.54544067382812,2.3935909271240234,2.4012794494628906,2.2752814292907715,0.0
307.0,67.93855285644531,867.1285795680428,0.12858550250530243,1000.0,0.009264256805181503,307.0,0.0,1040.4705081984093,179.71958923339844,219.05953979492188,590.6866198346536,4006.579662799835,0.11234497278928757,1.0,226.34030151367188,461.7720926167158,307,-213.68505859375,0.6687472462654114,76.62396004512875,307.0,307000,0.5412611961364746,217.6035919189453,2.207852840423584,2.401484966278076,1.9295457601547241,0.0
308.0,33.912452697753906,867.1281628968179,0.2396869659423828,1000.0,0.009140334092080593,308.0,0.0,838.7832999410651,179.86834716796875,220.4267578125,599.9220693470079,4019.742292881012,0.11239980161190033,1.0,223.8729705810547,462.70456678216937,308,-212.8482208251953,0.6688210964202881,76.62182736079123,308.0,308000,0.537129282951355,218.3816680908203,2.032182216644287,2.4020678997039795,2.014759063720703,0.0
309.0,15.110762596130371,869.0910691979119,0.32450154423713684,1000.0,0.009086841717362404,309.0,0.0,1171.8209824590735,180.01751708984375,221.41256713867188,605.782367880335,4032.905884742737,0.11248080432415009,1.0,227.75169372558594,463.84654802097305,309,-214.54705810546875,0.6686827540397644,76.61969032528302,309.0,309000,0.45929786562919617,219.88818359375,2.1646671295166016,2.4021987915039062,2.0852437019348145,0.0
310.0,29.512235641479492,871.653583465027,0.3023320734500885,1000.0,0.008786170743405819,310.0,0.0,1092.1599014477315,180.16673278808594,220.54736328125,609.7470886190433,4046.0676653385162,0.1125149130821228,1.0,226.74415588378906,465.13961019205766,310,-215.9156494140625,0.6685814261436462,76.61760149383555,310.0,310000,0.4694496989250183,218.68588256835938,2.563840389251709,2.4024481773376465,2.4531519412994385,0.0
311.0,51.271400451660156,874.1379408590964,0.41470828652381897,1000.0,0.00843282975256443,311.0,0.0,1003.1226774373876,180.31271362304688,221.849609375,614.3675163334469,4059.305795431137,0.11253810673952103,1.0,226.22650146484375,465.93630178096635,311,-214.08656311035156,0.6685118675231934,76.61408518423009,311.0,311000,0.4433181583881378,220.21986389160156,2.1665761470794678,2.402761459350586,2.144183874130249,0.0
312.0,141.93890380859375,879.058771326997,0.38159775733947754,1000.0,0.008674399927258492,312.0,0.0,1030.3570607598654,180.45518493652344,219.6417236328125,617.3339725082051,4072.487318754196,0.11266209185123444,1.0,225.0134735107422,466.833837505165,312,-212.89976501464844,0.6682859659194946,76.61165660681372,312.0,312000,0.40877896547317505,218.45184326171875,2.4187862873077393,2.4031240940093994,2.376194953918457,0.0
313.0,47.495452880859375,883.3530819243027,0.46646037697792053,1000.0,0.008742180652916431,313.0,0.0,1015.4472267163183,180.59268188476562,220.53970336914062,616.396394500537,4085.748045682907,0.11265134066343307,1.0,225.12554931640625,467.3214913464654,313,-213.42410278320312,0.667989194393158,76.60775860389208,313.0,313000,0.36580386757850647,218.8648681640625,2.45829176902771,2.4029622077941895,2.201291084289551,0.0
314.0,53.706787109375,881.5077511077048,0.29860296845436096,1000.0,0.008968149311840534,314.0,0.0,755.0406024013216,180.73133850097656,220.36614990234375,625.0969832703283,4098.951142311096,0.11278268694877625,1.0,224.2613067626953,468.3758629281163,314,-212.48582458496094,0.6677865386009216,76.60496285470691,314.0,314000,0.5042188167572021,218.9085693359375,2.2219247817993164,2.4036412239074707,2.0005321502685547,0.0
315.0,36.3463020324707,884.3635683433145,0.37197789549827576,1000.0,0.00864768959581852,315.0,0.0,1089.6362548337522,180.871337890625,220.40980529785156,626.085680837924,4112.187193393707,0.11282679438591003,1.0,225.74130249023438,469.5745475016625,315,-212.03761291503906,0.6677343249320984,76.60157117994346,315.0,315000,0.5709025859832764,218.3755340576172,2.0084707736968994,2.4044697284698486,1.8082250356674194,0.0
316.0,19.497398376464844,886.245004831373,0.3584415912628174,1000.0,0.008712869137525558,316.0,0.0,1002.896564026654,181.009521484375,221.7361602783203,628.9242614931943,4125.349648952484,0.11296302080154419,1.0,225.9685516357422,470.47922453884945,316,-213.47650146484375,0.6678260564804077,76.59956776760468,316.0,316000,0.49517062306404114,219.7679443359375,2.38889217376709,2.405827045440674,2.2700448036193848,0.0
317.0,44.97453308105469,882.633855628557,-0.01128480862826109,1000.0,0.008712503127753735,317.0,0.0,357.763410583354,181.14878845214844,220.28599548339844,633.7483128409413,4138.519312381744,0.113040991127491,1.0,223.9700469970703,471.6314321294868,317,-213.2267608642578,0.6677294969558716,76.59744369238294,317.0,317000,0.5634986162185669,218.65493774414062,3.799262046813965,2.406367540359497,3.7729640007019043,0.0
318.0,80.59738159179688,882.4051393090027,0.11512597650289536,1000.0,0.008538211695849895,318.0,0.0,729.329779896421,181.2843017578125,218.1907958984375,633.0181082115289,4151.645219564438,0.11307369917631149,1.0,224.6153564453125,472.14819151587614,318,-212.4409942626953,0.667708694934845,76.59614036898904,318.0,318000,0.5047054886817932,216.6998291015625,2.918131113052368,2.407186508178711,3.0826332569122314,0.0
319.0,52.51475524902344,881.5649023871341,0.3780194818973541,1000.0,0.008683244697749615,319.0,0.0,722.8087342756186,181.41648864746094,218.78298950195312,637.7113826169982,4164.769903898239,0.11316817253828049,1.0,219.11880493164062,472.6187221196979,319,-213.34390258789062,0.6676375269889832,76.59486775041638,319.0,319000,0.4921034872531891,216.87533569335938,2.626950263977051,2.4084255695343018,2.3095901012420654,0.0
320.0,46.05735397338867,881.3980594357378,0.3488326072692871,1000.0,0.008615243248641491,320.0,0.0,1018.2037513370482,181.55140686035156,219.816650390625,637.4060057132374,4177.872792959213,0.1132500171661377,1.0,225.87757873535156,473.3072732289564,320,-212.87591552734375,0.6675365567207336,76.59400270378792,320.0,320000,0.4659411609172821,218.30380249023438,2.8561594486236572,2.4092578887939453,2.5855422019958496,0.0
321.0,70.56629943847656,881.5337123472385,0.4294968545436859,1000.0,0.008615931496024132,321.0,0.0,932.1041283615411,181.68661499023438,220.83340454101562,638.256405401061,4191.097501993179,0.11333941668272018,1.0,226.30384826660156,474.2113381382261,321,-214.24185180664062,0.6674571633338928,76.59091678190273,321.0,321000,0.4528842568397522,219.49298095703125,3.0792720317840576,2.4102160930633545,2.8221449851989746,0.0
322.0,66.09485626220703,882.7967069549403,0.4064643681049347,1000.0,0.00860691349953413,322.0,0.0,953.0210767865025,181.82041931152344,221.00413513183594,637.8259574416847,4204.331632614136,0.11339303106069565,1.0,225.446044921875,474.9820713471949,322,-214.10623168945312,0.6674520969390869,76.58767864603236,322.0,322000,0.4597908854484558,219.3123779296875,2.5131094455718994,2.4106526374816895,2.2197787761688232,0.0
323.0,34.487274169921875,883.174009620579,0.30094197392463684,1000.0,0.008866533637046814,323.0,0.0,902.1095938209143,181.9497528076172,220.08941650390625,634.4530868594068,4217.5720274448395,0.11338597536087036,1.0,225.5260467529297,475.1124490675806,323,-214.49053955078125,0.6673576831817627,76.5843470836194,323.0,323000,0.49849024415016174,218.6190948486328,2.6189467906951904,2.410775899887085,2.205106735229492,0.0
324.0,60.67584991455078,884.9888349600046,0.48387637734413147,1000.0,0.00897496659308672,324.0,0.0,1092.0596404206897,182.08065795898438,219.73898315429688,633.1018026380569,4230.753007650375,0.11337048560380936,1.0,224.82249450683594,475.41617569767345,324,-214.4368133544922,0.6672669649124146,76.58211184016606,324.0,324000,0.43705248832702637,218.22036743164062,2.73028564453125,2.4105584621429443,2.3036515712738037,0.0
