param_noise_stddev,train/param_noise_distance,total/epochs,eval/return_history,ret_rms_std,rollout/Q_mean,total/steps,reference_perturbed_action_std,reference_actor_Q_std,reference_action_std,obs_rms_std,train/loss_actor,train/loss_critic,rollout/episodes,reference_actor_Q_mean,rollout/return,reference_Q_mean,ret_rms_mean,total/duration,reference_perturbed_action_mean,eval/Q,rollout/episode_steps,total/episodes,rollout/actions_mean,rollout/actions_std,rollout/return_history,obs_rms_mean,eval/episodes,reference_Q_std,eval/return,reference_action_mean,total/steps_per_second
0.16720346283821505,0.4375823438167572,1,327.6598787516187,1.0,9.513323783874512,1000,0.49960219860076904,0.3484988808631897,0.40535783767700195,5.378137588500977,-20.06993293762207,2.272172451019287,28.0,20.901947021484375,173.3650637664994,20.820640563964844,0.0,13.064656496047974,0.2798325717449188,20.451927185058594,34.32142857142857,28.0,0.133152037858963,0.5124556422233582,173.3650637664994,1.4357815980911255,1.0,0.7158235311508179,327.6598787516187,0.2487746924161911,76.54238749426726
0.1370306733903066,0.6069366931915283,2,322.90206354475083,1.0,19.91030502319336,2000,0.5526710152626038,1.169640064239502,0.4951140582561493,5.946533679962158,-41.95355987548828,5.485855579376221,58.0,43.530582427978516,171.9349198200797,43.24348068237305,0.0,25.46742272377014,0.113001748919487,41.910362243652344,34.275862068965516,58.0,0.13676628470420837,0.5426657199859619,171.9349198200797,1.4361817836761475,2.0,2.1336429119110107,318.1442483378829,0.028603816404938698,78.53169995616754
0.11230273064362171,0.48447373509407043,3,296.30678538940657,1.0,30.41900062561035,3000,0.5777840614318848,3.4983017444610596,0.5913088917732239,6.156628131866455,-63.133888244628906,8.349041938781738,83.0,65.73483276367188,180.20880080395767,65.16134643554688,0.0,37.636112451553345,0.11116088926792145,61.77004623413086,36.13253012048193,83.0,0.10179112106561661,0.5584201812744141,180.20880080395767,1.4572831392288208,3.0,5.184647083282471,243.11622907871796,0.0028061524499207735,79.71067691599964
0.09203708190275892,0.4955196976661682,4,278.5525217227827,1.0,40.79401397705078,4000,0.6799837946891785,4.460810661315918,0.6540580987930298,6.6571173667907715,-83.8020248413086,9.348987579345703,108.0,88.94578552246094,185.54735733432452,88.0169677734375,0.0,49.81424379348755,0.04041772708296776,83.44863891601562,36.888888888888886,108.0,0.1016397476196289,0.5740455389022827,189.18876727400166,1.499215841293335,4.0,6.306259632110596,225.2897307229112,0.10456568002700806,80.29831821963619
0.07542848153938683,0.41507259011268616,5,290.5506566707274,1.0,51.17973709106445,5000,0.6902713179588318,10.299954414367676,0.6941084265708923,6.549882411956787,-101.7752456665039,10.958510398864746,128.0,110.28036499023438,195.98855237804588,108.60164642333984,0.0,62.169267654418945,-0.024210961535573006,107.42170715332031,38.9375,128.0,0.11001700162887573,0.5912903547286987,202.3231291892789,1.5602366924285889,5.0,13.410953521728516,338.5431964625061,0.036345936357975006,80.42558950177056
0.06181699495154324,0.4274516701698303,6,291.98167605065765,1.0,61.610687255859375,6000,0.7141056656837463,16.974672317504883,0.7017287611961365,6.627633094787598,-119.92857360839844,20.545984268188477,147.0,130.63705444335938,203.08281568691018,128.18814086914062,0.0,74.79584980010986,0.1021355614066124,115.9526596069336,40.51020408163265,147.0,0.1012139841914177,0.6115100979804993,216.7478871460627,1.5888769626617432,6.0,21.333703994750977,299.1367729503089,0.13067281246185303,80.21835457495112
0.05066177638540577,0.35410118103027344,7,288.77680541035403,1.0,71.73728942871094,7000,0.7188929319381714,32.07591247558594,0.72947096824646,6.4722771644592285,-137.8551025390625,16.890356063842773,163.0,146.69302368164062,213.03532881171358,143.02517700195312,0.0,87.36392951011658,0.09160067141056061,139.16061401367188,42.607361963190186,163.0,0.10664045065641403,0.6274096369743347,239.65103308277168,1.6590877771377563,7.0,36.463626861572266,269.54758156853234,0.12120513617992401,80.1246010710795
0.04151957869412388,0.2988050878047943,8,281.77269646490623,1.0,80.89996337890625,8000,0.7213720679283142,45.84731674194336,0.7282932996749878,6.4029645919799805,-153.0972442626953,22.09551429748535,183.0,162.05050659179688,217.87042911856568,158.06532287597656,0.0,99.9127745628357,0.18016090989112854,155.0979766845703,43.60109289617486,183.0,0.11674896627664566,0.6398188471794128,249.12958061969047,1.7086342573165894,8.0,48.7673225402832,232.74393384677174,0.18739807605743408,80.06984126908372
0.034027141129503384,0.2596997022628784,9,290.16631998386396,1.0,89.2289047241211,9000,0.7364594340324402,49.842655181884766,0.7301582098007202,6.4677629470825195,-168.77114868164062,26.442283630371094,204.0,182.49978637695312,220.74991543052593,177.62548828125,0.0,112.83696103096008,0.14094842970371246,178.1781005859375,44.004901960784316,204.0,0.12772274017333984,0.6516702175140381,258.33544492283653,1.75283682346344,9.0,54.13716125488281,357.3153081355259,0.10960131883621216,79.76109882585892
0.027886755354071244,0.2647327482700348,10,291.19177315596,1.0,97.81697845458984,10000,0.700831413269043,58.81915283203125,0.7028219103813171,6.630387306213379,-179.8106231689453,29.097169876098633,224.0,196.52784729003906,223.30383118238956,191.25164794921875,0.0,125.18105006217957,0.1287185549736023,192.233642578125,44.549107142857146,224.0,0.12901706993579865,0.6604617238044739,260.2135612393773,1.7594956159591675,10.0,62.33497619628906,300.4208517048242,0.14756284654140472,79.88429554659295
0.023782417899897774,0.21262146532535553,11,295.19030761599043,1.0,106.53782653808594,11000,0.7292052507400513,72.2174072265625,0.7322882413864136,6.647861003875732,-196.12815856933594,34.16971206665039,241.0,209.5629119873047,227.6378876466402,202.865234375,0.0,137.63607668876648,0.1436934769153595,192.27938842773438,45.477178423236516,241.0,0.13319700956344604,0.6663599610328674,261.1055060733216,1.7646429538726807,11.0,76.03058624267578,335.17565221629513,0.15199361741542816,79.92090638324474
0.02240411346542305,0.19342240691184998,12,291.9990367899258,1.0,114.51068878173828,12000,0.7346871495246887,86.26973724365234,0.7475484609603882,6.626480579376221,-208.86102294921875,42.23261642456055,258.0,222.91751098632812,231.89652438847975,216.37928771972656,0.0,149.9476456642151,0.01527213491499424,192.9722900390625,46.325581395348834,258.0,0.13401903212070465,0.6731345653533936,265.2545769713237,1.7841358184814453,12.0,89.23603057861328,256.89505770321466,0.031973566859960556,80.02793206151547
0.022854436146078055,0.19493187963962555,13,287.9099660933704,1.0,121.46826934814453,13000,0.7352526187896729,93.05781555175781,0.7350580096244812,6.730057716369629,-215.98468017578125,56.48393630981445,277.0,237.05221557617188,233.3461168163255,229.07957458496094,0.0,162.35808992385864,0.11041036248207092,219.25784301757812,46.75451263537906,277.0,0.12834663689136505,0.6789381504058838,259.68525575695924,1.7829885482788086,13.0,96.4356689453125,238.84111773470553,0.05676275119185448,80.06992448664944
0.02240411346542305,0.216395303606987,14,296.5910766915104,1.0,128.82017517089844,14000,0.7142107486724854,105.59674072265625,0.7152683138847351,6.816906452178955,-230.97572326660156,90.5146713256836,298.0,246.0921630859375,233.85401469257144,236.7872772216797,0.0,174.90790438652039,0.08131594955921173,248.00534057617188,46.93288590604027,298.0,0.1228882372379303,0.6839325428009033,263.2830851974159,1.7802094221115112,14.0,109.41156768798828,409.4455144673304,0.09300397336483002,80.04212301956399
0.022854436146078055,0.1935725212097168,15,299.95068316711223,1.0,136.46182250976562,15000,0.7491825222969055,108.94288635253906,0.7425011396408081,6.7930498123168945,-237.50897216796875,82.57781982421875,314.0,262.0367126464844,237.64585269594755,251.03500366210938,0.0,187.924866437912,0.08180153369903564,271.2464599609375,47.67515923566879,314.0,0.11759305000305176,0.6885657906532288,272.89126474960955,1.7769429683685303,15.0,112.29369354248047,346.98517382553706,0.12839375436306,79.81913348841363
0.023313810312614227,0.20802438259124756,16,299.35234157016146,1.0,144.7192840576172,16000,0.7175726890563965,120.9915771484375,0.7222082614898682,6.764349937438965,-253.0848846435547,108.8252944946289,330.0,270.51898193359375,241.14943414173595,261.01824951171875,0.0,200.98597240447998,0.17204837501049042,267.8849792480469,48.345454545454544,330.0,0.11714602261781693,0.6909855604171753,277.6486648927684,1.7798044681549072,16.0,123.01944732666016,290.3772176159004,0.17849834263324738,79.60754578334623
0.02152991267583435,0.21001458168029785,17,301.3098381246459,1.0,151.2964324951172,17000,0.716791570186615,133.7589874267578,0.7148967981338501,6.746374130249023,-260.69744873046875,116.80675506591797,346.0,281.7033996582031,245.4129935846096,271.6077880859375,0.0,213.79014205932617,0.20922110974788666,290.446044921875,49.10982658959538,346.0,0.11763621866703033,0.6935797333717346,285.5497816381023,1.780940294265747,17.0,135.2436981201172,332.6297829963969,0.21512718498706818,79.51723047773899
0.022854436146078055,0.20693346858024597,18,303.0767126746095,1.0,159.23036193847656,18000,0.7306068539619446,149.44869995117188,0.7363125681877136,6.740625858306885,-271.1042175292969,133.40045166015625,362.0,281.78106689453125,248.83381548175367,272.1344909667969,0.0,226.54523849487305,0.10332775115966797,253.20281982421875,49.65469613259668,362.0,0.11832975596189499,0.6959461569786072,291.4946953585252,1.7788852453231812,18.0,149.6414031982422,333.11358002399055,0.11021262407302856,79.45432938511024
0.022854436146078055,0.20011065900325775,19,302.9112978550758,1.0,166.28823852539062,19000,0.7112088203430176,161.3707275390625,0.7180213332176208,6.766180038452148,-275.2681884765625,163.19615173339844,376.0,281.2702941894531,253.24873498257156,270.26318359375,0.0,238.91771483421326,0.21835896372795105,289.2676086425781,50.47872340425532,376.0,0.11933470517396927,0.6983204483985901,308.51697096776445,1.7886364459991455,19.0,161.280029296875,299.93383110346883,0.18621903657913208,79.52528766309455
0.023313810312614227,0.20555385947227478,20,306.5585458747402,1.0,173.67999267578125,20000,0.7003721594810486,170.34042358398438,0.716945230960846,6.7405686378479,-285.4708557128906,199.6031494140625,392.0,288.8179931640625,255.75363757873848,276.1844482421875,0.0,251.37453484535217,0.23695653676986694,361.6839904785156,50.92602040816327,392.0,0.12740512192249298,0.6983755230903625,321.12015200788926,1.802900791168213,20.0,170.5109405517578,375.85625824836484,0.23334290087223053,79.56255398862966
0.02240411346542305,0.1894783079624176,21,299.63981007578025,1.0,180.9752960205078,21000,0.7063671350479126,174.0443572998047,0.7161921858787537,6.820931911468506,-294.8993835449219,228.34164428710938,410.0,289.4187316894531,256.38987268938314,275.78759765625,0.0,263.8080585002899,0.2497153878211975,435.0740661621094,51.05609756097561,410.0,0.13354690372943878,0.6991795301437378,317.098020064471,1.8074575662612915,21.0,173.6416015625,161.26509409658033,0.2329024374485016,79.60333023707432
0.0211056883401964,0.20396603643894196,22,305.7751709686808,1.0,188.6410369873047,22000,0.7237153649330139,183.51707458496094,0.7352168560028076,6.8627519607543945,-301.5038757324219,290.5326232910156,427.0,289.2144470214844,257.7244140997885,276.92962646484375,0.0,276.68992257118225,0.17772400379180908,367.63836669921875,51.32786885245902,427.0,0.13718870282173157,0.7004222273826599,316.375805176897,1.8078325986862183,22.0,182.25743103027344,434.61774971959204,0.14384561777114868,79.51138876169297
0.021962663920618616,0.19215883314609528,23,305.0436416301414,1.0,194.40577697753906,23000,0.7596215605735779,186.48184204101562,0.7512898445129395,6.883119106292725,-313.43597412109375,333.2825012207031,440.0,302.2886657714844,261.9465041539967,286.33917236328125,0.0,289.109183549881,0.07590318471193314,245.5401611328125,52.22954545454545,440.0,0.1357915997505188,0.7036365866661072,320.67060648696076,1.8096730709075928,23.0,186.31658935546875,288.94999618227473,0.12039937824010849,79.55471949244301
0.02152991267583435,0.1881391853094101,24,301.2624346022488,1.0,198.62083435058594,24000,0.7532093524932861,196.8895263671875,0.7530142068862915,6.902594566345215,-319.9878234863281,300.65069580078125,454.0,315.244873046875,264.8602267052626,302.295166015625,0.0,301.58891344070435,0.14979827404022217,408.3113708496094,52.79295154185022,454.0,0.1348395049571991,0.7069258689880371,327.3493276087113,1.8114193677902222,24.0,195.80430603027344,214.29467296071948,0.1518152952194214,79.57852205571429
0.02152991267583435,0.19594378769397736,25,305.5557354151723,1.0,204.0858154296875,25000,0.7558512091636658,202.9542999267578,0.761281430721283,6.885961532592773,-329.1724548339844,327.57354736328125,470.0,332.5322265625,266.51869778218185,316.0426330566406,0.0,314.1970522403717,0.18439845740795135,350.06036376953125,53.11489361702127,470.0,0.13590048253536224,0.7088642120361328,325.3908246032198,1.8130502700805664,25.0,201.20619201660156,408.5949549253375,0.18193373084068298,79.5679011681947
0.021962663920618616,0.19595040380954742,26,308.3327584977426,1.0,210.15603637695312,26000,0.7468384504318237,207.35321044921875,0.7473265528678894,6.86324405670166,-337.8305969238281,365.4872741699219,485.0,343.3514709472656,268.43790996552167,327.734375,0.0,330.09425806999207,0.19368301331996918,380.8542175292969,53.509278350515466,485.0,0.1377359926700592,0.7108864188194275,321.75532135939784,1.8226938247680664,26.0,206.7382354736328,377.75833556199916,0.1783163994550705,78.76538099153197
0.02240411346542305,0.19645124673843384,27,312.5117217743585,1.0,215.67552185058594,27000,0.7575110197067261,216.08949279785156,0.753284215927124,6.846447467803955,-347.2657470703125,411.3794250488281,499.0,346.19989013671875,271.20974023593715,329.39129638671875,0.0,342.93345308303833,0.20126958191394806,362.2812805175781,54.02605210420842,499.0,0.1381080001592636,0.712851345539093,323.94060022426294,1.8275465965270996,27.0,212.88046264648438,421.1647669663732,0.2093959003686905,78.73247639524449
0.0211056883401964,0.20633134245872498,28,313.0965523053217,1.0,220.4369354248047,28000,0.7627859115600586,220.9752197265625,0.7514153718948364,6.843791484832764,-347.6591491699219,468.64178466796875,512.0,348.3231506347656,273.73044855776436,331.9898376464844,0.0,356.0894560813904,0.18037328124046326,336.18804931640625,54.5703125,512.0,0.13913844525814056,0.7154826521873474,343.75954960165626,1.8333581686019897,28.0,216.97560119628906,328.8869766413287,0.20323149859905243,78.6319266740662
0.0211056883401964,0.20206724107265472,29,316.6180656601468,1.0,224.96641540527344,29000,0.7714744210243225,230.20932006835938,0.7692036032676697,6.83833646774292,-360.97137451171875,510.1407775878906,527.0,357.718994140625,275.63451340937075,340.9019775390625,0.0,369.50304770469666,0.16201262176036835,382.2857971191406,54.891840607210625,527.0,0.13975772261619568,0.7176835536956787,352.11063746128707,1.8382302522659302,29.0,225.36395263671875,415.2204395952488,0.16608156263828278,78.48379108141086
0.02152991267583435,0.1912860870361328,30,318.3974889949738,1.0,230.44430541992188,30000,0.7463189363479614,243.31858825683594,0.7540252804756165,6.828152179718018,-366.2120056152344,479.5502624511719,540.0,362.77252197265625,278.85731774869134,347.6210021972656,0.0,382.74934816360474,0.19770240783691406,339.6886291503906,55.54074074074074,540.0,0.14081178605556488,0.7198593020439148,353.26489756534784,1.8420647382736206,30.0,239.0126190185547,370.00076570495736,0.18204422295093536,78.38027718123406
0.020689822899908242,0.20970065891742706,31,318.2959536743802,1.0,234.8424835205078,31000,0.7534381151199341,247.97103881835938,0.7544816732406616,6.82275915145874,-366.857177734375,570.1591186523438,554.0,360.54730224609375,280.17439965797786,344.0076599121094,0.0,395.97065114974976,0.23743225634098053,324.8831481933594,55.828519855595665,554.0,0.13975761830806732,0.7221055626869202,349.7007448633047,1.8460100889205933,31.0,243.38681030273438,315.2498940565737,0.21534079313278198,78.28863050831588
