eval/Q,train/loss_critic,param_noise_stddev,rollout/actions_std,reference_Q_std,obs_rms_std,obs_rms_mean,reference_actor_Q_std,rollout/actions_mean,train/param_noise_distance,reference_perturbed_action_std,total/steps,rollout/return,reference_actor_Q_mean,total/steps_per_second,rollout/episode_steps,rollout/return_history,reference_action_mean,ret_rms_std,reference_Q_mean,reference_perturbed_action_mean,total/episodes,train/loss_actor,eval/return,total/epochs,total/duration,eval/episodes,eval/return_history,rollout/Q_mean,rollout/episodes,ret_rms_mean,reference_action_std
216.37088012695312,88.26854705810547,0.026798623766663407,0.5151101350784302,97.68051147460938,1.5619628429412842,0.014245887286961079,97.45083618164062,0.5485292673110962,0.22509628534317017,0.6134002804756165,34000,202.33770808159906,127.36512756347656,53.28827208204932,196.21387283236993,197.43252817602658,0.4519751965999603,1.0,121.78482818603516,0.44331124424934387,173.0,-181.24929809570312,445.43549014025814,34,638.0390782356262,34.0,234.88058627277988,95.8017349243164,173.0,0.0,0.6116085648536682
155.2119903564453,78.5980453491211,0.025245515830755405,0.5167583227157593,97.6840591430664,1.5562430620193481,0.011823904700577259,96.80790710449219,0.5458045601844788,0.1934938281774521,0.5438248515129089,35000,199.89601152594935,134.29342651367188,52.920770000191276,195.72727272727272,194.6604622698381,0.46391329169273376,1.0,128.78811645507812,0.5547190308570862,176.0,-185.74365234375,907.6063610578469,35,661.3660383224487,35.0,254.1013226952104,98.48030090332031,176.0,0.0,0.5983912348747253
212.3126678466797,74.53260803222656,0.024748079434129402,0.5213613510131836,101.58592224121094,1.5460283756256104,0.008723481558263302,101.013427734375,0.5412053465843201,0.21281851828098297,0.5719800591468811,36000,203.26766828694178,131.42919921875,52.87257877504435,200.1685393258427,199.93135903902075,0.46417227387428284,1.0,126.15679168701172,0.5440749526023865,178.0,-189.15855407714844,359.5070832754585,36,680.8822424411774,36.0,257.0292604891062,102.02616119384766,178.0,0.0,0.5932182669639587
206.44908142089844,111.83656311035156,0.02575295069895359,0.5250200033187866,102.1368408203125,1.5354528427124023,0.007048177532851696,101.38002014160156,0.5392264723777771,0.2159368246793747,0.5609395503997803,37000,206.10056623928853,137.02505493164062,52.885313224013615,204.40883977900552,201.7373112573174,0.4427575170993805,1.0,131.10494995117188,0.513673722743988,181.0,-195.92352294921875,398.84443727433666,37,699.6271317005157,37.0,260.8621031049232,105.10405731201172,181.0,0.0,0.591760516166687
238.2654571533203,59.69810485839844,0.024748079434129402,0.5299039483070374,101.23432159423828,1.5275293588638306,0.004309212323278189,100.47409057617188,0.536375880241394,0.22577425837516785,0.5373374223709106,38000,210.17224451037495,144.4461669921875,52.828270647894435,208.78021978021977,207.91203003395196,0.45947298407554626,1.0,138.6580810546875,0.5788044929504395,182.0,-198.6160888671875,422.98386592757043,38,719.311829328537,38.0,265.12846528446653,105.6854019165039,182.0,0.0,0.6003494262695312
215.69186401367188,87.53945922851562,0.023782417899897774,0.5325552821159363,103.35044860839844,1.5412439107894897,0.00294365081936121,102.94184875488281,0.5349565148353577,0.2155734747648239,0.5597109794616699,39000,212.52196150724964,146.3209686279297,52.746167910526154,210.62702702702703,215.83486025143634,0.505312442779541,1.0,141.2052459716797,0.5420199632644653,185.0,-202.87579345703125,460.77892216608706,39,739.3902068138123,39.0,270.1451436660466,108.16924285888672,185.0,0.0,0.5697105526924133
211.05123901367188,85.19795227050781,0.024748079434129402,0.5434324145317078,104.2470474243164,1.5373563766479492,-0.0007611758774146438,103.75035095214844,0.5308427214622498,0.1586548537015915,0.6134575605392456,40000,213.3570621348288,151.94500732421875,52.81060692429825,210.3279569892473,219.7541763477749,0.5384415984153748,1.0,145.9739990234375,0.4476163387298584,186.0,-205.2246551513672,255.39606725262706,40,757.4235997200012,40.0,269.776416755711,110.17561340332031,186.0,0.0,0.568969190120697
227.1014404296875,78.94844055175781,0.023313810312614227,0.5447059273719788,105.27893829345703,1.5321433544158936,0.0014277065638452768,104.48609924316406,0.5304644703865051,0.2396736592054367,0.5280447006225586,41000,220.59778412249412,156.53836059570312,52.8143913823976,215.03157894736842,223.66192691586838,0.5272895693778992,1.0,149.26266479492188,0.5715571045875549,190.0,-211.60586547851562,430.36523570209727,41,776.3035590648651,41.0,273.693217217818,113.20345306396484,190.0,0.0,0.5831252932548523
237.50477600097656,85.62541198730469,0.023782417899897774,0.5471899509429932,107.30050659179688,1.5353902578353882,0.0027493834495544434,106.08187103271484,0.529187798500061,0.21710926294326782,0.5728129744529724,42000,226.1634994742444,156.41790771484375,52.803459450324375,215.48453608247422,227.09229828702374,0.5419431328773499,1.0,149.2874755859375,0.5446531772613525,194.0,-215.0015869140625,470.9697230761343,42,795.4024307727814,42.0,278.3902768811112,115.76132202148438,194.0,0.0,0.5621964931488037
241.20738220214844,85.3512954711914,0.022854436146078055,0.5492547154426575,105.33355712890625,1.5406051874160767,0.0025530545972287655,104.19954681396484,0.5272681713104248,0.1891130656003952,0.5864458084106445,43000,228.8735630553497,165.13168334960938,52.70597565454927,215.7035175879397,227.32287359582898,0.5077034831047058,1.0,158.52500915527344,0.5062989592552185,199.0,-219.9481658935547,383.61033164473344,43,815.8467700481415,43.0,280.8372548988699,118.5482177734375,199.0,0.0,0.5918200612068176
226.6377410888672,79.55094909667969,0.023313810312614227,0.551816999912262,104.9585189819336,1.539468765258789,0.004876036662608385,103.9820556640625,0.525530219078064,0.1665409505367279,0.5263175964355469,44000,235.08627773418235,168.24298095703125,52.76269519610793,216.57142857142858,237.2554499225279,0.5681435465812683,1.0,160.62770080566406,0.6170939803123474,203.0,-225.97486877441406,398.9257335129758,44,833.9225249290466,44.0,283.5210839582814,121.31555938720703,203.0,0.0,0.5834617614746094
234.63522338867188,142.74058532714844,0.02240411346542305,0.5534614324569702,105.876220703125,1.5448602437973022,0.0045438301749527454,104.14301300048828,0.5250466465950012,0.15630336105823517,0.5662230849266052,45000,237.8807886046411,173.50372314453125,52.76198938348165,216.7246376811594,244.69091177452117,0.5596551895141602,1.0,165.86605834960938,0.5630069375038147,207.0,-231.90386962890625,321.93153746897485,45,852.88671875,45.0,284.3746495918523,124.07482147216797,207.0,0.0,0.5775748491287231
254.73861694335938,108.9415054321289,0.023313810312614227,0.5548036694526672,105.4461441040039,1.5618188381195068,0.003517853794619441,104.3057632446289,0.5241029858589172,0.20654544234275818,0.6202861666679382,46000,238.80839315970422,178.12335205078125,52.75448288219656,214.89252336448598,259.629860044376,0.5433244705200195,1.0,170.8362274169922,0.5177190899848938,214.0,-234.9980926513672,371.85849673324026,46,871.9638121128082,46.0,286.27647235579553,126.52587890625,214.0,0.0,0.5995309352874756
261.22418212890625,61.528160095214844,0.02240411346542305,0.5582536458969116,108.15998077392578,1.5749574899673462,0.0023456707131117582,107.23152160644531,0.5182936191558838,0.1702330857515335,0.6267550587654114,47000,239.99288213123228,180.8743133544922,52.672825734976925,215.22477064220183,261.1674853507436,0.4357820451259613,1.0,173.8402099609375,0.4113253057003021,218.0,-240.69766235351562,441.4446920140428,47,892.3007137775421,47.0,289.5779238378859,129.18731689453125,218.0,0.0,0.6228361129760742
231.24530029296875,93.86893463134766,0.022854436146078055,0.5593376159667969,111.80042266845703,1.5825881958007812,0.0028193872421979904,111.10358428955078,0.5164950489997864,0.18114280700683594,0.5802664160728455,48000,241.97426651191637,184.87469482421875,52.70735144829021,214.90582959641256,259.2160553858343,0.6330066323280334,1.0,178.42288208007812,0.559257447719574,223.0,-245.28138732910156,277.96031980854417,48,910.6889016628265,48.0,289.335890420608,131.79287719726562,223.0,0.0,0.5245147347450256
222.6532745361328,148.62429809570312,0.02152991267583435,0.5611798167228699,112.79141998291016,1.596492886543274,0.0025112172588706017,111.18323516845703,0.5147271156311035,0.2368420511484146,0.6023122668266296,49000,244.17295212423542,189.19131469726562,52.772933565252416,213.4235807860262,273.0733154177642,0.5091002583503723,1.0,181.40386962890625,0.49767088890075684,229.0,-249.87362670898438,236.1526815051477,49,928.5062756538391,49.0,288.2505188100884,133.90997314453125,229.0,0.0,0.6031491160392761
290.637939453125,60.35832977294922,0.02152991267583435,0.5630888342857361,116.94670867919922,1.6247894763946533,0.000690980872604996,115.80384826660156,0.5118014216423035,0.2331678420305252,0.49410057067871094,50000,244.2442436812042,191.01881408691406,52.82631222824292,211.23728813559322,267.1941188268401,0.5052455067634583,1.0,184.65963745117188,0.6064473986625671,236.0,-251.17027282714844,121.27581887505137,50,946.498021364212,50.0,284.9110248113877,136.4897918701172,236.0,0.0,0.5809674263000488
252.176513671875,66.25897979736328,0.02152991267583435,0.5634863972663879,119.83179473876953,1.6365327835083008,0.00030518104904331267,119.19998168945312,0.5125718712806702,0.1680060625076294,0.5218950510025024,51000,246.93129558748456,190.35113525390625,52.86628598311654,211.12033195020746,278.5391266991735,0.5608890652656555,1.0,184.365966796875,0.6331837177276611,241.0,-255.48704528808594,351.92073348992653,51,964.6979932785034,51.0,286.2249406678296,138.72706604003906,241.0,0.0,0.5579952597618103
249.2051544189453,87.24694061279297,0.020689822899908242,0.5641602277755737,120.0579833984375,1.6541109085083008,-0.001344291609711945,119.59392547607422,0.5123822093009949,0.20793744921684265,0.5487146973609924,52000,250.11084512761056,194.88528442382812,52.92442181642855,210.17813765182186,300.45816130289217,0.49623551964759827,1.0,188.63323974609375,0.5286117792129517,247.0,-255.96652221679688,266.12450031653555,52,982.5331711769104,52.0,285.838393737997,140.7616729736328,247.0,0.0,0.5821021795272827
241.94972229003906,70.24154663085938,0.020689822899908242,0.5636685490608215,124.19037628173828,1.6689324378967285,-0.0017407414270564914,124.75955200195312,0.5142635703086853,0.1485852599143982,0.5528659820556641,53000,245.82214512403905,192.97723388671875,52.984668985351085,204.4942084942085,303.43941006244927,0.5203198790550232,1.0,186.9488983154297,0.5614005923271179,259.0,-266.77227783203125,247.1469529231635,53,1000.2893481254578,53.0,285.1083665528115,143.05471801757812,259.0,0.0,0.5904881954193115
248.20448303222656,94.20883178710938,0.02152991267583435,0.5636693239212036,125.65431213378906,1.6943293809890747,-0.0038417314644902945,125.13429260253906,0.5154702067375183,0.17442847788333893,0.5983591079711914,54000,238.83678795924376,199.07388305664062,53.009343246569095,198.37132352941177,300.3335850809663,0.5170958042144775,1.0,192.5821533203125,0.5261248350143433,272.0,-267.157958984375,296.8562993831313,54,1018.68834233284,54.0,285.3259208644841,145.57974243164062,272.0,0.0,0.6233155131340027
259.18212890625,119.11730194091797,0.021962663920618616,0.5644657611846924,131.43125915527344,1.7121007442474365,-0.0051511842757463455,131.3195037841797,0.5155389904975891,0.23426780104637146,0.6334930062294006,55000,236.66372502739827,195.94638061523438,53.04259499768718,196.11785714285713,290.9839276908699,0.47801586985588074,1.0,190.20498657226562,0.5139884352684021,280.0,-272.8241882324219,223.13382920353712,55,1036.9025120735168,55.0,284.1951555615578,147.70712280273438,280.0,0.0,0.6538859605789185
