param_noise_stddev,reference_Q_std,total/epochs,eval/episodes,rollout/Q_mean,reference_actor_Q_mean,rollout/return,total/duration,reference_actor_Q_std,rollout/actions_std,reference_perturbed_action_std,rollout/episode_steps,total/steps,rollout/actions_mean,rollout/episodes,train/param_noise_distance,eval/return,reference_perturbed_action_mean,reference_action_std,train/loss_critic,eval/return_history,train/loss_actor,obs_rms_std,total/steps_per_second,obs_rms_mean,rollout/return_history,ret_rms_mean,eval/Q,ret_rms_std,reference_Q_mean,total/episodes,reference_action_mean
0.18105739093859663,2.5056331157684326,1,1.0,4.388893127441406,8.258504867553711,-271.50851301482976,32.583720207214355,2.2322936058044434,0.6364894509315491,0.6559903621673584,1000.0,1000,0.31149357557296753,1.0,0.440090611577034,-283.9275845170325,0.45714226365089417,0.7373969554901123,0.07935288548469543,-283.9275845170325,-8.163493156433105,1.749123215675354,30.690172688709442,0.07081860303878784,-271.50851301482976,0.0,7.944640636444092,1.0,7.331311225891113,1.0,-0.08802589029073715
0.12160776493778987,1.9294909238815308,2,2.0,7.61356258392334,17.422260284423828,-294.2912006435525,64.89793276786804,1.687605381011963,0.571746826171875,0.8385282754898071,1000.0,2000,0.44906607270240784,2.0,0.4644809812307358,-411.4764175899985,-0.054135214537382126,0.7692773342132568,0.08681724220514297,-347.7020010535155,-16.179826736450195,1.429991602897644,30.81762260677478,0.11627305299043655,-294.2912006435525,0.0,17.174943923950195,1.0,16.81914520263672,2.0,-0.23249047994613647
0.08167823703026889,3.4419968128204346,3,3.0,11.676362037658691,22.352924346923828,-355.18991266102984,97.23844790458679,3.233173370361328,0.7367557883262634,0.5844786763191223,1000.0,3000,0.2746713161468506,3.0,0.607049971818924,-115.55940964915351,-0.4928321838378906,0.6290154457092285,0.18598079681396484,-270.32113725206153,-21.848405838012695,1.209192156791687,30.85199388356844,0.07264671474695206,-355.18991266102984,0.0,24.070322036743164,1.0,21.491100311279297,3.0,-0.1055661216378212
0.054859444277966955,4.981777667999268,4,4.0,15.677361488342285,27.47627067565918,-331.7172914619736,129.58867931365967,4.977386474609375,0.7690837979316711,0.6499635577201843,1000.0,4000,0.08741091191768646,4.0,0.3232511132955551,-101.40803610885774,0.1880534440279007,0.6257917284965515,0.6979868412017822,-228.09286196626056,-28.336091995239258,1.5450657606124878,30.866893784126777,0.03139694407582283,-331.7172914619736,0.0,30.792387008666992,1.0,26.784652709960938,4.0,0.21322132647037506
0.037587132956139066,5.064671993255615,5,5.0,18.812828063964844,33.822418212890625,-414.0846149109034,161.89695143699646,4.987118721008301,0.752705991268158,0.6417587399482727,1000.0,5000,0.10448475927114487,5.0,0.26840412616729736,-438.0975546161537,0.259845107793808,0.6203697323799133,0.4622228741645813,-270.09380049623917,-34.41585922241211,1.6981325149536133,30.883842812480577,0.018503591418266296,-414.0846149109034,0.0,36.02925491333008,1.0,33.02378845214844,5.0,0.3261464834213257
0.03019736003336582,5.424612522125244,6,6.0,21.488561630249023,36.70252227783203,-404.3301539379059,194.19480895996094,5.420093536376953,0.7568814754486084,0.5015212297439575,1000.0,6000,0.08382878452539444,6.0,0.1969551220536232,-467.5746029821079,0.46238651871681213,0.5602450370788574,0.6200428009033203,-303.0072675772173,-37.25856018066406,1.566341519355774,30.896809405636994,0.011759358458220959,-404.3301539379059,0.0,33.03578567504883,1.0,35.99119567871094,6.0,0.3483043909072876
0.02901906944733551,5.547296524047852,7,7.0,23.05405044555664,40.86946105957031,-440.33161112646786,226.47457551956177,5.461774826049805,0.7529938220977783,0.6219987869262695,1000.0,7000,0.12448719888925552,7.0,0.1782260313630104,-172.1776372007938,0.013952274806797504,0.6678553223609924,0.8105084896087646,-284.3173203805854,-41.096641540527344,1.5984030961990356,30.908546727336173,0.024149980396032333,-440.33161112646786,0.0,40.77132034301758,1.0,40.099403381347656,7.0,0.02009267546236515
0.026270585008002556,5.847138404846191,8,8.0,24.962406158447266,43.06224060058594,-425.259112903581,258.70170736312866,5.9728102684021,0.7522230744361877,0.6240307688713074,1000.0,8000,0.10759665071964264,8.0,0.22083105146884918,-411.86913519082134,-0.08321862667798996,0.6291229724884033,1.4932712316513062,-300.2612972318649,-43.21271896362305,1.563010573387146,30.92364593006237,0.027662042528390884,-425.259112903581,0.0,34.68767547607422,1.0,42.47468948364258,8.0,0.09665769338607788
0.027886755354071244,6.80969762802124,9,9.0,25.880210876464844,48.18312072753906,-424.94832195303957,291.3908643722534,6.91411828994751,0.7520632147789001,0.5911504626274109,1000.0,9000,0.11265798658132553,9.0,0.21624022722244263,-489.29451133520286,0.2878427803516388,0.6165008544921875,1.989040493965149,-321.26498768779135,-46.96379470825195,1.5244814157485962,30.886349231945896,0.03778833895921707,-424.94832195303957,0.0,36.1989860534668,1.0,47.484012603759766,9.0,0.21774135529994965
0.024748079434129402,7.472372531890869,10,10.0,26.9862003326416,51.55821990966797,-429.94360376081033,324.36593222618103,7.439095497131348,0.7520500421524048,0.6040052771568298,1000.0,10000,0.15335606038570404,10.0,0.20862460136413574,-161.92601096686025,0.01058216392993927,0.5912216305732727,1.5445481538772583,-305.33109001569824,-49.288429260253906,1.5156370401382446,30.829378200627367,0.058679040521383286,-429.94360376081033,0.0,57.47976303100586,1.0,50.702880859375,10.0,0.04553568363189697
0.025245515830755405,7.136360168457031,11,11.0,30.20102310180664,57.198272705078125,-369.2178074930902,356.9391372203827,7.058569431304932,0.7308787703514099,0.7269220948219299,1000.0,11000,0.14142127335071564,11.0,0.18612533807754517,-438.9536394325911,-0.002810150384902954,0.6902742981910706,1.9851527214050293,-317.47859450814303,-55.12334060668945,1.532856822013855,30.81757883335819,0.054157353937625885,-369.2178074930902,0.0,60.77782440185547,1.0,56.28367233276367,11.0,-0.028153041377663612
0.025245515830755405,6.354372024536133,12,12.0,33.31285858154297,63.47870635986328,-326.9262316916444,389.2398452758789,6.27040958404541,0.71800696849823,0.7010119557380676,1000.0,12000,0.15376713871955872,12.0,0.18709558248519897,-189.97211289993453,-0.032986920326948166,0.7106616497039795,1.7220708131790161,-306.85305437412563,-62.512550354003906,1.5475225448608398,30.829320650599993,0.05462531000375748,-326.9262316916444,0.0,67.16535949707031,1.0,62.588294982910156,12.0,-0.012918204069137573
0.023782417899897774,4.867773532867432,13,13.0,35.89044952392578,66.40665435791016,-327.84795564877214,421.45407366752625,4.832507610321045,0.7062622904777527,0.686418354511261,1000.0,13000,0.1535831242799759,13.0,0.22101130336523056,89.41737326524301,0.0038331400137394667,0.6650682091712952,3.6685235500335693,-276.37071378648193,-67.22876739501953,1.608525037765503,30.845591043581535,0.05163045972585678,-327.84795564877214,0.0,73.23131561279297,1.0,65.62411499023438,13.0,0.00999074149876833
0.02426044449968572,4.598959445953369,14,14.0,38.616600036621094,71.68311309814453,-304.32760883821084,453.6887731552124,4.51137638092041,0.6974538564682007,0.7294888496398926,1000.0,14000,0.15759128332138062,14.0,0.23324308544397354,97.06369071180565,-0.055327948182821274,0.7333391308784485,1.7896422147750854,-249.69682775088995,-71.92264556884766,1.6523007154464722,30.858158341975173,0.050520770251750946,-304.32760883821084,0.0,78.9951400756836,1.0,70.84527587890625,14.0,-0.06286311149597168
0.02426044449968572,5.746624946594238,15,15.0,41.687957763671875,77.61670684814453,-247.64250421694717,486.0801818370819,5.832763671875,0.6949922442436218,0.7218037843704224,1000.0,15000,0.13702452182769775,15.0,0.18164722621440887,368.2569596311627,-0.046021994203329086,0.7390424609184265,2.7868471145629883,-208.49990859208643,-78.8256607055664,1.6488168239593506,30.859106296638743,0.04700537025928497,-247.64250421694717,0.0,87.29219055175781,1.0,76.55210876464844,15.0,-0.02485499531030655
0.023782417899897774,6.041691780090332,16,16.0,43.68143844604492,87.7515869140625,-243.65624836388992,518.7654376029968,6.1403703689575195,0.7069478631019592,0.7691620588302612,1000.0,16000,0.11863020807504654,16.0,0.20249856263399124,225.1412114562971,0.15484867990016937,0.7672609090805054,2.4688000679016113,-181.39733858906246,-87.51309204101562,1.6407454013824463,30.842455646099832,0.050083037465810776,-243.65624836388992,0.0,95.66252136230469,1.0,86.41947937011719,16.0,0.1458597630262375
0.024748079434129402,7.603877067565918,17,17.0,45.962669372558594,96.48658752441406,-257.15594766660416,551.7045140266418,7.470711708068848,0.7205756306648254,0.7970377802848816,1000.0,17000,0.11475425213575363,17.0,0.1902114525437355,266.9722227576193,0.07943933457136154,0.8063063025474548,2.494266986846924,-155.02265850984588,-95.02487182617188,1.6033093929290771,30.813595988049265,0.050999965518713,-257.15594766660416,0.0,105.93986511230469,1.0,95.2325439453125,17.0,0.1088215708732605
0.02426044449968572,7.550178050994873,18,18.0,49.481658935546875,102.7046127319336,-219.73919426011062,584.6280944347382,7.7134599685668945,0.7101032733917236,0.7738033533096313,1000.0,18000,0.12102298438549042,18.0,0.197276309132576,263.5196422144627,-0.029416820034384727,0.7670338749885559,5.39511775970459,-131.7703084696065,-101.62983703613281,1.6101385354995728,30.788804320811398,0.05180848017334938,-219.73919426011062,0.0,111.71012878417969,1.0,101.3131103515625,18.0,-0.04344288632273674
0.022854436146078055,7.2074127197265625,19,19.0,52.9700927734375,109.68473815917969,-182.83699220330382,617.1506538391113,7.362466812133789,0.706426203250885,0.7641906142234802,1000.0,19000,0.11275306344032288,19.0,0.1637049838900566,379.9754361787984,0.23304857313632965,0.7716479301452637,7.625033378601074,-104.83632190916414,-109.5512924194336,1.6372474431991577,30.786648092822443,0.0503682903945446,-182.83699220330382,0.0,115.84439849853516,1.0,108.39994812011719,19.0,0.20735763013362885
0.02426044449968572,9.321937561035156,20,20.0,54.38643264770508,117.44056701660156,-200.67892642094034,649.449934720993,9.310417175292969,0.7202396392822266,0.7751966118812561,1000.0,20000,0.12235419452190399,20.0,0.19705915451049805,-177.17843203507914,0.1388295292854309,0.773520290851593,11.687745094299316,-108.4534274154599,-114.8334732055664,1.6156432628631592,30.795291416253818,0.059385091066360474,-200.67892642094034,0.0,106.80243682861328,1.0,115.92786407470703,20.0,0.15100933611392975
0.02426044449968572,11.417101860046387,21,21.0,58.16091537475586,123.54569244384766,-170.24233446174586,681.632395029068,11.07327651977539,0.7128852605819702,0.7556635737419128,1000.0,21000,0.12062091380357742,21.0,0.1681365966796875,41.412990542060115,-0.005520284175872803,0.7656421065330505,7.010798454284668,-101.31693132224466,-120.83462524414062,1.615902066230774,30.80839489605605,0.05843004211783409,-170.24233446174586,0.0,110.6796875,1.0,121.71524047851562,21.0,-0.0057551017962396145
0.02426044449968572,12.258137702941895,22,22.0,61.76313781738281,130.2845458984375,-158.6777188425353,713.8892335891724,12.503939628601074,0.7085211277008057,0.7601450681686401,1000.0,22000,0.11655528098344803,22.0,0.21420123428106308,199.47336295915844,-0.03429437801241875,0.7750682234764099,6.514652252197266,-87.64464521854451,-124.22212982177734,1.6463844776153564,30.81710574257031,0.05655618757009506,-158.6777188425353,0.0,126.98728942871094,1.0,128.56948852539062,22.0,-0.04593123868107796
0.023782417899897774,6.50347900390625,23,23.0,65.43150329589844,140.93495178222656,-153.80940573628646,746.2046992778778,6.169795989990234,0.7069416046142578,0.7390407919883728,1000.0,23000,0.10603004693984985,23.0,0.18372520804405212,-199.94938771177198,0.2542600929737091,0.7795836925506592,8.505602836608887,-92.5274601095544,-133.54396057128906,1.6511237621307373,30.822641591855042,0.05266842991113663,-153.80940573628646,0.0,141.0924835205078,1.0,139.5430908203125,23.0,0.21280528604984283
0.023782417899897774,5.5924811363220215,24,24.0,68.70909118652344,147.35989379882812,-151.8016324291328,778.4528496265411,5.485230445861816,0.7083302736282349,0.6975523233413696,1000.0,24000,0.10839598625898361,24.0,0.20481552183628082,-417.69421504707464,0.34071359038352966,0.7036384344100952,13.435158729553223,-106.07607489861773,-141.649658203125,1.7329821586608887,30.830383640465676,0.05372881144285202,-151.8016324291328,0.0,144.8451690673828,1.0,146.17990112304688,24.0,0.31299665570259094
0.024748079434129402,6.366811752319336,25,25.0,71.7736587524414,150.79183959960938,-159.23991972116158,810.703530550003,6.356650352478027,0.708918571472168,0.6264955401420593,1000.0,25000,0.1181008368730545,25.0,0.18909259885549545,289.4817013477578,0.43891260027885437,0.6650495529174805,13.891685485839844,-90.25376384876272,-145.66554260253906,1.807833194732666,30.83741350310801,0.05560772120952606,-159.23991972116158,0.0,158.34115600585938,1.0,149.76002502441406,25.0,0.3324575126171112
0.022854436146078055,7.191335201263428,26,26.0,74.98355102539062,153.06399536132812,-156.47526940775504,843.0364124774933,7.158963203430176,0.7078473567962646,0.7405202388763428,1000.0,26000,0.126324862241745,26.0,0.21101129055023193,396.1833812828818,0.19604766368865967,0.729905903339386,10.640506744384766,-71.54464288216101,-148.89971923828125,1.7936649322509766,30.84089799109849,0.056414894759655,-156.47526940775504,0.0,166.53756713867188,1.0,151.69688415527344,26.0,0.1622442603111267
0.021962663920618616,8.146769523620605,27,27.0,78.50518798828125,159.0590362548828,-133.99910475455948,875.3051021099091,7.814091205596924,0.7060337662696838,0.745158851146698,1000.0,27000,0.11961453408002853,27.0,0.18078987300395966,-223.10559068992546,0.0741490051150322,0.7479618787765503,16.982440948486328,-77.15801131948562,-157.1411590576172,1.7895718812942505,30.846387088247205,0.05461239069700241,-133.99910475455948,0.0,155.187255859375,1.0,157.3302001953125,27.0,0.14155025780200958
0.02152991267583435,6.69348669052124,28,28.0,82.04293823242188,165.93389892578125,-114.58409215442104,907.5084555149078,6.745992183685303,0.7032052278518677,0.7249467372894287,1000.0,28000,0.11560621112585068,28.0,0.17452511191368103,506.02091140070263,0.14910666644573212,0.7362523078918457,14.568432807922363,-56.33019265090747,-164.22747802734375,1.7863011360168457,30.853707014898482,0.05305720493197441,-114.58409215442104,0.0,175.9863739013672,1.0,164.41397094726562,28.0,0.19933436810970306
0.02240411346542305,7.636313438415527,29,29.0,85.5317611694336,170.46286010742188,-88.49111728309376,939.7938771247864,7.746453762054443,0.6989802122116089,0.7438451051712036,1000.0,29000,0.11348552256822586,29.0,0.15904633700847626,-220.4415495703052,0.23808622360229492,0.7520108819007874,16.7788028717041,-61.98920495847291,-170.38755798339844,1.7800672054290771,30.857830324158797,0.052741825580596924,-88.49111728309376,0.0,166.36578369140625,1.0,168.98757934570312,29.0,0.2789478003978729
0.0211056883401964,8.011357307434082,30,30.0,88.34176635742188,172.60357666015625,-95.11455700176981,972.1886913776398,8.311388969421387,0.6993039846420288,0.7564160823822021,1000.0,30000,0.12002985179424286,30.0,0.21099726110696793,-237.66601987440686,0.22425155341625214,0.7640058398246765,14.392037391662598,-67.84509878900404,-173.83425903320312,1.810773253440857,30.85820712179701,0.054403215646743774,-95.11455700176981,0.0,168.8439178466797,1.0,171.6544647216797,30.0,0.20752184092998505
0.020689822899908242,8.602323532104492,31,31.0,91.77271270751953,180.23683166503906,-75.13562740844993,1004.5764055252075,8.836174011230469,0.6963269114494324,0.7682586312294006,1000.0,31000,0.12291092425584793,31.0,0.2143145054578781,478.1121310609803,0.07211839407682419,0.7888160347938538,17.96019172668457,-50.23357524545616,-182.29486083984375,1.8129669427871704,30.858777719144953,0.05529692769050598,-75.13562740844993,0.0,200.39218139648438,1.0,178.62484741210938,31.0,0.06300356984138489
0.019882513137642284,7.661385536193848,32,32.0,95.22846984863281,188.50885009765625,-57.38968172467062,1036.7670829296112,7.991708278656006,0.693533718585968,0.7763375043869019,1000.0,32000,0.11933628469705582,32.0,0.23323024064302444,1065.354176822433,0.009600753895938396,0.7865330576896667,22.138235092163086,-15.371457993334623,-189.9366455078125,1.8091802597045898,30.86517746066651,0.054113563150167465,-57.38968172467062,0.0,209.040283203125,1.0,186.80313110351562,32.0,0.05165435001254082
0.020689822899908242,8.744609832763672,33,33.0,98.76298522949219,193.72683715820312,-34.21282972039149,1068.9481780529022,9.269792556762695,0.6921374201774597,0.7845312356948853,1000.0,33000,0.11413811892271042,33.0,0.22176487743854523,922.8228142941264,0.11876560002565384,0.7808264493942261,13.165518760681152,13.058671469921771,-197.0999755859375,1.808962106704712,30.871468493552015,0.05325140058994293,-34.21282972039149,0.0,215.7366485595703,1.0,191.99838256835938,33.0,0.010487365536391735
0.020689822899908242,8.105504989624023,34,34.0,102.1872329711914,199.49774169921875,-16.13293596773886,1101.1935722827911,8.348880767822266,0.6904299855232239,0.7581811547279358,1000.0,34000,0.11343042552471161,34.0,0.22735678404569626,788.3421448125592,0.1673494130373001,0.7832115888595581,21.319046020507812,35.86112656823463,-201.54624938964844,1.8035649061203003,30.87558886628577,0.052855752408504486,-16.13293596773886,0.0,215.53399658203125,1.0,197.85775756835938,34.0,0.0427333302795887
0.021962663920618616,8.190214157104492,35,35.0,105.55349731445312,202.36334228515625,5.137390458445147,1134.1549019813538,8.423335075378418,0.6882997751235962,0.755979061126709,1000.0,35000,0.11155287176370621,35.0,0.18499457091093063,721.1764116789182,0.1095745638012886,0.7715588808059692,18.253948211669922,55.44156328568273,-204.44915771484375,1.7979066371917725,30.859982123125736,0.05223637819290161,5.137390458445147,0.0,213.43789672851562,1.0,200.87826538085938,35.0,0.09673484414815903
0.0211056883401964,9.69304370880127,36,36.0,108.02827453613281,204.90432739257812,2.7933246049881,1167.0235245227814,10.164959907531738,0.6917451620101929,0.7528663277626038,1000.0,36000,0.10905681550502777,36.0,0.17873786389827728,281.7818829301393,0.08417300134897232,0.7405717372894287,27.093748092651367,61.72879438691765,-207.1495361328125,1.8809919357299805,30.847707217145516,0.05437641218304634,2.7933246049881,0.0,208.1857147216797,1.0,203.3308868408203,36.0,0.15288998186588287
0.020282151651708893,10.617941856384277,37,37.0,111.23506927490234,208.71371459960938,21.26710081916856,1199.5970821380615,11.027039527893066,0.6882889270782471,0.7462553977966309,1000.0,37000,0.1101280152797699,37.0,0.21458373963832855,563.662569847917,0.19776390492916107,0.7668926119804382,20.808616638183594,75.2945721020798,-212.0108184814453,1.8774207830429077,30.843689561210248,0.054522961378097534,21.26710081916856,0.0,219.70970153808594,1.0,207.10299682617188,37.0,0.10716947168111801
0.019490749081111935,10.278409957885742,38,38.0,114.34988403320312,213.66921997070312,39.04358220932717,1231.8561871051788,10.390366554260254,0.6872711181640625,0.7733225226402283,1000.0,38000,0.10724666714668274,38.0,0.23581822961568832,942.2139273127829,0.01583585888147354,0.7647693753242493,19.104045867919922,98.10823934446671,-216.65753173828125,1.8833234310150146,30.847756741230274,0.05426767095923424,39.04358220932717,0.0,231.998046875,1.0,211.87991333007812,38.0,0.0576668381690979
0.019490749081111935,9.441844940185547,39,39.0,117.20925903320312,217.44207763671875,53.89328243135355,1264.0477890968323,9.379216194152832,0.6868903040885925,0.7573204040527344,1000.0,39000,0.1038687452673912,39.0,0.21191801875829697,733.662950862436,0.04371717944741249,0.7592753171920776,23.235017776489258,114.40451399877361,-219.5845184326172,1.9003140926361084,30.853263884797958,0.05458581820130348,53.89328243135355,0.0,236.50112915039062,1.0,215.85650634765625,39.0,0.05520160123705864
0.020282151651708893,9.529218673706055,40,40.0,120.26660919189453,219.956298828125,69.95794338147553,1296.233110666275,9.663883209228516,0.6866381168365479,0.7424185872077942,1000.0,40000,0.10104405879974365,40.0,0.18860583007335663,830.0929030100044,0.15562784671783447,0.7370737195014954,29.12015151977539,132.29672372405437,-223.5074462890625,1.9033368825912476,30.85864700635494,0.05375310033559799,69.95794338147553,0.0,240.6449432373047,1.0,218.47607421875,40.0,0.10936626046895981
0.019490749081111935,10.119014739990234,41,41.0,122.98744201660156,225.7168731689453,75.83792316437888,1328.3718271255493,10.094953536987305,0.6870827078819275,0.7382473349571228,1000.0,41000,0.09996842592954636,41.0,0.18634013831615448,993.911889423126,-0.13998423516750336,0.7514162063598633,29.737001419067383,153.31172776549514,-229.83607482910156,1.926904320716858,30.86485211653389,0.05378269776701927,75.83792316437888,0.0,248.05967712402344,1.0,223.97610473632812,41.0,-0.047656457871198654
0.019882513137642284,10.409939765930176,42,42.0,125.89375305175781,230.02723693847656,93.1235291005112,1360.6367864608765,10.470381736755371,0.6881361603736877,0.7241170406341553,1000.0,42000,0.09345696866512299,42.0,0.1786201372742653,573.6386193207702,-0.18925972282886505,0.7215881943702698,24.2770938873291,163.3195108977636,-234.81045532226562,1.9401575326919556,30.86789980832821,0.05344618484377861,93.1235291005112,0.0,251.41290283203125,1.0,228.6713409423828,42.0,-0.16029633581638336
