total/steps,rollout/actions_std,ret_rms_mean,total/episodes,total/epochs,rollout/return,rollout/Q_mean,eval/Q,ret_rms_std,rollout/episode_steps,eval/return,reference_Q_std,eval/return_history,reference_action_std,train/param_noise_distance,train/loss_actor,train/loss_critic,obs_rms_mean,rollout/episodes,rollout/actions_mean,eval/episodes,obs_rms_std,reference_Q_mean,reference_actor_Q_mean,reference_actor_Q_std,total/duration,rollout/return_history,reference_action_mean,total/steps_per_second
431000,0.6600573658943176,0.0,431.0,431,545.4630792945367,165.87144470214844,211.85702514648438,1.0,1000.0,1030.6430859463906,1.0641987323760986,896.2896807138812,0.7857114672660828,0.0,-208.42398071289062,31.84101104736328,0.19242455065250397,431.0,-0.020997287705540657,431.0,2.884246826171875,194.11837768554688,195.1293182373047,1.013474464416504,7930.307217121124,773.755417604359,0.2937839925289154,54.348461944764665
432000,0.6600057482719421,0.0,432.0,432,546.4553288526569,165.97625732421875,211.61300659179688,1.0,1000.0,913.5358219392234,1.383678913116455,896.1354481809672,0.7789862155914307,0.0,-208.1971435546875,51.07160568237305,0.19249069690704346,432.0,-0.020927732810378075,432.0,2.884023666381836,192.09591674804688,193.4481964111328,1.3192718029022217,7948.93182682991,775.805542529543,0.35614097118377686,54.346924770681376
433000,0.6601037979125977,0.0,433.0,433,546.9582594283768,166.08009338378906,211.21824645996094,1.0,1000.0,810.6667153882088,2.2294530868530273,895.4359810331263,0.7554067373275757,0.0,-208.4536895751953,31.363134384155273,0.19256997108459473,433.0,-0.0206556785851717,433.0,2.883758306503296,193.82363891601562,195.21437072753906,2.128390073776245,7967.674186468124,776.1007990730951,0.3733629882335663,54.344591641985595
434000,0.6599853038787842,0.0,434.0,434,547.3599154409162,166.1825408935547,212.6007537841797,1.0,1000.0,949.6551256033033,1.202990174293518,896.9098015887336,0.7258660793304443,0.0,-208.82192993164062,18.91936492919922,0.19264519214630127,434.0,-0.02039331942796707,434.0,2.8837943077087402,194.26214599609375,195.370849609375,1.098648190498352,7986.400002479553,777.9441768934244,0.4968883991241455,54.342382032612335
435000,0.6599183082580566,0.0,435.0,435,548.1436985030268,166.28762817382812,209.85311889648438,1.0,1000.0,598.3320937182698,1.401471734046936,892.1773544132633,0.8356282711029053,0.0,-208.82437133789062,44.859642028808594,0.19271938502788544,435.0,-0.020219121128320694,435.0,2.883633613586426,191.14825439453125,192.54869079589844,1.2873748540878296,8005.081748008728,777.2079722109697,0.2800847589969635,54.34048192052588
436000,0.6598795056343079,0.0,436.0,436,548.6055563064117,166.3894500732422,212.58392333984375,1.0,1000.0,992.9585728932568,2.3599298000335693,894.259991267066,0.8389618396759033,0.0,-208.96900939941406,38.38905334472656,0.19277000427246094,436.0,-0.020118439570069313,436.0,2.883641481399536,193.75990295410156,195.1826629638672,2.3033156394958496,8023.717439651489,777.2075338581033,0.31444644927978516,54.33890254477078
437000,0.6598365306854248,0.0,437.0,437,548.9907787020668,166.49041748046875,212.24635314941406,1.0,1000.0,843.5490522659314,1.4618005752563477,892.4079900215152,0.7912224531173706,0.0,-209.30752563476562,38.81333923339844,0.19278813898563385,437.0,-0.02011026255786419,437.0,2.8836071491241455,193.13150024414062,194.3760986328125,1.3304256200790405,8042.424430608749,776.1778906754588,0.39528369903564453,54.33684876625225
438000,0.6596631407737732,0.0,438.0,438,549.8589077796714,166.59327697753906,212.71229553222656,1.0,1000.0,949.1364291328737,1.7094711065292358,892.4466284828965,0.8172211647033691,0.0,-208.76605224609375,56.5826301574707,0.1927987039089203,438.0,-0.020344633609056473,438.0,2.883074998855591,192.82351684570312,194.28329467773438,1.5435553789138794,8061.12228012085,780.3691155612403,0.3795405626296997,54.3348661364598
439000,0.6595502495765686,0.0,439.0,439,550.5414717424701,166.6952667236328,211.8690185546875,1.0,1000.0,946.7977812554503,1.0265295505523682,894.0769575509308,0.8395764827728271,0.0,-208.41957092285156,31.112775802612305,0.19285359978675842,439.0,-0.02035083994269371,439.0,2.8825364112854004,189.68734741210938,190.874267578125,1.248520016670227,8079.845967531204,780.5661612751643,0.2807377874851227,54.33271893599432
440000,0.659514844417572,0.0,440.0,440,551.0595218256356,166.79534912109375,209.9115447998047,1.0,1000.0,798.3923419582142,1.126397967338562,891.6525586303957,0.7956939935684204,0.0,-207.9122314453125,51.467559814453125,0.1929483860731125,440.0,-0.02001771330833435,440.0,2.8822929859161377,190.67364501953125,191.7327423095703,1.0953603982925415,8098.461866855621,780.9997072396661,0.3266395628452301,54.3313047877372
441000,0.6594915986061096,0.0,441.0,441,551.5335131504704,166.89370727539062,210.87794494628906,1.0,1000.0,889.0457496229383,1.4404709339141846,891.4910812701621,0.7718743681907654,0.0,-208.14041137695312,77.74078369140625,0.1929890215396881,441.0,-0.02008344791829586,441.0,2.8816781044006348,191.74314880371094,192.77310180664062,1.11065673828125,8117.178895950317,778.6029466775879,0.44691798090934753,54.32922024424226
442000,0.6593881249427795,0.0,442.0,442,552.0685826120767,166.99276733398438,209.95462036132812,1.0,1000.0,721.8263606563736,0.9822199940681458,890.1365358247521,0.8593876361846924,0.0,-208.4501190185547,26.338865280151367,0.19304075837135315,442.0,-0.01992948353290558,442.0,2.881216526031494,191.57781982421875,192.94003295898438,0.9308441281318665,8135.823551654816,778.1095782293577,0.2968720495700836,54.327628566882794
443000,0.6594004034996033,0.0,443.0,443,552.3800319339445,167.0890350341797,210.64559936523438,1.0,1000.0,835.1288332793774,1.322126865386963,887.6860334684018,0.7978793382644653,0.0,-208.0330810546875,29.841075897216797,0.1931091845035553,443.0,-0.019754914566874504,443.0,2.880368947982788,192.32705688476562,193.7078857421875,1.3212016820907593,8154.584009647369,777.8975653187673,0.37089595198631287,54.32527269029346
444000,0.659458339214325,0.0,444.0,444,552.6888385130177,167.18531799316406,209.23731994628906,1.0,1000.0,666.7655297952435,1.109727382659912,885.1951740325636,0.7824095487594604,0.0,-207.59544372558594,41.8900260925293,0.1931646466255188,444.0,-0.01960153691470623,444.0,2.8795433044433594,191.91912841796875,193.44395446777344,1.5412179231643677,8173.6470246315,776.2906391752933,0.3018244802951813,54.32091680274354
445000,0.6594767570495605,0.0,445.0,445,553.1993513470236,167.28053283691406,208.11611938476562,1.0,1000.0,587.0102123280252,1.5686140060424805,882.3335498096799,0.7573882341384888,0.0,-207.12828063964844,45.23357391357422,0.19321127235889435,445.0,-0.01964627578854561,445.0,2.878988027572632,192.68756103515625,194.32598876953125,1.9718079566955566,8192.631202459335,775.5671551439747,0.3585096299648285,54.31710387090487
446000,0.659397304058075,0.0,446.0,446,553.6032338962091,167.3743133544922,210.34751892089844,1.0,1000.0,918.9576270888449,1.3970422744750977,882.2056755851189,0.745170533657074,0.0,-207.7689666748047,31.580039978027344,0.19318845868110657,446.0,-0.019892094656825066,446.0,2.87912654876709,194.1775360107422,195.08978271484375,1.3482835292816162,8211.633004903793,777.1036817860527,0.43906328082084656,54.31319199648345
447000,0.6592622995376587,0.0,447.0,447,554.1231000460441,167.4692840576172,210.15225219726562,1.0,1000.0,898.9103924868475,1.1337476968765259,880.2498010732547,0.8129337430000305,0.0,-207.3617401123047,25.60271644592285,0.1932705044746399,447.0,-0.019534453749656677,447.0,2.8789215087890625,193.3585662841797,194.28355407714844,1.1519426107406616,8230.558439731598,777.4800387736427,0.29321250319480896,54.30980209583165
448000,0.6591606140136719,0.0,448.0,448,555.0478265338778,167.5644073486328,210.8896942138672,1.0,1000.0,1046.3376104538686,1.5109760761260986,881.1021358354744,0.8447334170341492,0.0,-207.2038116455078,58.35109329223633,0.19329425692558289,448.0,-0.019787373021245003,448.0,2.878970146179199,193.54415893554688,194.65142822265625,1.1683026552200317,8249.363982439041,778.6926840639941,0.35123351216316223,54.307217011358304
449000,0.6591823697090149,0.0,449.0,449,555.3768851776866,167.65719604492188,210.4757537841797,1.0,1000.0,912.4125897712217,0.9057981371879578,880.5336795810773,0.842728316783905,0.0,-207.55938720703125,30.86056900024414,0.1933799684047699,449.0,-0.019616544246673584,449.0,2.879132032394409,194.27671813964844,195.40399169921875,1.2957857847213745,8268.422696590424,777.8023243338953,0.29057541489601135,54.30298092829121
450000,0.6591898202896118,0.0,450.0,450,555.9736888360613,167.75135803222656,209.19403076171875,1.0,1000.0,752.7022412540219,1.213255524635315,877.6867160237797,0.831858217716217,0.0,-207.78395080566406,68.88129425048828,0.19345322251319885,450.0,-0.019483430311083794,450.0,2.879208564758301,193.86422729492188,195.24024963378906,1.4003616571426392,8287.415789604187,777.8790155800168,0.2607085704803467,54.29919427531128
451000,0.6591293215751648,0.0,451.0,451,556.2942124279382,167.84326171875,209.63609313964844,1.0,1000.0,603.4331038673545,2.049518585205078,877.1868452546388,0.7859718799591064,0.0,-207.45773315429688,68.00951385498047,0.19347548484802246,451.0,-0.019524849951267242,451.0,2.8794097900390625,194.63705444335938,195.719970703125,2.2868452072143555,8306.048152208328,778.6789182370294,0.31308838725090027,54.29778298119939
452000,0.6590835452079773,0.0,452.0,452,556.6895892309722,167.93585205078125,210.09214782714844,1.0,1000.0,893.0061484646994,1.6299225091934204,876.863350161229,0.7530890703201294,0.0,-207.79025268554688,37.387229919433594,0.19349826872348785,452.0,-0.019563820213079453,452.0,2.879822015762329,192.2542724609375,192.86199951171875,1.2907142639160156,8324.610986709595,777.6473257306051,0.352370023727417,54.29683149418356
453000,0.6590293049812317,0.0,453.0,453,557.2472250791005,168.030029296875,211.80532836914062,1.0,1000.0,1044.0779232360521,1.1664841175079346,878.7795008001191,0.8411983847618103,0.0,-208.1685791015625,38.196537017822266,0.19354188442230225,453.0,-0.019511794671416283,453.0,2.8791630268096924,192.7265167236328,194.17845153808594,1.247233271598816,8343.314311027527,778.1590433809627,0.19596906006336212,54.29496997389404
