reference_actor_Q_std,total/duration,reference_action_std,total/episodes,reference_action_mean,eval/Q,train/loss_actor,ret_rms_mean,rollout/episodes,reference_perturbed_action_mean,eval/return,reference_actor_Q_mean,reference_perturbed_action_std,rollout/return_history,obs_rms_std,param_noise_stddev,train/loss_critic,rollout/actions_std,rollout/actions_mean,rollout/Q_mean,reference_Q_mean,eval/return_history,ret_rms_std,rollout/return,total/steps,rollout/episode_steps,total/steps_per_second,train/param_noise_distance,total/epochs,eval/episodes,obs_rms_mean,reference_Q_std
1.6970863342285156,14.69026517868042,0.6246286630630493,2.0,0.10911695659160614,2.186324119567871,-1.814328670501709,0.0,2.0,0.1403609961271286,-602.6560657792204,1.635669231414795,0.7057068347930908,11.130294389869327,0.4191409945487976,0.16720346283821505,0.1988440901041031,0.4846768081188202,-0.003426796058192849,1.1869029998779297,1.4658839702606201,-602.6560657792204,1.0,11.130294389869327,1000,462.5,68.07229058405784,0.5430574417114258,1,1.0,0.012116349302232265,1.7512599229812622
2.08827543258667,29.044817447662354,0.7116920948028564,3.0,0.16838818788528442,5.379099369049072,-4.331705570220947,0.0,3.0,-0.20439574122428894,-1062.6323771400434,4.841757774353027,0.6640855073928833,-412.3763943299352,0.365879088640213,0.1370306733903066,0.40934988856315613,0.6200478076934814,0.05053238570690155,1.6369450092315674,4.053708076477051,-832.6442214596319,1.0,-412.3763943299352,2000,641.6666666666666,68.85910037492656,0.3021385967731476,2,2.0,0.021189412102103233,2.475724220275879
2.0645031929016113,43.36280369758606,0.6432548761367798,4.0,-0.24126362800598145,8.070569038391113,-8.605485916137695,0.0,4.0,-0.3268417716026306,-899.2109479571188,9.216997146606445,0.6048266291618347,-561.905167054022,0.3591291606426239,0.11230273064362171,0.45424342155456543,0.6511955857276917,-0.03867300599813461,3.387956380844116,8.392967224121094,-854.8331302921275,1.0,-561.905167054022,3000,731.25,69.18371839888677,0.5459958910942078,3,3.0,0.02350623533129692,2.449275493621826
2.1042985916137695,57.6453218460083,0.6910905241966248,5.0,-0.05025810748338699,10.980514526367188,-11.60983657836914,0.0,5.0,0.14861078560352325,-814.4671679611229,12.188740730285645,0.6961269378662109,-574.1955452677108,0.3405545651912689,0.09203708190275892,0.5527801513671875,0.6442334055900574,-0.0640663430094719,4.604052543640137,11.477720260620117,-844.7416397093764,1.0,-574.1955452677108,4000,785.0,69.38984590432959,0.3431894779205322,4,4.0,0.02905188873410225,2.421236753463745
2.3938145637512207,72.1770396232605,0.7922136783599854,6.0,0.046642884612083435,11.718901634216309,-13.508676528930664,0.0,6.0,0.008757472038269043,-1574.0378521258597,15.887548446655273,0.7632666826248169,-630.3571710332529,0.3488386273384094,0.07542848153938683,0.7946085929870605,0.6567612290382385,-0.0076013002544641495,5.176823139190674,15.239014625549316,-990.6008821926731,1.0,-630.3571710332529,5000,820.8333333333334,69.2741074737658,0.42930957674980164,5,5.0,0.029554618522524834,2.722562551498413
2.4817864894866943,85.85389518737793,0.7063187956809998,7.0,0.02819785848259926,15.736396789550781,-13.829472541809082,0.0,7.0,0.25466835498809814,-671.7001036874351,17.647480010986328,0.6313821077346802,-725.373430036971,0.3524627089500427,0.06181699495154324,0.8949156999588013,0.6753015518188477,0.008517565205693245,5.846979141235352,17.16010093688965,-937.4507524418001,1.0,-725.373430036971,6000,846.4285714285714,69.88617099905454,0.4204711616039276,6,6.0,0.028904054313898087,2.8754913806915283
2.5301461219787598,96.64397692680359,0.6045106053352356,8.0,-0.3049762547016144,16.06207275390625,-16.2463321685791,0.0,8.0,-0.24466048181056976,-126.67895940039594,19.919815063476562,0.5843409299850464,-741.1216938824368,0.3603019714355469,0.05066177638540577,0.8997842669487,0.6749311685562134,0.049210116267204285,7.464477062225342,19.072742462158203,-821.6262105787424,1.0,-741.1216938824368,7000,865.625,72.43079416425168,0.3057459592819214,7,7.0,0.028724519535899162,2.9418678283691406
2.489928960800171,110.10874390602112,0.6606777310371399,9.0,-0.06737419962882996,20.6491756439209,-18.41257095336914,0.0,9.0,-0.21302473545074463,-409.0536212604843,21.761577606201172,0.6338927149772644,-714.9286144861709,0.3724345266819,0.04151957869412388,1.2235782146453857,0.6684297919273376,0.02784019708633423,8.898715019226074,21.133365631103516,-770.05463691396,1.0,-714.9286144861709,8000,880.5555555555555,72.65544693551384,0.24536651372909546,8,8.0,0.026116428896784782,2.831228733062744
2.687185764312744,124.65948724746704,0.5591399669647217,13.0,-0.09179987013339996,15.782126426696777,-19.535646438598633,0.0,13.0,-0.11277495324611664,-682.0536862820504,23.377939224243164,0.5092161297798157,-535.3078531626902,0.38692161440849304,0.034027141129503384,1.4209288358688354,0.6597581505775452,0.022589264437556267,10.262685775756836,22.864360809326172,-760.2767535104146,1.0,-535.3078531626902,9000,689.3846153846154,72.19667109759327,0.23371060192584991,9,9.0,0.025777315720915794,2.901813507080078
3.2756001949310303,139.28917407989502,0.5351443886756897,15.0,0.05303623154759407,18.75284194946289,-20.490764617919922,0.0,15.0,0.1574825644493103,-616.8469632389099,25.416980743408203,0.5313203930854797,-518.1163984029442,0.3859674632549286,0.032055106170371106,1.2843748331069946,0.6609918475151062,0.02964692749083042,10.807079315185547,24.745380401611328,-745.9337744832641,1.0,-518.1163984029442,10000,666.0,71.79308848700683,0.18252752721309662,10,10.0,0.025331605225801468,3.4493346214294434
