reference_actor_Q_std,reference_Q_mean,rollout/return_history,train/loss_critic,eval/return_history,reference_perturbed_action_std,rollout/actions_std,total/episodes,reference_perturbed_action_mean,rollout/episode_steps,total/duration,rollout/actions_mean,obs_rms_mean,rollout/return,reference_action_mean,reference_actor_Q_mean,param_noise_stddev,ret_rms_mean,total/epochs,total/steps_per_second,reference_action_std,eval/episodes,eval/return,obs_rms_std,eval/Q,total/steps,rollout/episodes,reference_Q_std,rollout/Q_mean,train/loss_actor,ret_rms_std,train/param_noise_distance
8.444413185119629,38.44134521484375,105.28272515242664,1.5731908082962036,294.47041821408186,0.7946215271949768,0.7681032419204712,45.0,0.15477566421031952,22.133333333333333,19.057703495025635,0.009680891409516335,0.7808324694633484,105.28272515242664,0.04018247127532959,39.41851806640625,0.16720346283821505,0.0,1,52.472219449789215,0.6558886170387268,1.0,294.47041821408186,8.918818473815918,40.085487365722656,1000,45.0,9.486738204956055,18.16401481628418,-38.023284912109375,1.0,0.8509117364883423
23.385208129882812,75.6717300415039,117.88425128942258,4.829503536224365,332.67403391341827,0.7472443580627441,0.7762786149978638,80.0,0.1868339627981186,24.9375,38.13619256019592,0.037083640694618225,1.0018635988235474,117.88425128942258,0.2027103304862976,78.18846130371094,0.1370306733903066,0.0,2,52.443620239307,0.7156014442443848,2.0,370.8776496127547,9.456245422363281,87.0111083984375,2000,80.0,25.518644332885742,36.802215576171875,-75.28924560546875,1.0,0.8427993655204773
42.13410186767578,109.14751434326172,133.5233264297022,7.722775936126709,246.09259027944185,0.7246485352516174,0.7860435843467712,105.0,0.37337490916252136,28.2,56.84060215950012,0.07454945892095566,1.1943535804748535,133.2460487705091,0.1348685324192047,113.56304931640625,0.11230273064362171,0.0,3,52.779173443337484,0.7662178874015808,3.0,72.92970301148895,9.052907943725586,120.8416748046875,3000,105.0,44.944114685058594,56.45315170288086,-111.05165100097656,1.0,0.7538769245147705
61.328521728515625,141.178466796875,153.17681078166507,16.578889846801758,205.3743764332901,0.8119100332260132,0.7909096479415894,132.0,0.1712876409292221,30.136363636363637,75.44113779067993,0.09010133147239685,1.3301365375518799,142.83018532467887,0.16390204429626465,147.77313232421875,0.09203708190275892,0.0,4,53.02146968008963,0.7936535477638245,4.0,83.21973489483487,9.03635311126709,165.91949462890625,4000,132.0,65.10147857666016,74.52433013916016,-144.93212890625,1.0,0.7245741486549377
88.00328826904297,168.2353515625,175.26001822888603,36.46269989013672,222.4424566175259,0.8040037155151367,0.7927024364471436,158.0,0.12136238813400269,31.468354430379748,94.30079936981201,0.1004549190402031,1.425350308418274,149.34964457621737,0.11668118089437485,175.9971923828125,0.07542848153938683,0.0,5,53.021819893507946,0.7975420951843262,5.0,290.714777354469,9.286697387695312,232.99334716796875,5000,158.0,90.69168853759766,91.80094909667969,-176.59927368164062,1.0,0.6624479293823242
111.4524917602539,198.55313110351562,187.77727679552922,48.242130279541016,225.5953775125248,0.8114292621612549,0.7941321730613708,181.0,0.1227785274386406,32.9060773480663,113.15521121025085,0.10422604531049728,1.4672397375106812,156.66934035103853,0.08589102327823639,209.02407836914062,0.06181699495154324,0.0,6,53.02451328424946,0.8086480498313904,6.0,241.35998198751935,9.160199165344238,183.2694854736328,6000,181.0,112.41313171386719,110.46798706054688,-214.3671417236328,1.0,0.6173267364501953
130.23687744140625,221.28311157226562,208.03038391626967,80.70421600341797,224.6620101371619,0.758462131023407,0.7940965890884399,198.0,0.23018115758895874,35.217171717171716,131.97393345832825,0.1309514045715332,1.5475056171417236,167.7156905121104,0.2839782238006592,238.84249877929688,0.05066177638540577,0.0,7,53.04077719415935,0.7787501811981201,7.0,219.06180588498455,9.103445053100586,234.80361938476562,7000,198.0,132.4578857421875,122.53368377685547,-246.4495086669922,1.0,0.5253360271453857
151.4691925048828,261.251708984375,218.20747829175698,117.03718566894531,231.45615187792208,0.7568061351776123,0.7932008504867554,216.0,0.3140202760696411,36.976851851851855,150.87712168693542,0.15355046093463898,1.616068720817566,176.34260623193384,0.3132176995277405,281.5147399902344,0.04151957869412388,0.0,8,53.02328086957883,0.7630876898765564,8.0,279.01514406324355,9.104374885559082,265.302978515625,8000,216.0,153.89471435546875,137.01947021484375,-282.3815002441406,1.0,0.458202600479126
165.2667999267578,307.620849609375,242.72251879294964,142.0174560546875,246.26370651031272,0.7987663745880127,0.7943781614303589,230.0,0.26599064469337463,39.01304347826087,169.85742568969727,0.17431803047657013,1.6815460920333862,186.00768763571023,0.26485592126846313,329.0254821777344,0.034027141129503384,0.0,9,52.985614043401206,0.7825683355331421,9.0,364.72414356943756,9.084249496459961,318.7731628417969,9000,230.0,168.99925231933594,154.04876708984375,-321.645751953125,1.0,0.4024076461791992
187.19081115722656,330.5931396484375,264.2905859117068,165.69540405273438,246.82737619947775,0.7882835865020752,0.7947908639907837,244.0,0.24120070040225983,40.90573770491803,188.7578341960907,0.18868520855903625,1.7322090864181519,195.234656164308,0.24235254526138306,353.7402648925781,0.027886755354071244,0.0,10,52.97793356545679,0.7900853753089905,10.0,251.9004034019632,8.903246879577637,320.27813720703125,10000,244.0,191.55636596679688,171.98492431640625,-347.7388916015625,1.0,0.3387208878993988
