rollout/actions_mean,reference_Q_std,reference_action_mean,total/epochs,obs_rms_mean,reference_action_std,eval/return_history,eval/Q,reference_Q_mean,total/duration,rollout/episodes,rollout/episode_steps,rollout/Q_mean,rollout/actions_std,obs_rms_std,reference_perturbed_action_mean,rollout/return,ret_rms_mean,param_noise_stddev,reference_actor_Q_mean,train/param_noise_distance,rollout/return_history,total/steps_per_second,train/loss_critic,eval/episodes,reference_perturbed_action_std,train/loss_actor,total/episodes,total/steps,ret_rms_std,reference_actor_Q_std,eval/return
0.10097362101078033,25.04352569580078,0.17571921646595,1,1.3512729406356812,0.7863951921463013,97.79655965376955,81.05943298339844,79.78388977050781,35.65666365623474,33.0,29.636363636363637,38.375789642333984,0.7865739464759827,8.415156364440918,0.12368028610944748,140.58595398832972,0.0,0.13978498992545177,82.36844635009766,0.743005096912384,140.58595398832972,28.045248698559746,5.602002143859863,1.0,0.8262965679168701,-81.20065307617188,33.0,1000,1.0,22.336902618408203,97.79655965376955
0.12495358288288116,55.87175750732422,0.20463326573371887,2,1.5563057661056519,0.777667224407196,117.34559136435308,175.82394409179688,157.50318908691406,71.3381896018982,53.0,37.509433962264154,78.11573791503906,0.8078681826591492,7.960050582885742,0.23822133243083954,174.8858670109956,0.0,0.09388702724900437,164.210693359375,0.748674601316452,174.8858670109956,28.035474563637976,11.431927680969238,2.0,0.7700268626213074,-159.7925567626953,53.0,2000,1.0,48.819915771484375,136.89462307493662
0.15257397294044495,94.24076080322266,0.1384282112121582,3,1.667250156402588,0.7926815748214722,168.47459679783933,177.5088653564453,234.8647003173828,107.25551533699036,76.0,39.21052631578947,114.12480926513672,0.8119302988052368,7.710502624511719,0.2882234752178192,183.43046882916224,0.0,0.06305951655006926,242.5506591796875,0.5599555969238281,183.43046882916224,27.970589582961594,44.54054260253906,3.0,0.761559247970581,-232.84912109375,76.0,3000,1.0,89.05188751220703,270.7326076648118
0.16300581395626068,141.462646484375,0.11699054390192032,4,1.747772216796875,0.8464332222938538,191.2031684129544,289.62469482421875,312.95025634765625,143.0976812839508,95.0,42.09473684210526,148.14047241210938,0.8242229223251343,7.531058311462402,0.14909727871418,198.53096060950782,0.0,0.04235412222587577,324.8590087890625,0.44793641567230225,198.53096060950782,27.952933717093163,62.049007415771484,4.0,0.8436581492424011,-294.27801513671875,95.0,4000,1.0,137.8002471923828,259.38888325829964
0.16224145889282227,195.95375061035156,0.08647999912500381,5,1.784473180770874,0.8271048665046692,182.3222855498134,342.3768310546875,370.8922119140625,178.696026802063,113.0,43.743362831858406,181.68463134765625,0.8334193229675293,7.5797929763793945,0.16908037662506104,206.62046641954035,0.0,0.028447279136688076,391.2493896484375,0.3695589452981949,213.55715992518412,27.980476619876793,136.53744506835938,5.0,0.8287007212638855,-335.9157409667969,113.0,5000,1.0,191.60098266601562,146.79875409724934
0.16302889585494995,235.5235137939453,0.2316470444202423,6,1.828350305557251,0.8373071551322937,175.7084351464474,443.7144470214844,436.70989990234375,214.46478247642517,129.0,46.263565891472865,209.73037719726562,0.8361597061157227,7.489837646484375,0.2299371361732483,219.03270282872492,0.0,0.019106704324195603,459.4688720703125,0.25736677646636963,239.35912827810517,27.976621292866785,184.33242797851562,6.0,0.8409733772277832,-402.8409118652344,129.0,6000,1.0,231.67628479003906,142.6391831296176
0.17273880541324615,282.4423522949219,0.23157288134098053,7,1.8597062826156616,0.8264814615249634,206.29146719441468,401.2431335449219,485.27886962890625,250.39573669433594,144.0,48.50694444444444,244.21714782714844,0.8381683826446533,7.399209976196289,0.2460041046142578,230.0624304117141,0.0,0.013896384493189945,511.23272705078125,0.20544160902500153,266.5935675144687,27.955747539524076,227.86351013183594,7.0,0.819056510925293,-471.7071228027344,144.0,7000,1.0,280.15338134765625,389.7896594822182
0.18806277215480804,327.285400390625,0.2624426484107971,8,1.8967095613479614,0.8313083052635193,227.8453293201045,348.0572814941406,543.0968017578125,286.7126634120941,156.0,50.76923076923077,270.9197692871094,0.8396668434143066,7.295187950134277,0.2403552383184433,239.5901707267358,0.0,0.01335415235733134,580.7996826171875,0.2035115659236908,276.51119550313507,27.902499683111465,506.8081359863281,8.0,0.8297672271728516,-529.4918212890625,156.0,8000,1.0,324.5668029785156,378.72236419993317
0.20269393920898438,385.57647705078125,0.26960259675979614,9,1.9347611665725708,0.8140195608139038,235.73961977726333,687.5360107421875,619.0570068359375,322.7012209892273,170.0,52.83529411764706,303.5645751953125,0.8374891877174377,7.2066650390625,0.2631392776966095,249.2952407577775,0.0,0.014175701821503062,656.1766967773438,0.21218529343605042,293.8505584665756,27.889575293241442,410.3760986328125,9.0,0.8200445175170898,-612.0779418945312,170.0,9000,1.0,386.2006530761719,298.8939434345338
0.20578354597091675,445.4107971191406,0.20268122851848602,10,1.936283826828003,0.8406396508216858,252.78216424631538,562.4969482421875,614.9989013671875,359.0091977119446,185.0,54.027027027027025,338.6742858886719,0.8389612436294556,7.231490612030029,0.16351093351840973,253.6997074993355,0.0,0.014175701821503062,660.8687744140625,0.19179730862379074,306.19781436754755,27.854439562363588,937.9369506835938,10.0,0.8404284119606018,-652.8312377929688,185.0,10000,1.0,447.58251953125,406.1650644677841
