obs_rms_std,total/episodes,reference_Q_std,eval/Q,total/steps,total/duration,reference_Q_mean,param_noise_stddev,ret_rms_std,reference_perturbed_action_mean,train/param_noise_distance,rollout/Q_mean,reference_action_mean,obs_rms_mean,reference_action_std,reference_actor_Q_mean,train/loss_critic,reference_actor_Q_std,rollout/return,rollout/actions_std,train/loss_actor,eval/return_history,rollout/return_history,rollout/episode_steps,reference_perturbed_action_std,eval/return,rollout/actions_mean,total/steps_per_second,rollout/episodes,eval/episodes,ret_rms_mean,total/epochs
8.2863187789917,42.0,3.498082160949707,20.171669006347656,1000,11.660927057266235,19.130451202392578,0.16720346283821505,1.0,0.021780110895633698,0.8567792177200317,9.303239822387695,-0.068923220038414,0.8377647399902344,0.5824198722839355,19.40833282470703,2.277883291244507,3.003260850906372,110.42775508022685,0.7517392039299011,-19.095922470092773,192.62375234085025,110.42775508022685,23.023809523809526,0.7641544938087463,192.62375234085025,0.00867480132728815,85.75647502887631,42.0,1.0,0.0,1
9.064800262451172,87.0,10.010322570800781,40.089290618896484,2000,22.83872413635254,37.586647033691406,0.1370306733903066,1.0,0.04211150482296944,0.6264246702194214,18.440000534057617,0.106061190366745,0.8384392857551575,0.6340335607528687,38.32971954345703,3.7128756046295166,9.063206672668457,108.39403546675355,0.7517032623291016,-36.942012786865234,151.00003330783576,108.39403546675355,22.95402298850575,0.7868115901947021,109.37631427482128,0.02791840024292469,87.57056602897478,87.0,2.0,0.0,2
8.683714866638184,113.0,17.65793800354004,54.928775787353516,3000,34.53108286857605,55.40174102783203,0.11230273064362171,1.0,0.08226997405290604,0.674094557762146,27.538990020751953,0.16103093326091766,1.1043318510055542,0.7124789953231812,57.087005615234375,4.273839473724365,15.991902351379395,125.61513614374248,0.7468001246452332,-56.228519439697266,185.60313382761328,127.75319565223255,26.442477876106196,0.7533265352249146,254.80933486716827,0.07177049666643143,86.87824854545924,113.0,3.0,0.0,3
8.547636032104492,142.0,25.40889549255371,76.15794372558594,4000,46.02036094665527,72.8953628540039,0.09203708190275892,1.0,0.1870957762002945,0.6365416646003723,35.870582580566406,0.24779564142227173,1.2184901237487793,0.7100362181663513,75.26536560058594,8.987689018249512,23.60205841064453,132.9312114629482,0.7507233023643494,-72.98133850097656,188.1996477018544,142.38266314369116,28.112676056338028,0.7227878570556641,195.98918932457778,0.10983385145664215,86.91804926598945,142.0,4.0,0.0,4
8.348255157470703,164.0,33.74122619628906,94.04562377929688,5000,57.481804847717285,89.0858154296875,0.07542848153938683,1.0,0.12086456269025803,0.6148858070373535,45.5283317565918,0.11590906977653503,1.3720204830169678,0.7550822496414185,92.44735717773438,8.171195030212402,31.797922134399414,144.6559581878207,0.7464325428009033,-91.14673614501953,194.66355969583782,169.95695828930562,30.323170731707318,0.7643883228302002,220.51920767177148,0.133556067943573,86.9840467474215,164.0,5.0,0.0,5
8.156271934509277,182.0,43.03317642211914,112.26146697998047,6000,69.29524517059326,104.740478515625,0.06181699495154324,1.0,0.2694089412689209,0.504987359046936,54.76802062988281,0.22166618704795837,1.4953237771987915,0.7416942119598389,108.84105682373047,10.723871231079102,41.11228942871094,158.25674905719885,0.7458115816116333,-110.63740539550781,206.5016516438004,201.34405855841683,32.7967032967033,0.7030218243598938,265.6921113836132,0.14989125728607178,86.5860274428499,182.0,6.0,0.0,6
8.00266170501709,199.0,52.72976303100586,123.4166488647461,7000,81.01882314682007,120.33436584472656,0.05066177638540577,1.0,0.2731189727783203,0.4357510507106781,64.52594757080078,0.2296951562166214,1.5959324836730957,0.7390424609184265,125.76741027832031,12.180614471435547,50.1524658203125,168.58665980334106,0.7455825805664062,-123.95818328857422,219.92800524619278,220.96083537898917,34.81909547738694,0.7300693392753601,300.48612686054736,0.1685476005077362,86.39967513863776,199.0,7.0,0.0,7
8.07563591003418,218.0,62.92070007324219,131.71133422851562,8000,92.43864679336548,133.40188598632812,0.04151957869412388,1.0,0.21787942945957184,0.4445149898529053,73.02722930908203,0.1121111735701561,1.6420470476150513,0.776921272277832,139.70355224609375,22.051809310913086,59.83379364013672,177.4228417204927,0.7450281381607056,-139.6110076904297,225.71202802641184,235.84569588834532,36.60091743119266,0.7336429953575134,266.20018748794485,0.1798277050256729,86.54388913635825,218.0,8.0,0.0,8
8.104021072387695,236.0,71.38836669921875,135.77688598632812,9000,104.07580542564392,146.8614501953125,0.034027141129503384,1.0,0.2516060471534729,0.32925257086753845,81.38488006591797,0.23497825860977173,1.6647108793258667,0.7804680466651917,154.74124145507812,23.945886611938477,68.38273620605469,184.43820126789544,0.7464240193367004,-156.30735778808594,227.12328168000442,256.60255197629266,37.91949152542373,0.7536087036132812,238.41331090874496,0.1844826191663742,86.47542974269821,236.0,9.0,0.0,9
8.112879753112793,254.0,80.44134521484375,176.31629943847656,10000,115.88744473457336,159.88134765625,0.027886755354071244,1.0,0.27129462361335754,0.2660222053527832,89.99586486816406,0.21152222156524658,1.6953403949737549,0.769402027130127,167.91610717773438,28.425344467163086,77.8875732421875,190.678975512493,0.7486201524734497,-167.89102172851562,240.3849408460954,271.96512731642326,39.110236220472444,0.747747004032135,359.7398733409142,0.1930301934480667,86.29062469108565,254.0,10.0,0.0,10
8.089750289916992,270.0,92.22660064697266,216.26785278320312,11000,127.38609337806702,171.8666229248047,0.022854436146078055,1.0,0.41196370124816895,0.24918097257614136,98.34925079345703,0.30466124415397644,1.7145739793777466,0.737917423248291,182.03012084960938,34.52686309814453,89.1334228515625,196.98554285802763,0.7514734864234924,-184.36203002929688,247.0543171569285,279.34068242305415,40.60740740740741,0.6937512159347534,313.7480802652601,0.19710879027843475,86.351655100634,270.0,11.0,0.0,11
8.106922149658203,286.0,100.89019775390625,214.96495056152344,12000,139.11314225196838,183.67227172851562,0.019106704324195603,1.0,0.30462193489074707,0.21450820565223694,106.02046203613281,0.30051255226135254,1.7295204401016235,0.7503167986869812,194.80372619628906,48.268306732177734,98.9151611328125,201.34115716004416,0.7543436288833618,-191.5745849609375,249.17739685803403,277.7202748811879,41.6993006993007,0.7490618824958801,272.53127357019434,0.20189005136489868,86.26072135057538,286.0,12.0,0.0,12
8.132421493530273,304.0,110.44986724853516,242.54698181152344,13000,150.95450377464294,197.6630859375,0.018730226766195082,1.0,0.1935168206691742,0.21908758580684662,113.5270004272461,0.19633601605892181,1.7511749267578125,0.7691699266433716,208.14117431640625,60.4017333984375,108.9026107788086,205.97146358461126,0.7571732997894287,-205.85963439941406,264.15017124365,272.35958258659696,42.641447368421055,0.7742162942886353,443.8234638710416,0.2033899575471878,86.11866274230181,304.0,13.0,0.0,13
8.13789176940918,320.0,121.40412139892578,241.4891815185547,14000,162.79292345046997,208.4822998046875,0.017999379770019416,1.0,0.16551268100738525,0.20922750234603882,120.94918060302734,0.21510112285614014,1.7764817476272583,0.7728771567344666,221.0290069580078,87.12413024902344,118.97744750976562,210.04290402691714,0.7587056159973145,-211.0219268798828,273.8518331958065,282.4938018750448,43.521875,0.7778360247612,399.97343857384055,0.20647959411144257,85.99882417038555,320.0,14.0,0.0,14
8.11311149597168,333.0,129.12388610839844,229.5057830810547,15000,174.63074374198914,211.941650390625,0.017297050171870294,1.0,0.2339947372674942,0.1975114643573761,128.84327697753906,0.2662852108478546,1.7985800504684448,0.7601285576820374,224.0636749267578,88.35347747802734,128.41944885253906,216.7495277298369,0.7595644593238831,-216.33807373046875,274.87775717785024,294.48591080942583,44.969969969969966,0.7633559703826904,289.2406929264631,0.2122950404882431,85.89552835073519,333.0,15.0,0.0,15
8.030290603637695,348.0,138.8682861328125,222.76577758789062,16000,186.34929895401,214.02674865722656,0.017999379770019416,1.0,0.23197732865810394,0.20667417347431183,134.9285125732422,0.22412697970867157,1.8244988918304443,0.7556096315383911,224.837890625,94.79891967773438,138.12657165527344,220.9859577074623,0.760307252407074,-226.31964111328125,277.833818131566,299.07298466201013,45.89080459770115,0.757587194442749,322.1747324373017,0.22016754746437073,85.86026397635503,348.0,16.0,0.0,16
8.034611701965332,364.0,140.3370819091797,243.7689666748047,17000,198.2197606563568,214.51730346679688,0.01662212523270047,1.0,0.20248448848724365,0.1890787035226822,140.28839111328125,0.1864999383687973,1.8448392152786255,0.7841806411743164,226.1358642578125,127.23255920410156,140.7623291015625,224.2078223291831,0.7618736028671265,-238.2360382080078,283.0453212210744,299.6656260085484,46.642857142857146,0.7942014932632446,366.42937065320854,0.2271992564201355,85.76339686673322,364.0,17.0,0.0,17
8.071117401123047,381.0,147.37474060058594,301.1132507324219,18000,209.67416429519653,221.39700317382812,0.017644720880324885,1.0,0.21434062719345093,0.19912070035934448,144.75982666015625,0.259411096572876,1.8623915910720825,0.7842115163803101,234.95474243164062,135.7124481201172,147.96153259277344,225.79820994928681,0.7625933289527893,-239.01019287109375,271.986540583784,298.95268886184624,47.202099737532805,0.7886054515838623,83.98726974984747,0.2376997321844101,85.84748655374689,381.0,18.0,0.0,18
8.145270347595215,401.0,146.0701141357422,291.38922119140625,19000,220.98448538780212,235.48196411132812,0.017999379770019416,1.0,0.15055961906909943,0.21341107785701752,149.92845153808594,0.13719885051250458,1.8752697706222534,0.8083433508872986,249.206298828125,145.6574249267578,146.38706970214844,226.60113612132966,0.7653015851974487,-242.5041046142578,264.9639016287845,290.24105459239183,47.34413965087282,0.7966166734695435,138.55640043879373,0.239419087767601,85.97888655693274,401.0,19.0,0.0,19
8.191160202026367,420.0,147.29879760742188,324.2979736328125,20000,232.9014310836792,231.7943115234375,0.017297050171870294,1.0,0.26887816190719604,0.20196831226348877,156.40232849121094,0.2681047320365906,1.881454586982727,0.7835808992385864,248.25323486328125,216.72802734375,148.5106201171875,228.0000400412401,0.7671741843223572,-261.26483154296875,273.53651313960495,285.4628752870737,47.57857142857143,0.7781651616096497,436.4161318451935,0.23550273478031158,85.87323790558503,420.0,20.0,0.0,20
8.146984100341797,435.0,151.61048889160156,279.3020935058594,21000,244.67216229438782,236.34332275390625,0.01695622994987775,1.0,0.22697168588638306,0.18415255844593048,162.51583862304688,0.19277527928352356,1.893404245376587,0.7892428636550903,253.978515625,203.9799041748047,154.88531494140625,231.25380919978815,0.7676733732223511,-264.620849609375,275.5384294677872,276.29063468146273,48.213793103448275,0.785165011882782,315.576756031432,0.23856453597545624,85.8291348025647,435.0,21.0,0.0,21
8.107224464416504,449.0,160.85916137695312,286.3889465332031,22000,256.52975940704346,249.1356201171875,0.017297050171870294,1.0,0.23371407389640808,0.17877769470214844,168.8614501953125,0.2594742178916931,1.900199055671692,0.7848612070083618,268.65679931640625,234.15916442871094,164.81622314453125,234.18811469378673,0.769435465335846,-271.54681396484375,284.37789902897197,278.48259249456856,48.9086859688196,0.7957257032394409,470.00675981385194,0.2400154322385788,85.76003053545121,449.0,22.0,0.0,22
