rollout/return,train/loss_actor,total/steps,total/steps_per_second,eval/return_history,reference_action_std,total/epochs,ret_rms_std,rollout/actions_mean,reference_Q_mean,reference_action_mean,reference_Q_std,eval/episodes,rollout/episode_steps,param_noise_stddev,reference_actor_Q_mean,train/loss_critic,obs_rms_mean,rollout/Q_mean,obs_rms_std,eval/return,rollout/actions_std,rollout/return_history,reference_perturbed_action_std,train/param_noise_distance,reference_actor_Q_std,eval/Q,total/duration,total/episodes,rollout/episodes,ret_rms_mean,reference_perturbed_action_mean
122.18545659748172,-18.88231658935547,1000,88.84806495462458,220.96668805354312,0.6477304697036743,1,1.0,0.001272839494049549,19.361391067504883,0.006572604179382324,2.9366183280944824,1.0,25.945945945945947,0.16720346283821505,19.730342864990234,1.4133297204971313,1.080956220626831,9.021117210388184,8.31897258758545,220.96668805354312,0.7635360956192017,122.18545659748172,0.7556565403938293,0.766188383102417,2.17677903175354,17.7338809967041,11.255169153213501,37.0,37.0,0.0,0.07447052001953125
141.04529124398027,-39.39653015136719,2000,90.84843811089536,228.5082673945231,0.6989962458610535,2,1.0,0.002188162412494421,39.01405715942383,0.170830637216568,8.757471084594727,2.0,29.71641791044776,0.1370306733903066,40.34955978393555,3.2097039222717285,1.219494104385376,18.742992401123047,7.892972946166992,236.0498467355031,0.7639610171318054,141.04529124398027,0.7644525170326233,0.7902710437774658,6.323208808898926,41.09959411621094,22.01468777656555,67.0,67.0,0.0,0.20306096971035004
167.6552096967237,-60.354331970214844,3000,92.00804745171098,180.05899331537157,0.733329176902771,3,1.0,0.05217669904232025,59.72537612915039,0.1190270259976387,13.917795181274414,3.0,34.84705882352941,0.11230273064362171,61.460166931152344,6.043445587158203,1.4498696327209473,28.93152618408203,7.481410026550293,83.16044515706852,0.7654294371604919,167.6552096967237,0.7526752352714539,0.7389336228370667,10.5449857711792,60.299964904785156,32.60584354400635,85.0,85.0,0.0,0.03593448922038078
181.68627740396485,-79.81169891357422,4000,92.33639424236691,184.92267951510388,0.760797917842865,4,1.0,0.06727179884910583,77.70350646972656,0.07368773221969604,23.182437896728516,4.0,37.49523809523809,0.09203708190275892,79.94169616699219,5.967773914337158,1.5443496704101562,39.064144134521484,7.195198059082031,199.5137381143009,0.7681388258934021,186.08034837959218,0.7247920632362366,0.5999577641487122,20.075054168701172,84.26105499267578,43.31986355781555,105.0,105.0,0.0,0.02915685996413231
191.04682663745044,-98.86260986328125,5000,92.41589645854725,196.7787065795614,0.753699779510498,5,1.0,0.0722617357969284,96.54740905761719,0.11879533529281616,31.36689567565918,5.0,39.32283464566929,0.07542848153938683,99.38320922851562,12.303326606750488,1.5848864316940308,49.24960708618164,7.012929916381836,244.20281483739146,0.7678565979003906,213.989693771819,0.684363603591919,0.5204482674598694,28.007854461669922,105.14252471923828,54.103246212005615,127.0,127.0,0.0,0.195720836520195
201.75090166750073,-118.11434936523438,6000,92.39536207137766,212.97540499808477,0.7555348873138428,6,1.0,0.08970865607261658,114.983154296875,0.2096909135580063,40.36023712158203,6.0,41.08904109589041,0.06181699495154324,118.5487060546875,13.175789833068848,1.6645984649658203,59.111717224121094,6.905096054077148,293.9588970907017,0.7676085829734802,234.6950086873943,0.6899005770683289,0.47875091433525085,37.21647262573242,121.64533233642578,64.93832445144653,146.0,146.0,0.0,0.38104599714279175
212.15307148765964,-136.6829071044922,7000,91.72538677366866,263.8459556651111,0.7596107721328735,7,1.0,0.10412521660327911,133.77597045898438,0.1762383133172989,48.23707962036133,7.0,43.117283950617285,0.05066177638540577,138.52023315429688,15.169783592224121,1.7073827981948853,68.44644927978516,6.780962944030762,569.0692596672691,0.7715150117874146,258.27128139035335,0.7740228772163391,0.3999401032924652,44.39108657836914,121.67147827148438,76.31475043296814,162.0,162.0,0.0,0.13377949595451355
220.67781911648282,-151.0839080810547,8000,91.76175490781444,262.45337938124777,0.7734040021896362,8,1.0,0.11332811415195465,151.95822143554688,0.08899667859077454,57.525787353515625,8.0,44.842696629213485,0.04151957869412388,156.62269592285156,22.822351455688477,1.732995867729187,78.71276092529297,6.795304775238037,252.70534539420424,0.7703534960746765,266.3741220812699,0.7593351006507874,0.4062022864818573,54.58983612060547,144.09559631347656,87.18229079246521,178.0,178.0,0.0,0.11749705672264099
228.70902823974703,-168.8835906982422,9000,91.56479618694249,285.1883809829969,0.7922758460044861,9,1.0,0.11690377444028854,165.32437133789062,0.11579645425081253,69.22460174560547,9.0,46.583333333333336,0.034027141129503384,170.70468139648438,31.35068130493164,1.752162218093872,87.12141418457031,6.9983320236206055,467.0683937969896,0.7734290361404419,280.01505650409615,0.7810530066490173,0.3157314658164978,67.25470733642578,190.365966796875,98.29105043411255,192.0,192.0,0.0,0.17020590603351593
234.45784919144432,-184.0170440673828,10000,91.53932265116893,292.3092971979167,0.7938470840454102,10,1.0,0.12995502352714539,179.17286682128906,0.13204719126224518,80.28617858886719,10.0,47.95673076923077,0.027886755354071244,185.47439575195312,28.841571807861328,1.773538589477539,95.82967376708984,6.969581127166748,356.3975431321949,0.7753947973251343,289.3935579648006,0.7833977341651917,0.29619354009628296,77.80219268798828,185.57130432128906,109.24266982078552,208.0,208.0,0.0,0.1768798977136612
242.90478206145121,-199.55572509765625,11000,91.58522635648843,288.8689317431113,0.7944931983947754,11,1.0,0.13921846449375153,194.87332153320312,0.1604059338569641,88.29353332519531,11.0,49.93636363636364,0.022854436146078055,202.23834228515625,38.552085876464844,1.7856453657150269,104.87004852294922,7.227804660797119,254.4652771950578,0.7769525051116943,308.4901103238951,0.790270209312439,0.22347769141197205,85.56468963623047,229.8356170654297,120.10670757293701,220.0,220.0,0.0,0.1765299141407013
248.90234298974895,-212.29734802246094,12000,91.38690300062693,310.7031748855732,0.8028385043144226,12,1.0,0.14067526161670685,206.263671875,0.15953406691551208,98.78672790527344,12.0,51.23076923076923,0.019882513137642284,214.53854370117188,47.44416809082031,1.7943922281265259,114.94110107421875,7.277604579925537,550.8798494526542,0.7791797518730164,322.93902228628644,0.7857752442359924,0.22739370167255402,95.70143127441406,236.2980499267578,131.3098442554474,234.0,234.0,0.0,0.19376492500305176
250.81847888615476,-223.38223266601562,13000,91.46445463151221,310.03489821663777,0.7963094115257263,13,1.0,0.14300814270973206,213.2579345703125,0.15428292751312256,110.97188568115234,13.0,51.37154150197628,0.018361167303396805,221.5748291015625,54.29759216308594,1.8140217065811157,122.37229919433594,7.316162586212158,302.01557818941217,0.7815132737159729,319.3228703298692,0.8084496855735779,0.20312358438968658,109.74891662597656,235.02597045898438,142.1317172050476,253.0,253.0,0.0,0.11321555078029633
252.24642953216596,-234.48753356933594,14000,91.50203317192292,311.0145165136519,0.8252871632575989,14,1.0,0.14451012015342712,224.67156982421875,0.07943432778120041,119.1020736694336,14.0,51.44485294117647,0.017999379770019416,235.15072631835938,61.6903076171875,1.8385998010635376,130.37423706054688,7.281630516052246,323.74955437483584,0.7828509211540222,315.43949080637015,0.8129552602767944,0.20665916800498962,116.45945739746094,240.98890686035156,153.00206470489502,272.0,272.0,0.0,0.14191903173923492
255.22617478591468,-247.8372802734375,15000,91.47708607720165,312.360133267693,0.8511113524436951,15,1.0,0.14557968080043793,234.71875,0.035673826932907104,129.32334899902344,15.0,52.12543554006969,0.019490749081111935,244.98556518554688,86.51105499267578,1.8456976413726807,138.3546905517578,7.212705135345459,331.19876782426866,0.7867261171340942,312.4494310898824,0.8434701561927795,0.19708171486854553,128.82664489746094,210.44793701171875,163.97548985481262,287.0,287.0,0.0,0.004808207508176565
257.6816443670397,-257.8337097167969,16000,91.47560015061629,309.39546792179203,0.8289079070091248,16,1.0,0.1454690545797348,247.636962890625,0.12369655072689056,140.26219177246094,16.0,52.86092715231788,0.018361167303396805,259.8612365722656,114.744384765625,1.8488490581512451,145.54200744628906,7.207511901855469,264.92548773327775,0.7905510067939758,306.6610690532392,0.8310710787773132,0.17960165441036224,138.4617919921875,311.08489990234375,174.91003036499023,302.0,302.0,0.0,0.09064361453056335
261.21503168981894,-267.6076965332031,17000,91.38661632206416,315.76731018963204,0.8245302438735962,17,1.0,0.1451014131307602,253.3482666015625,0.1608116328716278,149.2233428955078,17.0,53.699367088607595,0.017999379770019416,264.2646789550781,120.86883544921875,1.849404215812683,153.752685546875,7.177328109741211,417.7167864750717,0.7930761575698853,307.8572965244936,0.821422815322876,0.19516199827194214,148.557861328125,249.6815185546875,186.02286291122437,316.0,316.0,0.0,0.12929250299930573
263.33125112264787,-280.7892761230469,18000,91.36734235373244,318.07758257884075,0.8309977054595947,18,1.0,0.1447087526321411,262.958984375,0.05939381197094917,155.69625854492188,18.0,54.290030211480364,0.018361167303396805,274.8782043457031,118.2503433227539,1.8533108234405518,161.4692840576172,7.119937896728516,357.35221319538994,0.7953729629516602,297.48224100812445,0.8238515257835388,0.1967836618423462,155.58734130859375,361.4930114746094,197.0069341659546,331.0,331.0,0.0,0.09404201060533524
264.8820590146641,-290.6802673339844,19000,91.40159091859721,317.1624527068762,0.7902693152427673,19,1.0,0.14291706681251526,274.1929931640625,0.24259360134601593,165.13128662109375,19.0,54.62536023054755,0.017297050171870294,287.6790771484375,131.55519104003906,1.8565069437026978,168.76168823242188,7.128372669219971,300.6901150115135,0.7974950075149536,301.98455046344577,0.8008220195770264,0.18903131783008575,165.65347290039062,301.7208557128906,207.87384343147278,347.0,347.0,0.0,0.22105595469474792
267.91674395061705,-301.35382080078125,20000,90.99215620614612,317.64221500934195,0.8015515804290771,20,1.0,0.14477907121181488,284.754638671875,0.21648108959197998,176.46775817871094,20.0,55.09944751381215,0.017297050171870294,298.9616394042969,195.3310089111328,1.8661682605743408,175.9925994873047,7.147941589355469,326.75769875619187,0.7981036901473999,311.90123511723783,0.7861145734786987,0.20220647752285004,176.30340576171875,403.7520751953125,219.79916548728943,362.0,362.0,0.0,0.25097090005874634
271.5085696388344,-312.798583984375,21000,91.01703902532907,318.1573797434971,0.8043121695518494,21,1.0,0.14732852578163147,290.996826171875,0.1868562251329422,180.36172485351562,21.0,55.8031914893617,0.01695622994987775,306.9872131347656,170.87718200683594,1.8752696514129639,183.1245574951172,7.13913106918335,328.46067442659944,0.7990537285804749,318.4690822856278,0.7940998673439026,0.2135988473892212,181.5195770263672,302.3836975097656,230.72602915763855,376.0,376.0,0.0,0.22843338549137115
272.5164760828753,-322.9179382324219,22000,91.05307694268463,317.23229956509556,0.8089023232460022,22,1.0,0.14701014757156372,307.14105224609375,0.2075004130601883,188.2100372314453,22.0,55.905852417302796,0.01662212523270047,323.2010498046875,226.31942749023438,1.8801850080490112,187.719970703125,7.099045753479004,297.805615818664,0.8020540475845337,321.82637070189026,0.8014011383056641,0.21068589389324188,189.15724182128906,268.5543518066406,241.6173152923584,393.0,393.0,0.0,0.24748706817626953
273.4532555690699,-321.31182861328125,23000,91.05775806560968,321.5180053609891,0.7611656785011292,23,1.0,0.15007685124874115,313.9884033203125,0.32794705033302307,199.8849639892578,23.0,56.127139364303176,0.016294603698363365,332.1075439453125,242.44288635253906,1.885012149810791,192.56239318847656,7.148521900177002,415.80353287064645,0.8034870624542236,319.5028756207127,0.7408428192138672,0.2261069118976593,200.83645629882812,381.514404296875,252.58693480491638,409.0,409.0,0.0,0.3745570778846741
275.71808816018233,-324.0054016113281,24000,91.07769633992926,320.9532105345447,0.7709956169128418,24,1.0,0.15150386095046997,319.88031005859375,0.29412925243377686,207.63282775878906,24.0,56.723404255319146,0.01695622994987775,336.6990966796875,302.2292785644531,1.8896368741989136,199.4062042236328,7.135241985321045,307.9629295263229,0.8039897084236145,318.51326765985897,0.7598967552185059,0.20668244361877441,210.5669708251953,429.7481994628906,263.5112762451172,423.0,423.0,0.0,0.32634931802749634
