reference_Q_std,rollout/actions_std,rollout/return_history,rollout/episode_steps,train/param_noise_distance,eval/return_history,train/loss_actor,reference_Q_mean,total/episodes,train/loss_critic,eval/Q,param_noise_stddev,obs_rms_mean,reference_perturbed_action_mean,total/steps_per_second,reference_actor_Q_mean,reference_actor_Q_std,eval/return,eval/episodes,ret_rms_std,reference_action_std,rollout/episodes,total/epochs,ret_rms_mean,rollout/actions_mean,rollout/return,rollout/Q_mean,total/duration,reference_perturbed_action_std,reference_action_mean,total/steps,obs_rms_std
0.857468843460083,0.5617404580116272,-494.7633074142432,1000.0,0.35908499360084534,-502.28804848787183,-0.3354167938232422,-0.2590957283973694,1.0,0.04954482614994049,0.716828465461731,0.17399259391533256,-0.028092319145798683,0.41299185156822205,69.13844233346265,0.3752369284629822,0.5261270999908447,-502.28804848787183,1.0,1.0,0.033841535449028015,1.0,1,0.0,-0.045526597648859024,-494.7633074142432,-0.19316142797470093,14.463733434677124,0.5074144601821899,0.9182560443878174,1000,1.7901287078857422
1.1890056133270264,0.5696328282356262,-447.70410937425106,1000.0,0.4358161687850952,-487.25256152455484,-1.1833560466766357,0.38752442598342896,2.0,0.03994603827595711,-0.6174779534339905,0.15751322548474425,0.02787693962454796,0.7606558799743652,69.98246435630872,1.0543612241744995,0.9783118963241577,-472.21707456123784,2.0,1.0,0.6349319219589233,2.0,2,0.0,0.25178539752960205,-447.70410937425106,0.3179466724395752,28.578587770462036,0.3564806878566742,0.6276330351829529,2000,1.4323161840438843
1.3221328258514404,0.5513222217559814,-434.8994735955102,1000.0,0.2919548749923706,-485.77042775334,-1.6472923755645752,1.848516583442688,3.0,0.058786142617464066,-2.7433972358703613,0.1316837837193291,0.07130073755979538,0.5942442417144775,70.31232699270555,2.5768277645111084,1.0043729543685913,-482.80616021091026,3.0,1.0,0.7324230670928955,3.0,3,0.0,0.43005967140197754,-434.8994735955102,-0.014469553716480732,42.66677165031433,0.6762024760246277,0.4593178927898407,3000,1.2058038711547852
1.5930362939834595,0.5495080351829529,-422.81820809721523,1000.0,0.4671361446380615,-480.78925538337126,-1.2497737407684326,2.8806285858154297,4.0,0.06539195775985718,-0.34609076380729675,0.10792071678026853,0.08820420503616333,0.061948344111442566,70.55747548174013,3.4230599403381348,1.5456300973892212,-465.84573827346514,4.0,1.0,0.7954196929931641,4.0,4,0.0,0.4782252609729767,-422.81820809721523,-0.9417019486427307,56.691370725631714,0.7868961691856384,0.2295079082250595,4000,1.0757724046707153
2.3492238521575928,0.6878218650817871,-435.8938134860954,1000.0,0.46633943915367126,-469.0725755012074,-1.6305431127548218,2.412567138671875,5.0,0.08765773475170135,-2.1718242168426514,0.08844582667210643,0.06218290328979492,0.182082399725914,70.72959431902221,2.9844985008239746,2.121520757675171,-422.2058559725521,5.0,1.0,0.7180029153823853,5.0,5,0.0,0.3368895947933197,-435.8938134860954,-0.06618528068065643,70.69176697731018,0.7827793955802917,0.41304194927215576,5000,0.9951822757720947
2.3307955265045166,0.7162525653839111,-355.93444016096487,1000.0,0.3371885120868683,-457.6203336976018,-2.6638829708099365,2.981541633605957,6.0,0.11344558000564575,-1.3856128454208374,0.0724852881735357,0.06054156646132469,0.5394306778907776,70.85882048549979,3.7566635608673096,2.0582492351531982,-400.3591246795737,6.0,1.0,0.7169632315635681,6.0,6,0.0,0.3007720410823822,-355.93444016096487,0.7766433358192444,84.67541456222534,0.6469012498855591,0.5228540301322937,6000,1.2712533473968506
2.219155788421631,0.7360897660255432,-370.5529831076978,1000.0,0.36455318331718445,-436.0296611561782,-2.8251357078552246,4.167206287384033,7.0,0.09542697668075562,6.0220842361450195,0.05940491710342653,0.06400974839925766,0.4698519706726074,70.91891828802062,4.816880702972412,2.0372159481048584,-306.48562590763675,7.0,1.0,0.745693027973175,7.0,7,0.0,0.270417183637619,-370.5529831076978,0.48378702998161316,98.70426917076111,0.6123472452163696,0.14214807748794556,7000,1.2973613739013672
2.289965867996216,0.7324233651161194,-348.2250354072186,1000.0,0.5346346497535706,-386.59418103328403,-4.60682487487793,4.727785110473633,8.0,0.08933661133050919,7.997279644012451,0.048684971322958646,0.05976320803165436,0.2757931053638458,70.97206197715741,5.465612888336182,2.0802552700042725,-40.545820173024985,8.0,1.0,0.7385193109512329,8.0,8,0.0,0.26972830295562744,-348.2250354072186,1.2630653381347656,112.7204110622406,0.685863196849823,0.18487568199634552,8000,1.2485952377319336
2.654451608657837,0.7416349053382874,-351.50985625415484,1000.0,0.24889762699604034,-307.91345267439107,-5.153900623321533,5.979506492614746,9.0,0.09445919841527939,9.492966651916504,0.039899499036260555,0.06298428028821945,0.057929378002882004,71.0331869336432,6.717625617980957,2.4302337169647217,321.53237419675264,9.0,1.0,0.7268275618553162,9.0,9,0.0,0.2642427682876587,-351.50985625415484,1.447762370109558,126.70134043693542,0.725184440612793,0.13139836490154266,9000,1.2249515056610107
2.6685945987701416,0.7540942430496216,-312.2130137317987,1000.0,0.22416450083255768,-263.815284002408,-6.222578048706055,6.67387056350708,10.0,0.08475270867347717,10.107610702514648,0.03335667202186392,0.058834925293922424,0.2535969316959381,71.06573511199387,7.362365245819092,2.4415016174316406,133.06823404543948,10.0,1.0,0.6878001689910889,10.0,10,0.0,0.2362968921661377,-312.2130137317987,2.2571282386779785,140.7147901058197,0.6433069705963135,0.09951906651258469,10000,1.2954611778259277
