rollout/actions_std,train/loss_actor,total/epochs,reference_Q_mean,obs_rms_std,reference_action_std,reference_actor_Q_std,rollout/episodes,obs_rms_mean,rollout/return_history,total/duration,eval/return_history,total/steps,eval/return,total/episodes,reference_Q_std,rollout/Q_mean,train/loss_critic,ret_rms_std,reference_actor_Q_mean,total/steps_per_second,reference_action_mean,rollout/actions_mean,eval/Q,ret_rms_mean,rollout/episode_steps,train/param_noise_distance,eval/episodes,rollout/return
0.6440853476524353,0.9720249772071838,1,-1.490309238433838,0.42004647850990295,0.737816333770752,0.7794803977012634,1.0,0.08755206316709518,-260.3289139893528,18.714186191558838,617.5522554595591,1000,617.5522554595591,1.0,0.8907029032707214,-0.7069040536880493,0.0288480743765831,1.0,-1.0701402425765991,53.43539867371079,-0.42166414856910706,0.24676097929477692,0.43277665972709656,0.0,1000.0,0.0,1.0,-260.3289139893528
0.7364807724952698,-2.3002758026123047,2,2.463804244995117,0.824292778968811,0.8285118341445923,1.8895411491394043,2.0,0.023326925933361053,-251.60834704600478,37.38589286804199,89.19400200472424,2000,-439.1642514501106,2.0,1.8724926710128784,-0.03329528868198395,0.1977853924036026,1.0,3.1702656745910645,53.49611435145446,-0.40748345851898193,-0.007210327312350273,0.3388791084289551,0.0,1000.0,0.0,2.0,-251.60834704600478
0.7396611571311951,-6.268126964569092,3,4.930777549743652,1.1035107374191284,0.7838717699050903,2.1543235778808594,3.0,0.03574389964342117,-243.02836130170658,55.50378942489624,-70.80866498374054,3000,-390.8139989606701,3.0,2.195322275161743,1.0656013488769531,0.09628309309482574,1.0,5.415874004364014,54.05036360732424,-0.5076470971107483,-0.06280727684497833,7.035871982574463,0.0,1000.0,0.0,3.0,-243.02836130170658
0.7455597519874573,-9.610218048095703,4,6.269914150238037,1.4126017093658447,0.5593204498291016,2.6163740158081055,4.0,0.040764786303043365,-179.33596995643774,73.7008581161499,110.2124599671087,4000,653.2758348196564,4.0,2.671196699142456,3.442293167114258,0.15352438390254974,1.0,6.859574317932129,54.27345219910661,-0.4226551055908203,-0.02959427423775196,19.283634185791016,0.0,1000.0,0.0,4.0,-179.33596995643774
0.7312796115875244,-14.944036483764648,5,10.047798156738281,1.4134178161621094,0.646630585193634,2.622030258178711,5.0,0.03480163589119911,-86.8806020634788,91.78343725204468,219.07327204801078,5000,654.5165203716191,5.0,2.6205990314483643,6.631645202636719,0.322905033826828,1.0,10.787918090820312,54.476059621406414,-0.17066796123981476,-0.034150902181863785,24.162466049194336,0.0,1000.0,0.0,5.0,-86.8806020634788
0.7239885330200195,-21.965476989746094,6,13.79887866973877,1.5128685235977173,0.7623330950737,3.623741388320923,6.0,0.039391737431287766,57.38630823022888,109.85149598121643,257.985611267338,6000,452.54730736397414,6.0,3.6287691593170166,10.064691543579102,0.5067539215087891,1.0,14.570449829101562,54.61919245074226,-0.0006107489462010562,-0.026576420292258263,22.683563232421875,0.0,1000.0,0.0,6.0,57.38630823022888
0.7215359210968018,-29.657020568847656,7,19.234163284301758,1.6588847637176514,0.7239411473274231,4.468967437744141,7.0,0.04161880165338516,126.82867438122321,128.08659982681274,413.8241103524764,7000,1348.8551048633067,7.0,4.579168796539307,12.620275497436523,0.7912967801094055,1.0,20.23630142211914,54.65052557773237,-0.17451049387454987,-0.04709765687584877,44.825469970703125,0.0,1000.0,0.0,7.0,126.82867438122321
0.7183929681777954,-40.1489372253418,8,25.195384979248047,1.6837263107299805,0.8096019625663757,5.666958332061768,8.0,0.04345563426613808,248.20529158249187,146.24030756950378,554.5461732268988,8000,1539.600613347855,8.0,5.688196182250977,17.22711753845215,1.7131658792495728,1.0,26.116718292236328,54.704480132454805,-0.23513977229595184,-0.05242917314171791,56.825157165527344,0.0,1000.0,0.0,8.0,248.20529158249187
0.718470573425293,-51.99516296386719,9,32.20050811767578,1.681726098060608,0.7744531631469727,6.741857528686523,9.0,0.04500865936279297,337.39989827461005,164.40492820739746,645.5703432198471,9000,1373.7637031634338,9.0,6.770730495452881,21.750720977783203,2.7428548336029053,1.0,33.770206451416016,54.74288452379277,-0.3025684952735901,-0.06081687659025192,70.13597106933594,0.0,1000.0,0.0,9.0,337.39989827461005
0.7215248942375183,-65.90091705322266,10,41.86225128173828,1.688795566558838,0.7463502883911133,7.972792625427246,10.0,0.04665738716721535,378.1081089870895,182.58431482315063,719.5045693100576,10000,1384.912604121951,10.0,8.035625457763672,26.60895538330078,7.7101149559021,1.0,43.400001525878906,54.769217222661766,-0.26107653975486755,-0.05721507593989372,84.15241241455078,0.0,1000.0,0.0,10.0,378.1081089870895
0.720456600189209,-80.09452819824219,11,54.93976593017578,1.6711876392364502,0.7871704697608948,7.540698528289795,11.0,0.04463263601064682,394.8543537953901,200.7552032470703,799.2395823662278,11000,1596.5897129279297,11.0,7.7195305824279785,31.532991409301758,3.7230329513549805,1.0,56.897743225097656,54.79310036344239,-0.43324288725852966,-0.059456728398799896,97.9169692993164,0.0,1000.0,0.0,11.0,394.8543537953901
0.7159900665283203,-94.91586303710938,12,69.37176513671875,1.6653194427490234,0.7860073447227478,6.380002498626709,12.0,0.046229198575019836,460.698719786164,218.97798609733582,878.9229745536951,12000,1755.4402886158373,12.0,6.680586338043213,37.4431037902832,8.24365520477295,1.0,71.82266998291016,54.80002905253679,-0.40405142307281494,-0.06391056627035141,113.38053894042969,0.0,1000.0,0.0,12.0,460.698719786164
0.7165247797966003,-110.5294418334961,13,82.74887084960938,1.6534746885299683,0.7843844294548035,5.600893497467041,13.0,0.045448556542396545,511.3437117972441,237.20422267913818,923.5392004943474,13000,1458.9339117821753,13.0,5.61699104309082,43.655364990234375,9.537708282470703,1.0,84.51979064941406,54.80509517566583,-0.372941255569458,-0.07549027353525162,127.32450103759766,0.0,1000.0,0.0,13.0,511.3437117972441
0.7170781493186951,-125.04411315917969,14,101.66680145263672,1.6513144969940186,0.7640193104743958,4.002716541290283,14.0,0.047856733202934265,493.40314994673275,255.38324785232544,978.7817607570088,14000,1696.9350441716063,14.0,4.139817237854004,47.91747283935547,16.56013298034668,1.0,104.45771789550781,54.81957065600268,-0.43049708008766174,-0.08541416376829147,142.51402282714844,0.0,1000.0,0.0,14.0,493.40314994673275
0.7118530869483948,-136.5928955078125,15,116.31050109863281,1.6777863502502441,0.7187478542327881,5.647770404815674,15.0,0.04932747781276703,466.53562292621325,273.4550485610962,999.09022951876,15000,1283.4087921832765,15.0,5.633161544799805,52.30853271484375,9.857294082641602,1.0,117.74472045898438,54.85362248358217,-0.2623288929462433,-0.09639660269021988,149.8664093017578,0.0,1000.0,0.0,15.0,466.53562292621325
0.7123346328735352,-148.38536071777344,16,126.56962585449219,1.694760799407959,0.8092536330223083,7.082926273345947,16.0,0.04986284300684929,485.15077214651836,291.50737166404724,995.2771093183778,16000,938.0803063126483,16.0,7.166652679443359,58.2055549621582,11.710380554199219,1.0,128.2921905517578,54.88711969328679,0.11293911933898926,-0.10139693319797516,155.32872009277344,0.0,1000.0,0.0,16.0,485.15077214651836
