rollout/episodes,reference_action_std,eval/return,eval/episodes,rollout/return_history,rollout/return,total/duration,ret_rms_std,total/epochs,rollout/Q_mean,obs_rms_std,ret_rms_mean,total/episodes,reference_Q_std,rollout/actions_mean,total/steps_per_second,eval/Q,total/steps,reference_actor_Q_mean,reference_actor_Q_std,rollout/actions_std,eval/return_history,reference_action_mean,train/loss_critic,train/loss_actor,obs_rms_mean,reference_Q_mean,train/param_noise_distance,rollout/episode_steps
11.0,0.425539493560791,-199.51477876704695,11.0,-283.44107252439665,-283.44107252439665,201.9446680545807,1.0,11,1.1798053979873657,2.1518869400024414,0.0,11.0,1.3677423000335693,0.08582814037799835,54.47036609566225,19.197521209716797,11000,17.496280670166016,1.3107637166976929,0.7297133803367615,-240.1174301205331,0.3080655038356781,0.48370397090911865,-10.239294052124023,0.11684592068195343,17.07998275756836,0.0,1000.0
12.0,0.4262320399284363,-250.6602856124419,12.0,-254.79822116180745,-254.79822116180745,220.1740801334381,1.0,12,2.209059715270996,2.2227718830108643,0.0,12.0,2.1403377056121826,0.09378907084465027,54.502328306435125,20.82620620727539,12000,19.479507446289062,2.1845693588256836,0.7219919562339783,-240.9960014115255,0.3071443438529968,0.47895926237106323,-11.826767921447754,0.12078604847192764,18.89678192138672,0.0,1000.0
13.0,0.4086984694004059,-197.77429951204303,13.0,-230.59721651527315,-230.59721651527315,238.51684713363647,1.0,13,2.8986940383911133,2.3567636013031006,0.0,13.0,2.2344605922698975,0.09390971064567566,54.50348751556466,22.60249137878418,13000,22.36134910583496,2.1237728595733643,0.7249376177787781,-237.6712551115653,0.3071605861186981,0.655371904373169,-14.510851860046387,0.1222229152917862,21.646005630493164,0.0,1000.0
14.0,0.5050087571144104,376.6966051907642,14.0,-207.53441868842248,-207.53441868842248,256.75183296203613,1.0,14,3.9939565658569336,2.4052577018737793,0.0,14.0,1.9762635231018066,0.08401359617710114,54.527361454397365,12.752695083618164,14000,26.4038143157959,1.7455213069915771,0.7211433053016663,-193.78783651854175,0.16487522423267365,0.8280200362205505,-18.317699432373047,0.1220441684126854,25.7458553314209,0.0,1000.0
15.0,0.4271959066390991,-43.421431444378946,15.0,-168.49547064852513,-168.49547064852513,274.98881793022156,1.0,15,4.683810234069824,2.6204607486724854,0.0,15.0,1.198359489440918,0.07224159687757492,54.547672566839616,27.920774459838867,15000,30.63857078552246,1.1191825866699219,0.7302455902099609,-183.76340951359757,0.2856704592704773,0.8938760161399841,-22.1716365814209,0.12353843450546265,29.775508880615234,0.0,1000.0
16.0,0.462810754776001,-25.36481281180421,16.0,-166.50986311517678,-166.50986311517678,293.2870223522186,1.0,16,6.309346675872803,2.5455658435821533,0.0,16.0,0.9753904342651367,0.0754658579826355,54.55406745132092,31.317352294921875,16000,33.554954528808594,0.9642176032066345,0.7188529968261719,-173.8634972197355,0.32699617743492126,0.6620922088623047,-25.917112350463867,0.12368115037679672,32.70623016357422,0.0,1000.0
17.0,0.3885854184627533,177.68516135755837,17.0,-158.4859659673049,-158.4859659673049,311.58054304122925,1.0,17,7.827825546264648,2.4827020168304443,0.0,17.0,1.0976288318634033,0.06849084794521332,54.56053139284281,35.46932601928711,17000,37.26683807373047,1.0295780897140503,0.7081054449081421,-153.18416436224766,0.44231775403022766,0.7621275186538696,-29.7091121673584,0.12226923555135727,36.55013656616211,0.0,1000.0
18.0,0.44902101159095764,546.8803281348876,18.0,-129.89323716581754,-129.89323716581754,329.8000979423523,1.0,18,9.027527809143066,2.5517749786376953,0.0,18.0,1.5954002141952515,0.06943276524543762,54.578516235450984,41.2655143737793,18000,40.422706604003906,1.5991557836532593,0.7077785134315491,-114.29169255685126,0.41056203842163086,2.200247287750244,-33.007198333740234,0.12590500712394714,39.55548095703125,0.0,1000.0
19.0,0.43628692626953125,730.5150874145512,19.0,-106.34226541669084,-106.34226541669084,348.0341501235962,1.0,19,10.571890830993652,2.559002637863159,0.0,19.0,1.658625602722168,0.06273253262042999,54.592343864108145,45.463260650634766,19000,43.77214431762695,1.6115893125534058,0.7033710479736328,-69.82817782151429,0.36034461855888367,2.077674150466919,-36.59342575073242,0.12629346549510956,43.01005554199219,0.0,1000.0
20.0,0.5036417841911316,560.8895302987744,20.0,-91.44865810076281,-91.44865810076281,366.30567264556885,1.0,20,12.275378227233887,2.5343196392059326,0.0,20.0,1.7852964401245117,0.06143750250339508,54.59920905825464,48.482608795166016,20000,46.51173400878906,1.7174261808395386,0.6951207518577576,-38.29229241549986,0.25804638862609863,1.2545925378799438,-40.42359161376953,0.1256781816482544,45.7904052734375,0.0,1000.0
21.0,0.6105436682701111,598.6200461760382,21.0,-86.61375432809142,-86.61375432809142,384.72387886047363,1.0,21,13.936349868774414,2.496572256088257,0.0,21.0,1.3954585790634155,0.055825937539339066,54.58460250037142,52.26778793334961,21000,49.525535583496094,1.2150821685791016,0.6953967213630676,-7.963133434950426,0.20834563672542572,2.253523349761963,-45.03401184082031,0.12482115626335144,48.598350524902344,0.0,1000.0
