rollout/episodes,reference_actor_Q_mean,eval/Q,eval/episodes,total/steps,total/episodes,reference_action_std,total/duration,reference_action_mean,reference_perturbed_action_std,train/loss_critic,rollout/actions_mean,obs_rms_mean,rollout/episode_steps,reference_Q_std,param_noise_stddev,rollout/Q_mean,eval/return,reference_perturbed_action_mean,rollout/return,total/epochs,train/param_noise_distance,reference_actor_Q_std,rollout/actions_std,obs_rms_std,train/loss_actor,eval/return_history,rollout/return_history,total/steps_per_second,reference_Q_mean,ret_rms_mean,ret_rms_std
290.0,212.21617126464844,187.2004852294922,14.0,14000,290.0,0.7624698877334595,155.24003767967224,0.2329655885696411,0.7478755712509155,72.10904693603516,0.204353466629982,1.8220279216766357,48.141379310344824,128.3454132080078,0.023313810312614227,127.82396697998047,275.50006534555916,0.26244139671325684,235.40084247400137,14,0.22502735257148743,127.66931915283203,0.7160220742225647,6.54138708114624,-226.71080017089844,308.134335099859,305.3452508195564,90.18292065148871,201.3922119140625,0.0,1.0
307.0,226.7215576171875,268.83294677734375,15.0,15000,307.0,0.7683907151222229,166.27588629722595,0.1832445114850998,0.7706273198127747,84.08293914794922,0.21113668382167816,1.8434240818023682,48.83061889250814,138.70159912109375,0.022854436146078055,135.31887817382812,344.64124154914333,0.19616104662418365,238.88378223089384,15,0.20842230319976807,137.87423706054688,0.7198934555053711,6.591625690460205,-240.13197326660156,310.56812886314464,311.97912169104984,90.21151734044464,216.17916870117188,0.0,1.0
324.0,239.8923797607422,225.07606506347656,16.0,16000,324.0,0.7681146860122681,177.3890368938446,0.04712303727865219,0.7698980569839478,85.22259521484375,0.20691004395484924,1.850504755973816,49.30555555555556,146.54928588867188,0.02240411346542305,142.81224060058594,422.88833152985933,-0.020355237647891045,241.25976290719979,16,0.2156199961900711,145.00723266601562,0.7233297824859619,6.576289176940918,-254.716796875,317.58814152981427,306.543365364787,90.19723135187279,228.86956787109375,0.0,1.0
338.0,261.149658203125,261.1904602050781,17.0,17000,338.0,0.7693787217140198,188.50201272964478,0.12097961455583572,0.7724161744117737,124.83786010742188,0.1991141438484192,1.8601876497268677,50.289940828402365,153.39039611816406,0.020689822899908242,150.7377166748047,339.36827161136216,0.11845658719539642,246.3185433999699,17,0.21843820810317993,150.92628479003906,0.7281576991081238,6.554459571838379,-260.8750915527344,318.8693256522582,317.6215661954392,90.18471343529848,248.621337890625,0.0,1.0
352.0,270.0281066894531,279.4662170410156,18.0,18000,352.0,0.7508856654167175,199.7175521850586,0.12882594764232635,0.7539547681808472,107.04796600341797,0.19621622562408447,1.8674997091293335,51.02272727272727,162.20555114746094,0.020689822899908242,156.4262237548828,418.5861287872241,0.10585592687129974,250.01061579044008,18,0.2185675948858261,162.24667358398438,0.7327833771705627,6.494616985321045,-269.7413024902344,324.4091480486452,319.69716874368004,90.12728126830422,257.92156982421875,0.0,1.0
372.0,278.3980712890625,204.64454650878906,19.0,19000,372.0,0.7634941339492798,210.69653296470642,0.09326421469449997,0.7694876194000244,137.4022979736328,0.19401921331882477,1.872806191444397,51.043010752688176,174.2185516357422,0.020689822899908242,160.61146545410156,286.55663971094657,0.08417695760726929,250.51740024938826,19,0.19595876336097717,175.09463500976562,0.7358682155609131,6.587339878082275,-275.2124328613281,322.4169107677137,301.41883391436363,90.17708897555838,267.08074951171875,0.0,1.0
388.0,293.46490478515625,275.30731201171875,20.0,20000,388.0,0.77569180727005,221.9679572582245,0.04288738593459129,0.7868065237998962,143.65756225585938,0.18986180424690247,1.8660138845443726,51.52577319587629,184.97377014160156,0.020689822899908242,164.40805053710938,250.38238944939226,0.060370881110429764,252.86190268234023,20,0.20799727737903595,184.90292358398438,0.7391363978385925,6.576676368713379,-286.2361145019531,318.81518470179765,304.3024963105334,90.10309527123852,281.355224609375,0.0,1.0
405.0,300.39373779296875,269.97235107421875,21.0,21000,405.0,0.7773367166519165,232.82483100891113,0.1495477259159088,0.781938374042511,199.16539001464844,0.18289245665073395,1.854634165763855,51.74814814814815,189.45541381835938,0.0211056883401964,170.5876007080078,182.55285661339923,0.13793589174747467,253.7944203478844,21,0.21325244009494781,190.7410888671875,0.7434642314910889,6.5999932289123535,-296.86749267578125,312.32650241187395,299.78309825579487,90.19656498406842,286.774658203125,0.0,1.0
420.0,306.5932922363281,370.28729248046875,22.0,22000,420.0,0.7883233428001404,243.90582704544067,0.20964358747005463,0.7750275731086731,190.88357543945312,0.18385371565818787,1.8526055812835693,52.13333333333333,202.04953002929688,0.02152991267583435,177.0115509033203,285.8592359897389,0.2489994764328003,255.3484287240728,22,0.21439297497272491,203.56166076660156,0.7462111115455627,6.641275405883789,-310.2259826660156,311.12344484723144,301.1278982326392,90.19874705945958,291.5568542480469,0.0,1.0
437.0,313.3874816894531,324.42706298828125,23.0,23000,437.0,0.7725149989128113,255.16006875038147,0.22020718455314636,0.7726631164550781,229.43431091308594,0.1884969174861908,1.8558802604675293,52.54919908466819,209.15394592285156,0.0211056883401964,183.60293579101562,431.3625559385273,0.23652464151382446,256.71976479782273,23,0.2122415453195572,210.71719360351562,0.7468462586402893,6.726160049438477,-312.2038269042969,316.35123228598343,292.4570745706704,90.13949601377671,298.259521484375,0.0,1.0
447.0,315.46282958984375,385.4925231933594,24.0,24000,447.0,0.7960147261619568,266.34617018699646,0.08641843497753143,0.8000854253768921,329.584716796875,0.19015468657016754,1.859683632850647,53.53020134228188,213.36221313476562,0.020689822899908242,191.38584899902344,379.9385264119866,0.10450655966997147,260.74923098144205,24,0.17827101051807404,216.2377471923828,0.7484210729598999,6.707366466522217,-320.414794921875,319.0007028745669,304.7149155766121,90.10829772078219,297.70074462890625,0.0,1.0
463.0,331.7664794921875,284.6078796386719,25.0,25000,463.0,0.7792433500289917,277.34288120269775,0.17725829780101776,0.7884791493415833,275.016845703125,0.1878175586462021,1.860328197479248,53.83801295896328,217.68858337402344,0.020282151651708893,196.60940551757812,272.9380123193901,0.13925546407699585,262.0291333178241,25,0.2093171328306198,221.09310913085938,0.7521642446517944,6.670373916625977,-337.0598449707031,317.15819525235986,304.36740043960975,90.14112744335628,312.0124206542969,0.0,1.0
480.0,344.48699951171875,343.8236999511719,26.0,26000,480.0,0.7851483821868896,288.3066086769104,0.15557637810707092,0.7852001190185547,325.6051940917969,0.18836823105812073,1.8677407503128052,54.15833333333333,228.95703125,0.020282151651708893,199.2306671142578,216.6983743663955,0.14680050313472748,263.68186806364827,26,0.21744099259376526,231.28733825683594,0.7557299733161926,6.647590160369873,-354.6087951660156,313.2943559875151,306.5387653008154,90.18176905246314,325.77984619140625,0.0,1.0
494.0,348.41192626953125,421.50341796875,27.0,27000,494.0,0.8152438402175903,299.5009377002716,0.013026116415858269,0.820076048374176,353.3978576660156,0.18496893346309662,1.8637408018112183,54.64777327935223,237.90057373046875,0.019882513137642284,205.45980834960938,339.5651799299477,0.020478621125221252,265.82832977371186,27,0.20876242220401764,245.7158660888672,0.759130597114563,6.642673492431641,-356.899658203125,314.26734946686446,315.62095503545606,90.14996816811474,329.10797119140625,0.0,1.0
507.0,356.7710266113281,412.9964294433594,28.0,28000,507.0,0.8070504665374756,310.6388964653015,0.1122811809182167,0.8141449093818665,533.9035034179688,0.1829214245080948,1.859296441078186,55.19132149901381,248.2207794189453,0.020282151651708893,213.20550537109375,366.31129519010074,0.10057840496301651,268.0740713498933,28,0.22615525126457214,254.3484344482422,0.7609550356864929,6.626473903656006,-361.58575439453125,316.12606181412286,326.2594010143041,90.13681260977442,337.8522033691406,0.0,1.0
520.0,352.028564453125,443.1199951171875,29.0,29000,520.0,0.8243244290351868,321.8179495334625,0.08710039407014847,0.8259311318397522,606.6135864257812,0.18263214826583862,1.8618381023406982,55.75769230769231,252.12596130371094,0.019882513137642284,220.9855499267578,379.0361493204707,0.03363300859928131,270.74055785508193,29,0.18912187218666077,262.8288269042969,0.7626740336418152,6.616518497467041,-367.98492431640625,318.29537517641074,335.3875002053204,90.1130593928683,329.6921691894531,0.0,1.0
532.0,366.6641845703125,406.1509094238281,30.0,30000,532.0,0.8371641635894775,332.9315710067749,0.004485768266022205,0.8329449892044067,638.4657592773438,0.18097853660583496,1.8591973781585693,56.29323308270677,257.3011474609375,0.019882513137642284,228.37738037109375,323.189516320146,0.023601965978741646,273.05553442995574,30,0.1889660507440567,269.07147216796875,0.7647572755813599,6.595569133758545,-377.8940734863281,318.45851321453523,345.11985576390236,90.1086067304489,341.7713623046875,0.0,1.0
