reference_actor_Q_std,rollout/actions_mean,reference_action_mean,reference_action_std,train/param_noise_distance,eval/Q,rollout/episode_steps,eval/return_history,rollout/actions_std,reference_perturbed_action_mean,ret_rms_std,total/epochs,obs_rms_mean,rollout/episodes,reference_actor_Q_mean,train/loss_actor,rollout/return_history,reference_Q_std,rollout/Q_mean,eval/episodes,total/steps_per_second,reference_Q_mean,ret_rms_mean,total/episodes,eval/return,total/duration,reference_perturbed_action_std,param_noise_stddev,train/loss_critic,rollout/return,total/steps,obs_rms_std
2.212028741836548,0.1453525722026825,-0.035056568682193756,0.5434415936470032,0.7350414991378784,20.085540771484375,27.857142857142858,74.81870365086793,0.6560290455818176,0.2918759882450104,1.0,1,1.2913153171539307,35.0,20.351173400878906,-19.626209259033203,136.1917401184543,2.776514768600464,9.246805191040039,1.0,90.98598578968723,20.075254440307617,0.0,35.0,74.81870365086793,10.990703582763672,0.6022059917449951,0.16720346283821505,1.7385097742080688,136.1917401184543,1000,7.300264358520508
7.074145793914795,0.07350016385316849,0.15829643607139587,0.6477276086807251,0.6682993769645691,37.81997299194336,25.532467532467532,146.73617268194823,0.6705756783485413,0.08788922429084778,1.0,2,1.0317282676696777,77.0,41.23915100097656,-39.406497955322266,123.81237013440045,8.212307929992676,19.16382598876953,2.0,91.44936697379566,40.54229736328125,0.0,77.0,218.65364171302855,21.870025634765625,0.7264643907546997,0.1370306733903066,4.689111709594727,123.81237013440045,2000,7.757178783416748
12.904169082641602,0.08286726474761963,0.08437170833349228,0.669505774974823,0.6733642816543579,65.60383605957031,28.980392156862745,153.30535965545974,0.6715490221977234,0.2881046533584595,1.0,3,1.2102367877960205,102.0,61.395286560058594,-59.5835075378418,140.29783679868885,14.965339660644531,29.377775192260742,3.0,91.81295465260567,59.96159744262695,0.0,102.0,166.44373360248272,32.6751275062561,0.5475598573684692,0.11230273064362171,4.700896263122559,141.98343602257208,3000,7.50812292098999
20.318422317504883,0.08608782291412354,0.05165643244981766,0.7127184271812439,0.5970600247383118,84.79557037353516,31.738095238095237,193.06174815637513,0.6756705045700073,0.1114148497581482,1.0,4,1.3235872983932495,126.0,80.2572250366211,-78.8222885131836,160.38573461556905,22.256614685058594,39.58985900878906,4.0,91.47549591012964,78.44808959960938,0.0,126.0,312.3309136591214,43.72755742073059,0.6840214133262634,0.09203708190275892,7.500682830810547,155.88698288043432,4000,7.57302188873291
27.232881546020508,0.09419666975736618,0.15530872344970703,0.7252814173698425,0.5769508481025696,100.0733413696289,34.255172413793105,205.18775000172568,0.6796099543571472,0.13080906867980957,1.0,5,1.4210565090179443,145.0,99.45503997802734,-97.68205261230469,187.42162952767907,29.77204132080078,49.83831787109375,5.0,91.38240454187395,96.90321350097656,0.0,145.0,253.69175738312782,54.71512842178345,0.7138047814369202,0.07542848153938683,8.372136116027832,169.9565464302239,5000,7.474390029907227
35.73916244506836,0.09989210218191147,0.19082167744636536,0.7159125804901123,0.46430104970932007,129.01589965820312,36.35757575757576,224.19334266362367,0.6862146854400635,0.08269742131233215,1.0,6,1.5031874179840088,165.0,116.82489013671875,-115.52888488769531,220.9369691869937,37.91053009033203,59.99855041503906,6.0,91.11521029036878,113.61488342285156,0.0,165.0,319.22130597311366,65.85069584846497,0.7041292190551758,0.06181699495154324,11.95513916015625,181.31925880155723,6000,7.365001201629639
46.563560485839844,0.10499600321054459,0.27393144369125366,0.6632238626480103,0.4344463348388672,132.32431030273438,38.285714285714285,233.37325062613536,0.6885008811950684,0.2427682876586914,1.0,7,1.5701720714569092,182.0,132.35098266601562,-132.85897827148438,239.59547431666238,48.31536102294922,70.06523132324219,7.0,91.01499457748604,128.5594024658203,0.0,182.0,288.45269840120545,76.91040396690369,0.6767619252204895,0.05066177638540577,15.264069557189941,191.50135811883965,7000,7.205336570739746
54.79817199707031,0.12699122726917267,0.28245308995246887,0.6859075427055359,0.37265628576278687,151.49407958984375,39.56716417910448,245.97508928835728,0.6897538304328918,0.21746663749217987,1.0,8,1.6428574323654175,201.0,148.10714721679688,-147.4248504638672,257.17612349542895,57.37302017211914,78.6197509765625,8.0,90.90172171235876,142.59127807617188,0.0,201.0,334.1879599239106,88.00713396072388,0.7094688415527344,0.04151957869412388,22.255292892456055,199.31616700724047,8000,7.0930376052856445
64.50914764404297,0.1383129209280014,0.2362348884344101,0.7058384418487549,0.2983659505844116,172.89956665039062,40.72727272727273,250.08224835236555,0.6915258169174194,0.2648506760597229,1.0,9,1.6829181909561157,220.0,164.69276428222656,-163.14320373535156,271.3198608896313,68.54126739501953,86.88787078857422,9.0,90.85902891648713,156.76803588867188,0.0,220.0,282.93952086443153,99.05454754829407,0.6982930898666382,0.034027141129503384,26.427902221679688,205.7684940620283,9000,7.349545955657959
73.0906753540039,0.14198465645313263,0.24401725828647614,0.7119184136390686,0.2928330898284912,163.8600616455078,41.96218487394958,242.9512048148255,0.6961647272109985,0.2494525909423828,1.0,10,1.7219836711883545,238.0,182.09056091308594,-181.80548095703125,278.68459910921166,76.001708984375,96.11427307128906,10.0,90.91333338145279,173.71946716308594,0.0,238.0,178.77181297696495,109.99486684799194,0.7060497403144836,0.027886755354071244,34.23317337036133,212.03435317503494,10000,7.326861381530762
