train/param_noise_distance,reference_Q_std,rollout/actions_std,obs_rms_mean,rollout/return,rollout/episode_steps,reference_perturbed_action_mean,eval/episodes,reference_perturbed_action_std,eval/Q,train/loss_actor,reference_actor_Q_std,param_noise_stddev,eval/return,reference_action_mean,total/epochs,rollout/return_history,total/steps,eval/return_history,train/loss_critic,rollout/actions_mean,reference_Q_mean,rollout/Q_mean,reference_action_std,ret_rms_mean,obs_rms_std,reference_actor_Q_mean,total/duration,total/steps_per_second,rollout/episodes,ret_rms_std,total/episodes
0.45643186569213867,3.2727222442626953,0.5455991625785828,0.886356770992279,121.23382655859893,24.95,0.15241171419620514,1.0,0.5466177463531494,20.080236434936523,-19.15857696533203,2.7165539264678955,0.16720346283821505,286.0811812962387,0.011398321948945522,1,121.23382655859893,1000,286.0811812962387,1.7338838577270508,0.02936164103448391,19.379758834838867,9.325482368469238,0.46035125851631165,0.0,7.4265875816345215,19.64966583251953,12.268002271652222,81.51286394123912,40.0,1.0,40.0
0.5478014349937439,9.579273223876953,0.5737333297729492,1.092500925064087,153.03852589897315,31.078125,-0.32509636878967285,2.0,0.5555594563484192,41.64854431152344,-39.726539611816406,8.171863555908203,0.1370306733903066,242.08806948164911,-0.17336806654930115,2,153.03852589897315,2000,264.0846253889439,3.2876830101013184,-0.00447074044495821,38.573944091796875,19.336498260498047,0.5463086366653442,0.0,7.003243923187256,39.55247497558594,24.00280451774597,83.32359656228262,64.0,1.0,64.0
0.5199375152587891,16.310543060302734,0.5750271081924438,1.1577414274215698,158.6600921113307,32.12903225806452,0.0638643279671669,3.0,0.5716367363929749,55.8685302734375,-59.673545837402344,14.421136856079102,0.11230273064362171,72.65065381501547,0.057160839438438416,3,158.6600921113307,3000,200.27330153096776,4.282925605773926,-0.007674105931073427,57.699607849121094,28.966461181640625,0.5851897597312927,0.0,6.887603282928467,59.210670471191406,35.27625346183777,85.04304469989798,93.0,1.0,93.0
0.4792691171169281,25.586322784423828,0.578039824962616,1.2296581268310547,164.9811661865748,33.45762711864407,0.0862496942281723,4.0,0.6391761898994446,84.50530242919922,-76.54427337646484,23.6828670501709,0.09203708190275892,97.5909188850671,-0.0288823414593935,4,175.79580771755272,4000,174.6027058694926,8.409570693969727,0.002679496305063367,74.32718658447266,38.38068389892578,0.6505460739135742,0.0,6.9415411949157715,76.58777618408203,46.634013652801514,85.77430263199535,118.0,1.0,118.0
0.465766578912735,32.22210693359375,0.5913873314857483,1.3286068439483643,177.11396497821735,35.74820143884892,-0.09911265224218369,5.0,0.6548751592636108,102.77798461914062,-98.0805892944336,28.761680603027344,0.07542848153938683,305.6416298144031,-0.07797414809465408,5,199.79672881177444,5000,200.8104906584747,13.983471870422363,0.0022807028144598007,92.57447814941406,48.508148193359375,0.6953290700912476,0.0,6.974393844604492,96.13981628417969,58.28163242340088,85.79032178914109,139.0,1.0,139.0
0.3940802216529846,41.61789321899414,0.6032447218894958,1.363111138343811,183.04311736907002,36.79012345679013,0.024874333292245865,6.0,0.6812360882759094,126.90484619140625,-115.70361328125,38.70795822143555,0.06181699495154324,342.56735814063893,-0.00905375275760889,6,203.61907412723133,6000,224.43663523883538,9.880267143249512,-0.0028380693402141333,107.19674682617188,58.227264404296875,0.7365887761116028,0.0,6.911739349365234,111.50831604003906,69.9638409614563,85.75858497113464,162.0,1.0,162.0
0.3536788821220398,53.15475845336914,0.6187747120857239,1.4142793416976929,190.26726353096848,38.19672131147541,0.0222246665507555,7.0,0.7348543405532837,120.6799545288086,-129.6591339111328,50.60003662109375,0.05066177638540577,199.68420407312556,0.047568779438734055,7,216.06535565555845,7000,220.90057364373396,10.68200969696045,-0.00034647752181626856,120.93060302734375,67.6546401977539,0.7652345299720764,0.0,7.081840515136719,126.08338165283203,81.50126338005066,85.88823914738742,183.0,1.0,183.0
0.3260273039340973,66.33346557617188,0.6370405554771423,1.4553697109222412,193.1440017903191,38.795121951219514,0.07066112011671066,8.0,0.7262674570083618,162.2580108642578,-145.30006408691406,64.52961730957031,0.04151957869412388,250.22836824251317,0.024736423045396805,8,227.10518014537413,8000,224.56654796858138,19.033174514770508,-0.003432357916608453,133.2051239013672,76.57657623291016,0.7617747187614441,0.0,7.185067653656006,138.941650390625,93.11251211166382,85.91756165278966,205.0,1.0,205.0
0.27695462107658386,75.81208801269531,0.6480369567871094,1.4933676719665527,200.0037145333287,40.169642857142854,0.11836670339107513,9.0,0.7095201015472412,152.3345947265625,-158.76876831054688,72.46141815185547,0.034027141129503384,207.18160628487976,0.12333380430936813,9,240.03314389488486,9000,222.6348877815034,23.898889541625977,0.00923940259963274,147.14195251464844,85.32179260253906,0.7173165082931519,0.0,7.18253231048584,154.30670166015625,104.64598846435547,86.00425235665466,224.0,1.0,224.0
0.22831225395202637,85.28462219238281,0.6534490585327148,1.5226914882659912,202.97654418441653,40.70612244897959,-0.017548905685544014,10.0,0.7174329161643982,182.33975219726562,-176.6411895751953,80.57918548583984,0.027886755354071244,254.69151905598034,0.09088796377182007,10,237.3109143896749,10000,225.84055090895112,39.89518737792969,0.015739498659968376,163.1134796142578,93.95317077636719,0.7279888391494751,0.0,7.206948757171631,171.0476531982422,116.1753134727478,86.0768066904832,245.0,1.0,245.0
0.20264308154582977,95.13856506347656,0.6595514416694641,1.5556641817092896,209.71797735833087,42.06896551724138,0.11005289107561111,11.0,0.7153841853141785,195.6410369873047,-193.3652801513672,90.46754455566406,0.02426044449968572,251.1807818553088,0.11314433068037033,11,253.93767187093553,11000,228.14420826771092,36.39931106567383,0.028736380860209465,176.6264190673828,101.98209381103516,0.7054511308670044,0.0,7.199845790863037,186.29885864257812,127.81689405441284,86.06061101216555,261.0,1.0,261.0
0.1996850073337555,104.44670104980469,0.6648322343826294,1.5813113451004028,212.78742238224933,42.704626334519574,0.132267564535141,12.0,0.7171025276184082,187.26663208007812,-205.35220336914062,100.97407531738281,0.02426044449968572,246.0411130633585,0.15321119129657745,12,253.75093129509142,12000,229.63561700068155,37.085975646972656,0.04277065768837929,190.0165252685547,110.17008209228516,0.6995537281036377,0.0,7.215700626373291,198.7866668701172,139.47281956672668,86.03826922892995,281.0,1.0,281.0
0.21398355066776276,117.29523468017578,0.6693960428237915,1.610306739807129,216.76843823245787,43.32775919732441,0.03914016857743263,13.0,0.7377863526344299,199.20005798339844,-216.4659423828125,112.90115356445312,0.022854436146078055,269.30795999376795,0.008402037434279919,13,267.2650474828352,13000,232.6873356924574,50.4480094909668,0.05266430974006653,198.51712036132812,117.15255737304688,0.738664448261261,0.0,7.165867805480957,209.49728393554688,151.16263437271118,86.00008893697105,299.0,1.0,299.0
