eval/episodes,rollout/actions_mean,train/loss_critic,rollout/episodes,reference_action_mean,total/steps,total/duration,rollout/return,train/loss_actor,rollout/Q_mean,rollout/actions_std,obs_rms_std,ret_rms_std,reference_actor_Q_std,reference_actor_Q_mean,total/steps_per_second,eval/return_history,total/episodes,reference_Q_mean,reference_action_std,eval/return,obs_rms_mean,rollout/episode_steps,eval/Q,total/epochs,reference_Q_std,rollout/return_history,train/param_noise_distance,ret_rms_mean
13.0,-0.0792306438088417,5.148550033569336,13.0,0.20045344531536102,13000,726.1664345264435,-58.642056203554326,-100.21595001220703,46.43339920043945,0.7573151588439941,2.354264497756958,1.0,2.10688853263855,184.53744506835938,17.90223202546909,2.930868449071312,13.0,182.76763916015625,0.782446026802063,129.32699580997755,0.11479596793651581,1000.0,94.30755615234375,13,2.6107568740844727,-58.642056203554326,0.0,0.0
14.0,-0.05615241825580597,3.9768292903900146,14.0,0.32279711961746216,14000,772.2073991298676,-37.10245199046009,-110.4013442993164,56.69911575317383,0.7557123899459839,2.36921763420105,1.0,1.829361081123352,190.40687561035156,18.12984441197451,17.279709641773035,14.0,188.87997436523438,0.7570802569389343,203.81464514689543,0.11630214750766754,1000.0,55.13270568847656,14,2.0356125831604004,-37.10245199046009,0.0,0.0
15.0,-0.0883629247546196,8.59999942779541,15.0,0.33383551239967346,15000,818.2415127754211,-24.6679217010764,-108.53424072265625,55.186893463134766,0.7578024864196777,2.412465810775757,1.0,1.8664638996124268,197.17640686035156,18.331995829838785,4.159331683747031,15.0,195.45286560058594,0.7454679012298584,-179.525959728617,0.1133740022778511,1000.0,36.642250061035156,15,1.9850705862045288,-24.6679217010764,0.0,0.0
16.0,-0.11396993696689606,6.522994518280029,16.0,0.2735755741596222,16000,863.2787492275238,-22.1377742450804,-105.85658264160156,54.219024658203125,0.7635748386383057,2.472083806991577,1.0,1.870374321937561,205.6520538330078,18.533990341262385,15.123255862154593,16.0,204.00912475585938,0.7336952090263367,179.58211853826788,0.11113845556974411,1000.0,56.748294830322266,16,1.9001590013504028,-22.1377742450804,0.0,0.0
17.0,-0.11535622179508209,6.5711493492126465,17.0,0.3005833625793457,17000,908.4778699874878,-26.53754722759614,-113.42908477783203,61.37255859375,0.7613890767097473,2.464951753616333,1.0,2.4451212882995605,209.95541381835938,18.71261872370555,13.238743212538505,17.0,208.59088134765625,0.7064383029937744,-16.913459181318892,0.11012469977140427,1000.0,80.09963989257812,17,2.3764545917510986,-26.53754722759614,0.0,0.0
18.0,-0.10454197973012924,10.961774826049805,18.0,0.23646463453769684,18000,953.8626601696014,-9.051251859264434,-121.67915344238281,69.87063598632812,0.7588584423065186,2.462728500366211,1.0,3.7296841144561768,211.91456604003906,18.870641185178076,38.04961057738571,18.0,210.48284912109375,0.7237492799758911,459.83435577978815,0.11057250946760178,1000.0,213.2613525390625,18,4.091658592224121,-9.051251859264434,0.0,0.0
19.0,-0.11920645087957382,8.249835968017578,19.0,0.3295581638813019,19000,999.0190382003784,-12.839950561102157,-117.2821273803711,68.36543273925781,0.760742723941803,2.536513328552246,1.0,3.915456771850586,218.3782958984375,19.018656575580767,52.44079889194863,19.0,216.64971923828125,0.6823750138282776,311.4821885540813,0.11149615049362183,1000.0,221.0795440673828,19,3.9915690422058105,-12.839950561102157,0.0,0.0
20.0,-0.11666792631149292,6.777777194976807,20.0,0.3121195137500763,20000,1043.9946007728577,18.527823855027105,-125.6755142211914,76.1818618774414,0.7554119229316711,2.5434956550598145,1.0,3.916254997253418,221.57186889648438,19.15718719732288,78.3369200925624,20.0,220.220703125,0.7145482301712036,570.363222904224,0.11171820014715195,1000.0,203.38291931152344,20,3.9655797481536865,18.527823855027105,0.0,0.0
21.0,-0.11130893975496292,19.621135711669922,21.0,0.38212451338768005,21000,1089.0294444561005,24.032024138867843,-132.98031616210938,82.9029541015625,0.7525187730789185,2.5341787338256836,1.0,3.3337364196777344,224.92335510253906,19.283225175319423,115.63156056572396,21.0,223.12631225585938,0.6865083575248718,861.5243700289554,0.11056350916624069,1000.0,232.13095092773438,21,3.337948799133301,24.032024138867843,0.0,0.0
22.0,-0.09841064363718033,19.447505950927734,22.0,0.16918615996837616,22000,1134.0338153839111,46.01847962492077,-138.5063934326172,89.6017837524414,0.7504637837409973,2.5351319313049316,1.0,2.7936019897460938,225.15460205078125,19.399774240904986,125.55760985645297,22.0,223.56546020507812,0.7649366855621338,334.00464496176215,0.111009381711483,1000.0,229.84164428710938,22,2.8100757598876953,46.01847962492077,0.0,0.0
23.0,-0.08847064524888992,8.831631660461426,23.0,0.15618251264095306,23000,1179.1307213306427,39.12550400309303,-143.20941162109375,95.61756896972656,0.7484080791473389,2.539663314819336,1.0,3.008366584777832,227.70556640625,19.505894964762366,159.6601978790086,23.0,225.89407348632812,0.7627089619636536,909.9171343752325,0.10850902646780014,1000.0,235.6290740966797,23,3.027616262435913,39.12550400309303,0.0,0.0
24.0,-0.0722241923213005,16.174461364746094,24.0,0.29251208901405334,24000,1224.228828907013,61.506541595152214,-150.93991088867188,101.42314910888672,0.7448256015777588,2.53537654876709,1.0,3.150296688079834,232.0955047607422,19.604178102411716,178.55736842482202,24.0,230.11790466308594,0.7355682253837585,613.1922909785307,0.11043664813041687,1000.0,235.7998504638672,24,3.3968398571014404,61.506541595152214,0.0,0.0
25.0,-0.07327647507190704,15.937397003173828,25.0,0.1766769140958786,25000,1269.556181192398,79.46506357326474,-163.3262176513672,106.92878723144531,0.7440281510353088,2.5227644443511963,1.0,2.6024904251098633,237.36683654785156,19.69192098022743,166.4463935813596,25.0,235.68734741210938,0.75645512342453,-124.21700266173825,0.10991525650024414,1000.0,112.66085052490234,25,2.5118792057037354,79.46506357326474,0.0,0.0
26.0,-0.06953741610050201,16.107372283935547,26.0,0.1815435141324997,26000,1315.1871345043182,99.70820413067668,-164.82107543945312,110.48575592041016,0.7429869771003723,2.5364131927490234,1.0,2.5279364585876465,241.15328979492188,19.769049831679776,166.44461034601485,26.0,239.5330352783203,0.7435253858566284,166.40002946239613,0.11126738786697388,1000.0,135.5655975341797,26,2.653804063796997,99.70820413067668,0.0,0.0
27.0,-0.06224117428064346,13.277243614196777,27.0,0.2851308286190033,27000,1360.5486283302307,113.47871217679946,-170.18569946289062,115.44212341308594,0.7404119372367859,2.5347671508789062,1.0,2.8054914474487305,242.92994689941406,19.84493566623669,176.7230974101472,27.0,241.0421905517578,0.6794292330741882,443.9637610775885,0.11203747242689133,1000.0,248.2645721435547,27,2.9088022708892822,113.47871217679946,0.0,0.0
28.0,-0.05502336099743843,8.551548957824707,28.0,0.15773817896842957,28000,1405.5975518226624,122.9039081842039,-176.16171264648438,120.21680450439453,0.7370904684066772,2.5255794525146484,1.0,3.7392470836639404,247.9310760498047,19.920353421000144,206.2302721496613,28.0,245.82028198242188,0.7277819514274597,1002.923990116542,0.11236459016799927,1000.0,241.9420928955078,28,3.668497323989868,122.9039081842039,0.0,0.0
29.0,-0.05657508224248886,15.938846588134766,29.0,0.14853651821613312,29000,1453.598284959793,124.63627058264612,-178.5694580078125,121.07244873046875,0.7386568784713745,2.5440826416015625,1.0,3.4127538204193115,252.68948364257812,19.950491342800497,201.06803043002193,29.0,250.71878051757812,0.7258287668228149,56.525262280120145,0.11334246397018433,1000.0,55.78961181640625,29,3.7400004863739014,124.63627058264612,0.0,0.0
30.0,-0.06607956439256668,18.26298713684082,30.0,0.262153297662735,30000,1501.8182842731476,125.86900159838382,-178.14346313476562,119.50312805175781,0.739181637763977,2.5823066234588623,1.0,3.1290738582611084,258.96343994140625,19.975785562179013,190.67189060020146,30.0,256.93359375,0.7232027649879456,-110.81616446459222,0.1129007637500763,1000.0,92.97869110107422,30,3.6113648414611816,125.86900159838382,0.0,0.0
31.0,-0.07843619585037231,21.32345199584961,31.0,0.33381450176239014,31000,1551.213862657547,112.32384647948618,-177.19354248046875,117.38481903076172,0.7438371777534485,2.62943172454834,1.0,4.650510787963867,265.9227600097656,19.98434951251058,170.62139145325932,31.0,263.4122619628906,0.7537429332733154,-430.8935829550046,0.11248833686113358,1000.0,66.17745208740234,31,4.648958683013916,112.32384647948618,0.0,0.0
32.0,-0.08655691891908646,13.897359848022461,32.0,0.30361878871917725,32000,1599.628161907196,103.85071030735094,-174.04420471191406,116.20433807373047,0.7456865310668945,2.658338785171509,1.0,5.140208721160889,270.39666748046875,20.00464905659526,167.1463939603166,32.0,268.5171813964844,0.7701250910758972,59.421471679091496,0.11233261972665787,1000.0,100.03543853759766,32,5.219239234924316,103.85071030735094,0.0,0.0
33.0,-0.08459826558828354,13.373836517333984,33.0,0.2543117105960846,33000,1649.112519979477,105.79959448610852,-175.87379455566406,119.68743896484375,0.7451684474945068,2.669454574584961,1.0,4.18126916885376,271.9638366699219,20.010763122707164,163.30129206968573,33.0,270.46240234375,0.7543849945068359,40.25803156949773,0.1119801253080368,1000.0,95.57608032226562,33,4.367743015289307,105.79959448610852,0.0,0.0
34.0,-0.08881418406963348,22.031333923339844,34.0,0.328713983297348,34000,1695.6019740104675,101.4857609846799,-175.81915283203125,121.34347534179688,0.7447792291641235,2.6653499603271484,1.0,3.999258041381836,273.0685119628906,20.05187568848048,168.1557060802667,34.0,271.48175048828125,0.7480008006095886,328.3513684294386,0.11040731519460678,1000.0,273.9820861816406,34,4.271496772766113,101.4857609846799,0.0,0.0
35.0,-0.10124701261520386,14.110629081726074,35.0,0.29616907238960266,35000,1741.3198726177216,94.30254376215997,-173.7268524169922,120.76634216308594,0.7464064359664917,2.652437210083008,1.0,3.565342426300049,274.3267822265625,20.09969595499108,149.51723632165184,35.0,272.583251953125,0.7756803631782532,-484.1907354712528,0.10862165689468384,1000.0,63.103126525878906,35,3.5972325801849365,94.30254376215997,0.0,0.0
36.0,-0.11520564556121826,24.87567710876465,36.0,0.36796560883522034,36000,1787.4284510612488,85.22274353038831,-168.0684051513672,118.46941375732422,0.7489757537841797,2.632603406906128,1.0,4.582172393798828,276.535888671875,20.140666317930513,156.7366039844806,36.0,274.7568664550781,0.7140373587608337,409.41447218348765,0.10728668421506882,1000.0,277.8982238769531,36,4.239556789398193,85.22274353038831,0.0,0.0
37.0,-0.10750778019428253,19.368976593017578,37.0,0.3732689917087555,37000,1833.502967596054,86.75916357098527,-173.2989501953125,122.75956726074219,0.7484843730926514,2.6320979595184326,1.0,4.199950695037842,276.80426025390625,20.17995097576063,155.70065637644794,37.0,275.34954833984375,0.7030602693557739,118.40654248727121,0.10787711292505264,1000.0,245.00604248046875,37,4.211832523345947,86.75916357098527,0.0,0.0
38.0,-0.09869704395532608,8.366180419921875,38.0,0.28227314352989197,38000,1879.131253004074,85.71958533508139,-173.41941833496094,126.79668426513672,0.7489560842514038,2.6305932998657227,1.0,3.8736796379089355,275.17822265625,20.222110583947387,157.325174976088,38.0,273.8110046386719,0.7616024613380432,217.43236316277066,0.1077030599117279,1000.0,222.31971740722656,38,3.7891550064086914,85.71958533508139,0.0,0.0
39.0,-0.09053809195756912,32.158973693847656,39.0,0.11099807173013687,39000,1924.4876902103424,88.90227492963749,-175.7943115234375,130.60971069335938,0.7495430707931519,2.6339666843414307,1.0,3.9067862033843994,273.64990234375,20.265133520151217,149.1221009807573,39.0,272.0284423828125,0.8218156695365906,-162.59471084180825,0.10838557034730911,1000.0,144.49131774902344,39,4.120209217071533,88.90227492963749,0.0,0.0
40.0,-0.084992915391922,12.70199966430664,40.0,0.0813472643494606,40000,1970.5305585861206,85.59567466053872,-177.42320251464844,134.18209838867188,0.7497187256813049,2.6326937675476074,1.0,4.341667652130127,273.70166015625,20.299101592568288,142.83224249334498,40.0,272.10882568359375,0.8659363389015198,-102.47223851573749,0.10840123146772385,1000.0,98.58246612548828,40,4.26687479019165,85.59567466053872,0.0,0.0
41.0,-0.09184908866882324,17.381113052368164,41.0,0.2703499495983124,41000,2015.4103157520294,76.29391688804911,-174.36741638183594,133.65367126464844,0.7512969970703125,2.61531400680542,1.0,3.715811014175415,269.5820617675781,20.34325203138661,134.6694827863294,41.0,268.2756652832031,0.7618675827980042,-191.84090549429428,0.10712621361017227,1000.0,158.89842224121094,41,3.9867751598358154,76.29391688804911,0.0,0.0
42.0,-0.1003960594534874,31.5357608795166,42.0,0.26237714290618896,42000,2060.158935070038,65.81716358449643,-169.27133178710938,132.27459716796875,0.7521612644195557,2.609102249145508,1.0,3.586890697479248,268.29156494140625,20.386776614675195,125.62602505387646,42.0,266.487060546875,0.7106550335884094,-245.15574197669375,0.10621459782123566,1000.0,58.31004333496094,42,4.5291290283203125,65.81716358449643,0.0,0.0
43.0,-0.0934133529663086,24.175090789794922,43.0,0.13378645479679108,43000,2110.341164112091,62.09424312529907,-172.5198211669922,135.43582153320312,0.7532190680503845,2.6039719581604004,1.0,4.284533977508545,267.1588134765625,20.375852365127844,110.96059587325787,43.0,265.3306884765625,0.7459774613380432,-504.9874297127226,0.10615383088588715,1000.0,104.9207763671875,43,4.251528739929199,62.09424312529907,0.0,0.0
44.0,-0.08806585520505905,26.852964401245117,44.0,0.18973706662654877,44000,2164.1140611171722,66.48680636772411,-173.11923217773438,138.4515380859375,0.7537592649459839,2.608919382095337,1.0,4.545326232910156,267.31243896484375,20.33164554057102,105.77967616590753,44.0,265.56109619140625,0.7436264753341675,-116.99987125015778,0.10690592974424362,1000.0,104.85673522949219,44,4.654515743255615,66.48680636772411,0.0,0.0
45.0,-0.09118618816137314,25.576885223388672,45.0,0.22887100279331207,45000,2218.064777135849,59.06436782229935,-170.46270751953125,136.90306091308594,0.7566269040107727,2.61140775680542,1.0,3.6782374382019043,266.1740417480469,20.287955727833957,97.1196245448947,45.0,264.4790954589844,0.7633458971977234,-283.92264677966983,0.10696917772293091,1000.0,44.312835693359375,45,3.9397692680358887,59.06436782229935,0.0,0.0
46.0,-0.10223424434661865,24.6403751373291,46.0,0.2557951509952545,46000,2274.434682369232,53.48771980405205,-167.9956817626953,135.62779235839844,0.7580612301826477,2.602743148803711,1.0,4.123917579650879,265.51641845703125,20.22480590741025,92.23190456934954,46.0,263.7126159667969,0.7480964064598083,-127.71549433018268,0.10855889320373535,1000.0,49.774986267089844,46,4.023183345794678,53.48771980405205,0.0,0.0
47.0,-0.11506965011358261,25.430957794189453,47.0,0.1495254784822464,47000,2336.849336385727,47.46434192287437,-168.97776794433594,133.43113708496094,0.7600725293159485,2.5935633182525635,1.0,3.1369433403015137,267.07855224609375,20.112550376350857,75.92823786481821,47.0,265.38519287109375,0.7567331194877625,-674.0404305436225,0.11095137149095535,1000.0,63.38534927368164,47,3.3538787364959717,47.46434192287437,0.0,0.0
48.0,-0.12012661248445511,17.61558723449707,48.0,0.26405051350593567,48000,2380.9549131393433,45.286240724610956,-165.35470581054688,131.67848205566406,0.7615421414375305,2.5944747924804688,1.0,3.3384978771209717,269.2828369140625,20.159978559489357,74.36872202253315,48.0,267.3507080078125,0.7231409549713135,1.071477435135198,0.11086803674697876,1000.0,192.63839721679688,48,3.2458343505859375,45.286240724610956,0.0,0.0
49.0,-0.11427933722734451,20.55524444580078,49.0,0.2990216612815857,49000,2420.3333399295807,46.71929864386374,-169.21693420410156,134.52981567382812,0.7608999013900757,2.597130298614502,1.0,3.2823026180267334,270.7248840332031,20.245145241616036,72.25085068180162,49.0,268.7529296875,0.7684405446052551,-29.406973673311548,0.1108960509300232,1000.0,51.56515121459961,49,3.192304849624634,46.71929864386374,0.0,0.0
50.0,-0.11634396016597748,21.329984664916992,50.0,0.35987651348114014,50000,2459.788462162018,48.212241701980254,-169.5197296142578,133.65341186523438,0.7623209953308105,2.6079905033111572,1.0,3.965698003768921,274.8114013671875,20.326951186710083,75.69061605492352,50.0,273.153564453125,0.6888027191162109,244.2391193378965,0.11123010516166687,1000.0,169.77044677734375,50,4.140148639678955,48.212241701980254,0.0,0.0
51.0,-0.11672044545412064,24.29262924194336,51.0,0.35053136944770813,51000,2499.3729226589203,48.09701826813189,-171.49191284179688,131.94357299804688,0.7651545405387878,2.618880033493042,1.0,4.7729058265686035,275.55072021484375,20.405118234914866,75.89334293593646,51.0,273.5431823730469,0.695168137550354,86.02968698658323,0.11226403713226318,1000.0,159.83035278320312,51,4.347903251647949,48.09701826813189,0.0,0.0
52.0,-0.1108987107872963,47.662418365478516,52.0,0.43999919295310974,52000,2539.017335653305,44.24211246166071,-175.06777954101562,134.70611572265625,0.7651907205581665,2.6150355339050293,1.0,5.189700126647949,277.490966796875,20.480364300710878,76.29533291393162,52.0,275.94439697265625,0.6413242220878601,96.79682179168498,0.11250300705432892,1000.0,144.76109313964844,52,5.321738243103027,44.24211246166071,0.0,0.0
53.0,-0.1091308742761612,32.46745681762695,53.0,0.29349106550216675,53000,2578.5764145851135,45.97728965721635,-176.75726318359375,133.83950805664062,0.7677857279777527,2.630894422531128,1.0,4.2697882652282715,277.59185791015625,20.553976876627704,78.13309476286621,53.0,275.7079772949219,0.6902002692222595,173.6967109074652,0.11334390938282013,1000.0,128.55230712890625,53,4.373441696166992,45.97728965721635,0.0,0.0
54.0,-0.10791555792093277,32.85926055908203,54.0,0.36865854263305664,54000,2618.155466079712,47.22632708250943,-180.18128967285156,133.37054443359375,0.7684656977653503,2.6462318897247314,1.0,4.895401954650879,280.03076171875,20.62520759351879,79.23015114339911,54.0,278.1555480957031,0.6879293918609619,137.37413931164215,0.11384919285774231,1000.0,132.8202362060547,54,4.784084320068359,47.22632708250943,0.0,0.0
55.0,-0.10077553242444992,23.52141761779785,55.0,0.3694317042827606,55000,2657.7720420360565,49.58469447099524,-182.1379852294922,136.04263305664062,0.7687910199165344,2.642585515975952,1.0,5.175623893737793,279.62152099609375,20.69402459281865,76.28716432816117,55.0,277.86578369140625,0.6851541996002197,-82.63412369468763,0.11438275873661041,1000.0,243.235107421875,55,4.682382583618164,49.58469447099524,0.0,0.0
56.0,-0.09754486382007599,32.772918701171875,56.0,0.3183037340641022,56000,2698.2526211738586,54.493510100707574,-185.4910125732422,138.6610870361328,0.7682228684425354,2.6432414054870605,1.0,5.150608062744141,279.9800109863281,20.754172370872205,80.4553367641921,56.0,278.24932861328125,0.6750752329826355,309.7048207458939,0.1146329864859581,1000.0,274.4355773925781,56,5.020988941192627,54.493510100707574,0.0,0.0
57.0,-0.09230710566043854,21.309730529785156,57.0,0.3281765580177307,57000,2738.754874944687,55.75777498804869,-193.14682006835938,141.19850158691406,0.766920268535614,2.6358203887939453,1.0,4.941648483276367,281.35943603515625,20.81237737683669,78.1169934761542,57.0,279.5608825683594,0.6624022722244263,-52.83023065396718,0.11445078998804092,1000.0,78.628173828125,57,5.035187244415283,55.75777498804869,0.0,0.0
58.0,-0.0906875878572464,19.96131134033203,58.0,0.37100982666015625,58000,2779.015287399292,53.84245663290085,-195.03334045410156,140.02442932128906,0.7696208357810974,2.664854049682617,1.0,4.99350118637085,283.36529541015625,20.870702029954863,75.78862601428898,58.0,281.80230712890625,0.7062358856201172,-56.928319312029124,0.11523404717445374,1000.0,155.6780548095703,58,4.640650749206543,53.84245663290085,0.0,0.0
59.0,-0.09065171331167221,18.09699058532715,59.0,0.40439119935035706,59000,2818.542895555496,53.69214762808442,-192.52093505859375,139.12185668945312,0.7710614800453186,2.7006046772003174,1.0,5.004570484161377,285.14410400390625,20.93280187185936,78.68640703432447,59.0,283.714111328125,0.66259765625,246.7577061963828,0.11563237756490707,1000.0,175.3117218017578,59,5.007230758666992,53.69214762808442,0.0,0.0
60.0,-0.088699109852314,20.181962966918945,60.0,0.1527467519044876,60000,2858.725569486618,58.626566826648016,-196.99383544921875,141.62388610839844,0.7696720361709595,2.694751501083374,1.0,4.786141872406006,285.9326171875,20.988373504762492,84.43760612229819,60.0,284.4610290527344,0.6554118394851685,423.75835231274806,0.11558562517166138,1000.0,292.88299560546875,60,4.923020362854004,58.626566826648016,0.0,0.0
61.0,-0.08859078586101532,20.783323287963867,61.0,0.2509675920009613,61000,2898.4677906036377,63.01757897678603,-197.84005737304688,142.17123413085938,0.7692755460739136,2.7048730850219727,1.0,5.173742294311523,287.52020263671875,21.045602161856724,79.12217362809987,61.0,285.98052978515625,0.6523867845535278,-239.80377602379977,0.11625181138515472,1000.0,137.2651824951172,61,5.229209899902344,63.01757897678603,0.0,0.0
62.0,-0.08660541474819183,23.275127410888672,62.0,0.21880698204040527,62000,2938.092850923538,64.25861010980215,-197.42828369140625,142.81585693359375,0.7694926261901855,2.717285394668579,1.0,5.447720050811768,287.532958984375,21.10212411446132,79.13002085644425,62.0,285.64093017578125,0.6935398578643799,79.6087017854505,0.11667896807193756,1000.0,148.87672424316406,62,4.79877233505249,64.25861010980215,0.0,0.0
63.0,-0.08485116809606552,35.821895599365234,63.0,0.33433422446250916,63000,2977.81645154953,58.00719601719984,-194.08370971679688,141.81239318847656,0.7718929648399353,2.741910219192505,1.0,5.497196674346924,287.3048400878906,21.156441649456756,84.54767719358672,63.0,285.8196716308594,0.6766209602355957,420.44237009642046,0.11725325882434845,1000.0,290.3687438964844,63,5.519068717956543,58.00719601719984,0.0,0.0
64.0,-0.08149487525224686,26.677412033081055,64.0,0.3015579879283905,64000,3017.542455434799,62.25343168499577,-192.72154235839844,143.3910675048828,0.7709556221961975,2.74023699760437,1.0,5.7524094581604,287.83929443359375,21.209312195336853,89.42953415974002,64.0,286.45208740234375,0.7087004780769348,396.9865230273967,0.11775951087474823,1000.0,291.86968994140625,64,5.521280288696289,62.25343168499577,0.0,0.0
65.0,-0.07927168905735016,18.065685272216797,65.0,0.29508522152900696,65000,3057.2499651908875,66.26616512021823,-193.09129333496094,145.6903533935547,0.7691628336906433,2.733095407485962,1.0,4.9257049560546875,288.57073974609375,21.26093735876175,93.94539039140136,65.0,286.931396484375,0.6923919916152954,382.9601892177272,0.11756832897663116,1000.0,292.4732971191406,65,4.933525085449219,66.26616512021823,0.0,0.0
66.0,-0.07721488177776337,36.296077728271484,66.0,0.3010983467102051,66000,3096.9733033180237,69.49165863420755,-194.48867797851562,147.9027557373047,0.7676228880882263,2.728294610977173,1.0,5.163790702819824,287.3677978515625,21.311129782516744,100.60048701178704,66.0,285.8144836425781,0.6914313435554504,533.1817673368566,0.11753172427415848,1000.0,292.568603515625,66,5.461759090423584,69.49165863420755,0.0,0.0
