rollout/actions_std,reference_actor_Q_std,train/param_noise_distance,rollout/Q_mean,reference_Q_std,reference_perturbed_action_std,reference_actor_Q_mean,obs_rms_std,rollout/episode_steps,total/steps_per_second,ret_rms_std,train/loss_critic,reference_action_mean,param_noise_stddev,eval/episodes,eval/return,total/duration,rollout/actions_mean,ret_rms_mean,train/loss_actor,eval/Q,total/steps,rollout/episodes,reference_action_std,eval/return_history,reference_perturbed_action_mean,reference_Q_mean,obs_rms_mean,rollout/return,total/epochs,rollout/return_history,total/episodes
0.6719250082969666,2.688059091567993,0.7249358892440796,9.190512657165527,3.4666483402252197,0.732119619846344,19.424257278442383,7.053529739379883,23.452380952380953,90.05087656048963,1.0,1.9573450088500977,-0.08169987797737122,0.16720346283821505,1.0,165.3154460907321,11.104833602905273,-0.014567455276846886,0.0,-19.199892044067383,19.30422592163086,1000,42.0,0.6890315413475037,165.3154460907321,-0.0009432287188246846,18.960582733154297,0.7298404574394226,113.29330502391178,1,113.29330502391178,42.0
0.6989165544509888,8.680018424987793,0.6131916642189026,18.762351989746094,9.744606018066406,0.6900421380996704,38.24350357055664,7.274377822875977,27.205479452054796,90.68131224422802,1.0,2.6417195796966553,-0.16535888612270355,0.1370306733903066,2.0,161.69661160383228,22.05526089668274,-0.03981635347008705,0.0,-37.894954681396484,36.837615966796875,2000,73.0,0.5868290662765503,163.5060288472822,0.06319797784090042,37.48844909667969,0.8418812155723572,130.35263878360286,2,130.35263878360286,73.0
0.6906434297561646,18.009977340698242,0.6966536641120911,27.937162399291992,18.967023849487305,0.727421224117279,54.38916015625,7.042501926422119,27.44954128440367,91.18584619962809,1.0,4.784675121307373,-0.06449193507432938,0.11230273064362171,3.0,108.91407918007141,32.899842739105225,-0.058942750096321106,0.0,-54.935020446777344,56.84994888305664,3000,109.0,0.68364417552948,145.30871229154528,-0.07289031147956848,53.08427429199219,0.8602593541145325,132.9295117064749,3,135.11642455180336,109.0
0.6952287554740906,26.00183868408203,0.6103855967521667,37.25428771972656,27.536531448364258,0.7312991619110107,69.40864562988281,6.775823593139648,30.113636363636363,90.90535813676249,1.0,5.575818061828613,0.028310580179095268,0.09203708190275892,4.0,227.23503545955185,44.00180673599243,-0.06091289967298508,0.0,-73.0767593383789,69.829345703125,4000,132.0,0.7672688961029053,165.79029308354694,-0.05257171764969826,66.89131164550781,1.0022778511047363,147.01192075106061,4,159.5073180612859,132.0
0.7031252384185791,32.469783782958984,0.5167348980903625,46.55264663696289,34.90036392211914,0.7442772388458252,86.9972915649414,6.897453784942627,32.67763157894737,90.2353037932766,1.0,8.547348976135254,0.08887796103954315,0.07542848153938683,5.0,357.0898810881223,55.41068506240845,-0.07443563640117645,0.0,-92.50006866455078,95.64519500732422,5000,152.0,0.783072829246521,204.050210684462,-0.10295027494430542,82.94757080078125,1.0766663551330566,159.72123390827934,5,178.63619844855148,152.0
0.7147258520126343,39.984153747558594,0.48525723814964294,56.697364807128906,42.243045806884766,0.8030030727386475,105.60296630859375,6.973939418792725,35.56287425149701,89.84253495151988,1.0,9.654335975646973,0.08082437515258789,0.06181699495154324,6.0,367.55650622379113,66.78351187705994,-0.06269735097885132,0.0,-111.8359603881836,116.07910919189453,6000,167.0,0.806502103805542,231.30125994101687,0.002253246260806918,101.0217514038086,1.1700413227081299,173.92247422835794,6,205.64586035945865,167.0
0.7238998413085938,50.14079284667969,0.41452449560165405,66.17720794677734,53.27090072631836,0.7855186462402344,120.91923522949219,7.115024089813232,37.950819672131146,89.52196906956884,1.0,14.928092956542969,0.010394826531410217,0.05066177638540577,7.0,401.3365994040971,78.19309687614441,-0.06272584944963455,0.0,-129.62820434570312,136.0836181640625,7000,183.0,0.8078703880310059,255.5920227214569,0.09553857892751694,114.7785415649414,1.2143564224243164,184.94681902049402,7,228.77646993389354,183.0
0.7290933132171631,59.377567291259766,0.3489926755428314,75.90576934814453,62.30113220214844,0.7860774397850037,131.51971435546875,7.091714382171631,39.46534653465346,89.40166498585761,1.0,20.4575138092041,0.063151054084301,0.04151957869412388,8.0,267.5111355559612,89.4837920665741,-0.06417220085859299,0.0,-144.9649200439453,148.8343505859375,8000,202.0,0.8025375008583069,257.0819118257699,0.007814237847924232,123.98243713378906,1.2427548170089722,192.20905669477406,8,252.9635346016489,202.0
0.733177661895752,70.83583068847656,0.2970028221607208,84.33039855957031,73.83869171142578,0.7581813335418701,144.7530975341797,7.194393157958984,40.34977578475336,89.42354096616079,1.0,19.77236557006836,0.09116161614656448,0.034027141129503384,9.0,204.37552941420893,100.64463901519775,-0.06238691508769989,0.0,-160.5569305419922,151.66993713378906,9000,223.0,0.7783690094947815,251.22564711337424,0.12125211954116821,136.34597778320312,1.2601178884506226,196.5590207562222,9,264.7774240864281,223.0
0.7377294898033142,77.8857192993164,0.25279203057289124,92.83425903320312,81.55428314208984,0.7944992780685425,161.8899688720703,7.162216663360596,41.6890756302521,89.34900827967752,1.0,23.416776657104492,0.1286323219537735,0.027886755354071244,10.0,371.54744648527435,111.92066025733948,-0.05332983657717705,0.0,-176.17481994628906,171.63275146484375,10000,238.0,0.7985951900482178,263.2578270505643,0.08310607075691223,151.9922637939453,1.3069103956222534,204.02016278948892,10,278.29804594277977,238.0
0.7418228983879089,89.54792785644531,0.23563453555107117,101.97383117675781,91.8590316772461,0.790553092956543,174.28932189941406,7.212366104125977,43.48015873015873,89.3402053215747,1.0,23.8703556060791,0.09277790784835815,0.022854436146078055,11.0,269.1430458419435,123.12485694885254,-0.040852900594472885,0.0,-191.98109436035156,191.70729064941406,11000,252.0,0.7941692471504211,263.7928469406897,0.07652908563613892,165.31619262695312,1.3470821380615234,213.49038034921182,11,295.21948293942916,252.0
0.7469273805618286,102.3122787475586,0.20099298655986786,109.58516693115234,104.32038116455078,0.788429856300354,180.46078491210938,7.364654064178467,44.239852398523986,89.39344380075931,1.0,32.96009063720703,0.030703440308570862,0.019490749081111935,12.0,273.4743636273397,134.23803234100342,-0.029021402820944786,0.0,-202.74600219726562,206.09170532226562,12000,271.0,0.7891533970832825,264.5996399979105,0.0711967796087265,171.0482177734375,1.376985788345337,217.86516865588996,12,288.71670175325585,271.0
0.7520027756690979,111.65457916259766,0.1906682699918747,116.81315612792969,113.22520446777344,0.8002585768699646,189.9795684814453,7.392312049865723,45.020833333333336,89.46197059850734,1.0,47.38335418701172,0.09453409910202026,0.019106704324195603,13.0,238.34595032073997,145.31314158439636,-0.023112935945391655,0.0,-215.49740600585938,191.00904846191406,13000,288.0,0.8019675612449646,262.58012540735893,0.08021422475576401,180.37728881835938,1.3928827047348022,222.0479630245755,13,286.4924644418802,288.0
