eval/episodes,obs_rms_std,eval/return_history,rollout/episodes,total/steps,rollout/actions_mean,reference_action_std,eval/return,rollout/Q_mean,param_noise_stddev,reference_perturbed_action_std,total/episodes,reference_Q_mean,reference_actor_Q_mean,train/loss_critic,rollout/return,obs_rms_mean,train/loss_actor,ret_rms_mean,total/epochs,reference_action_mean,reference_perturbed_action_mean,rollout/episode_steps,total/steps_per_second,ret_rms_std,total/duration,reference_actor_Q_std,train/param_noise_distance,rollout/actions_std,eval/Q,reference_Q_std,rollout/return_history
505.0,1.5510021448135376,1563.6034742117026,1154.0,505000,0.5329419374465942,0.5703907012939453,1227.9650574041998,427.4645690917969,0.018361167303396805,0.5346246957778931,1154.0,429.72210693359375,442.6259460449219,650.0349731445312,765.0387466154497,0.04309482499957085,-724.4771118164062,0.0,505,0.543699324131012,0.5817500352859497,437.5138648180243,92.72838172468911,1.0,5446.013298273087,270.24029541015625,0.2154020071029663,0.5368579030036926,782.1600341796875,278.2460632324219,1038.7194440546536
506.0,1.5521035194396973,1566.4254550764315,1156.0,506000,0.5326125025749207,0.6621713042259216,2051.980694844421,428.23089599609375,0.017999379770019416,0.6897898316383362,1156.0,434.1903991699219,447.45477294921875,474.74664306640625,765.332231009011,0.042984843254089355,-720.1324462890625,0.0,506,0.44108009338378906,0.36470556259155273,437.3434256055363,92.72110133340594,1.0,5457.22594666481,268.9288635253906,0.1832331269979477,0.5370602607727051,791.899169921875,277.9552307128906,1036.5805688624814
507.0,1.5532852411270142,1569.9096211207443,1159.0,507000,0.5324032306671143,0.6484742760658264,2119.7937191014476,428.8938293457031,0.017297050171870294,0.6903606057167053,1159.0,432.4918212890625,445.90911865234375,514.8029174804688,766.6306939951609,0.04276265203952789,-728.0548706054688,0.0,507,0.4353655278682709,0.44987988471984863,437.26747195858496,92.70967230742822,1.0,5468.685061454773,265.5833740234375,0.19094368815422058,0.5372552871704102,836.3968505859375,273.64398193359375,1074.3691487979443
508.0,1.554826259613037,1578.0795390737214,1160.0,508000,0.5322415828704834,0.6579489707946777,2635.1599902206935,429.6957092285156,0.018730226766195082,0.661652147769928,1160.0,435.4931335449219,448.51324462890625,242.2152557373047,766.4247555825086,0.042742155492305756,-729.6860961914062,0.0,508,0.41880616545677185,0.42096146941185,437.0948275862069,92.68857757309743,1.0,5480.7184801101685,266.8116455078125,0.22947075963020325,0.5373535752296448,841.4229736328125,275.0639953613281,1075.2115634609956
509.0,1.555401086807251,1575.074295381614,1164.0,509000,0.5322606563568115,0.6451296806335449,2117.1863473760727,430.2854919433594,0.018361167303396805,0.6316968202590942,1164.0,439.60540771484375,452.53070068359375,711.104736328125,767.0702263314281,0.042675405740737915,-725.937744140625,0.0,509,0.4584716260433197,0.4798130691051483,436.9201030927835,92.67575588756931,1.0,5492.267045736313,262.8471984863281,0.195855051279068,0.5373870730400085,856.8137817382812,271.213623046875,1064.2759903726871
510.0,1.5567339658737183,1588.2964580029645,1165.0,510000,0.5321763753890991,0.6011286377906799,2801.0495477741088,431.073974609375,0.018361167303396805,0.6209993362426758,1165.0,431.94952392578125,443.8655700683594,532.9577026367188,769.0455657029869,0.04262553155422211,-729.9276733398438,0.0,510,0.5271802544593811,0.5591179132461548,437.40343347639487,92.65441915511474,1.0,5504.324614524841,270.44854736328125,0.17890895903110504,0.5374334454536438,824.8236694335938,277.1890563964844,1088.9349639860047
511.0,1.5580756664276123,1591.791527619187,1167.0,511000,0.5319927930831909,0.6622835397720337,1727.0097026255833,431.81732177734375,0.017644720880324885,0.6760110855102539,1167.0,433.36224365234375,445.5041198730469,347.8065185546875,771.2354846867728,0.04255557060241699,-726.423095703125,0.0,511,0.4408968389034271,0.43993088603019714,437.73521850899743,92.6482030729601,1.0,5515.4874358177185,273.0079345703125,0.202101469039917,0.5375931859016418,823.667724609375,278.845703125,1084.4055487540898
512.0,1.5590275526046753,1587.962908990969,1169.0,512000,0.5318542718887329,0.6471797227859497,2342.161900206035,432.5626525878906,0.017644720880324885,0.6994367241859436,1169.0,434.49615478515625,448.42303466796875,265.8710632324219,772.7313999105844,0.04250640794634819,-733.9742431640625,0.0,512,0.49778375029563904,0.37782227993011475,437.87681779298543,92.63524422159193,1.0,5527.054031133652,275.08612060546875,0.19462832808494568,0.5376779437065125,846.8883056640625,282.8856506347656,1108.179761096742
513.0,1.5606954097747803,1604.2074550561586,1170.0,513000,0.531689465045929,0.6526979207992554,2726.343624540784,433.3788757324219,0.017644720880324885,0.6799078583717346,1170.0,435.51318359375,448.31512451171875,452.5030822753906,774.3361823352249,0.04242474213242531,-730.9759521484375,0.0,513,0.49341249465942383,0.4561856985092163,438.35726495726493,92.6161318709761,1.0,5538.991854190826,276.7432861328125,0.19851922988891602,0.5377578139305115,840.0148315429688,283.5495910644531,1127.8993950158936
514.0,1.5631662607192993,1611.0178125073269,1171.0,514000,0.5315300226211548,0.6481733322143555,1615.0876483618754,434.1537170410156,0.017644720880324885,0.6246593594551086,1171.0,439.6084899902344,451.93280029296875,625.7374877929688,773.9547899820021,0.04218996316194534,-736.2177124023438,0.0,514,0.5033066868782043,0.5078096985816956,438.13151152860803,92.61430156016127,1.0,5549.89878821373,272.9487609863281,0.20078526437282562,0.5378003120422363,818.4299926757812,281.53558349609375,1111.779760782133
515.0,1.5637149810791016,1610.5636292231316,1174.0,515000,0.5314767956733704,0.7088289856910706,547.0118630365146,434.7823486328125,0.018361167303396805,0.7005711197853088,1174.0,444.993896484375,458.70147705078125,879.2362670898438,776.210825540008,0.042194437235593796,-729.2952880859375,0.0,515,0.37777939438819885,0.3902108669281006,438.541737649063,92.62535577364712,1.0,5560.032624959946,273.5141906738281,0.16723676025867462,0.5378832817077637,705.8671875,280.66241455078125,1108.9557049925083
516.0,1.564146876335144,1621.2112398021618,1177.0,516000,0.5313876867294312,0.6275926232337952,1786.0390237194763,435.4697265625,0.019106704324195603,0.5220624208450317,1177.0,448.199462890625,460.764404296875,815.048828125,776.6623312360051,0.04197359085083008,-736.283935546875,0.0,516,0.5258235931396484,0.6484749913215637,438.3602378929482,92.62344057875087,1.0,5570.943994045258,269.5218505859375,0.16416054964065552,0.5379273891448975,794.6463623046875,277.7330627441406,1078.1194621604836
