rollout/actions_std,reference_perturbed_action_mean,ret_rms_mean,rollout/episode_steps,rollout/return,total/duration,param_noise_stddev,obs_rms_std,total/epochs,total/episodes,eval/Q,train/param_noise_distance,reference_action_mean,rollout/actions_mean,eval/return_history,rollout/return_history,train/loss_actor,reference_perturbed_action_std,reference_actor_Q_std,train/loss_critic,eval/episodes,reference_actor_Q_mean,rollout/Q_mean,reference_Q_std,obs_rms_mean,total/steps,rollout/episodes,eval/return,reference_action_std,reference_Q_mean,total/steps_per_second,ret_rms_std
0.8481729030609131,-0.08038514852523804,0.0,237.2268907563025,-427.4632533909589,323.5824420452118,0.02152991267583435,0.4757818281650543,29,119.0,8.782295227050781,0.18304811418056488,-0.028232112526893616,0.029365327209234238,-913.9044347115082,-318.1163693308043,52.559288024902344,0.8336523175239563,26.33362579345703,20.21979522705078,29.0,-32.025054931640625,-28.388919830322266,26.2540340423584,0.020854419097304344,29000,119.0,-26.626766416591607,0.8186459541320801,-34.11566162109375,89.62167358866785,1.0
0.8456562757492065,-0.07444436848163605,0.0,238.944,-429.56588844734733,334.8098909854889,0.0211056883401964,0.4754500091075897,30,125.0,-21.360363006591797,0.19714853167533875,-0.005623914301395416,0.0313379243016243,-901.7148814001,-302.37932687211696,54.722591400146484,0.8385378122329712,25.273054122924805,9.761414527893066,30.0,-28.673728942871094,-28.435943603515625,24.94237518310547,0.020754113793373108,30000,125.0,-548.2178353692636,0.8289812207221985,-30.403850555419922,89.60308762592751,1.0
0.846487283706665,-0.016103141009807587,0.0,244.03149606299212,-440.56839584284563,346.97027254104614,0.019882513137642284,0.4751224219799042,31,127.0,-91.59197998046875,0.22518861293792725,-0.02665410190820694,0.03983514755964279,-922.4564059956925,-305.3921198412825,57.48125076293945,0.826763391494751,25.520925521850586,14.960013389587402,31.0,-28.462158203125,-30.087984085083008,25.152559280395508,0.02067163959145546,31000,127.0,-1544.702143863466,0.8052915334701538,-29.77568817138672,89.34482995609585,1.0
0.8482413291931152,-0.009887147694826126,0.0,240.64341085271317,-433.7904705376833,356.5558588504791,0.020689822899908242,0.4732881486415863,32,129.0,4.711396217346191,0.1952010989189148,0.1470225751399994,0.03476037085056305,-895.5452940541101,-284.8650128368654,60.441043853759766,0.7974839210510254,25.561132431030273,11.258894920349121,32.0,-27.07952117919922,-31.800764083862305,25.191150665283203,0.020146990194916725,32000,129.0,-61.300823865057545,0.8325516581535339,-28.712432861328125,89.747508575982,1.0
0.8519650101661682,0.16815151274204254,0.0,246.48461538461538,-448.1302144747834,367.29974842071533,0.020282151651708893,0.4692279100418091,33,130.0,-10.351628303527832,0.19613425433635712,0.1088235005736351,0.03330198675394058,-880.4736307762946,-307.37331639295917,63.46857452392578,0.8216145634651184,24.73287010192871,10.544097900390625,33.0,-24.6543025970459,-34.099159240722656,24.920942306518555,0.02034510299563408,33000,130.0,-398.1804058861995,0.8606890439987183,-27.100088119506836,89.84487504249768,1.0
0.8509334921836853,0.15496061742305756,0.0,253.1865671641791,-466.681146827016,379.05157232284546,0.019106704324195603,0.4683144986629486,34,134.0,-57.48189163208008,0.20018336176872253,0.19406543672084808,0.037974923849105835,-881.3981472441288,-327.99153443306136,61.756168365478516,0.8300672173500061,23.47690773010254,20.36182975769043,34.0,-20.55357551574707,-34.07111740112305,23.622783660888672,0.02055000327527523,34000,134.0,-911.9071906826584,0.8408705592155457,-22.666574478149414,89.69755696209472,1.0
0.848254382610321,0.1855694204568863,0.0,252.17777777777778,-463.9006659010099,389.74086809158325,0.019490749081111935,0.46765562891960144,35,135.0,-10.52049732208252,0.20002645254135132,0.18073248863220215,0.040609296411275864,-864.2042912466791,-328.7557769574801,63.25029754638672,0.8470352292060852,24.205698013305664,23.380144119262695,35.0,-19.299114227294922,-33.48065185546875,23.64455223083496,0.020789185538887978,35000,135.0,-279.6131873333866,0.8255664110183716,-20.43931007385254,89.80325869181245,1.0
0.8498228788375854,0.19698373973369598,0.0,257.6764705882353,-470.8625946324054,399.52297043800354,0.018730226766195082,0.46794673800468445,36,136.0,20.923389434814453,0.20882099866867065,-0.10281006991863251,0.04467993974685669,-840.5684268353781,-341.51298236925606,65.61653137207031,0.8040920495986938,24.73909568786621,17.24126434326172,36.0,-19.844703674316406,-35.65119552612305,24.532001495361328,0.020851951092481613,36000,136.0,-13.313172439846056,0.7985529899597168,-21.341693878173828,90.10745980520873,1.0
0.8450689315795898,-0.0898609384894371,0.0,263.8357142857143,-476.75135806474555,410.41161942481995,0.019106704324195603,0.4679960608482361,37,140.0,-25.763723373413086,0.18449810147285461,-0.24751991033554077,0.04583606868982315,-827.8856813022447,-366.14880048822147,67.07098388671875,0.822468638420105,24.2786808013916,11.70935344696045,37.0,-18.895830154418945,-34.51462936401367,24.256715774536133,0.020891297608613968,37000,140.0,-371.3068421094432,0.773025631904602,-20.648181915283203,90.15339295669658,1.0
0.8456760048866272,-0.14349231123924255,0.0,269.0567375886525,-487.31835675848,421.56801319122314,0.019490749081111935,0.4685596525669098,38,141.0,-106.6995620727539,0.2007448971271515,-0.1632644534111023,0.044257890433073044,-830.0643588399516,-385.5970657962334,66.22868347167969,0.8285714387893677,22.856815338134766,20.832368850708008,38.0,-16.890640258789062,-36.061279296875,23.02910614013672,0.020774198696017265,38000,141.0,-910.6754277351049,0.8324583172798157,-18.43115997314453,90.13966622454159,1.0
0.841611385345459,-0.20017722249031067,0.0,274.2042253521127,-488.39912719421204,432.6201846599579,0.018730226766195082,0.46799686551094055,39,142.0,-54.243446350097656,0.19533087313175201,-0.3044413924217224,0.048796623945236206,-821.16930650883,-392.0165574970933,67.51313781738281,0.7788666486740112,22.853288650512695,33.174320220947266,39.0,-16.27817153930664,-34.71666717529297,22.98798942565918,0.021061556413769722,39000,142.0,-483.15731792621045,0.7446563839912415,-18.478382110595703,90.1483596532932,1.0
0.8430846929550171,-0.3028310537338257,0.0,273.16783216783216,-485.3156876574613,443.87572407722473,0.017999379770019416,0.46831557154655457,40,143.0,8.614433288574219,0.20217038691043854,-0.29090073704719543,0.039965227246284485,-811.2907671368461,-392.30987652353707,68.86531829833984,0.7572685480117798,23.179401397705078,25.372364044189453,40.0,-15.80569076538086,-36.33944320678711,22.85205078125,0.020425697788596153,40000,143.0,-426.02773162946744,0.7509100437164307,-17.81545639038086,90.11531343183091,1.0
0.8415750861167908,-0.021148115396499634,0.0,274.6938775510204,-488.3383824699796,454.68582248687744,0.017999379770019416,0.4687630534172058,41,147.0,-57.93358612060547,0.20778179168701172,-0.04720671847462654,0.039409998804330826,-802.896955183299,-415.6833994074586,71.58443450927734,0.8074150681495667,22.716453552246094,14.907182693481445,41.0,-15.37764835357666,-36.77635955810547,21.955841064453125,0.020293960347771645,41000,147.0,-467.14447704141696,0.80669105052948,-16.52634048461914,90.17215398481726,1.0
0.8397807478904724,-0.12895618379116058,0.0,278.0872483221477,-495.38991755691575,466.39088559150696,0.017999379770019416,0.46871379017829895,42,149.0,-16.830753326416016,0.19084325432777405,0.06861680746078491,0.03844698145985603,-796.0227709028827,-435.665136559426,69.63225555419922,0.7879307866096497,23.17881965637207,29.827098846435547,42.0,-15.185575485229492,-37.13957977294922,22.760374069213867,0.020351245999336243,42000,149.0,-514.1812154058166,0.823369026184082,-16.812660217285156,90.05321779977088,1.0
0.8405622839927673,-0.08171416074037552,0.0,282.9,-500.598548695337,478.0610918998718,0.017644720880324885,0.46728628873825073,43,150.0,-33.570343017578125,0.2012651413679123,-0.15850064158439636,0.036408908665180206,-790.7045215528843,-448.12402753472634,73.6267318725586,0.8135243654251099,22.198747634887695,15.030767440795898,43.0,-13.442475318908691,-38.67279052734375,22.0321044921875,0.020050667226314545,43000,150.0,-567.3380488529497,0.7948731184005737,-16.07231903076172,89.9466631536837,1.0
0.839044451713562,0.07313761115074158,0.0,284.5686274509804,-504.7388983528148,490.9990632534027,0.017999379770019416,0.4664267599582672,44,153.0,1.8573200702667236,0.18874503672122955,-0.04422649368643761,0.037536248564720154,-784.5387204887982,-468.71168876055964,73.24459838867188,0.8413461446762085,21.78264045715332,24.08749008178711,44.0,-13.061220169067383,-38.90598678588867,21.397645950317383,0.01999274082481861,44000,153.0,-519.4092747330963,0.8239789009094238,-14.976005554199219,89.61320559035725,1.0
0.8382622599601746,-0.01911177486181259,0.0,287.5584415584416,-502.4325825941693,503.3114697933197,0.017644720880324885,0.4670116603374481,45,154.0,-12.63920783996582,0.2262490689754486,-0.07647204399108887,0.04086002707481384,-781.5711186749364,-469.8638985604741,76.66202545166016,0.8389812707901001,21.11663055419922,23.879159927368164,45.0,-11.699862480163574,-39.58629608154297,20.737462997436523,0.020038122311234474,45000,154.0,-650.996638865021,0.8329254388809204,-13.025871276855469,89.40785716343568,1.0
0.8360486626625061,-0.02828715741634369,0.0,290.75949367088606,-505.86239050880357,514.2989499568939,0.018730226766195082,0.46691787242889404,46,158.0,14.059134483337402,0.19942475855350494,-0.15905353426933289,0.04170199856162071,-769.4856380711745,-474.5587416407496,74.49425506591797,0.8132438659667969,21.250341415405273,42.04023742675781,46.0,-11.865057945251465,-39.331504821777344,21.231943130493164,0.019962824881076813,46000,158.0,-225.6390109018932,0.8160983324050903,-13.890495300292969,89.44214255902233,1.0
0.8364784121513367,-0.11933880299329758,0.0,295.2201257861635,-515.3509070464862,525.7094640731812,0.018361167303396805,0.4647640287876129,47,159.0,-105.19739532470703,0.24103233218193054,-0.058127738535404205,0.04754878580570221,-774.5259003414963,-494.6423651421084,77.35202026367188,0.8250844478607178,21.082759857177734,35.187828063964844,47.0,-11.87584114074707,-39.98165512084961,20.286291122436523,0.01995803415775299,47000,159.0,-1006.3779647762918,0.8131033778190613,-13.146677017211914,89.40299388153565,1.0
0.8375524878501892,-0.031017504632472992,0.0,299.625,-526.2371125626412,536.6930618286133,0.017999379770019416,0.46450984477996826,48,160.0,20.837543487548828,0.18421407043933868,-0.042601823806762695,0.05091166868805885,-761.0107952461431,-517.0392827178417,79.65657806396484,0.8377813100814819,19.462940216064453,14.881077766418457,48.0,-8.765731811523438,-41.81827163696289,19.438474655151367,0.020019691437482834,48000,160.0,-125.80085576454255,0.840174674987793,-11.228689193725586,89.43659498122643,1.0
0.8345867991447449,0.026845745742321014,0.0,303.5652173913044,-526.803138066269,549.937239408493,0.017644720880324885,0.4632191061973572,49,161.0,0.609667181968689,0.1915401816368103,-0.07730714231729507,0.05401884764432907,-770.4351572960728,-521.9637551781963,77.34121704101562,0.8588956594467163,17.831390380859375,20.734275817871094,49.0,-6.800196170806885,-40.61854934692383,17.38429069519043,0.020198596641421318,49000,161.0,-1222.804535692703,0.8414743542671204,-8.10341739654541,89.10107642956477,1.0
0.8349358439445496,-0.021789059042930603,0.0,307.8641975308642,-535.7736856936691,561.4940969944,0.018361167303396805,0.4633944630622864,50,162.0,-26.114830017089844,0.236787348985672,-0.13364066183567047,0.055218975991010666,-767.0231711142785,-540.949594617076,81.6063461303711,0.8509159088134766,18.494338989257812,52.102115631103516,50.0,-7.393721580505371,-41.598358154296875,18.063798904418945,0.020214587450027466,50000,162.0,-599.8358482063572,0.8373536467552185,-8.507707595825195,89.04813116939798,1.0
0.837208092212677,-0.20912227034568787,0.0,310.4207317073171,-545.592139513032,573.0300300121307,0.018361167303396805,0.4617116153240204,51,164.0,-2.37096905708313,0.19753499329090118,-0.17743328213691711,0.05796131119132042,-759.2032721440794,-563.3482684260421,80.52999877929688,0.8325676321983337,17.541990280151367,15.740345001220703,51.0,-6.854304790496826,-42.881553649902344,17.564868927001953,0.020383473485708237,51000,164.0,-368.20832363412103,0.846318244934082,-8.579875946044922,89.00057122472334,1.0
0.8398109674453735,-0.042303770780563354,0.0,314.6,-557.5505167975556,584.0204744338989,0.017297050171870294,0.460090696811676,52,165.0,-65.19302368164062,0.186899796128273,-0.06110338121652603,0.05282051861286163,-755.3282364897653,-588.5504692096423,79.4491195678711,0.8191552758216858,18.082916259765625,31.507080078125,52.0,-7.790567874908447,-42.26917266845703,17.969392776489258,0.020217513665556908,52000,165.0,-557.7014181197504,0.8405942916870117,-9.501596450805664,89.03797431143916,1.0
0.8390032649040222,-0.18535083532333374,0.0,318.7289156626506,-563.1494339279915,594.9119431972504,0.019106704324195603,0.4594898521900177,53,166.0,15.910987854003906,0.19695007801055908,-0.20701903104782104,0.052093505859375,-745.2421524847459,-602.221399185824,79.60021209716797,0.8310413956642151,18.724069595336914,25.955045700073242,53.0,-9.318161010742188,-42.51412582397461,18.583955764770508,0.020233334973454475,53000,166.0,-220.76578422374058,0.8347837328910828,-11.56886100769043,89.08881491798728,1.0
0.8377619385719299,-0.0021669045090675354,0.0,320.1607142857143,-563.1947571596086,606.8778336048126,0.017297050171870294,0.4586261510848999,54,168.0,-61.01033401489258,0.20158106088638306,-0.10849182307720184,0.05282315984368324,-750.208639747616,-613.3445493073556,80.635498046875,0.8433476686477661,18.933420181274414,21.725317001342773,54.0,-9.409822463989258,-41.67844772338867,18.749841690063477,0.020357627421617508,54000,168.0,-1013.4324646797238,0.8533750772476196,-11.371634483337402,88.9800170806103,1.0
