total/steps,rollout/actions_std,ret_rms_mean,total/episodes,total/epochs,rollout/return,rollout/Q_mean,eval/Q,ret_rms_std,rollout/episode_steps,eval/return,reference_Q_std,eval/return_history,reference_action_std,train/param_noise_distance,train/loss_actor,train/loss_critic,obs_rms_mean,rollout/episodes,rollout/actions_mean,eval/episodes,obs_rms_std,reference_Q_mean,reference_actor_Q_mean,reference_actor_Q_std,total/duration,rollout/return_history,reference_action_mean,total/steps_per_second
227000,0.6974697709083557,0.0,227.0,227,1225.2287516514043,310.8337707519531,484.20111083984375,1.0,1000.0,2453.743221279653,11.04289436340332,1986.9437530433206,0.6828027367591858,0.0,-466.6476135253906,80.59899139404297,0.0847112163901329,227.0,0.021109983325004578,227.0,2.35807204246521,456.6052551269531,460.526611328125,10.470329284667969,2966.823481321335,1438.9800234643665,0.055345017462968826,76.51280955175027
228000,0.6972591876983643,0.0,228.0,228,1228.1552806347047,311.5782470703125,486.69989013671875,1.0,1000.0,2794.0650815037866,10.419886589050293,2013.1319745275794,0.6840754151344299,0.0,-467.4276428222656,80.14820098876953,0.08481428027153015,228.0,0.02128264494240284,228.0,2.3589723110198975,457.91082763671875,461.4471435546875,9.941157341003418,2979.971801519394,1457.1995653702463,0.03284940496087074,76.51079110337554
229000,0.6976364850997925,0.0,229.0,229,1232.0114072455372,312.3202209472656,486.2272644042969,1.0,1000.0,2846.183313118437,8.259160041809082,2045.4467147023745,0.6960024237632751,0.0,-467.3149108886719,85.17749786376953,0.08502119779586792,229.0,0.02184746041893959,229.0,2.3606810569763184,460.82763671875,465.10052490234375,7.6938066482543945,2993.131728410721,1475.7355411157257,-0.05234994366765022,76.50849370454984
230000,0.6974600553512573,0.0,230.0,230,1233.4271693565913,313.0427551269531,483.8067626953125,1.0,1000.0,2284.092588089273,8.010000228881836,2058.4971697572114,0.7060205936431885,0.0,-466.4404602050781,153.59461975097656,0.08496115356683731,230.0,0.021221209317445755,230.0,2.360391616821289,459.7022705078125,463.2535705566406,7.014135360717773,3006.2680583000183,1491.4840251678888,-0.1238476037979126,76.50681693702995
231000,0.6973286271095276,0.0,231.0,231,1236.1211595259053,313.77392578125,477.0310974121094,1.0,1000.0,1152.0410458489628,5.586518287658691,2058.4230268812917,0.6903778910636902,0.0,-467.4162902832031,90.47990417480469,0.08493403345346451,231.0,0.02064582332968712,231.0,2.36077618598938,461.2458190917969,465.3476867675781,4.892435073852539,3019.4772028923035,1502.441843352184,0.013094484806060791,76.50330983745438
232000,0.697413980960846,0.0,232.0,232,1239.6422200349048,314.4999694824219,483.68701171875,1.0,1000.0,2508.651073636048,5.03715705871582,2065.03471653179,0.7151263952255249,0.0,-468.01055908203125,369.0269470214844,0.08500727266073227,232.0,0.020116258412599564,232.0,2.361567258834839,463.1629333496094,467.5621032714844,4.144308090209961,3032.670524120331,1512.6255454432985,-0.046927232295274734,76.50023243698551
233000,0.6973578333854675,0.0,233.0,233,1245.3484460823333,315.2343444824219,483.1813049316406,1.0,1000.0,2254.3598566387723,4.44498348236084,2072.8882318050855,0.6635662317276001,0.0,-467.5733642578125,128.9939422607422,0.0852472335100174,233.0,0.02003161609172821,233.0,2.3641438484191895,464.99078369140625,467.9986572265625,3.6218838691711426,3045.889536380768,1521.4580673272449,0.11644628643989563,76.49653646890252
234000,0.6973321437835693,0.0,234.0,234,1249.928547523997,315.9510803222656,485.6167907714844,1.0,1000.0,2536.9747213815017,6.588057041168213,2091.410464148631,0.6892949938774109,0.0,-467.06976318359375,407.25408935546875,0.08538072556257248,234.0,0.019750338047742844,234.0,2.366333484649658,461.4934997558594,464.74981689453125,4.678797245025635,3059.1656918525696,1532.956180843499,0.11126744747161865,76.49144360608146
235000,0.6975308656692505,0.0,235.0,235,1248.4498081373492,316.5463562011719,471.30206298828125,1.0,1000.0,1301.1848399274827,6.604766368865967,2077.330720838526,0.6762406229972839,0.0,-467.5078430175781,122.81580352783203,0.0855066180229187,235.0,0.020530929788947105,235.0,2.3671786785125732,459.5564270019531,462.76470947265625,5.0716552734375,3072.305012702942,1529.7869149090693,0.039984460920095444,76.48980131476351
236000,0.6974351406097412,0.0,236.0,236,1252.158200286346,317.2496337890625,480.75030517578125,1.0,1000.0,1976.095706475513,4.750436782836914,2093.5233729628862,0.7058379054069519,0.0,-466.53399658203125,202.7251434326172,0.08564764261245728,236.0,0.02028822712600231,236.0,2.369234085083008,460.4290771484375,464.8304443359375,3.977593421936035,3085.423102378845,1544.4056584637674,0.07475242763757706,76.48869933528573
