eval/return,reference_perturbed_action_std,reference_actor_Q_std,total/episodes,total/steps_per_second,reference_Q_std,obs_rms_std,total/epochs,train/loss_critic,reference_action_std,eval/Q,eval/return_history,rollout/return,reference_actor_Q_mean,ret_rms_mean,train/param_noise_distance,rollout/actions_mean,total/steps,reference_Q_mean,rollout/return_history,train/loss_actor,reference_perturbed_action_mean,rollout/episodes,rollout/actions_std,total/duration,ret_rms_std,rollout/Q_mean,rollout/episode_steps,param_noise_stddev,reference_action_mean,eval/episodes,obs_rms_mean
-53.19675339303757,0.8590174317359924,9.086503028869629,64.0,80.99528432668751,9.090564727783203,0.4278967082500458,21,5.106970310211182,0.8935505151748657,-26.263641357421875,-1141.7403612615308,-552.4150181015211,-29.429523468017578,0.0,0.1876695156097412,0.10716857016086578,21000,-30.35895538330078,-552.4150181015211,33.510345458984375,0.13434523344039917,64.0,0.8260563611984253,259.2743537425995,1.0,-15.609593391418457,316.796875,0.022854436146078055,0.08817405998706818,21.0,0.023845592513680458
-671.4472089526902,0.86244136095047,9.602298736572266,73.0,81.33965011743369,9.6240816116333,0.4282507598400116,22,4.9679083824157715,0.8705713152885437,-37.58939743041992,-1120.3633997929471,-519.036302663448,-30.762678146362305,0.0,0.19088929891586304,0.1005227193236351,22000,-31.567211151123047,-519.036302663448,32.84342956542969,0.04690535366535187,73.0,0.8280152082443237,270.47079706192017,1.0,-16.436288833618164,294.8904109589041,0.024748079434129402,0.0322805792093277,22.0,0.023468678817152977
-1023.822877103719,0.8173162937164307,9.928292274475098,74.0,81.43375865365655,9.887009620666504,0.42627808451652527,23,5.495924472808838,0.8175894021987915,-42.90015411376953,-1116.1659857629807,-542.3074539589194,-31.388427734375,0.0,0.18060332536697388,0.09090333431959152,23000,-32.19278335571289,-542.3074539589194,33.05253982543945,0.15048380196094513,74.0,0.832332968711853,282.4381482601166,1.0,-17.58387565612793,304.4189189189189,0.024748079434129402,0.18359804153442383,23.0,0.02320670522749424
-32.807446890611516,0.8450127243995667,9.751579284667969,78.0,82.12681152558523,10.02501106262207,0.42854583263397217,24,5.4151201248168945,0.8538985252380371,-15.703814506530762,-1071.0260466432987,-538.0121298296539,-32.742393493652344,0.0,0.24022379517555237,0.09516247361898422,24000,-33.797393798828125,-538.0121298296539,32.434932708740234,0.06776005774736404,78.0,0.8319165706634521,292.2309968471527,1.0,-18.421873092651367,302.85897435897436,0.023782417899897774,0.11916396766901016,24.0,0.023284612223505974
-360.93582552725803,0.8071540594100952,10.480734825134277,82.0,82.52619526468649,10.593413352966309,0.43061310052871704,25,5.012707233428955,0.7733588218688965,-41.97175598144531,-1042.622437798657,-537.0480829193535,-34.487159729003906,0.0,0.237423837184906,0.09539656341075897,25000,-35.40021514892578,-537.0480829193535,34.43708419799805,-0.036715276539325714,82.0,0.8322665691375732,302.93411588668823,1.0,-19.29229164123535,301.2317073170732,0.02426044449968572,0.2380695641040802,25.0,0.02309885062277317
-37.33921090232505,0.8331946134567261,11.450653076171875,87.0,83.12882893143264,11.4591064453125,0.4279978573322296,26,5.564006805419922,0.8190896511077881,-16.074295043945312,-1003.9576983026443,-534.7695864779005,-35.70538330078125,0.0,0.18437393009662628,0.1008470430970192,26000,-36.457252502441406,-534.7695864779005,36.451866149902344,0.19495326280593872,87.0,0.8339138627052307,312.76754808425903,1.0,-20.226821899414062,297.86206896551727,0.023782417899897774,0.2015318125486374,26.0,0.02303028106689453
-398.879084335999,0.8092808127403259,12.31758975982666,89.0,83.45688971517718,12.272972106933594,0.4257047772407532,27,6.8442583084106445,0.794983446598053,-45.90757751464844,-981.5473792668427,-545.7332732258403,-39.657997131347656,0.0,0.2220485657453537,0.10886450111865997,27000,-40.30979537963867,-545.7332732258403,38.20689392089844,0.09589690715074539,89.0,0.8338194489479065,323.5203239917755,1.0,-21.19772720336914,303.2584269662921,0.02426044449968572,0.16771464049816132,27.0,0.022716468200087547
-392.89140328141815,0.7564574480056763,13.636565208435059,96.0,83.66672991822026,13.727424621582031,0.43004119396209717,28,8.216544151306152,0.7769372463226318,-35.17353439331055,-960.5239515530775,-508.6116328878108,-41.2406005859375,0.0,0.2046799212694168,0.11321267485618591,28000,-42.094810485839844,-508.6116328878108,39.142433166503906,0.20290067791938782,96.0,0.8295720219612122,334.66110157966614,1.0,-21.668548583984375,284.6354166666667,0.021962663920618616,0.14311590790748596,28.0,0.022598747164011
-722.185532310348,0.7634283900260925,13.783885955810547,99.0,83.66391508942019,14.012828826904297,0.4301360547542572,29,7.353930473327637,0.7050073146820068,-12.743640899658203,-952.3053853722937,-507.6185810338359,-42.87932586669922,0.0,0.15617403388023376,0.10989774018526077,29000,-44.007545471191406,-507.6185810338359,39.7282600402832,0.1842327117919922,99.0,0.8302049040794373,346.6249454021454,1.0,-22.53128433227539,287.16161616161617,0.021962663920618616,0.3947376608848572,29.0,0.022159313783049583
-110.51865609772467,0.7301634550094604,14.447066307067871,104.0,84.02425749934447,14.38929271697998,0.4278421401977539,30,4.026873588562012,0.7555398941040039,-14.354124069213867,-924.2458277298081,-506.7167688446346,-43.998207092285156,0.0,0.17666640877723694,0.11157255619764328,30000,-44.946292877197266,-465.13273474619587,39.8917121887207,0.3925822377204895,104.0,0.8308159708976746,357.039751291275,1.0,-22.734268188476562,283.4807692307692,0.022854436146078055,0.3167864680290222,30.0,0.0223858542740345
-109.31888535666022,0.7272762656211853,14.52864933013916,106.0,84.21616613248445,14.447501182556152,0.42663291096687317,31,5.909318447113037,0.698333740234375,-9.180965423583984,-897.9578618468033,-512.5186419471302,-44.769535064697266,0.0,0.19868344068527222,0.11684926599264145,31000,-45.84505844116211,-448.47386402791165,38.86647033691406,0.3953173756599426,106.0,0.8291600942611694,368.1003472805023,1.0,-22.767520904541016,288.00943396226415,0.023782417899897774,0.48667001724243164,31.0,0.022590959444642067
-551.6764453096077,0.7061333060264587,14.795405387878418,112.0,84.21007901585168,14.714592933654785,0.42669767141342163,32,4.487955093383789,0.7729144096374512,-23.553983688354492,-887.1365675800159,-494.4089574680076,-46.159095764160156,0.0,0.19877701997756958,0.12461672723293304,32000,-47.05818176269531,-359.80682613889803,39.294185638427734,0.4485674500465393,112.0,0.824767529964447,380.0020184516907,1.0,-22.74380111694336,282.00892857142856,0.024748079434129402,0.32119637727737427,32.0,0.023124054074287415
-862.4144198760081,0.7302140593528748,15.435864448547363,115.0,84.14792948702792,15.335672378540039,0.4271869957447052,33,8.275812149047852,0.7556232213973999,-46.85013961791992,-886.3874115889854,-498.6576423757163,-47.94744110107422,0.0,0.18659672141075134,0.12839214503765106,33000,-48.593223571777344,-377.9058218749293,39.089176177978516,0.36581122875213623,115.0,0.823396623134613,392.1665120124817,1.0,-23.27866554260254,284.88695652173914,0.023782417899897774,0.33340907096862793,33.0,0.0231676883995533
-367.8357693397302,0.7142672538757324,16.47547721862793,118.0,84.31413133840599,16.316604614257812,0.4275699853897095,34,6.9330854415893555,0.7159005999565125,-41.87977981567383,-871.1358926993014,-500.9164516319051,-49.3729133605957,0.0,0.23285901546478271,0.13518618047237396,34000,-50.41632843017578,-379.3191635638522,41.89320755004883,-0.37919530272483826,118.0,0.8216882944107056,403.2538728713989,1.0,-23.847808837890625,287.6694915254237,0.02240411346542305,-0.3893488645553589,34.0,0.023178184404969215
-395.41829744495266,0.6716055274009705,17.697885513305664,119.0,84.53680889774182,17.338642120361328,0.42939475178718567,35,8.457974433898926,0.6655952334403992,-54.67140197753906,-857.54396140632,-509.6877790920812,-49.951377868652344,0.0,0.24989470839500427,0.13004745543003082,35000,-50.7904052734375,-378.00888296406197,41.98179626464844,-0.5097968578338623,119.0,0.8215125799179077,414.02083253860474,1.0,-24.682939529418945,293.65546218487395,0.0211056883401964,-0.5119824409484863,35.0,0.022816075012087822
-31.199164223345814,0.8175702095031738,18.70743179321289,121.0,84.88932114454421,18.48279571533203,0.42821893095970154,36,7.351846218109131,0.8098555207252502,-13.56454086303711,-834.5899392623485,-514.4465414055053,-52.36402893066406,0.0,0.17331670224666595,0.11502294987440109,36000,-53.09364318847656,-373.5178717378934,43.42585754394531,0.007598444819450378,121.0,0.8229040503501892,424.0816102027893,1.0,-25.401540756225586,297.43801652892563,0.019882513137642284,0.04458951950073242,36.0,0.021805912256240845
-412.3202378195371,0.8009873032569885,19.435871124267578,123.0,84.94961957357235,19.21250343322754,0.42914292216300964,37,5.555819034576416,0.7800859808921814,-40.0537223815918,-823.177244628759,-506.40282163067013,-54.60157775878906,0.0,0.21750879287719727,0.11701707541942596,37000,-55.35481262207031,-352.5072729622219,43.9994010925293,0.04327493906021118,123.0,0.8235589265823364,435.55227422714233,1.0,-26.389101028442383,293.1951219512195,0.020282151651708893,-0.16202209889888763,37.0,0.021466754376888275
-910.6618911501519,0.7955597639083862,20.098037719726562,126.0,84.59782429266156,19.911712646484375,0.4316076934337616,38,6.259756088256836,0.7693190574645996,-37.906494140625,-825.4794721687957,-511.53248257734435,-55.8547248840332,0.0,0.20314191281795502,0.1127515435218811,38000,-56.79443359375,-372.3737672906357,44.56315994262695,-0.1364552229642868,126.0,0.8216009140014648,449.1841287612915,1.0,-26.701187133789062,297.55555555555554,0.019882513137642284,-0.24232690036296844,38.0,0.021354984492063522
-457.332540520199,0.8072367906570435,21.28517723083496,130.0,84.33962763614817,21.10211944580078,0.43370577692985535,39,6.148653507232666,0.8138426542282104,-6.695030212402344,-816.0398072547291,-510.0161919665505,-58.57182312011719,0.0,0.1926649957895279,0.10971371829509735,39000,-59.2899284362793,-387.43954910263875,45.40391540527344,0.009248200803995132,130.0,0.8192594051361084,462.41607999801636,1.0,-26.95001220703125,299.8692307692308,0.020689822899908242,-0.004440568387508392,39.0,0.02120073512196541
-471.3626381097849,0.8140029311180115,21.505435943603516,133.0,84.36673835792632,21.507484436035156,0.4344046711921692,40,9.506290435791016,0.811835765838623,-32.16383743286133,-807.4228780261055,-501.7524900200237,-59.52000427246094,0.0,0.18669629096984863,0.10907662659883499,40000,-60.338584899902344,-375.7735941623179,45.21555709838867,0.15987470746040344,133.0,0.8152749538421631,474.1204979419708,1.0,-26.644311904907227,299.1954887218045,0.020689822899908242,0.049476101994514465,40.0,0.02110588178038597
10.412157976793186,0.7910757660865784,22.290523529052734,134.0,84.52654829440203,22.124610900878906,0.4316953122615814,41,6.706766128540039,0.7788737416267395,-2.568746566772461,-787.4756820260349,-514.9987812733507,-61.23981475830078,0.0,0.20578205585479736,0.12040723860263824,41000,-61.79962921142578,-397.28420555614014,46.927452087402344,0.16577938199043274,134.0,0.8161963820457458,485.054705619812,1.0,-27.780460357666016,304.42537313432837,0.020689822899908242,0.198309987783432,41.0,0.021185940131545067
-1099.0221088605979,0.8170403838157654,22.884014129638672,135.0,84.06213629571312,22.728334426879883,0.4318370223045349,42,7.5110907554626465,0.8311830163002014,-25.187129974365234,-794.8934540935245,-523.2695796422483,-63.58909225463867,0.0,0.17078708112239838,0.12365888804197311,42000,-64.25218963623047,-412.78591357771506,48.9902229309082,0.1835804283618927,135.0,0.8153398036956787,499.6304144859314,1.0,-28.606752395629883,309.5777777777778,0.0211056883401964,0.11692806333303452,42.0,0.0209866501390934
-425.607578394119,0.8607162833213806,23.758899688720703,137.0,83.77754692831408,23.602283477783203,0.4321933686733246,43,15.289411544799805,0.8731901049613953,-11.338706016540527,-786.3054104726082,-528.6406414052464,-65.25730895996094,0.0,0.20030491054058075,0.12302536517381668,43000,-65.94193267822266,-428.99076018089005,49.102169036865234,-0.008455857634544373,137.0,0.8150892853736877,513.2640137672424,1.0,-29.322765350341797,313.16058394160586,0.020689822899908242,0.16946889460086823,43.0,0.020722324028611183
-876.5502934218033,0.8739237189292908,24.969402313232422,138.0,83.79645245713075,24.728797912597656,0.43239665031433105,44,12.578579902648926,0.849116861820221,-45.25164031982422,-788.3564305396353,-524.8989064657698,-67.77204895019531,0.0,0.19042080640792847,0.1174841970205307,44000,-68.61219787597656,-428.5588207386097,49.39897537231445,0.18682369589805603,138.0,0.8149430155754089,525.0818943977356,1.0,-29.012483596801758,312.0217391304348,0.02152991267583435,0.10967051982879639,44.0,0.020479945465922356
-442.03455347699685,0.8479858040809631,25.37771224975586,139.0,83.89176458053844,25.263574600219727,0.4302229881286621,45,13.765756607055664,0.8458254337310791,-43.251502990722656,-780.6603888271321,-528.5111324419265,-68.65000915527344,0.0,0.2272115796804428,0.11420127749443054,45000,-69.36212158203125,-438.5244876555444,48.768714904785156,0.14607533812522888,139.0,0.8173266053199768,536.4054532051086,1.0,-28.960039138793945,316.9712230215827,0.02240411346542305,0.08723411709070206,45.0,0.02042069472372532
-767.2835988220778,0.852030336856842,25.842571258544922,140.0,83.91662864463689,25.711139678955078,0.4297630786895752,46,11.523412704467773,0.8041614890098572,-72.66779327392578,-780.3695890444135,-540.9371313173904,-69.81599426269531,0.0,0.1952165961265564,0.11069536209106445,46000,-70.60079956054688,-460.91195934436837,49.785057067871094,0.09903760999441147,140.0,0.8191184997558594,548.1631083488464,1.0,-30.039857864379883,321.85,0.020282151651708893,0.1414792537689209,46.0,0.02005190961062908
-368.371463991747,0.8187322616577148,26.187307357788086,148.0,84.06030757861765,25.956405639648438,0.4309113621711731,47,8.040743827819824,0.8281027674674988,-52.170936584472656,-771.6036714901014,-528.8700757195367,-71.50270080566406,0.0,0.20285804569721222,0.10472580045461655,47000,-72.46498107910156,-474.654030324617,48.61727523803711,0.18923595547676086,148.0,0.8172499537467957,559.1223890781403,1.0,-29.642353057861328,317.5135135135135,0.019882513137642284,0.1789785772562027,47.0,0.019788086414337158
-840.14124519748,0.796962559223175,26.886777877807617,156.0,84.07638795509119,26.671550750732422,0.4321407973766327,48,12.322248458862305,0.8042169213294983,-72.0691909790039,-773.0315376090052,-503.2353810880308,-72.35215759277344,0.0,0.21981804072856903,0.10399190336465836,48000,-73.13624572753906,-452.03926496592584,48.97349548339844,0.3096073269844055,156.0,0.8138928413391113,570.9093976020813,1.0,-29.182416915893555,307.03846153846155,0.019882513137642284,0.30243736505508423,48.0,0.019901853054761887
-498.8303339454501,0.8136991858482361,27.827852249145508,158.0,84.17857870894171,27.60685920715332,0.43209969997406006,49,12.212023735046387,0.8251602649688721,-58.64889144897461,-767.435594677096,-511.42318408640324,-74.53303527832031,0.0,0.1630658507347107,0.10750027000904083,49000,-75.29328155517578,-474.618466547035,49.51289367675781,0.22555357217788696,158.0,0.8149569034576416,582.0958342552185,1.0,-30.213224411010742,310.0506329113924,0.019106704324195603,0.15417486429214478,49.0,0.019951829686760902
-344.598576963401,0.7884042859077454,28.877832412719727,159.0,84.2073589977366,28.574440002441406,0.43419158458709717,50,7.847382068634033,0.7979574799537659,-23.194135665893555,-758.978854322822,-520.7569512646708,-76.74368286132812,0.0,0.22559981048107147,0.10719014704227448,50000,-77.48526000976562,-494.23543182147677,48.92271041870117,0.2564798891544342,159.0,0.8160340189933777,593.772332906723,1.0,-31.208362579345703,314.38993710691824,0.019106704324195603,0.20439721643924713,50.0,0.01985197514295578
-842.0063836849198,0.8078201413154602,29.94270133972168,162.0,83.90608469128601,29.714641571044922,0.43473073840141296,51,12.448363304138184,0.8773171901702881,-8.705117225646973,-760.6068450946279,-512.5577598529222,-77.28779602050781,0.0,0.20329540967941284,0.10631848126649857,51000,-78.22813415527344,-477.9948821298372,49.476112365722656,0.23081767559051514,162.0,0.8130313158035278,607.8224265575409,1.0,-30.717105865478516,312.462962962963,0.019490749081111935,0.022138744592666626,51.0,0.019941231235861778
-1205.4176679799307,0.8691297769546509,30.775020599365234,166.0,83.79303830509198,30.481842041015625,0.43526729941368103,52,9.018219947814941,0.8447927236557007,-78.45972442626953,-769.1608993808836,-504.0266063007686,-79.39805603027344,0.0,0.2084827423095703,0.10500158369541168,52000,-80.29946899414062,-459.933691404467,50.87440872192383,0.1689392477273941,166.0,0.8099923133850098,620.5766141414642,1.0,-30.20722198486328,313.19879518072287,0.019106704324195603,0.21699371933937073,52.0,0.01994636096060276
-579.2363197786414,0.8365296125411987,31.963014602661133,167.0,83.75529629447081,31.702505111694336,0.43378695845603943,53,18.143714904785156,0.829534113407135,-32.50260543823242,-765.5774167468791,-500.89137546604684,-79.4290771484375,0.0,0.20919227600097656,0.10073249787092209,53000,-80.31171417236328,-459.1477178840822,50.8308219909668,0.24381506443023682,167.0,0.8124421238899231,632.7958033084869,1.0,-31.270204544067383,311.70059880239523,0.019490749081111935,0.2976451516151428,53.0,0.019850142300128937
-845.9092206359601,0.8412143588066101,32.7109375,168.0,83.60045239731153,32.61967849731445,0.432498037815094,54,18.755435943603516,0.8502945303916931,-44.65880584716797,-767.0650427448251,-512.4998032204043,-81.90792846679688,0.0,0.20359960198402405,0.09536620229482651,54000,-82.77801513671875,-483.3206529646037,49.98814010620117,0.27461373805999756,168.0,0.8110238313674927,645.9295189380646,1.0,-30.736507415771484,315.79761904761904,0.019490749081111935,0.24987176060676575,54.0,0.01981433294713497
