rollout/actions_mean,reference_Q_std,reference_action_mean,total/epochs,obs_rms_mean,reference_action_std,eval/return_history,eval/Q,reference_Q_mean,total/duration,rollout/episodes,rollout/episode_steps,rollout/Q_mean,rollout/actions_std,obs_rms_std,reference_perturbed_action_mean,rollout/return,ret_rms_mean,param_noise_stddev,reference_actor_Q_mean,train/param_noise_distance,rollout/return_history,total/steps_per_second,train/loss_critic,eval/episodes,reference_perturbed_action_std,train/loss_actor,total/episodes,total/steps,ret_rms_std,reference_actor_Q_std,eval/return
-0.010037477128207684,3.2177507877349854,0.008171997033059597,1,1.0601445436477661,0.4783896207809448,289.1954460629958,20.04271697998047,19.591312408447266,14.135380268096924,31.0,32.064516129032256,9.33065414428711,0.5336067080497742,6.560249328613281,-0.18164555728435516,155.9587919928239,0.0,0.16720346283821505,19.88979721069336,0.4736589789390564,155.9587919928239,70.74447103888434,1.7683061361312866,1.0,0.5523961782455444,-19.675731658935547,31.0,1000,1.0,2.6425423622131348,289.1954460629958
0.022899823263287544,8.016658782958984,-0.0034994075540453196,2,1.2328635454177856,0.5498112440109253,221.994701840375,41.72774887084961,40.20527648925781,27.498188972473145,56.0,35.375,19.234968185424805,0.5490696430206299,6.241854190826416,0.14024758338928223,171.88239250798713,0.0,0.1370306733903066,41.36937713623047,0.5115518569946289,171.88239250798713,72.73206253699416,4.367440700531006,2.0,0.5902014374732971,-40.28732681274414,56.0,2000,1.0,5.8075761795043945,154.79395761775422
0.009564423933625221,12.4015531539917,-0.15484672784805298,3,1.2169926166534424,0.6134735941886902,178.202845555624,59.65556335449219,61.515838623046875,40.77941846847534,82.0,36.426829268292686,29.225744247436523,0.5684881210327148,6.133172035217285,-0.17564630508422852,176.3429516621269,0.0,0.11230273064362171,63.360477447509766,0.5916642546653748,176.3429516621269,73.56652234555918,11.890250205993652,3.0,0.582251250743866,-61.60651397705078,82.0,3000,1.0,8.377013206481934,90.61913298612203
0.003165836213156581,19.90009117126465,0.06819566339254379,4,1.2033612728118896,0.6434459090232849,166.0751068834562,73.08528900146484,80.19959259033203,54.10251474380493,113.0,35.07079646017699,39.465484619140625,0.5844048857688904,6.157952308654785,0.20884113013744354,170.02281773473152,0.0,0.09203708190275892,82.16500854492188,0.5085885524749756,174.52695487651792,73.9337167401821,10.271402359008789,4.0,0.5767081379890442,-81.03126525878906,113.0,4000,1.0,16.79629898071289,129.69189086695266
0.011587163433432579,27.735397338867188,0.07296759635210037,5,1.2690026760101318,0.7108794450759888,196.768532713316,93.8261947631836,97.85299682617188,67.68059372901917,138.0,35.92028985507246,49.34888458251953,0.6022243499755859,6.183876037597656,0.1621570736169815,174.20602333698244,0.0,0.07542848153938683,101.03912353515625,0.533999502658844,179.28150814607878,73.87642047023249,11.055153846740723,5.0,0.6866910457611084,-99.48750305175781,138.0,5000,1.0,23.131975173950195,319.5422360327553
0.031230200082063675,39.0334587097168,0.12899962067604065,6,1.3760308027267456,0.7359194755554199,203.8762037672336,105.12235260009766,112.76520538330078,81.25131106376648,156.0,38.42948717948718,59.29759216308594,0.6215997338294983,6.086784362792969,0.21851679682731628,186.80792116839098,0.0,0.06181699495154324,115.8717041015625,0.4739148020744324,195.16621721821718,73.84496227133081,11.291351318359375,6.0,0.6617113947868347,-116.03441619873047,156.0,6000,1.0,36.13023376464844,239.41455903682132
0.04026872664690018,47.18782043457031,0.1450352817773819,7,1.4676114320755005,0.7565538883209229,205.2800425215164,143.15634155273438,128.94163513183594,94.74828839302063,173.0,40.190751445086704,69.24181365966797,0.6390627026557922,5.993175029754639,0.12720951437950134,196.1031101735204,0.0,0.05066177638540577,133.34239196777344,0.43498021364212036,208.53295429447223,73.87996256949414,16.07027816772461,7.0,0.7433173060417175,-132.8553466796875,173.0,7000,1.0,43.77433776855469,213.7030750472133
0.04321575537323952,52.927833557128906,0.1412116289138794,8,1.5095142126083374,0.7832021117210388,229.3824782917424,155.9090576171875,149.23423767089844,108.55396437644958,187.0,42.598930481283425,78.06843566894531,0.6571418046951294,6.037086486816406,0.10325324535369873,207.3759962340771,0.0,0.04151957869412388,154.84751892089844,0.414283812046051,238.48088536895867,73.69606486463402,25.326486587524414,8.0,0.7616021633148193,-153.66676330566406,187.0,8000,1.0,48.1224365234375,398.0995286833246
0.05290961265563965,60.88400650024414,0.17030656337738037,9,1.5575090646743774,0.7754372358322144,228.84232053324305,158.80245971679688,166.23724365234375,121.9697163105011,205.0,43.75609756097561,87.4127197265625,0.6699997186660767,6.130613803863525,0.26339447498321533,214.03587781494824,0.0,0.034027141129503384,172.58993530273438,0.3163161277770996,267.19380154263996,73.78880817504317,26.72124481201172,9.0,0.7444344162940979,-171.3613739013672,205.0,9000,1.0,56.55009460449219,224.52105846524836
0.07112476974725723,72.29414367675781,0.20992949604988098,10,1.5983437299728394,0.7692915797233582,235.68567413122355,163.34510803222656,180.6278533935547,135.3142590522766,227.0,44.04405286343612,94.8312759399414,0.6823562383651733,6.317788124084473,0.23248142004013062,215.08620975017058,0.0,0.027886755354071244,187.77670288085938,0.3048318922519684,271.9464803061588,73.90204158851176,36.18659210205078,10.0,0.7655078768730164,-187.95387268066406,227.0,10000,1.0,65.70233917236328,297.27585651304804
