rollout/episode_steps,rollout/episodes,reference_perturbed_action_mean,train/param_noise_distance,param_noise_stddev,train/loss_actor,rollout/return,total/steps_per_second,total/duration,obs_rms_mean,total/episodes,reference_actor_Q_std,rollout/actions_mean,reference_Q_std,rollout/return_history,rollout/Q_mean,reference_Q_mean,obs_rms_std,reference_action_mean,ret_rms_std,ret_rms_mean,total/epochs,eval/episodes,train/loss_critic,reference_actor_Q_mean,eval/return,eval/Q,reference_action_std,eval/return_history,total/steps,reference_perturbed_action_std,rollout/actions_std
67.0,14.0,0.6663220524787903,0.5307881832122803,0.17056425244126316,-4.376828670501709,22.22558704782519,90.19682729742237,11.086864471435547,-0.17718440294265747,14.0,3.8318278789520264,0.5551020503044128,4.0423808097839355,22.22558704782519,2.0392611026763916,4.305944442749023,1.3884515762329102,0.9506270289421082,1.0,0.0,1,1.0,0.23186248540878296,4.883763313293457,78.16345995669143,4.064080238342285,0.02195451594889164,78.16345995669143,1000,0.36603569984436035,0.5093984603881836
101.05263157894737,19.0,0.6778411269187927,0.6035277843475342,0.15136711368692907,-8.318286895751953,39.17655065088344,92.15196471314523,21.70328116416931,-0.05213196203112602,19.0,7.633821964263916,0.6661803722381592,7.766075611114502,39.17655065088344,3.6834471225738525,8.609130859375,1.0694139003753662,0.7757721543312073,1.0,0.0,2,2.0,0.25503915548324585,9.292593002319336,8.845327979137448,3.5732107162475586,0.511132538318634,43.50439396791444,2000,0.44709596037864685,0.4324071705341339
117.96,25.0,0.8370258212089539,0.6912083625793457,0.12405208101303944,-10.816536903381348,62.40759550538114,92.37832792353849,32.475149393081665,-0.011738204397261143,25.0,10.422714233398438,0.693963885307312,10.559263229370117,62.40759550538114,6.839394569396973,11.251508712768555,1.1088552474975586,0.8336585164070129,1.0,0.0,3,3.0,0.9031527638435364,11.901191711425781,86.07010563806162,9.479761123657227,0.3837094008922577,57.69296452463016,3000,0.2676681876182556,0.4141450524330139
127.41935483870968,31.0,0.5808911919593811,0.7641264200210571,0.10166619702807067,-15.243393898010254,66.2813749212951,93.15350176867223,42.93987798690796,0.008113391697406769,31.0,13.670377731323242,0.7069330811500549,13.88992977142334,66.2813749212951,8.063031196594238,16.291213989257812,1.059171438217163,0.49711719155311584,1.0,0.0,4,4.0,1.3463455438613892,17.313140869140625,143.06590331243663,26.346349716186523,0.6499502062797546,79.03619922158178,4000,0.45815229415893555,0.39824554324150085
138.8,35.0,0.6301887035369873,0.8238363862037659,0.0833199695945773,-20.043773651123047,78.1653551425829,93.56904115946564,53.43647789955139,0.02408977784216404,35.0,15.074631690979004,0.708466649055481,15.515364646911621,78.1653551425829,10.96386432647705,20.384796142578125,1.0113649368286133,0.3054185211658478,1.0,0.0,5,5.0,1.200211763381958,21.783063888549805,-35.968819943509445,17.41643524169922,0.7846245765686035,56.03519538856354,5000,0.5550846457481384,0.39855238795280457
147.175,40.0,0.7275867462158203,0.7021007537841797,0.0682844203499074,-27.144004821777344,100.05338316175283,93.2022228207857,64.37614703178406,0.042516931891441345,40.0,16.522363662719727,0.6953828930854797,16.91537857055664,100.05338316175283,14.71636962890625,26.147178649902344,1.0820029973983765,0.44201719760894775,1.0,0.0,6,6.0,1.2567270994186401,27.720739364624023,295.2961273637688,46.70151901245117,0.7575349807739258,95.91201738443108,6000,0.43640488386154175,0.40695229172706604
153.70454545454547,44.0,0.4648245871067047,0.5423140525817871,0.055962119107954095,-33.920719146728516,117.54018106802609,92.29153845724647,75.84660649299622,0.056352175772190094,44.0,17.776729583740234,0.6870213150978088,18.39112663269043,117.54018106802609,18.83893394470215,31.15464210510254,1.131221890449524,0.39918461441993713,1.0,0.0,7,7.0,1.5584896802902222,33.00465774536133,313.17002195594057,51.71900939941406,0.7825314402580261,126.94887518036101,7000,0.6589161157608032,0.4151758849620819
169.19148936170214,47.0,0.2444545477628708,0.34056970477104187,0.045863445263280886,-42.306915283203125,144.51603406215682,91.53823824949671,87.39517116546631,0.05936286598443985,47.0,18.3967227935791,0.6766313314437866,19.121980667114258,144.51603406215682,22.885581970214844,38.00618362426758,1.270229697227478,0.28159043192863464,1.0,0.0,8,8.0,3.1523637771606445,40.09398651123047,-13.934903085050141,34.60062789916992,0.8149990439414978,109.33840289718461,8000,0.8286941051483154,0.42951518297195435
160.5,56.0,0.3966158926486969,0.32695069909095764,0.037587132956139066,-49.77861785888672,133.1350257914842,89.10398395528848,101.00558471679688,0.04849693179130554,56.0,22.196523666381836,0.6550971269607544,22.5022029876709,133.1350257914842,25.189599990844727,45.5306282043457,1.349147081375122,0.4192984104156494,1.0,0.0,9,9.0,3.857661724090576,47.04911422729492,603.2458693498065,56.012550354003906,0.7371997237205505,164.21701028080926,9000,0.7207353115081787,0.4542897343635559
175.2280701754386,57.0,0.499631404876709,0.2197921872138977,0.030804326970036475,-56.281219482421875,147.30447951583275,86.41379408669218,115.72226524353027,0.05572981759905815,57.0,26.483705520629883,0.6413280963897705,26.762012481689453,147.30447951583275,28.719722747802734,50.15234375,1.292952537536621,0.452022910118103,1.0,0.0,10,10.0,5.847743034362793,51.58558654785156,929.2287729687583,68.7353744506836,0.7168145179748535,240.71818654960416,10000,0.7120360732078552,0.4578205347061157
