reference_Q_std,rollout/actions_std,rollout/return_history,rollout/episode_steps,train/param_noise_distance,eval/return_history,train/loss_actor,reference_Q_mean,total/episodes,train/loss_critic,eval/Q,param_noise_stddev,obs_rms_mean,reference_perturbed_action_mean,total/steps_per_second,reference_actor_Q_mean,reference_actor_Q_std,eval/return,eval/episodes,ret_rms_std,reference_action_std,rollout/episodes,total/epochs,ret_rms_mean,rollout/actions_mean,rollout/return,rollout/Q_mean,total/duration,reference_perturbed_action_std,reference_action_mean,total/steps,obs_rms_std
20.183391571044922,0.7973045110702515,128.93837559925706,27.17142857142857,0.7979162633419037,163.27776708697084,-77.16313934326172,77.96710205078125,35.0,2.5818350315093994,87.00911712646484,0.13978498992545177,1.148362398147583,0.06329440325498581,25.1749878466261,81.25553894042969,15.860006332397461,163.27776708697084,1.0,1.0,0.752556562423706,35.0,1,0.0,0.06391024589538574,128.93837559925706,34.99500274658203,39.72196555137634,0.820016622543335,0.05324838310480118,1000,7.5020647048950195
55.3592529296875,0.8026734590530396,153.9461295058388,32.54237288135593,0.6607741713523865,149.6852315861846,-150.36231994628906,151.41720581054688,59.0,15.631352424621582,173.41552734375,0.09388702724900437,1.420953631401062,0.2764672040939331,25.24158125492142,158.509765625,49.15412902832031,136.0926960853984,2.0,1.0,0.7834056615829468,59.0,2,0.0,0.12347153574228287,153.9461295058388,74.1131362915039,79.23433876037598,0.7821806073188782,0.18179012835025787,2000,7.155791759490967
88.29798126220703,0.8120427131652832,179.34094566548615,37.835443037974684,0.5722277760505676,169.7846386813517,-221.31031799316406,229.92855834960938,79.0,21.744840621948242,220.86190795898438,0.06305951655006926,1.6333744525909424,0.314363956451416,25.223015472418655,240.68280029296875,79.67233276367188,209.98345287168596,3.0,1.0,0.8037681579589844,79.0,3,0.0,0.17930293083190918,179.34094566548615,110.55120849609375,118.93899059295654,0.8056291341781616,0.21464720368385315,3000,7.030111312866211
138.11524963378906,0.8124660849571228,194.77760640801603,40.855670103092784,0.442266047000885,179.67978083903742,-288.0264587402344,305.5771179199219,97.0,64.20272827148438,296.1828308105469,0.04235412222587577,1.7338861227035522,0.2652379870414734,25.245788786314105,322.5621032714844,128.8546142578125,209.36520731209453,4.0,1.0,0.8247889280319214,97.0,4,0.0,0.20423538982868195,194.77760640801603,145.2406463623047,158.44226670265198,0.7722245454788208,0.12207859009504318,4000,7.135368824005127
186.04734802246094,0.811565101146698,221.58413730105406,43.41228070175438,0.3608238101005554,248.14967009409256,-369.45843505859375,389.445556640625,114.0,84.91131591796875,456.7474670410156,0.028447279136688076,1.8197609186172485,0.29526469111442566,25.162531573328742,409.4623718261719,177.10696411132812,522.0292271143131,5.0,1.0,0.7989575862884521,114.0,5,0.0,0.2275722622871399,207.1532812938346,182.79405212402344,198.70814609527588,0.792795717716217,0.23014655709266663,5000,7.221494197845459
254.39947509765625,0.8126387000083923,247.51063598664695,46.12403100775194,0.2913955748081207,241.8895948472954,-427.5002746582031,457.264892578125,129.0,188.07640075683594,469.4345703125,0.019106704324195603,1.8533250093460083,0.1645490527153015,25.112939238854498,481.0711669921875,247.33409118652344,210.5892186133097,6.0,1.0,0.8025321364402771,129.0,6,0.0,0.2341819703578949,218.80192674602642,223.36878967285156,238.92065930366516,0.8201781511306763,0.1527067869901657,6000,7.304275989532471
305.1827087402344,0.8118581771850586,261.4847900571981,47.585034013605444,0.20612196624279022,249.90412160444615,-514.3467407226562,567.01318359375,147.0,298.1827087402344,432.75341796875,0.014175701821503062,1.8689515590667725,0.2681426405906677,25.07593017914063,599.646484375,293.8000183105469,297.99128214735066,7.0,1.0,0.8061490058898926,147.0,7,0.0,0.24124643206596375,224.74714453948425,257.4277038574219,279.15215706825256,0.805131733417511,0.2376396209001541,7000,7.366730213165283
386.6517028808594,0.8135493993759155,269.3357151845058,48.852760736196316,0.19673406332731247,262.44984303718866,-598.3431396484375,658.2276611328125,163.0,576.6804809570312,437.9189758300781,0.013896384493189945,1.8962329626083374,0.2941632568836212,25.051976227221505,693.9985961914062,378.7320251464844,350.269893066386,8.0,1.0,0.8024416565895081,163.0,8,0.0,0.2505456805229187,229.10740187568717,294.0926818847656,319.3360846042633,0.8247175216674805,0.31180280447006226,8000,7.341853141784668
463.01873779296875,0.8129618763923645,283.04428116989266,50.68361581920904,0.19101210683584213,270.3238742709253,-657.7723999023438,747.9736328125,177.0,808.1328735351562,700.38623046875,0.0136225708197137,1.93321692943573,0.31767868995666504,25.05397440627788,793.9351196289062,454.661865234375,333.3161241408183,9.0,1.0,0.7953806519508362,177.0,9,0.0,0.2644306719303131,237.52913403536394,330.6357727050781,359.2244429588318,0.7945760488510132,0.31156572699546814,9000,7.242537021636963
531.82958984375,0.8143652677536011,287.25718830790464,51.61658031088083,0.20285796374082565,274.0907151757524,-733.98388671875,867.5179443359375,193.0,1284.15966796875,771.2996826171875,0.013896384493189945,1.954446792602539,0.27630528807640076,25.058213571625096,924.5865478515625,521.6295166015625,307.99228331919625,10.0,1.0,0.8164939880371094,193.0,10,0.0,0.26998546719551086,241.82838728548944,365.0955810546875,399.07074666023254,0.8092511892318726,0.2600362300872803,10000,7.458984375
