rollout/Q_mean,train/param_noise_distance,ret_rms_std,train/loss_actor,total/steps_per_second,reference_action_mean,total/steps,total/duration,eval/Q,total/episodes,rollout/episodes,obs_rms_mean,rollout/return_history,train/loss_critic,reference_actor_Q_mean,reference_actor_Q_std,reference_action_std,reference_Q_std,rollout/return,total/epochs,eval/episodes,rollout/episode_steps,eval/return_history,rollout/actions_std,reference_Q_mean,ret_rms_mean,obs_rms_std,eval/return,rollout/actions_mean
-1.2832932472229004,0.0,1.0,0.37534740567207336,30.276883106027135,0.1254756897687912,1000,33.02849888801575,-0.0026680664159357548,1.0,1.0,0.05946323275566101,-245.92851573679079,0.04622053727507591,-0.43786510825157166,1.9711687564849854,0.9326863288879395,2.0432775020599365,-245.92851573679079,1,1.0,1000.0,-411.43134295277844,0.6223382353782654,-0.8183267712593079,0.0,0.6912891864776611,-411.43134295277844,0.20098653435707092
-2.965329647064209,0.0,1.0,0.1886337399482727,30.458693706642805,0.3445985019207001,2000,65.66269779205322,3.1168811321258545,2.0,2.0,0.10225219279527664,-318.02928293207145,0.06095614284276962,5.019577980041504,0.6704244017601013,0.8209043145179749,0.8043779134750366,-318.02928293207145,2,2.0,1000.0,-418.3533308566588,0.7216173410415649,4.56620979309082,0.0,1.2784004211425781,-425.2753187605391,0.10088910162448883
0.1408998966217041,0.0,1.0,-4.2801899909973145,30.50542124740602,0.13556645810604095,3000,98.34317564964294,9.05037784576416,3.0,3.0,0.10615885257720947,-237.7773355621584,0.11780392378568649,7.9812726974487305,0.6532323360443115,0.7663514614105225,0.7838833332061768,-237.7773355621584,3,3.0,1000.0,-226.15604456269944,0.7162111401557922,7.42596960067749,0.0,1.5447582006454468,158.23852802521918,0.13428938388824463
3.038362503051758,0.0,1.0,-10.71737289428711,30.51659993263116,0.12265858799219131,4000,131.0762014389038,15.927939414978027,4.0,4.0,0.11075038462877274,-140.62888385561268,0.13073399662971497,14.869524002075195,1.0204370021820068,0.5784182548522949,1.1681181192398071,-140.62888385561268,4,4.0,1000.0,-50.1445172196523,0.6867501735687256,14.173582077026367,0.0,1.5561556816101074,477.8900648094891,0.13004179298877716
6.78712272644043,0.0,1.0,-21.393203735351562,30.61146576269595,0.259213387966156,5000,163.33749055862427,29.949424743652344,5.0,5.0,0.1201987937092781,35.91135536237978,0.38043197989463806,24.636735916137695,2.588041067123413,0.615667998790741,2.867940902709961,35.91135536237978,5,5.0,1000.0,157.43394715777904,0.6814664602279663,23.434852600097656,0.0,1.6997960805892944,987.7478046675044,0.12451748549938202
11.559067726135254,0.0,1.0,-35.80168151855469,30.7029528900166,0.2595926821231842,6000,195.4209427833557,46.53030014038086,6.0,6.0,0.12430300563573837,110.51559718030056,0.6288545727729797,40.0252685546875,2.417788028717041,0.6858144998550415,3.44309401512146,110.51559718030056,6,6.0,1000.0,292.93917583084544,0.6722837090492249,38.7008171081543,0.0,1.7970173358917236,970.4653191961776,0.12680988013744354
17.384754180908203,0.0,1.0,-50.66145324707031,30.765345395813814,0.3577299118041992,7000,227.5287311077118,63.17386245727539,7.0,7.0,0.12332513928413391,192.49095101532222,2.1966469287872314,54.518577575683594,2.361107587814331,0.6306102871894836,3.336315393447876,192.49095101532222,7,7.0,1000.0,415.2185317718487,0.6683522462844849,53.40754699707031,0.0,1.814344882965088,1148.8946674178685,0.10404796898365021
23.89942169189453,0.0,1.0,-65.86121368408203,30.816163263161656,0.29096755385398865,8000,259.6040244102478,78.23190307617188,8.0,8.0,0.1258971244096756,275.2555900268537,2.300039768218994,70.75247192382812,1.92905855178833,0.7347826957702637,2.5367302894592285,275.2555900268537,8,8.0,1000.0,486.17055045437075,0.663785457611084,69.36514282226562,0.0,1.8326897621154785,982.8346812320248,0.10583057999610901
30.5628604888916,0.0,1.0,-80.69110107421875,30.862191771974704,0.4232710301876068,9000,291.6189513206482,95.35672760009766,9.0,9.0,0.12661601603031158,310.8569609675066,4.359918117523193,88.15594482421875,2.8464105129241943,0.6798336505889893,4.259037494659424,310.8569609675066,9,9.0,1000.0,541.5974251155922,0.6606226563453674,86.39136505126953,0.0,1.8585119247436523,985.0124224053634,0.0991525948047638
37.44291687011719,0.0,1.0,-96.06134796142578,30.904619465928615,0.3321972191333771,10000,323.57622170448303,110.1063003540039,10.0,10.0,0.12744612991809845,343.21836076144734,5.865252494812012,102.72470092773438,3.8797218799591064,0.6937705874443054,5.739654064178467,343.21836076144734,10,10.0,1000.0,573.3715802175316,0.6505137085914612,101.01948547363281,0.0,1.9011340141296387,859.3389761349863,0.09859076887369156
44.384368896484375,0.0,1.0,-110.91168212890625,30.940079838222967,0.433994323015213,11000,355.5259087085724,124.74250030517578,11.0,11.0,0.1257106214761734,359.06668076596947,6.619058132171631,115.53315734863281,3.9639837741851807,0.6928298473358154,5.9821953773498535,359.06668076596947,11,11.0,1000.0,604.0067781198595,0.6500830054283142,113.39053344726562,0.0,1.9253339767456055,910.3587571431392,0.09279751032590866
41.444732666015625,0.0,1.0,-113.21668243408203,30.955804194681647,0.33569228649139404,12000,387.6494348049164,-4.90893030166626,12.0,12.0,0.1233338713645935,306.90706661633857,9.900288581848145,129.64999389648438,10.225530624389648,0.7242810726165771,10.906742095947266,306.90706661633857,12,12.0,1000.0,512.4418760056029,0.6717966198921204,128.07904052734375,0.0,1.893707513809204,-494.7720472512192,0.06196879222989082
