reference_action_std,reference_perturbed_action_std,reference_action_mean,reference_perturbed_action_mean,param_noise_stddev,ret_rms_std,total/duration,rollout/return,reference_Q_mean,reference_actor_Q_mean,total/steps_per_second,reference_actor_Q_std,reference_Q_std,train/param_noise_distance,rollout/episodes,rollout/actions_mean,ret_rms_mean,train/loss_critic,eval/Q,rollout/Q_mean,rollout/actions_std,total/episodes,rollout/episode_steps,obs_rms_std,eval/return,obs_rms_mean,train/loss_actor,eval/episodes,total/epochs,total/steps,rollout/return_history,eval/return_history
0.5160396695137024,0.547670304775238,-0.1864980012178421,-0.30055907368659973,0.16720346283821505,1.0,13.677715539932251,124.82081315710732,19.860458374023438,20.002317428588867,73.11162431185882,1.4485052824020386,1.8574693202972412,0.5470420122146606,39.0,-0.08854744583368301,0.0,2.29681396484375,19.12738609313965,9.167509078979492,0.5220931172370911,39.0,25.435897435897434,6.052285671234131,73.71066148125611,0.5826713442802429,-18.999319076538086,1.0,1,1000,124.82081315710732,73.71066148125611
0.5744538307189941,0.6541116237640381,-0.06240496784448624,0.026312708854675293,0.1370306733903066,1.0,26.213006019592285,102.53593606719348,38.89767837524414,39.52067565917969,76.29800254519256,7.511485576629639,8.615141868591309,0.5095574259757996,94.0,-0.14170441031455994,0.0,2.6765003204345703,34.12068176269531,18.186311721801758,0.5565784573554993,94.0,21.02127659574468,6.0328168869018555,89.16587652224163,0.2766479253768921,-36.258522033691406,2.0,2,2000,102.53593606719348,81.43826900174886
0.712264895439148,0.6578742265701294,0.012464192695915699,0.062051620334386826,0.11230273064362171,1.0,39.061325788497925,123.11223632266744,57.29240417480469,58.83185577392578,76.80230866314798,12.76500129699707,14.688515663146973,0.5183311104774475,117.0,-0.11914245039224625,0.0,3.7132554054260254,60.10894012451172,27.766172409057617,0.5880110859870911,117.0,25.444444444444443,5.961142539978027,272.0630810983013,0.5612056255340576,-54.99232482910156,3.0,3,3000,126.03492701459635,144.97987303393302
0.7767152786254883,0.8121058344841003,-0.036171507090330124,-0.08265600353479385,0.09203708190275892,1.0,51.99451041221619,144.35581813622827,75.53582000732422,77.8102798461914,76.93119847244863,19.55927085876465,22.015155792236328,0.5350139141082764,133.0,-0.09797364473342896,0.0,5.403810501098633,76.71175384521484,36.55691909790039,0.6187939643859863,133.0,29.74436090225564,6.083791732788086,167.5693665308045,0.7939965128898621,-73.65899658203125,4.0,4,4000,154.57719328766973,150.62724640815088
0.7851812243461609,0.7769880890846252,0.1123027354478836,0.08348995447158813,0.07542848153938683,1.0,65.09552884101868,159.222947073221,92.1100845336914,94.54301452636719,76.81019094585415,30.432018280029297,31.886260986328125,0.3958604633808136,149.0,-0.06416548788547516,0.0,6.574589252471924,94.90475463867188,45.865116119384766,0.6492781639099121,149.0,33.18120805369127,6.186582565307617,329.2429570802476,0.965420663356781,-91.03707885742188,5.0,5,5000,181.29026747431087,186.35038854257022
0.8032628297805786,0.778404176235199,0.10688577592372894,0.09859615564346313,0.06181699495154324,1.0,78.20257520675659,176.3580480150112,106.68350219726562,109.88475036621094,76.72381611650057,40.211544036865234,42.03205108642578,0.37954476475715637,164.0,-0.02327754534780979,0.0,9.483120918273926,114.17713165283203,54.965518951416016,0.6740758419036865,164.0,36.58536585365854,6.081200122833252,410.4084082443652,1.1540635824203491,-107.37860107421875,6.0,6,6000,220.7154756972106,223.69339182620274
0.7910819053649902,0.7611573338508606,0.15272510051727295,0.21365636587142944,0.05066177638540577,1.0,91.08903789520264,187.26904742591384,119.45134735107422,124.4322509765625,76.8478859997781,48.31568908691406,50.98426818847656,0.3300815522670746,180.0,-0.00016247046005446464,0.0,15.224822044372559,121.20812225341797,64.1543197631836,0.6916288733482361,180.0,38.67777777777778,6.016249656677246,241.91703853014036,1.2895094156265259,-124.98408508300781,7.0,7,7000,256.4551891695073,226.29676992676528
0.791676938533783,0.7765367031097412,0.03641494736075401,0.05284260958433151,0.04151957869412388,1.0,104.02436876296997,196.54550146417174,134.6490936279297,141.3067169189453,76.90505691247027,52.921260833740234,57.07597732543945,0.32251283526420593,197.0,0.017255354672670364,0.0,15.553443908691406,152.414306640625,73.1672592163086,0.7032654285430908,197.0,40.4263959390863,6.058815956115723,305.52748386767456,1.3936578035354614,-140.29701232910156,8.0,8,8000,285.2659589552737,236.2006091693789
0.7908510565757751,0.7933069467544556,0.06415778398513794,0.061677344143390656,0.034027141129503384,1.0,117.01667332649231,204.81791030972042,150.93930053710938,157.0723876953125,76.91211640317945,65.68045043945312,68.4348373413086,0.24032367765903473,215.0,0.026214975863695145,0.0,17.268102645874023,163.73585510253906,82.57100677490234,0.7079744338989258,215.0,41.83720930232558,6.006989002227783,262.00596094895207,1.4548447132110596,-156.69554138183594,9.0,9,9000,300.155088568225,239.06787047822036
0.790503978729248,0.7976930737495422,0.10190049558877945,0.04432027414441109,0.027886755354071244,1.0,130.47357726097107,210.7639252251146,160.34912109375,166.95797729492188,76.64387081223478,78.53275299072266,81.03353118896484,0.21786928176879883,231.0,0.03733579441905022,0.0,16.8122501373291,176.6552276611328,91.43789672851562,0.7149344086647034,231.0,42.917748917748916,6.007094383239746,312.1538149163184,1.5007697343826294,-169.92222595214844,10.0,10,10000,299.9469116107092,246.37646492203015
