train/param_noise_distance,reference_actor_Q_mean,reference_actor_Q_std,total/steps,train/loss_actor,eval/Q,rollout/episode_steps,eval/return_history,reference_Q_mean,rollout/actions_mean,obs_rms_mean,rollout/return_history,ret_rms_mean,rollout/return,reference_Q_std,train/loss_critic,reference_action_std,reference_perturbed_action_mean,obs_rms_std,ret_rms_std,eval/return,reference_perturbed_action_std,total/epochs,total/episodes,reference_action_mean,total/steps_per_second,rollout/actions_std,total/duration,eval/episodes,rollout/episodes,param_noise_stddev,rollout/Q_mean
0.23865394294261932,4.000855445861816,2.9956908226013184,1000,-4.073315620422363,3.159794569015503,90.45454545454545,89.63321131250358,3.6720564365386963,0.6307232975959778,-0.052891165018081665,53.78302871244014,0.0,53.78302871244014,3.088299512863159,0.17370878159999847,0.00970092136412859,0.7399032711982727,1.3514318466186523,1.0,89.63321131250358,0.32609403133392334,1,11.0,0.9495100975036621,102.86884687034039,0.46694624423980713,9.721116065979004,1.0,11.0,0.17399259391533256,1.813003659248352
0.6112172603607178,8.619186401367188,6.2323198318481445,2000,-7.78889274597168,3.881192207336426,99.45,42.8902864527801,8.236566543579102,0.6649402379989624,-0.03426883742213249,50.044593904782474,0.0,50.044593904782474,6.339705944061279,0.45879340171813965,0.5148632526397705,0.3331570625305176,1.155049204826355,1.0,-3.8526384069433726,0.6360277533531189,2,20.0,0.4083878993988037,106.33441623562709,0.46179360151290894,18.80858588218689,2.0,20.0,0.16067924131698763,3.0012621879577637
0.7537499666213989,12.306280136108398,8.980301856994629,3000,-12.052515983581543,17.8189697265625,111.3076923076923,259.3815797290791,11.577861785888672,0.6659191250801086,-0.00930699147284031,58.40444251645555,0.0,58.40444251645555,9.012008666992188,0.565488338470459,0.7878525257110596,0.6281991600990295,1.1026288270950317,1.0,692.364166281677,0.3958307206630707,3,26.0,0.13509704172611237,99.74483834687362,0.45087435841560364,30.076744318008423,3.0,26.0,0.1316837837193291,6.006664276123047
0.5926284193992615,17.859481811523438,11.271714210510254,4000,-17.39047622680664,20.878482818603516,124.375,195.66928171667635,17.073692321777344,0.6545273065567017,-0.0018114537233486772,66.2357157179127,0.0,66.2357157179127,11.336382865905762,0.7497550845146179,0.823091983795166,0.414392352104187,1.137093424797058,1.0,4.5323876794682185,0.6126930713653564,4,32.0,0.15064804255962372,103.13757847149016,0.4551475942134857,38.78314828872681,4.0,32.0,0.10792071678026853,8.198883056640625
0.4440445601940155,20.386770248413086,14.007187843322754,5000,-21.804494857788086,30.06005096435547,122.2,168.12106462566507,19.612083435058594,0.6379762887954712,0.010034613311290741,71.92543630803158,0.0,71.92543630803158,14.007490158081055,0.9396293759346008,0.8018583059310913,0.4194014072418213,1.1510772705078125,1.0,57.928196261620016,0.6986052989959717,5,40.0,0.2389392852783203,104.94011703752953,0.4628793001174927,47.64622092247009,5.0,40.0,0.08844582667210643,11.822443962097168
0.37910571694374084,22.08445930480957,15.963587760925293,6000,-25.146486282348633,9.896321296691895,124.2127659574468,255.61407855793516,21.23801040649414,0.6507840752601624,0.014224972575902939,80.61613304409873,0.0,80.61613304409873,16.039793014526367,1.2792962789535522,0.7010899186134338,0.480816513299942,1.1445696353912354,1.0,693.0791482192856,0.6461377739906311,6,47.0,0.44131866097450256,101.28226595811138,0.4576057493686676,59.24038076400757,6.0,47.0,0.0724852881735357,14.765157699584961
0.3178347647190094,25.03816032409668,18.8865909576416,7000,-28.148944854736328,40.06227111816406,131.83018867924528,251.41509216924334,24.1668643951416,0.6526984572410583,0.019562259316444397,89.03216316322279,0.0,89.03216316322279,18.864078521728516,1.4896899461746216,0.5558258891105652,0.7442235350608826,1.1297334432601929,1.0,226.2211738370924,0.443791925907135,7,53.0,0.5954228639602661,102.1797184597694,0.46483784914016724,68.5067458152771,7.0,53.0,0.05940491710342653,17.24447250366211
0.2003461718559265,29.648326873779297,22.909082412719727,8000,-33.575111389160156,57.220985412597656,142.625,250.32516447036528,28.565736770629883,0.6504676938056946,0.02715262584388256,96.70005336129607,0.0,96.70005336129607,22.84444808959961,2.3703346252441406,0.5648033022880554,0.6416513919830322,1.0932492017745972,1.0,242.69567057821914,0.494972288608551,8,56.0,0.5695474743843079,103.03431664597568,0.46336159110069275,77.64403414726257,8.0,56.0,0.048684971322958646,19.252517700195312
0.32151997089385986,33.471107482910156,26.2469425201416,9000,-38.66548538208008,22.262962341308594,145.08064516129033,226.24158685345006,32.10992431640625,0.6509756445884705,0.0368177555501461,103.25075028858099,0.0,103.25075028858099,25.915889739990234,2.854659080505371,0.5682209134101868,0.493685245513916,1.0738095045089722,1.0,33.572965918128475,0.5981603264808655,9,62.0,0.5438032150268555,103.72164629212236,0.45986291766166687,86.77070140838623,9.0,62.0,0.040701478966889394,21.618227005004883
0.18107156455516815,36.036293029785156,29.86077880859375,10000,-42.618202209472656,45.10837173461914,148.76119402985074,213.37236739654327,34.59297180175781,0.6516115069389343,0.037563394755125046,106.02805240217882,0.0,106.02805240217882,29.380128860473633,3.738191604614258,0.561489999294281,0.6147551536560059,1.0695170164108276,1.0,97.5493922843821,0.52385413646698,10,67.0,0.5267728567123413,104.29229664258594,0.45926037430763245,95.88435888290405,10.0,67.0,0.03612049597631193,23.473459243774414
0.2460106909275055,38.650333404541016,32.55659484863281,11000,-46.755767822265625,48.752281188964844,151.02777777777777,213.34914551006406,36.726837158203125,0.6427491307258606,0.03827837109565735,112.46898695759876,0.0,112.46898695759876,31.916244506835938,6.03593635559082,0.6159363389015198,0.26843830943107605,1.1205099821090698,1.0,213.11692664527214,0.6417668461799622,11,72.0,0.22921748459339142,104.3801677223422,0.46237531304359436,105.38400387763977,11.0,72.0,0.03269941380439557,26.665258407592773
0.203542560338974,43.5511474609375,34.3841438293457,12000,-53.65446853637695,29.57353973388672,145.679012345679,195.64125664776307,41.32819366455078,0.6325829029083252,0.037716615945100784,112.08872089620611,0.0,112.08872089620611,33.99313735961914,7.427423000335693,0.6826040744781494,0.19634561240673065,1.1929895877838135,1.0,0.8544791624519927,0.6794949173927307,12,81.0,0.16657410562038422,104.92799925510022,0.46654340624809265,114.36413621902466,12.0,81.0,0.029602352743226958,29.84329605102539
0.2096722424030304,49.191307067871094,36.98174285888672,13000,-59.80219650268555,82.41798400878906,144.48314606741573,229.9270055744212,47.07868957519531,0.6184212565422058,0.031630776822566986,109.08271945193627,0.0,109.08271945193627,36.839820861816406,9.134392738342285,0.6731602549552917,0.12351525574922562,1.263068675994873,1.0,641.3559926943184,0.645011842250824,13,89.0,0.08864349126815796,103.99929620837604,0.4754975438117981,125.00084590911865,13.0,89.0,0.029602352743226954,31.639812469482422
0.23183253407478333,52.535728454589844,38.568180084228516,14000,-63.86720275878906,89.63870239257812,150.42857142857142,235.164638288583,50.48381423950195,0.6143302917480469,0.03771158680319786,116.81499199314099,0.0,116.81499199314099,38.328773498535156,12.066607475280762,0.6527718901634216,0.2208278775215149,1.277461051940918,1.0,303.25386357268656,0.638519287109375,14,91.0,0.2742740213871002,104.32771080076718,0.4730250835418701,134.19253516197205,14.0,91.0,0.030197360033365817,34.98972702026367
0.2299249917268753,55.42289352416992,43.68230438232422,15000,-71.44769287109375,92.09442901611328,152.22826086956522,237.26862467791585,52.86119079589844,0.617354691028595,0.04624582827091217,119.99631281151687,0.0,119.99631281151687,43.04030990600586,14.792525291442871,0.614150881767273,0.31070026755332947,1.236845850944519,1.0,266.72443412857575,0.6585678458213806,15,92.0,0.293876975774765,104.5681534342113,0.46333807706832886,143.44711565971375,15.0,92.0,0.027886755354071244,38.47890853881836
0.16547924280166626,60.34056854248047,46.830474853515625,16000,-74.24657440185547,104.55370330810547,157.7029702970297,233.2906322376267,57.98009490966797,0.6132878661155701,0.04354596510529518,132.13329849493212,0.0,131.46565416645183,46.228092193603516,14.120460510253906,0.5627112984657288,0.5084619522094727,1.2991888523101807,1.0,173.6207456332895,0.5406529903411865,16,101.0,0.45845353603363037,104.98067984114269,0.46451717615127563,152.4089958667755,16.0,101.0,0.030197360033365817,41.662811279296875
0.32314324378967285,62.8953857421875,47.14295959472656,17000,-80.15951538085938,97.40184020996094,155.06422018348624,232.06051119143967,60.316131591796875,0.612095832824707,0.035328201949596405,142.34705176754247,0.0,134.5824721469355,46.74820327758789,14.38097858428955,0.5668903589248657,0.4547562599182129,1.3727502822875977,1.0,212.37857445244694,0.5767874717712402,17,109.0,0.4664032459259033,105.3435191351332,0.46692004799842834,161.37679982185364,17.0,109.0,0.0320551061703711,44.99329376220703
0.19147995114326477,64.64488220214844,48.69689178466797,18000,-85.0457992553711,106.77213287353516,155.64347826086956,226.21192293126035,61.49394989013672,0.6108701825141907,0.04205617308616638,154.91451181912282,0.0,142.3102322077383,48.002960205078125,20.17809295654297,0.6229367852210999,0.36628928780555725,1.3753427267074585,1.0,126.78592250821202,0.5877642035484314,18,115.0,0.37368789315223694,105.73961925036606,0.46579012274742126,170.2294762134552,18.0,115.0,0.0314234939421342,48.706058502197266
0.15971718728542328,72.00763702392578,52.23112869262695,19000,-90.062255859375,102.6400375366211,154.0924369747899,223.62548517035052,69.22016143798828,0.6083083152770996,0.04201902449131012,160.70670935110897,0.0,143.652975768683,51.783390045166016,16.224363327026367,0.5658822059631348,0.32717686891555786,1.3928053379058838,1.0,177.06960547397316,0.6712528467178345,19,119.0,0.44123101234436035,106.00117569164449,0.46573513746261597,179.24329495429993,19.0,119.0,0.030197360033365813,51.73255157470703
0.17718000710010529,80.47483825683594,55.2316780090332,20000,-97.28860473632812,119.5574722290039,160.45967741935485,219.610455728585,77.59921264648438,0.6065424680709839,0.03525410592556,171.66854075628873,0.0,147.05475300578274,54.778602600097656,18.590559005737305,0.6137147545814514,0.4691604673862457,1.4216943979263306,1.0,143.32489633504088,0.5989246368408203,20,124.0,0.42696359753608704,106.29145081175334,0.46693694591522217,188.16188740730286,20.0,124.0,0.02960235274322695,53.7733268737793
0.19030490517616272,84.27814483642578,58.845882415771484,21000,-102.1119155883789,108.02457427978516,157.01503759398497,215.63651472359155,81.58456420898438,0.6027512550354004,0.03103126771748066,170.94898331074546,0.0,144.68383710449015,58.45056915283203,14.792269706726074,0.5341039299964905,0.5002209544181824,1.441451072692871,1.0,136.15769462372162,0.5586097836494446,21,133.0,0.517359733581543,106.56380939044519,0.4696948826313019,197.06502723693848,21.0,133.0,0.030804326970036468,56.380802154541016
0.19500643014907837,87.25311279296875,62.16078567504883,22000,-106.30095672607422,114.32414245605469,156.49285714285713,212.34298183282934,84.93356323242188,0.601389467716217,0.028095312416553497,175.30592169493173,0.0,145.76864015581742,61.4567756652832,32.60731506347656,0.5573248267173767,0.5693861842155457,1.450205683708191,1.0,143.17879112682314,0.5025510787963867,22,140.0,0.4856647551059723,106.72056055270656,0.47039899230003357,206.14584374427795,22.0,140.0,0.0314234939421342,59.48552703857422
0.2217530757188797,90.86100769042969,66.06160736083984,23000,-112.63542938232422,145.87310791015625,161.36170212765958,214.46607494843434,88.13274383544922,0.5994006991386414,0.03142359107732773,179.17255193733803,0.0,149.45337812133545,65.49137878417969,28.914936065673828,0.6240757703781128,0.5365183353424072,1.4397437572479248,1.0,261.1741234917441,0.5384048223495483,23,141.0,0.3933704197406769,106.81641201902765,0.46750980615615845,215.32271647453308,23.0,141.0,0.030804326970036468,61.34629440307617
0.21540160477161407,95.12149047851562,67.89352416992188,24000,-117.61844635009766,138.3214874267578,165.4,213.31733126227346,92.34320831298828,0.5977421998977661,0.032238662242889404,193.28783119662785,0.0,156.425483308491,67.33187103271484,26.18177032470703,0.6727242469787598,0.32967302203178406,1.4460945129394531,1.0,186.89622648057372,0.6553152799606323,24,145.0,0.33474481105804443,106.9702698494506,0.46704185009002686,224.3614046573639,24.0,145.0,0.029019069447335507,64.41840362548828
0.22082920372486115,97.94709777832031,69.00341033935547,25000,-123.10552978515625,139.5161590576172,164.158940397351,214.33400207614162,94.7525634765625,0.5953401327133179,0.027348708361387253,196.58719074683756,0.0,157.548295066095,68.58660888671875,26.030895233154297,0.6263386011123657,0.34835222363471985,1.4681791067123413,1.0,238.73410160897805,0.6716098189353943,25,151.0,0.38352513313293457,107.00842886397129,0.466979056596756,233.62645602226257,25.0,151.0,0.027337276104373337,67.47018432617188
0.23464138805866241,108.39958953857422,69.53181457519531,26000,-133.18417358398438,135.0524139404297,169.73856209150327,217.1046378116037,104.89897155761719,0.596251368522644,0.026670807972550392,203.03769633648335,0.0,163.54558353790293,69.5583267211914,40.94013595581055,0.6470583081245422,0.38715609908103943,1.4541513919830322,1.0,286.3705311981554,0.6308208703994751,26,153.0,0.3584868907928467,107.08670564111496,0.46601828932762146,242.79391026496887,26.0,153.0,0.028447279136688073,71.11194610595703
0.19438624382019043,114.13677215576172,68.79607391357422,27000,-138.50013732910156,138.2493133544922,170.1139240506329,214.86589571968085,110.78878784179688,0.5938324928283691,0.022869279608130455,197.52072835546886,0.0,162.70904511313105,69.39850616455078,35.14536666870117,0.6079055666923523,0.4178449213504791,1.4548403024673462,1.0,156.65860132968606,0.571974515914917,27,158.0,0.3967294692993164,107.2302569895564,0.46646836400032043,251.79460310935974,27.0,158.0,0.02960235274322695,73.77688598632812
0.17781217396259308,119.7652587890625,68.53143310546875,28000,-140.66334533691406,131.95419311523438,171.16564417177915,213.44620486713006,116.23526763916016,0.5906696319580078,0.0196437556296587,203.6276027729369,0.0,164.2355553636151,68.6223373413086,48.72225570678711,0.6358747482299805,0.3739033639431,1.4668047428131104,1.0,175.11455184825934,0.6408165693283081,28,163.0,0.389116495847702,107.3690055205713,0.467070609331131,260.7828941345215,28.0,163.0,0.02960235274322695,76.1962890625
0.16388192772865295,125.24871826171875,67.30683135986328,29000,-147.7578582763672,142.1138153076172,172.0,210.76277751093534,121.67985534667969,0.5903093218803406,0.01965414360165596,205.79829171853606,0.0,166.13727962462534,67.47415924072266,38.50944137573242,0.6913884878158569,0.3359569013118744,1.4622161388397217,1.0,135.62681153748318,0.6836496591567993,29,166.0,0.33046355843544006,107.52584228208826,0.4669165313243866,269.7026071548462,29.0,166.0,0.02960235274322695,79.37499237060547
0.20898962020874023,129.2230224609375,70.7025375366211,30000,-153.1767120361328,171.94305419921875,176.45238095238096,215.91489066047268,126.531494140625,0.5922240614891052,0.021634014323353767,213.17101615239957,0.0,170.97719465993617,70.39108276367188,36.6641731262207,0.634872317314148,0.37718090415000916,1.451246738433838,1.0,365.3261719970555,0.6656569242477417,30,168.0,0.361416220664978,107.31028631857887,0.4651458263397217,279.563134431839,30.0,168.0,0.029019069447335507,82.46294403076172
0.1904604732990265,132.64804077148438,72.47048950195312,31000,-155.8649444580078,177.89720153808594,181.12941176470588,232.60196775893493,129.54208374023438,0.5926080346107483,0.022798608988523483,220.42109702136742,0.0,175.07749978176602,72.48185729980469,30.14789390563965,0.6126992702484131,0.45990028977394104,1.4368832111358643,1.0,733.2142807128034,0.6123585104942322,31,170.0,0.42826512455940247,106.47647380326478,0.4638615548610687,291.14412689208984,31.0,170.0,0.028447279136688073,85.54188537597656
0.20168767869472504,135.49624633789062,74.50479125976562,32000,-159.70602416992188,186.72186279296875,181.86857142857144,240.0520797175653,132.24664306640625,0.5924935936927795,0.02315947785973549,224.08749506205146,0.0,177.2756403348068,74.91209411621094,29.723878860473633,0.5865952968597412,0.26883652806282043,1.4357812404632568,1.0,471.0055504351052,0.6310771107673645,32,175.0,0.3860683739185333,106.27324850791916,0.4641217589378357,301.11058473587036,32.0,175.0,0.027337276104373337,88.2604751586914
0.17822855710983276,139.9600067138672,73.848876953125,33000,-164.67652893066406,185.0335693359375,180.07650273224044,238.18357536484888,136.3903350830078,0.5906924605369568,0.02143082208931446,231.60901006220436,0.0,177.3509717193334,74.59295654296875,29.37906265258789,0.6019155979156494,0.42820048332214355,1.4549508094787598,1.0,178.39143607792363,0.5766696929931641,33,183.0,0.36890777945518494,106.38151585942269,0.4665166139602661,310.2042655944824,33.0,183.0,0.028447279136688073,90.79930114746094
0.18146160244941711,143.00961303710938,73.50835418701172,34000,-170.09213256835938,173.88088989257812,178.89361702127658,237.9210360456479,139.91796875,0.589191198348999,0.02388411946594715,240.45651664067492,0.0,178.25428402476115,73.77862548828125,54.27903366088867,0.6158695220947266,0.40257105231285095,1.4571291208267212,1.0,229.25723851201474,0.5805311799049377,34,188.0,0.3608075678348541,106.47341780645085,0.46678268909454346,319.3285300731659,34.0,188.0,0.02788675535407124,93.50125122070312
0.21283861994743347,146.1083984375,74.12593078613281,35000,-171.67552185058594,185.20993041992188,181.95287958115182,235.33654237676913,142.77735900878906,0.5886598825454712,0.024705320596694946,239.96632606356764,0.0,181.29213024990887,74.92491912841797,59.40398025512695,0.6155019998550415,0.4209651052951813,1.4466240406036377,1.0,147.4637576348908,0.5844531059265137,35,191.0,0.34747323393821716,106.57721460306351,0.46728628873825073,328.4004008769989,35.0,191.0,0.029019069447335507,95.80665588378906
0.19675157964229584,150.69189453125,73.15554809570312,36000,-175.91175842285156,175.12905883789062,186.3523316062176,234.26340331755125,147.0516357421875,0.5890828967094421,0.025228865444660187,237.23154643986916,0.0,185.31239469858852,74.1447982788086,47.90665054321289,0.6495097875595093,0.3957689702510834,1.433207392692566,1.0,196.70353624492571,0.6029439568519592,36,193.0,0.30339980125427246,106.68792266484927,0.46545594930648804,337.43275809288025,36.0,193.0,0.02788675535407124,98.75941467285156
0.23026305437088013,152.50192260742188,72.9660415649414,37000,-179.0274200439453,179.42788696289062,183.61194029850745,234.55816870879582,149.0303955078125,0.5884617567062378,0.026099270209670067,241.23436328280238,0.0,186.0769522342879,73.98580932617188,52.71025466918945,0.6771043539047241,0.366813063621521,1.446297526359558,1.0,245.16972279360098,0.6054401993751526,37,201.0,0.25476035475730896,106.75981610668433,0.46715593338012695,346.5723466873169,37.0,201.0,0.029019069447335507,101.10653686523438
0.1834617406129837,156.4687042236328,73.7067642211914,38000,-183.10906982421875,197.16159057617188,183.01456310679612,235.85678701063136,153.28842163085938,0.5880444049835205,0.024703579023480415,242.7478902291847,0.0,186.40815223229816,74.3914794921875,31.811017990112305,0.6020281314849854,0.4270939826965332,1.4480494260787964,1.0,283.9056641785472,0.5939293503761292,38,206.0,0.3886180818080902,106.78979783481482,0.46831855177879333,355.83923530578613,38.0,206.0,0.028447279136688073,103.33324432373047
0.1902211457490921,160.49435424804688,75.8276138305664,39000,-189.07359313964844,194.59046936035156,186.97115384615384,236.92759503819033,157.14044189453125,0.5889757871627808,0.024339795112609863,250.5138502254039,0.0,190.02435892842544,76.08221435546875,54.21428680419922,0.5892088413238525,0.5077279210090637,1.4356050491333008,1.0,277.61830008543006,0.5520913004875183,39,208.0,0.39214667677879333,106.8268985437998,0.46772897243499756,365.0765914916992,39.0,208.0,0.02788675535407124,106.03459167480469
0.20386047661304474,159.39620971679688,79.00194549560547,40000,-188.84645080566406,199.67945861816406,185.8,236.80222164145,156.4266815185547,0.5896055102348328,0.02413005381822586,248.4079084870416,0.0,191.65798861671658,79.2046127319336,50.8530158996582,0.5786618590354919,0.44490909576416016,1.4488515853881836,1.0,231.91265916857637,0.5415067672729492,40,215.0,0.32592537999153137,106.8767055703165,0.4687472879886627,374.2630331516266,40.0,215.0,0.027337276104373337,108.18949890136719
