reference_Q_mean,reference_perturbed_action_mean,train/loss_critic,eval/return,total/epochs,total/steps_per_second,rollout/episodes,rollout/Q_mean,total/duration,rollout/actions_mean,eval/return_history,ret_rms_mean,reference_actor_Q_std,rollout/return_history,rollout/return,reference_actor_Q_mean,obs_rms_mean,rollout/actions_std,total/steps,reference_Q_std,eval/Q,obs_rms_std,param_noise_stddev,reference_action_mean,eval/episodes,train/loss_actor,train/param_noise_distance,total/episodes,ret_rms_std,rollout/episode_steps,reference_action_std,reference_perturbed_action_std
1.5242689847946167,0.11147988587617874,0.04080260172486305,-476.42551430211654,1,84.8677898565211,1.0,0.7938844561576843,11.78303337097168,-0.10444382578134537,-476.42551430211654,0.0,0.42854043841362,-267.44426609982713,-267.44426609982713,2.321434497833252,-0.03971133381128311,0.7096630334854126,1000,0.7425045371055603,1.4057027101516724,1.553057074546814,0.16720346283821505,0.3048853874206543,1.0,-2.1804039478302,0.6675094962120056,1.0,1.0,1000.0,0.8422756791114807,0.6679399609565735
4.6962761878967285,0.328629732131958,0.04064527153968811,-435.31189633400845,2,86.12828167270438,2.0,1.74263334274292,23.221176147460938,-0.02726508118212223,-455.8687053180625,0.0,0.5819836854934692,-273.7174496394491,-273.7174496394491,5.453348159790039,-0.02524998039007187,0.6833217144012451,2000,0.8548882603645325,2.878490686416626,1.281531810760498,0.14259466822295333,0.268735408782959,2.0,-4.597455978393555,0.3817770183086395,2.0,1.0,1000.0,0.8395471572875977,0.7965297698974609
6.968111991882324,0.29651063680648804,0.08877113461494446,-528.0138229816308,3,86.7653092780491,3.0,1.7596180438995361,34.57603073120117,0.06505919247865677,-479.91707787258525,0.0,0.9305518865585327,-328.04817213831785,-328.04817213831785,7.309967041015625,-0.009377876296639442,0.7420347332954407,3000,1.057974100112915,1.1835280656814575,1.0889297723770142,0.11686267184170265,0.7813120484352112,3.0,-4.8474225997924805,0.36637815833091736,3.0,1.0,1000.0,0.32023364305496216,0.7698248624801636
7.06791353225708,-0.08484698086977005,0.08638177067041397,-368.1664335724898,4,87.12126501335376,4.0,1.3981271982192993,45.913015604019165,0.10495571047067642,-451.9794167975614,0.0,1.2923016548156738,-353.3756452468699,-353.3756452468699,7.482081413269043,-0.0030143556650727987,0.7636610865592957,4000,1.5012316703796387,6.6380767822265625,0.9585158228874207,0.09769921704229322,-0.08862262219190598,4.0,-3.208590507507324,0.4234011769294739,4.0,1.0,1000.0,0.7753289937973022,0.718348503112793
8.204545021057129,0.32154396176338196,0.1153348982334137,-247.35465610268506,5,87.41231590026821,5.0,1.768497109413147,57.20017766952515,0.07550318539142609,-411.05446465858614,0.0,1.650322675704956,-369.3325921086051,-369.3325921086051,8.482234954833984,-0.006352592259645462,0.7838858962059021,5000,1.827206015586853,7.545583724975586,0.866929292678833,0.08006885308329467,0.4538942277431488,5.0,-3.7892367839813232,0.23209302127361298,5.0,1.0,1000.0,0.5623885989189148,0.6151971817016602
9.019294738769531,0.3380981385707855,0.08363933861255646,-382.40802039913575,6,87.65959654762982,6.0,2.9441583156585693,68.44658470153809,0.12724041938781738,-406.28005728201106,0.0,1.6060839891433716,-319.2970486462429,-319.2970486462429,9.454143524169922,0.0022119360510259867,0.764653742313385,6000,1.855503797531128,7.035107612609863,0.9888570308685303,0.06561998579066344,0.4581538736820221,6.0,-5.2739996910095215,0.20924988389015198,6.0,1.0,1000.0,0.5995483994483948,0.58186274766922
9.843368530273438,0.10598897188901901,0.10621586441993713,32.66242646935265,7,87.84725556810416,7.0,3.4755373001098633,79.68376421928406,0.18522092700004578,-343.5739881746734,0.0,1.6265051364898682,-311.4338716768442,-311.4338716768442,10.334731101989746,0.009314474649727345,0.7444410920143127,7000,1.758259654045105,9.560425758361816,1.0038484334945679,0.055962119107954095,-0.06722301244735718,7.0,-6.468145370483398,0.31390273571014404,7.0,1.0,1000.0,0.6414632201194763,0.6281627416610718
11.391491889953613,0.3682124614715576,0.21900489926338196,-185.28297303583687,8,88.03302369680014,8.0,4.190906524658203,90.87498831748962,0.18173018097877502,-323.78761128231884,0.0,1.9387775659561157,-276.6008782269003,-276.6008782269003,11.88028335571289,0.009416678920388222,0.7285512089729309,8000,2.0909783840179443,9.508920669555664,1.1080411672592163,0.048684971322958646,0.1952541023492813,8.0,-7.4001994132995605,0.19049625098705292,8.0,1.0,1000.0,0.7179250717163086,0.6177911758422852
12.608718872070312,0.06167590618133545,0.26453059911727905,-377.3525694499457,9,88.16633186123016,9.0,4.575088024139404,102.0797827243805,0.20629942417144775,-329.73927330094403,0.0,2.0099363327026367,-297.62158912108777,-297.62158912108777,13.06785774230957,0.015994267538189888,0.7196239233016968,9000,2.0669307708740234,2.6703457832336426,1.2561743259429932,0.04407386942827646,-0.0633637085556984,9.0,-8.24911880493164,0.17119812965393066,9.0,1.0,1000.0,0.7539224028587341,0.7791687250137329
13.281192779541016,-0.14020685851573944,0.31910836696624756,412.466950321373,10,88.23934329441379,10.0,5.395659446716309,113.32813262939453,0.1839676797389984,-255.51865093871234,0.0,2.3941047191619873,-267.100169546717,-267.100169546717,13.705032348632812,0.013370057567954063,0.7299631834030151,10000,2.520385265350342,16.546815872192383,1.3331844806671143,0.04151957869412388,-0.06819061189889908,10.0,-9.54788589477539,0.23098129034042358,10.0,1.0,1000.0,0.7211630940437317,0.714374840259552
14.182877540588379,0.1640416532754898,0.2886432409286499,819.9655591657486,11,88.29234478335104,11.0,6.499380111694336,124.58611249923706,0.16701772809028625,-157.74735911103406,0.0,2.7127418518066406,-199.71541347601453,-199.71541347601453,14.772993087768555,0.013391823507845402,0.7286604046821594,11000,2.8841989040374756,19.408864974975586,1.4067251682281494,0.039113321278561465,0.13679029047489166,11.0,-11.784842491149902,0.22101163864135742,11.0,1.0,1000.0,0.6922119855880737,0.6463131904602051
15.919600486755371,-0.022605493664741516,0.5089904069900513,638.9691686075755,12,88.39459443077986,12.0,7.096667289733887,135.75490760803223,0.17714792490005493,-91.35431513448327,0.0,3.443671941757202,-184.53540561982632,-184.53540561982632,16.98032569885254,0.014851069077849388,0.7174668312072754,12000,3.6484267711639404,22.515962600708008,1.4327915906906128,0.03612049597631193,-0.00891750305891037,12.0,-13.59048843383789,0.2568652331829071,12.0,1.0,1000.0,0.7579480409622192,0.7467012405395508
19.021984100341797,-0.01885783113539219,0.6410253643989563,751.6980702406861,13,88.4905642580496,13.0,8.344254493713379,146.90831851959229,0.16335366666316986,-26.50413164408563,0.0,3.5555455684661865,-145.9065317851477,-145.9065317851477,19.841394424438477,0.013999082148075104,0.7212158441543579,13000,3.6029372215270996,25.855195999145508,1.4385108947753906,0.034711086666206405,-0.009751647710800171,13.0,-16.53583526611328,0.19145190715789795,13.0,1.0,1000.0,0.7682509422302246,0.7725561261177063
