total/epochs,reference_actor_Q_std,rollout/actions_std,train/loss_critic,param_noise_stddev,reference_Q_std,obs_rms_mean,reference_action_std,total/steps,total/episodes,ret_rms_mean,rollout/return,reference_perturbed_action_mean,total/steps_per_second,obs_rms_std,total/duration,eval/Q,eval/return_history,rollout/return_history,ret_rms_std,train/loss_actor,reference_Q_mean,eval/return,rollout/episodes,rollout/episode_steps,train/param_noise_distance,reference_perturbed_action_std,eval/episodes,reference_actor_Q_mean,reference_action_mean,rollout/Q_mean,rollout/actions_mean
179,6.780516624450684,0.5905683040618896,109.2116470336914,0.023782417899897774,6.963286399841309,0.02052895724773407,0.792239248752594,179000,179.0,0.0,985.5127436614273,-0.05833229422569275,76.19170565826394,1.795441746711731,2349.3370893001556,348.9083557128906,1545.8754402999411,1269.8742288961284,1.0,-342.0370788574219,313.792236328125,1398.800581260249,179.0,1000.0,0.16792601346969604,0.7913448214530945,179.0,316.1919250488281,-0.10909553617238998,212.9518280029297,-0.2777246832847595
180,6.616302967071533,0.5904256105422974,46.16386413574219,0.023782417899897774,6.753668785095215,0.02043388970196247,0.7462939023971558,180000,180.0,0.0,986.1311567943501,0.09354377537965775,76.1894654869162,1.795411467552185,2362.531340122223,357.9852294921875,1557.4098693749056,1266.46396787747,1.0,-343.5238952636719,316.12994384765625,2641.618640219003,180.0,1000.0,0.185780331492424,0.7323997020721436,180.0,318.21893310546875,-0.06761012971401215,213.6890411376953,-0.2779316008090973
181,7.055689334869385,0.5915058255195618,118.52973937988281,0.022854436146078055,7.033767223358154,0.02081320434808731,0.6921327710151672,181000,181.0,0.0,982.1045342467742,-0.10776019096374512,76.18405583249815,1.797223687171936,2375.8252041339874,335.72265625,1553.11130327271,1258.777625742575,1.0,-343.4961242675781,314.8404541015625,892.072905132497,181.0,1000.0,0.21507105231285095,0.6900451183319092,181.0,316.55938720703125,-0.11965817213058472,214.27867126464844,-0.27641233801841736
182,8.217726707458496,0.5926609635353088,36.172061920166016,0.02240411346542305,14.092483520507812,0.021049024537205696,0.6580458879470825,182000,182.0,0.0,977.2671418885376,-0.00909288227558136,76.1820977321977,1.795434594154358,2389.0127131938934,344.8695983886719,1548.8486697455417,1245.8766606507102,1.0,-344.1318054199219,311.03790283203125,1149.006514296209,182.0,1000.0,0.2190645933151245,0.7027320861816406,182.0,315.5143127441406,-0.11099320650100708,214.8517608642578,-0.2759974002838135
183,8.298819541931152,0.5926156044006348,240.47113037109375,0.021962663920618616,8.002578735351562,0.021013913676142693,0.6651291251182556,183000,183.0,0.0,977.7027045116076,-0.1815074235200882,76.17939609018451,1.7971420288085938,2402.224346637726,345.4210510253906,1544.9154293001106,1242.6781484554488,1.0,-344.8784484863281,312.812255859375,1168.1408351892676,183.0,1000.0,0.17729023098945618,0.6774553060531616,183.0,314.7790832519531,-0.0754237249493599,215.58131408691406,-0.27637022733688354
184,7.682431221008301,0.5932957530021667,154.24627685546875,0.021962663920618616,7.8115363121032715,0.02114100195467472,0.6945177316665649,184000,184.0,0.0,976.0198170662907,-0.25568702816963196,76.17743935531585,1.8010808229446411,2415.4132976531982,357.2178649902344,1551.1270007051544,1233.1649878782032,1.0,-346.2268371582031,315.92596435546875,2104.1136602858,184.0,1000.0,0.21791920065879822,0.6625584959983826,184.0,317.3314208984375,-0.15646031498908997,216.2432403564453,-0.27595028281211853
185,7.695795059204102,0.5932481288909912,86.46642303466797,0.020689822899908242,7.689790725708008,0.021381115540862083,0.6076346635818481,185000,185.0,0.0,980.2065430890455,-0.36423859000205994,76.17733251728943,1.8039602041244507,2428.543949842453,361.9744873046875,1556.5174760342384,1242.1952379417044,1.0,-347.74395751953125,314.8928527832031,2151.9217610433648,185.0,1000.0,0.20392538607120514,0.6243340969085693,185.0,316.44384765625,-0.3461580276489258,217.00205993652344,-0.27624747157096863
186,8.719420433044434,0.5929995775222778,9.620595932006836,0.0211056883401964,8.756966590881348,0.0212754737585783,0.7043545842170715,186000,186.0,0.0,983.8286796498552,-0.3476245403289795,76.17762078106266,1.8043493032455444,2441.6619749069214,361.7189636230469,1558.5432753669281,1249.7011869394476,1.0,-348.7388610839844,312.57672119140625,1990.1022374152283,186.0,1000.0,0.23254692554473877,0.7164545059204102,186.0,314.4294738769531,-0.23946444690227509,217.77703857421875,-0.2771238088607788
187,8.353650093078613,0.5929699540138245,7.935308456420898,0.02240411346542305,8.562620162963867,0.02135583944618702,0.8004432320594788,187000,187.0,0.0,989.1302427087367,-0.02546483278274536,76.17813474043339,1.8057100772857666,2454.7726278305054,356.74224853515625,1562.828776653538,1253.465105328151,1.0,-350.20001220703125,314.76580810546875,1683.4535441666624,187.0,1000.0,0.27495747804641724,0.7977231740951538,187.0,317.1501159667969,-0.03411948308348656,218.55105590820312,-0.2776694893836975
188,8.5093412399292,0.593669593334198,125.98843383789062,0.023313810312614227,8.670755386352539,0.021467959508299828,0.7031959891319275,188000,188.0,0.0,984.2419620418066,-0.1479441076517105,76.17752102638903,1.803954839706421,2467.919636487961,323.50640869140625,1552.5345852967416,1239.4577553697877,1.0,-349.6859436035156,316.45245361328125,163.10359256756675,188.0,1000.0,0.1783212572336197,0.6802701950073242,188.0,318.641357421875,-0.1580776423215866,219.10340881347656,-0.27798354625701904
189,7.896969318389893,0.5938072204589844,94.03207397460938,0.021962663920618616,8.162555694580078,0.02159525640308857,0.7512065768241882,189000,189.0,0.0,988.2538312955016,-0.17253589630126953,76.17589863774691,1.805378794670105,2481.099709749222,341.23309326171875,1547.648295915518,1245.0438422398959,1.0,-351.1285095214844,316.73828125,752.8536388980026,189.0,1000.0,0.1984688937664032,0.7174581289291382,189.0,319.15277099609375,-0.12402528524398804,219.85595703125,-0.27838170528411865
190,7.4694976806640625,0.5948183536529541,127.74152374267578,0.023313810312614227,7.659190654754639,0.02167915552854538,0.7068254351615906,190000,190.0,0.0,982.051399921266,-0.14091016352176666,76.1724336089451,1.8027935028076172,2494.340682029724,366.53460693359375,1559.5547759645146,1228.9790708422017,1.0,-351.9696960449219,320.07757568359375,2248.5274973260302,190.0,1000.0,0.2019275724887848,0.7505324482917786,190.0,322.502197265625,-0.2238532304763794,220.3816680908203,-0.2789660096168518
191,8.124996185302734,0.5948529243469238,117.47686767578125,0.02240411346542305,8.326680183410645,0.021793946623802185,0.6787590384483337,191000,191.0,0.0,986.7771862688496,-0.33849263191223145,76.17065409307288,1.8042367696762085,2507.527370929718,329.39208984375,1550.73508307144,1239.7697929140934,1.0,-352.73809814453125,320.1918029785156,406.8079369315194,191.0,1000.0,0.20953261852264404,0.6278563737869263,191.0,322.882568359375,-0.14216303825378418,221.14102172851562,-0.2794356048107147
192,8.006681442260742,0.5947819948196411,95.93360137939453,0.02152991267583435,7.569427490234375,0.021895553916692734,0.6063360571861267,192000,192.0,0.0,992.7940029879406,-0.160031259059906,76.16691858790067,1.8050919771194458,2520.7794086933136,357.57696533203125,1557.0623767551804,1251.3878148835086,1.0,-353.90093994140625,322.12823486328125,1651.3395628477338,192.0,1000.0,0.19639001786708832,0.6143693327903748,192.0,323.9563903808594,-0.2702745497226715,221.9053192138672,-0.2800557613372803
193,11.231330871582031,0.5950072407722473,127.275634765625,0.0211056883401964,22.693769454956055,0.021939001977443695,0.680740237236023,193000,193.0,0.0,994.9380004829102,-0.29609614610671997,76.16404747835651,1.8073153495788574,2534.003987312317,328.27508544921875,1546.2994658625635,1253.2213245239368,1.0,-354.3187255859375,308.67303466796875,291.67481813708287,193.0,1000.0,0.2623147964477539,0.6015288233757019,193.0,317.0528564453125,-0.09055904299020767,222.60533142089844,-0.28045448660850525
194,9.116687774658203,0.5950742959976196,146.14309692382812,0.02152991267583435,9.780917167663574,0.021892577409744263,0.7109044790267944,194000,194.0,0.0,1000.3088282188953,-0.242820143699646,76.16242125374315,1.8081779479980469,2547.187928199768,348.4422607421875,1544.6764994337643,1259.438809453663,1.0,-356.357421875,319.4620361328125,1250.1082401305518,194.0,1000.0,0.14967718720436096,0.6610357761383057,194.0,322.2410888671875,-0.1357627511024475,223.36582946777344,-0.28108492493629456
195,8.20260238647461,0.5949371457099915,48.340267181396484,0.0211056883401964,8.26501178741455,0.022185251116752625,0.7169807553291321,195000,195.0,0.0,1008.923684772747,-0.008134559728205204,76.15832784285024,1.8101186752319336,2560.455376625061,370.8363952636719,1554.400530687532,1275.3495089932167,1.0,-357.7108154296875,322.94915771484375,2158.2969294788586,195.0,1000.0,0.15952898561954498,0.7345982193946838,195.0,325.5094909667969,-0.06540191173553467,224.13357543945312,-0.28160035610198975
196,8.707367897033691,0.5963632464408875,57.58576202392578,0.0211056883401964,8.761124610900879,0.02257956564426422,0.7315840125083923,196000,196.0,0.0,1003.5466852683973,-0.033749502152204514,76.15591687951333,1.8166216611862183,2573.6673922538757,363.481201171875,1566.4100567199994,1265.960110361264,1.0,-357.4945373535156,321.61456298828125,1571.7540831492609,196.0,1000.0,0.1845276951789856,0.7308975458145142,196.0,324.2728271484375,-0.09894395619630814,224.6248321533203,-0.2804322838783264
197,8.495535850524902,0.597235918045044,55.24482345581055,0.02152991267583435,8.349466323852539,0.022696789354085922,0.7223079800605774,197000,197.0,0.0,1001.3990104098137,-0.14973212778568268,76.15110874183084,1.820477843284607,2586.961677312851,372.89727783203125,1583.893705453592,1269.3104863628694,1.0,-359.30902099609375,324.46038818359375,2048.7646756758327,197.0,1000.0,0.1942109614610672,0.692706823348999,197.0,326.4493408203125,-0.04251834750175476,225.23150634765625,-0.2799414396286011
198,7.946535587310791,0.5978639125823975,126.45983123779297,0.021962663920618616,7.836956024169922,0.023220380768179893,0.654005765914917,198000,198.0,0.0,997.6724895909273,-0.24632716178894043,76.14899379145314,1.82786226272583,2600.1656770706177,353.67401123046875,1587.3882695113855,1271.7400489182046,1.0,-359.44781494140625,325.6047668457031,1368.6856532122224,198.0,1000.0,0.1941656917333603,0.6491177082061768,198.0,327.57647705078125,-0.21909916400909424,225.79115295410156,-0.27932634949684143
199,8.751687049865723,0.5984330773353577,8.106568336486816,0.02240411346542305,8.409339904785156,0.02337328903377056,0.6271744966506958,199000,199.0,0.0,996.2897601602376,-0.16931045055389404,76.14730821354046,1.8305835723876953,2613.355674266815,375.9302978515625,1604.4463196861027,1271.3115421106156,1.0,-360.2744140625,325.87567138671875,2139.3524723676155,199.0,1000.0,0.2800150215625763,0.6549803018569946,199.0,328.0334777832031,-0.25234487652778625,226.38150024414062,-0.27911823987960815
200,8.465338706970215,0.5984088182449341,136.50115966796875,0.022854436146078055,8.629664421081543,0.023562869057059288,0.681556224822998,200000,200.0,0.0,1000.6751190841434,-0.2982049584388733,76.14595061054956,1.8315141201019287,2626.5349423885345,379.058349609375,1623.4697371709224,1287.5499709103224,1.0,-360.37811279296875,326.7901306152344,2719.5174171833455,200.0,1000.0,0.25309956073760986,0.6737710237503052,200.0,329.11773681640625,-0.22333045303821564,227.12088012695312,-0.2790721654891968
201,9.69528865814209,0.5983548760414124,129.7109375,0.023313810312614227,9.518576622009277,0.023632097989320755,0.5681473016738892,201000,201.0,0.0,1004.6234351230586,-0.42952975630760193,76.14227766894392,1.8324576616287231,2639.794949054718,374.9746398925781,1637.6626413566305,1298.2542480509237,1.0,-361.7231140136719,324.38555908203125,1799.4815027841619,201.0,1000.0,0.19925524294376373,0.6571416854858398,201.0,326.3264465332031,-0.43363502621650696,227.85638427734375,-0.2795514762401581
202,10.286786079406738,0.5983304977416992,119.49307250976562,0.021962663920618616,10.232576370239258,0.023676319047808647,0.6887679100036621,202000,202.0,0.0,1007.7987639041927,-0.28507503867149353,76.1385425649336,1.8313146829605103,2653.058401107788,380.9712829589844,1659.7412810916774,1317.9691943573769,1.0,-362.5195617675781,323.1859130859375,3087.1548618388288,202.0,1000.0,0.22762887179851532,0.6996137499809265,202.0,325.16278076171875,-0.20012740790843964,228.57933044433594,-0.2800184190273285
203,10.48791790008545,0.5980474352836609,9.098350524902344,0.020689822899908242,10.437936782836914,0.023798301815986633,0.5880155563354492,203000,203.0,0.0,1014.4077578861724,-0.2663944661617279,76.13836909376323,1.8319402933120728,2666.1984281539917,379.125244140625,1676.7430471895632,1330.7143526433022,1.0,-363.951904296875,324.3464050292969,2281.7999468768066,203.0,1000.0,0.22887420654296875,0.6531937122344971,203.0,326.15240478515625,-0.36416327953338623,229.3267364501953,-0.2808898687362671
204,11.472127914428711,0.59843909740448,117.8768081665039,0.022854436146078055,12.265085220336914,0.023919111117720604,0.65705806016922,204000,204.0,0.0,1012.7806019672914,-0.18363678455352783,76.13956909460569,1.834336519241333,2679.290182828903,381.7482604980469,1686.026257348439,1327.0358365921245,1.0,-364.4019470214844,322.6257629394531,2055.297353256908,204.0,1000.0,0.19705569744110107,0.7182446718215942,204.0,325.27392578125,-0.2897214889526367,229.90968322753906,-0.2808939516544342
205,12.039735794067383,0.5985910296440125,49.42482376098633,0.023313810312614227,11.96570110321045,0.02415376342833042,0.6525511741638184,205000,205.0,0.0,1016.6221282465078,-0.1591746211051941,76.14023431927541,1.8349021673202515,2692.4004349708557,384.5054626464844,1698.0704176930324,1338.109375413787,1.0,-365.1914367675781,322.36248779296875,2542.400349858711,205.0,1000.0,0.18435737490653992,0.7196985483169556,205.0,324.3704528808594,-0.27496668696403503,230.62969970703125,-0.2808222472667694
206,12.515201568603516,0.5983366966247559,95.40294647216797,0.02152991267583435,12.332498550415039,0.02408168651163578,0.6615731716156006,206000,206.0,0.0,1020.6899995995568,-0.2806951105594635,76.13999724337465,1.8348454236984253,2705.5425198078156,382.8572082519531,1711.9526454523213,1346.7738751862346,1.0,-364.7446594238281,321.51763916015625,2374.105762931579,206.0,1000.0,0.25521519780158997,0.634795069694519,206.0,323.09210205078125,-0.2271130084991455,231.3657684326172,-0.2815869152545929
207,13.01494312286377,0.5982704162597656,340.8638916015625,0.02240411346542305,12.85670280456543,0.024522682651877403,0.7019823789596558,207000,207.0,0.0,1029.457600521511,-0.20561616122722626,76.13914485251074,1.8360767364501953,2718.706657409668,383.78826904296875,1720.4460716128901,1366.6210512532034,1.0,-365.88433837890625,322.52911376953125,1912.3744437384707,207.0,1000.0,0.19825443625450134,0.6930459141731262,207.0,324.65838623046875,-0.20146505534648895,232.11053466796875,-0.2817704677581787
208,13.995844841003418,0.5981319546699524,51.132530212402344,0.02152991267583435,13.996379852294922,0.02410084381699562,0.7412418723106384,208000,208.0,0.0,1029.2525572843542,-0.3578159809112549,76.13322022788421,1.834594964981079,2732.0530955791473,387.30316162109375,1731.7586113113246,1364.6958951597483,1.0,-368.0318298339844,319.93853759765625,2638.4872921889437,208.0,1000.0,0.1925828754901886,0.6480317115783691,208.0,321.98382568359375,-0.08957976847887039,232.80421447753906,-0.2832246720790863
209,14.591498374938965,0.5980075001716614,52.43657302856445,0.02152991267583435,14.952540397644043,0.02443322166800499,0.7929672598838806,209000,209.0,0.0,1037.3465076729149,0.14413289725780487,76.13295174618375,1.8364231586456299,2745.1976470947266,387.4085388183594,1743.8318093564374,1378.2574733051576,1.0,-368.7947692871094,318.6038818359375,2282.859461061666,209.0,1000.0,0.20543237030506134,0.8172969222068787,209.0,321.0455322265625,0.07969359308481216,233.5474395751953,-0.28360214829444885
210,14.621441841125488,0.6009076237678528,99.4228744506836,0.0211056883401964,14.430603981018066,0.024950934574007988,0.7507606148719788,210000,210.0,0.0,1032.8558521606042,-0.08676734566688538,76.13084952838352,1.8349156379699707,2758.408730506897,389.1830139160156,1754.0352739127768,1370.2593905790563,1.0,-370.51092529296875,322.01531982421875,2298.681270172219,210.0,1000.0,0.20391230285167694,0.7014123201370239,210.0,324.06103515625,0.034583885222673416,234.02633666992188,-0.2802940309047699
211,15.585126876831055,0.6007346510887146,213.39837646484375,0.0211056883401964,15.70962142944336,0.02492457814514637,0.7194827198982239,211000,211.0,0.0,1032.4807824383188,0.06982014328241348,76.12706797480566,1.8336594104766846,2771.6816844940186,390.4014587402344,1771.267244813164,1365.5041687929593,1.0,-371.0228576660156,319.20379638671875,2538.2708368173094,211.0,1000.0,0.18301032483577728,0.7518006563186646,211.0,321.7384948730469,-0.25444164872169495,234.6956329345703,-0.2799070179462433
212,16.280546188354492,0.6011367440223694,254.07611083984375,0.019882513137642284,15.765511512756348,0.02524692751467228,0.7781780362129211,212000,212.0,0.0,1033.9208289682617,0.12690968811511993,76.12366299465562,1.836181402206421,2784.9421803951263,388.7553405761719,1786.72072609769,1370.2612805242284,1.0,-371.3559265136719,320.77642822265625,1974.9520118073647,212.0,1000.0,0.19313427805900574,0.7746362686157227,212.0,322.4547119140625,-0.011421228758990765,235.3251190185547,-0.2793898284435272
213,16.230045318603516,0.600930392742157,149.06259155273438,0.020689822899908242,15.708795547485352,0.025420675054192543,0.7529195547103882,213000,213.0,0.0,1038.0151355986632,0.033179763704538345,76.12113865373011,1.8361705541610718,2798.171490430832,387.0580139160156,1795.9758889596692,1389.7746737821624,1.0,-372.3180847167969,322.1895446777344,1804.553970474637,213.0,1000.0,0.20963819324970245,0.7601774334907532,213.0,323.8495788574219,0.0002700313925743103,236.0490264892578,-0.27948421239852905
214,16.74264144897461,0.6006699800491333,193.00648498535156,0.0211056883401964,16.481840133666992,0.025287017226219177,0.7920106053352356,214000,214.0,0.0,1039.36631734142,-0.07214730978012085,76.11979741842647,1.835686445236206,2811.3579812049866,393.3868408203125,1804.430334354753,1405.1133465073967,1.0,-373.534423828125,320.585693359375,2468.505721136405,214.0,1000.0,0.24093826115131378,0.7876638174057007,214.0,322.5146484375,-0.011906181462109089,236.73617553710938,-0.2798629105091095
215,16.295608520507812,0.6003486514091492,147.38613891601562,0.02152991267583435,16.035297393798828,0.025332996621727943,0.790569543838501,215000,215.0,0.0,1044.2604673587707,-0.013913403265178204,76.11892989190166,1.8356635570526123,2824.5273587703705,395.10101318359375,1823.2530744253859,1413.9132820090706,1.0,-374.8681640625,322.8873291015625,2991.2521046586457,215.0,1000.0,0.18651805818080902,0.7739989161491394,215.0,324.7445068359375,0.0031967360991984606,237.45726013183594,-0.28058862686157227
216,16.222457885742188,0.600219190120697,103.00647735595703,0.021962663920618616,16.105125427246094,0.02580789290368557,0.7720757126808167,216000,216.0,0.0,1052.3122314346829,0.0006861686706542969,76.11797232632742,1.8366425037384033,2837.7003931999207,391.78741455078125,1835.2379645905019,1427.61473413361,1.0,-376.129638671875,322.9622497558594,2176.6846180509124,216.0,1000.0,0.19642546772956848,0.8045257925987244,216.0,324.9931640625,-0.040367912501096725,238.1827392578125,-0.28063955903053284
217,17.043899536132812,0.6003844738006592,107.73995971679688,0.020689822899908242,16.500211715698242,0.02598109468817711,0.7824301719665527,217000,217.0,0.0,1056.5762747115366,0.07310980558395386,76.11403442898569,1.8382349014282227,2850.985388278961,393.276611328125,1838.3198518892837,1437.8234039571898,1.0,-375.70172119140625,323.82501220703125,1956.2997562308833,217.0,1000.0,0.20829513669013977,0.8133975267410278,217.0,325.31439208984375,-0.0011490359902381897,238.86557006835938,-0.2807638645172119
218,18.22201919555664,0.6003046035766602,227.43963623046875,0.021962663920618616,17.958749771118164,0.02608272060751915,0.7369396686553955,218000,218.0,0.0,1060.4590074376017,-0.09061741828918457,76.11554569084512,1.8385707139968872,2864.066703081131,389.3826599121094,1843.4036353450451,1447.0169256460294,1.0,-375.2183837890625,318.37493896484375,2122.7339444806985,218.0,1000.0,0.17332860827445984,0.770762026309967,218.0,320.5181884765625,-0.07746503502130508,239.5653076171875,-0.2809746265411377
219,18.09971809387207,0.601332426071167,61.458580017089844,0.02152991267583435,17.651203155517578,0.02656221017241478,0.7636350989341736,219000,219.0,0.0,1056.3037219824416,-0.2021770477294922,76.11503609157066,1.838850975036621,2877.2238869667053,395.3402404785156,1849.918126225171,1436.0455185925728,1.0,-376.83856201171875,320.8380126953125,2336.4369218391325,219.0,1000.0,0.1787608563899994,0.7821968197822571,219.0,322.5936279296875,-0.17277278006076813,239.99339294433594,-0.2802526652812958
220,18.284990310668945,0.6017023921012878,53.649715423583984,0.0211056883401964,17.887489318847656,0.02651835046708584,0.7826032638549805,220000,220.0,0.0,1053.6225883113987,-0.08500856161117554,76.11408439112886,1.8386346101760864,2890.3980355262756,398.1575927734375,1857.1088103001175,1426.03513404364,1.0,-377.1519470214844,320.8170166015625,2508.4136137964515,220.0,1000.0,0.24609148502349854,0.8352500200271606,220.0,322.9844970703125,-0.1554946005344391,240.5195770263672,-0.2805939018726349
221,18.662668228149414,0.6015111207962036,54.90952682495117,0.02152991267583435,17.91486167907715,0.026826664805412292,0.7697436213493347,221000,221.0,0.0,1060.0896632041533,-0.17631299793720245,76.11178658495133,1.8397531509399414,2903.623865842819,394.0823974609375,1858.034697657398,1436.4242443511168,1.0,-378.6690979003906,322.936767578125,1690.7347130757491,221.0,1000.0,0.18318533897399902,0.6962661743164062,221.0,324.49639892578125,-0.19174467027187347,241.23477172851562,-0.2804170548915863
222,18.985754013061523,0.6017612814903259,112.23321533203125,0.020689822899908242,18.878591537475586,0.026949338614940643,0.831804096698761,222000,222.0,0.0,1061.4337577002236,0.0031601290684193373,76.10804963452692,1.8405920267105103,2916.905650138855,399.216552734375,1864.0245812975738,1441.4643707390278,1.0,-380.748779296875,321.8307800292969,2364.4251268672897,222.0,1000.0,0.24286001920700073,0.8054734468460083,222.0,324.419189453125,-0.07105161994695663,241.89817810058594,-0.2801509201526642
223,19.6893367767334,0.6018412113189697,226.46539306640625,0.020689822899908242,19.25813102722168,0.026968028396368027,0.8435286283493042,223000,223.0,0.0,1062.9400298709293,-0.15525054931640625,76.10698726723318,1.840440273284912,2930.0857648849487,396.2323303222656,1866.2695839475148,1440.0113825572967,1.0,-381.251220703125,322.2956848144531,2197.9066441883283,223.0,1000.0,0.20014163851737976,0.8607441782951355,223.0,325.0065612792969,-0.17017684876918793,242.56719970703125,-0.27997639775276184
224,19.580219268798828,0.6016680002212524,93.16360473632812,0.021962663920618616,19.320457458496094,0.02715778537094593,0.800623893737793,224000,224.0,0.0,1066.352365442048,-0.14771908521652222,76.1038101514172,1.841082215309143,2943.348034143448,403.6318054199219,1872.2552700549954,1435.8087489562213,1.0,-383.5133972167969,325.20062255859375,2335.143263593789,224.0,1000.0,0.1892508715391159,0.8205125331878662,224.0,327.2850646972656,-0.2632172107696533,243.2444610595703,-0.2800576984882355
225,19.36288070678711,0.6016740202903748,237.3867645263672,0.021962663920618616,19.765254974365234,0.02747942879796028,0.8114876747131348,225000,225.0,0.0,1071.2847596018178,-0.16234591603279114,76.10188639302085,1.8420681953430176,2956.562716960907,393.7106628417969,1869.8087389572734,1437.4533433565825,1.0,-383.6491394042969,322.991943359375,1537.9713940860502,225.0,1000.0,0.18884031474590302,0.8126441836357117,225.0,325.4725341796875,-0.07104329019784927,243.94528198242188,-0.2801508903503418
226,18.771320343017578,0.6016401648521423,109.29910278320312,0.019882513137642284,18.606342315673828,0.027690045535564423,0.8404099941253662,226000,226.0,0.0,1076.4292584316217,-0.027118206024169922,76.0979927878815,1.8416918516159058,2969.854942560196,399.93585205078125,1870.2017336615581,1443.4752016665705,1.0,-386.3082275390625,325.74420166015625,1653.7428507097825,226.0,1000.0,0.22348304092884064,0.808605968952179,226.0,328.0152587890625,-0.1273600459098816,244.65928649902344,-0.2804519832134247
227,18.59635353088379,0.6015561819076538,205.4017791748047,0.020282151651708893,18.405014038085938,0.028060153126716614,0.7989762425422668,227000,227.0,0.0,1081.6656191613467,-0.1587323546409607,76.09708892694658,1.842956781387329,2983.031324863434,400.9041442871094,1870.3546305039702,1454.2998629325407,1.0,-385.6167907714844,327.25421142578125,1658.4738108760725,227.0,1000.0,0.20467418432235718,0.7651537656784058,227.0,329.3262939453125,-0.20097510516643524,245.3636016845703,-0.28025904297828674
228,19.479976654052734,0.6014127135276794,58.591346740722656,0.02152991267583435,19.21575164794922,0.02832961641252041,0.8152421116828918,228000,228.0,0.0,1087.1180195373315,-0.12471649050712585,76.09288234425185,1.844583511352539,2996.3380670547485,406.2283935546875,1874.0002143655895,1463.6821060254224,1.0,-386.38421630859375,326.44622802734375,2079.1383260232046,228.0,1000.0,0.18859216570854187,0.8152225613594055,228.0,328.482177734375,-0.1616285890340805,246.06410217285156,-0.28027862310409546
229,19.30430793762207,0.6012191772460938,112.8798828125,0.020689822899908242,18.99527931213379,0.028232768177986145,0.837131679058075,229000,229.0,0.0,1089.3537697942902,-0.08784520626068115,76.09001294990833,1.8433784246444702,3009.593389749527,408.9386901855469,1882.7003665218497,1466.89676614818,1.0,-387.68292236328125,328.6667175292969,2539.0648389277917,229.0,1000.0,0.1670708954334259,0.848101019859314,229.0,330.9516906738281,-0.1429525762796402,246.74368286132812,-0.2809388339519501
230,17.863204956054688,0.601016104221344,328.0536804199219,0.020282151651708893,17.84974479675293,0.028266526758670807,0.8620731234550476,230000,230.0,0.0,1093.6443227939983,-0.2326502799987793,76.08754296049644,1.84426748752594,3022.833844423294,396.64569091796875,1879.4781522954106,1473.1189422401483,1.0,-388.0776062011719,330.2425537109375,1611.413301623168,230.0,1000.0,0.22036457061767578,0.8607550263404846,230.0,333.21343994140625,-0.1370372623205185,247.4396209716797,-0.2813085913658142
231,19.398412704467773,0.6009700298309326,42.32917022705078,0.02152991267583435,19.33049964904785,0.02867802046239376,0.8420389890670776,231000,231.0,0.0,1101.4440241265372,-0.13078126311302185,76.0873836335669,1.8468585014343262,3035.9829576015472,412.1018371582031,1894.5889753717188,1489.5455595499536,1.0,-389.4757385253906,330.1837158203125,2612.5271952139965,231.0,1000.0,0.18280629813671112,0.8412463665008545,231.0,332.3396911621094,-0.16048598289489746,248.14710998535156,-0.28139665722846985
232,18.216064453125,0.6008211970329285,148.63914489746094,0.021962663920618616,18.502214431762695,0.028706779703497887,0.8591415882110596,232000,232.0,0.0,1105.0633120074626,-0.21963419020175934,76.08303379818865,1.846755862236023,3049.3000662326813,403.1321716308594,1900.191554737512,1496.8420735196746,1.0,-390.47003173828125,332.01934814453125,2061.5235445401527,232.0,1000.0,0.1964724212884903,0.8436696529388428,232.0,334.4491882324219,-0.18804031610488892,248.83908081054688,-0.28187963366508484
233,18.45438575744629,0.6008921265602112,99.62202453613281,0.02152991267583435,18.015071868896484,0.028869256377220154,0.8458667993545532,233000,233.0,0.0,1109.0944774098987,-0.18781590461730957,76.07957226493961,1.8478442430496216,3062.582938671112,411.13970947265625,1904.746657209948,1506.4179314045223,1.0,-391.2293701171875,332.23345947265625,2063.4319878544543,233.0,1000.0,0.21814179420471191,0.8402834534645081,233.0,333.9185791015625,-0.19280152022838593,249.5137481689453,-0.28201210498809814
234,18.98764991760254,0.6007024049758911,117.33842468261719,0.0211056883401964,19.192644119262695,0.029170362278819084,0.8320401310920715,234000,234.0,0.0,1114.6053083952215,-0.09289709478616714,76.07854753355365,1.8492920398712158,3075.7684996128082,414.4386901855469,1917.26783126273,1513.176831443634,1.0,-392.5241394042969,332.0038757324219,2853.5746323076955,234.0,1000.0,0.23892830312252045,0.8599889278411865,234.0,334.5326843261719,-0.11141159385442734,250.20704650878906,-0.28180694580078125
235,19.07438850402832,0.6005362272262573,111.91876220703125,0.020282151651708893,19.487934112548828,0.029372811317443848,0.8052709102630615,235000,235.0,0.0,1118.9520076317629,-0.008090336807072163,76.07751555525047,1.8500462770462036,3088.954710006714,411.7174072265625,1923.5625672629012,1518.8464985591336,1.0,-394.1995849609375,333.79583740234375,2354.231270094994,235.0,1000.0,0.2098168283700943,0.8302520513534546,235.0,336.9254455566406,0.00794529914855957,250.8920135498047,-0.28198355436325073
