reference_action_mean,param_noise_stddev,eval/episodes,ret_rms_mean,reference_Q_std,eval/Q,rollout/Q_mean,eval/return,reference_perturbed_action_std,ret_rms_std,reference_actor_Q_std,reference_action_std,total/steps,total/epochs,rollout/actions_mean,rollout/episode_steps,rollout/actions_std,obs_rms_std,total/episodes,total/duration,rollout/episodes,reference_Q_mean,rollout/return_history,train/loss_critic,train/loss_actor,train/param_noise_distance,obs_rms_mean,eval/return_history,total/steps_per_second,reference_perturbed_action_mean,rollout/return,reference_actor_Q_mean
0.16506792604923248,0.018730226766195082,22.0,0.0,192.2882843017578,361.7832946777344,193.36636352539062,464.05708501844236,0.8070375323295593,1.0,192.8425750732422,0.8101572394371033,22000,22,0.19370011985301971,58.6524064171123,0.7331441044807434,6.762684345245361,374.0,241.8103427886963,374.0,279.0836486816406,350.351438052499,179.36456298828125,-326.0313415527344,0.17798763513565063,1.928022027015686,339.97260809960903,90.98039292398876,0.14715026319026947,286.5166564801627,292.4308776855469
0.1262916773557663,0.018361167303396805,23.0,0.0,200.446044921875,399.98895263671875,198.6592559814453,315.80539761501853,0.826151967048645,1.0,200.73406982421875,0.8206304907798767,23000,23,0.18733373284339905,58.767263427109974,0.7375634908676147,6.74005126953125,391.0,252.8136601448059,391.0,286.2868957519531,335.82121369482417,181.5220489501953,-334.9505615234375,0.1819704920053482,1.9281364679336548,338.9218598176703,90.97609673000314,0.11249230802059174,286.92002590825126,297.3807373046875
0.2484714537858963,0.017297050171870294,24.0,0.0,208.73602294921875,391.11920166015625,204.29803466796875,442.12252399681637,0.7923316359519958,1.0,206.6516571044922,0.7923374176025391,24000,24,0.18524256348609924,58.943349753694584,0.7400980591773987,6.734706878662109,406.0,264.0394012928009,406.0,290.7405090332031,329.80744162622125,297.40777587890625,-341.3926696777344,0.21276287734508514,1.9337280988693237,343.2218874918014,90.89552499547486,0.2289614975452423,287.67087160334074,300.79217529296875
0.2941639721393585,0.018361167303396805,25.0,0.0,212.34181213378906,366.3324890136719,210.00103759765625,355.1100134843323,0.7754929065704346,1.0,210.25196838378906,0.7737767696380615,25000,25,0.18938656151294708,59.351543942992876,0.741730272769928,6.748574733734131,421.0,275.1165523529053,421.0,301.8272705078125,330.19635158787986,278.6353454589844,-348.84234619140625,0.22224995493888855,1.9395501613616943,343.6974125315026,90.87057752865154,0.27764809131622314,289.5699623992962,315.43011474609375
0.2059098333120346,0.018361167303396805,26.0,0.0,216.5132598876953,424.1436462402344,215.80526733398438,310.4827783693615,0.8163735270500183,1.0,217.1414031982422,0.8143177032470703,26000,26,0.19250361621379852,59.719540229885055,0.742267906665802,6.762197494506836,435.0,286.1668543815613,435.0,314.4290771484375,330.58127002635644,316.7200012207031,-346.6802062988281,0.19918948411941528,1.9470731019973755,342.41992660218955,90.85608483969578,0.22348056733608246,291.1122959550577,330.118896484375
0.29187601804733276,0.019106704324195603,27.0,0.0,221.5391387939453,347.76849365234375,221.28623962402344,406.4140403167958,0.7719929814338684,1.0,223.14268493652344,0.7661163806915283,27000,27,0.1927918940782547,59.46799116997793,0.7437198162078857,6.805509090423584,453.0,297.3117513656616,453.0,327.8406066894531,316.11937310523825,399.5,-354.1725769042969,0.22449149191379547,1.9450860023498535,344.79007896198976,90.81376661359373,0.24656251072883606,289.5878311020041,342.9808349609375
0.13660049438476562,0.019106704324195603,28.0,0.0,224.52174377441406,308.9513854980469,224.5272216796875,416.08338197730416,0.8190056681632996,1.0,225.09982299804688,0.8303728103637695,28000,28,0.19233012199401855,60.027896995708154,0.7462086081504822,6.808860778808594,466.0,308.50801968574524,466.0,328.9286193847656,314.54120827630874,411.1069641113281,-367.6682434082031,0.1765022575855255,1.944294810295105,347.3362683553938,90.75939104766732,0.16938062012195587,291.5840023958751,347.76336669921875
0.11965411901473999,0.019490749081111935,29.0,0.0,227.6119384765625,379.7275695800781,231.00631713867188,456.97167001580567,0.835841178894043,1.0,228.32803344726562,0.8277117609977722,29000,29,0.18758368492126465,60.60460251046025,0.7497183680534363,6.788337707519531,478.0,319.78666257858276,478.0,339.1664733886719,321.2190033885934,464.5584716796875,-362.1901550292969,0.18449875712394714,1.9390188455581665,351.11679944713217,90.68545813061759,0.07433518022298813,293.9966949016795,356.4047546386719
0.15446116030216217,0.019882513137642284,30.0,0.0,228.54762268066406,337.6571350097656,233.93942260742188,288.860374173967,0.8306134939193726,1.0,229.0720977783203,0.836475670337677,30000,30,0.18367953598499298,60.74239350912779,0.7531198263168335,6.801523208618164,493.0,330.74188899993896,493.0,347.0043029785156,326.3981200624569,473.6793212890625,-371.7967529296875,0.19946527481079102,1.9351389408111572,349.04158527136,90.70517221362769,0.16090911626815796,294.6755601190483,365.1046447753906
0.11125282198190689,0.020282151651708893,31.0,0.0,231.13145446777344,408.6302185058594,238.39869689941406,432.2023506928531,0.826129674911499,1.0,229.68106079101562,0.8419445157051086,31000,31,0.18174973130226135,60.980276134122285,0.7556675672531128,6.851799011230469,507.0,342.00139713287354,507.0,360.5595397949219,324.6500930011313,478.891845703125,-370.2109069824219,0.2095402479171753,1.926033854484558,351.7241906075372,90.64290456087218,0.07369238138198853,295.16639729801255,376.0959777832031
0.1269454061985016,0.019106704324195603,32.0,0.0,230.2935791015625,417.448486328125,243.89894104003906,451.81085885465893,0.8233606815338135,1.0,230.53860473632812,0.8298063278198242,32000,32,0.18128660321235657,61.32245681381958,0.7571011185646057,6.839572429656982,521.0,353.17564868927,521.0,363.118408203125,324.23270022394263,451.25946044921875,-370.6015930175781,0.1910937875509262,1.9245667457580566,354.85189899025977,90.60647334764053,0.1365012228488922,296.22307906429546,382.83392333984375
0.16942209005355835,0.019490749081111935,33.0,0.0,235.4852752685547,437.9117126464844,249.6592559814453,437.01122500863556,0.8108172416687012,1.0,236.51736450195312,0.8054628372192383,33000,33,0.17945556342601776,61.70224719101124,0.7584346532821655,6.832167148590088,534.0,364.4186165332794,534.0,367.1203308105469,327.2124666325841,505.5894470214844,-377.6094665527344,0.21798889338970184,1.9223638772964478,357.34157553627114,90.55519806844548,0.14305005967617035,297.8165025405623,384.63348388671875
0.1788615733385086,0.020282151651708893,34.0,0.0,237.24839782714844,417.09844970703125,253.81500244140625,278.6604694675432,0.8151975274085999,1.0,237.55145263671875,0.8234069347381592,34000,34,0.17977501451969147,62.12820512820513,0.7594215869903564,6.8136115074157715,546.0,375.48000860214233,546.0,366.6579895019531,338.3867558721244,493.96612548828125,-395.0042724609375,0.21149824559688568,1.9211339950561523,355.0274253577791,90.55075961720858,0.2084742933511734,299.58276759934483,385.2608337402344
0.23237548768520355,0.019490749081111935,35.0,0.0,245.78057861328125,363.9100036621094,258.5369567871094,351.9519293384307,0.8212164640426636,1.0,246.3837890625,0.8112937808036804,35000,35,0.18027722835540771,62.40357142857143,0.7604423761367798,6.813652038574219,560.0,386.6695613861084,560.0,377.88446044921875,341.7090447322192,494.8789367675781,-398.8158874511719,0.19778747856616974,1.9182298183441162,354.9395540429406,90.51656374123226,0.18955563008785248,300.58491149048757,397.16876220703125
0.13670742511749268,0.018730226766195082,36.0,0.0,249.6947021484375,379.3960876464844,262.4422912597656,355.6056161703917,0.8371842503547668,1.0,252.50628662109375,0.8303876519203186,36000,36,0.17887768149375916,62.34315424610052,0.7621172070503235,6.850117206573486,577.0,397.8645746707916,577.0,379.09912109375,330.83012880734816,576.451904296875,-394.4728088378906,0.2056935578584671,1.9141851663589478,354.9580557687031,90.48304948935898,0.14586403965950012,300.1710009087282,395.4110107421875
0.12876886129379272,0.018730226766195082,37.0,0.0,255.64161682128906,351.42706298828125,264.4243469238281,374.2647496289652,0.8252730369567871,1.0,257.646728515625,0.8187246918678284,37000,37,0.17692498862743378,62.429054054054056,0.7642883062362671,7.024933338165283,592.0,409.23329305648804,592.0,372.85113525390625,328.64311040075546,603.787353515625,-381.57061767578125,0.22352826595306396,1.909501075744629,355.47985830546696,90.41297623576475,0.0954108014702797,300.4060577041014,389.7647399902344
0.19103048741817474,0.019106704324195603,38.0,0.0,256.57244873046875,357.61358642578125,267.96636962890625,461.9551381916987,0.8314676880836487,1.0,259.2830810546875,0.8262491226196289,38000,38,0.17674557864665985,62.852649006622514,0.7658168077468872,7.03894567489624,604.0,420.7046322822571,604.0,364.01812744140625,336.78746449877076,643.8876342773438,-386.90777587890625,0.21921387314796448,1.9067741632461548,358.28183935510464,90.32465317497437,0.19037975370883942,302.04822478311297,385.1695251464844
0.11165151000022888,0.019106704324195603,39.0,0.0,261.5467224121094,436.2533874511719,270.09869384765625,473.7826256077591,0.8289628624916077,1.0,264.2766418457031,0.8308512568473816,39000,39,0.17654314637184143,63.09870550161812,0.767458438873291,7.030076503753662,618.0,432.22906827926636,618.0,376.113037109375,337.9290797196392,662.9796752929688,-397.8914489746094,0.19056697189807892,1.9056966304779053,361.2433979769676,90.22993329731774,0.09743911772966385,302.98266703386605,396.1225891113281
0.12624815106391907,0.019490749081111935,40.0,0.0,257.8439025878906,373.60870361328125,274.1815490722656,408.05534353202063,0.8345960974693298,1.0,260.6790466308594,0.8378302454948425,40000,40,0.17525266110897064,63.453968253968256,0.7689363360404968,7.012560844421387,630.0,443.681884765625,630.0,377.780517578125,338.9069952653908,657.596923828125,-393.31280517578125,0.22115136682987213,1.9051891565322876,362.4136966158439,90.15468373501434,0.10369877517223358,304.4079581329636,399.17047119140625
0.132771298289299,0.018361167303396805,41.0,0.0,258.83331298828125,464.5859375,277.1831359863281,513.8004193130921,0.8210303783416748,1.0,260.83856201171875,0.8174132108688354,41000,41,0.17394690215587616,63.67651632970451,0.7701425552368164,7.002625942230225,643.0,455.2978398799896,643.0,380.6741638183594,341.4420064336947,733.6170043945312,-396.6876220703125,0.2060374617576599,1.9041812419891357,366.1060557060207,90.0509433798479,0.1378021240234375,305.35778296723333,401.32904052734375
0.18661931157112122,0.018361167303396805,42.0,0.0,262.869384765625,387.70672607421875,280.5523681640625,497.17962160521984,0.7956786155700684,1.0,266.12799072265625,0.7987202405929565,42000,42,0.17435267567634583,63.89193302891933,0.7707422971725464,6.986551284790039,657.0,466.52872037887573,657.0,390.6255187988281,336.9744156655855,777.81103515625,-393.6419677734375,0.2246401607990265,1.9053367376327515,369.2268548940969,90.02661179335561,0.19638243317604065,306.28065767605835,409.4781494140625
0.23234398663043976,0.019106704324195603,43.0,0.0,265.5673522949219,428.8425598144531,284.1937561035156,460.08028842966604,0.7945151925086975,1.0,269.7209167480469,0.7987890243530273,43000,43,0.17538295686244965,64.01788375558867,0.7711212635040283,6.971090316772461,671.0,477.67526960372925,671.0,402.2205505371094,342.4164947313529,761.1578369140625,-395.8677062988281,0.20976702868938446,1.9071390628814697,371.33972544143575,90.01931382311675,0.23220206797122955,306.86836180252203,424.77557373046875
0.16955173015594482,0.018730226766195082,44.0,0.0,262.9069519042969,489.30438232421875,287.83740234375,235.27673635488472,0.7793440222740173,1.0,267.2883605957031,0.7890652418136597,44000,44,0.1760118007659912,64.18540145985402,0.7713425159454346,6.957126617431641,685.0,488.5624406337738,685.0,399.632080078125,350.06325008751816,718.517822265625,-403.23016357421875,0.22140438854694366,1.9117830991744995,368.24738478037773,90.06013631117906,0.18256476521492004,307.79205836307847,420.34765625
0.19892282783985138,0.018730226766195082,45.0,0.0,262.1319274902344,463.2923583984375,291.00616455078125,450.66560002857767,0.80031418800354,1.0,267.25408935546875,0.8018644452095032,45000,45,0.17489096522331238,64.42836676217765,0.7715609073638916,6.954939365386963,698.0,499.6975302696228,698.0,393.370849609375,352.5660629330149,747.8431396484375,-396.0730895996094,0.18670377135276794,1.9102181196212769,370.0789006747822,90.05447750706163,0.21735508739948273,308.75649801137047,417.416259765625
0.07202755659818649,0.017999379770019416,46.0,0.0,263.439453125,395.1531982421875,294.6114807128906,321.48864502937374,0.8108867406845093,1.0,268.7841796875,0.8043212890625,46000,46,0.17420724034309387,64.84767277856136,0.7725109457969666,6.9434075355529785,709.0,510.69246077537537,709.0,397.727294921875,359.2849978319239,769.8046875,-406.506103515625,0.17827105522155762,1.911771297454834,369.0225907694472,90.07377929597592,0.05588700622320175,310.5113176773796,416.963623046875
0.1320299208164215,0.018730226766195082,47.0,0.0,263.22003173828125,525.7935791015625,299.3455810546875,415.51497105662656,0.8175426125526428,1.0,268.4251708984375,0.8118457198143005,47000,47,0.17287123203277588,65.2375,0.7730430364608765,6.9324774742126465,720.0,521.9157061576843,720.0,398.01483154296875,370.61295463280015,870.278564453125,-417.8192443847656,0.19356964528560638,1.912895679473877,370.01179035002554,90.05285613267226,0.14044789969921112,312.4616002946789,420.88824462890625
0.14800773561000824,0.019490749081111935,48.0,0.0,267.57562255859375,401.5615539550781,302.61669921875,420.75667820268006,0.8193380832672119,1.0,272.0828552246094,0.8248575925827026,48000,48,0.17382921278476715,65.68219178082192,0.7738125920295715,6.914817810058594,730.0,533.1078517436981,730.0,413.2608642578125,377.3517440369644,822.811279296875,-417.8519287109375,0.21112726628780365,1.916826605796814,371.06897551362243,90.0380661117648,0.18337923288345337,314.4002575718679,438.7123107910156
0.14916864037513733,0.019490749081111935,49.0,0.0,272.3912048339844,447.1611328125,305.3698425292969,441.787520958217,0.8061138391494751,1.0,277.10455322265625,0.8035363554954529,49000,49,0.1742655485868454,66.0256064690027,0.7745890021324158,6.90008544921875,742.0,544.2927429676056,742.0,421.79254150390625,384.2797655794409,894.2086791992188,-419.3922119140625,0.18775485455989838,1.9198378324508667,372.5122111349406,90.02508417224352,0.13613303005695343,315.8809734259078,444.0740966796875
0.13742268085479736,0.018730226766195082,50.0,0.0,274.1081848144531,456.3538513183594,308.8321228027344,284.371437997533,0.7741129994392395,1.0,278.1203308105469,0.7915040850639343,50000,50,0.17464983463287354,66.36436170212765,0.774931013584137,6.880631446838379,752.0,555.4708857536316,752.0,409.56561279296875,387.303203162363,941.6119384765625,-419.2947998046875,0.20276929438114166,1.9219722747802734,370.74939567219246,90.01371859870355,0.2052849531173706,317.21105026976784,429.041748046875
0.22663143277168274,0.018730226766195082,51.0,0.0,271.4927978515625,406.80975341796875,312.0065612792969,424.9529301402974,0.7715777158737183,1.0,277.51153564453125,0.7642880082130432,51000,51,0.17414067685604095,66.48109517601043,0.77464359998703,6.87079381942749,767.0,566.6727564334869,767.0,400.235595703125,394.4173692516517,1019.632568359375,-418.9207458496094,0.18285606801509857,1.9217283725738525,371.81221007352787,89.99903281213433,0.21453924477100372,317.77007264414345,424.09552001953125
0.25450000166893005,0.019106704324195603,52.0,0.0,273.8514709472656,498.7832946777344,315.1565246582031,282.23535463345576,0.7817164659500122,1.0,280.37322998046875,0.7684417963027954,52000,52,0.1736913025379181,66.61794871794872,0.774762749671936,6.8590407371521,780.0,577.6183080673218,780.0,398.19720458984375,391.73180926541556,1011.13427734375,-424.3528137207031,0.17801819741725922,1.9227540493011475,370.0895782381419,90.02484733212329,0.25520744919776917,318.4554143572426,418.7027587890625
0.2665100693702698,0.018730226766195082,53.0,0.0,277.2720947265625,474.8628234863281,317.81427001953125,476.7117126348203,0.7534950375556946,1.0,284.55804443359375,0.7581137418746948,53000,53,0.1739400178194046,66.94563843236409,0.7751304507255554,6.84354305267334,791.0,588.8853244781494,791.0,408.262451171875,398.3048850407169,952.761474609375,-416.4306335449219,0.18264158070087433,1.9243285655975342,372.1013166229849,90.0005447528631,0.28557345271110535,319.949575528279,428.0915832519531
0.26999983191490173,0.019106704324195603,54.0,0.0,270.9956359863281,539.8943481445312,320.5491943359375,440.3287293361579,0.7593026161193848,1.0,277.69482421875,0.7491695284843445,54000,54,0.17611972987651825,67.3142144638404,0.7750788331031799,6.825767517089844,802.0,600.1415591239929,802.0,373.6627197265625,409.8887873979782,1094.0498046875,-415.3487854003906,0.20005923509597778,1.9296807050704956,373.36478722878434,89.97877113996577,0.298086553812027,321.7713006198604,390.428955078125
0.06027235835790634,0.019106704324195603,55.0,0.0,272.4600830078125,495.707275390625,323.54620361328125,477.166143726214,0.8088105320930481,1.0,278.91241455078125,0.8115859627723694,55000,55,0.17529214918613434,67.69211822660098,0.7756072282791138,6.809691905975342,812.0,611.5632381439209,812.0,373.5181884765625,413.64506154410986,989.0682983398438,-426.03289794921875,0.18523193895816803,1.9283515214920044,375.2520846196467,89.93346324563853,0.048451341688632965,323.412651764718,393.375
0.23292362689971924,0.020282151651708893,56.0,0.0,273.8438415527344,476.6722717285156,325.45892333984375,378.819339649947,0.7862828969955444,1.0,279.7732238769531,0.785859227180481,56000,56,0.17497992515563965,67.99878493317132,0.7764856219291687,6.796316623687744,823.0,622.7056128978729,823.0,378.5796203613281,409.7616203790122,1099.583251953125,-410.852783203125,0.20293742418289185,1.9296337366104126,375.3157856023307,89.93013526792203,0.23687110841274261,324.74544435222623,396.7894287109375
