eval/return_history,total/steps,total/steps_per_second,eval/return,total/episodes,obs_rms_std,ret_rms_mean,reference_Q_mean,train/loss_actor,reference_action_std,total/epochs,total/duration,rollout/episode_steps,rollout/return,reference_Q_std,train/loss_critic,rollout/actions_std,ret_rms_std,rollout/return_history,rollout/episodes,reference_actor_Q_std,rollout/actions_mean,train/param_noise_distance,eval/episodes,reference_action_mean,reference_actor_Q_mean,obs_rms_mean,eval/Q,rollout/Q_mean
-257.18796600510734,12000,28.26361366620597,-157.4689002581449,12.0,1.8280413150787354,0.0,39.054176330566406,-49.71353530883789,0.7925905585289001,12,424.57415890693665,1000.0,-322.00694460104046,10.642230987548828,0.8487792015075684,0.6931188106536865,1.0,-322.00694460104046,12.0,10.543557167053223,0.16139616072177887,0.0,12.0,0.15007524192333221,39.714691162109375,0.1226184070110321,61.82996368408203,32.39518356323242
-254.52122438766733,13000,28.271333628655636,-222.520324978387,13.0,1.8387463092803955,0.0,38.650238037109375,-49.673038482666016,0.7502114176750183,13,459.8297402858734,1000.0,-319.3256600274193,10.733720779418945,1.6236768960952759,0.6927295923233032,1.0,-319.3256600274193,13.0,10.720182418823242,0.16534371674060822,0.0,13.0,0.049661654978990555,39.21409225463867,0.12496653944253922,35.48993682861328,33.6723518371582
-281.36533044720096,14000,28.271312646085004,-630.338709221138,14.0,1.9014348983764648,0.0,39.11565017700195,-48.481449127197266,0.773960292339325,14,495.20162630081177,1000.0,-311.35563988725096,10.562809944152832,1.3922326564788818,0.7092981934547424,1.0,-311.35563988725096,14.0,10.535954475402832,0.12285378575325012,0.0,14.0,0.10829588025808334,39.67143630981445,0.14198556542396545,57.91913604736328,33.653812408447266
-233.41954549765597,15000,28.430123456136062,437.82144379597366,15.0,1.8701204061508179,0.0,40.47594451904297,-51.06778335571289,0.7456563711166382,15,527.6093866825104,1000.0,-284.23501474135844,10.347892761230469,1.3441076278686523,0.7045831084251404,1.0,-284.23501474135844,15.0,10.370769500732422,0.11171209067106247,0.0,15.0,0.04310111328959465,40.89197540283203,0.1339174062013626,66.8509750366211,35.6014289855957
-225.31474594408792,16000,28.570258628817246,-103.7427526405673,16.0,1.8376141786575317,0.0,43.09440231323242,-52.760948181152344,0.8089504241943359,16,560.0229318141937,1000.0,-280.83587247523883,9.091082572937012,1.5220592021942139,0.7042888402938843,1.0,-280.83587247523883,16.0,9.047924995422363,0.1005811020731926,0.0,16.0,-0.0661226138472557,43.74565887451172,0.12964265048503876,60.33385467529297,36.98631286621094
-209.70259722408542,17000,28.6918509502211,40.09178229595441,17.0,1.8009008169174194,0.0,49.434452056884766,-56.129547119140625,0.7689948081970215,17,592.5027294158936,1000.0,-270.2071257727738,7.099383354187012,1.9977296590805054,0.6951621174812317,1.0,-270.2071257727738,17.0,6.96783971786499,0.10581006109714508,0.0,17.0,-0.04825526475906372,50.182395935058594,0.12750087678432465,65.35961151123047,38.40790939331055
-191.50124652953843,18000,28.81280423504609,117.9217152777604,18.0,1.7944005727767944,0.0,53.13594055175781,-59.31588363647461,0.6895999312400818,18,624.7222537994385,1000.0,-238.3908350417796,6.065435409545898,2.078479528427124,0.6931608319282532,1.0,-238.3908350417796,18.0,5.963216304779053,0.08866574615240097,0.0,18.0,0.23610907793045044,53.790565490722656,0.11947986483573914,71.48555755615234,40.231964111328125
-147.8469584560401,19000,28.91784509575323,637.9302268669296,19.0,1.7943545579910278,0.0,56.17170715332031,-63.63235855102539,0.7075592279434204,19,657.0337429046631,1000.0,-225.79483704429495,6.200994968414307,2.0954246520996094,0.6889011263847351,1.0,-225.79483704429495,19.0,5.970473289489746,0.08332235366106033,0.0,19.0,0.19609473645687103,56.87489700317383,0.11278409510850906,79.34321594238281,41.8677978515625
-139.15814725160095,20000,29.012739697806218,25.929265632743306,20.0,1.7994091510772705,0.0,61.24788284301758,-67.64767456054688,0.730954647064209,20,689.3523399829865,1000.0,-215.35141063045722,5.603193283081055,2.4744584560394287,0.6862421631813049,1.0,-215.35141063045722,20.0,5.0510640144348145,0.07307123392820358,0.0,20.0,0.18773125112056732,62.22726058959961,0.11101784557104111,77.82907104492188,43.145957946777344
-134.69538887896994,21000,29.09005994636961,-45.440221426349424,21.0,1.8232234716415405,0.0,66.89625549316406,-70.48792266845703,0.7818902730941772,21,721.8960716724396,1000.0,-220.23640507083996,4.785078048706055,3.3680059909820557,0.6878067255020142,1.0,-220.23640507083996,21.0,4.220498085021973,0.06932657212018967,0.0,21.0,0.16972912847995758,68.11788940429688,0.11059771478176117,79.5177993774414,44.17179870605469
-135.0689197529315,22000,29.15559291348673,-142.91306810612434,22.0,1.8394546508789062,0.0,70.48289489746094,-73.4787368774414,0.7499534487724304,22,754.572203874588,1000.0,-209.28890972715217,4.332578182220459,2.5619547367095947,0.6871079206466675,1.0,-209.28890972715217,22.0,3.997812509536743,0.06491553038358688,0.0,22.0,0.1660728007555008,71.4302749633789,0.10543537884950638,83.7625503540039,45.92083740234375
-115.78252344178692,23000,29.231785297601697,308.5181954033933,23.0,1.8432912826538086,0.0,72.49148559570312,-75.9295425415039,0.7385272979736328,23,786.8147554397583,1000.0,-193.87124863261596,4.4491705894470215,2.4299674034118652,0.6865957379341125,1.0,-193.87124863261596,23.0,4.355706214904785,0.057112228125333786,0.0,23.0,0.16346216201782227,73.46772003173828,0.10154946893453598,90.93150329589844,47.664634704589844
-98.2788154348574,24000,29.30126143735405,304.30646872452155,24.0,1.8497673273086548,0.0,77.26388549804688,-80.66596221923828,0.6814825534820557,24,819.0773646831512,1000.0,-166.80300617327654,4.800776481628418,4.983675956726074,0.6824252605438232,1.0,-166.80300617327654,24.0,4.614221096038818,0.04812862351536751,0.0,24.0,0.223056361079216,78.36080932617188,0.09700451791286469,95.1025619506836,49.6112174987793
-54.86041551469017,25000,29.365285297024073,987.1811825693237,25.0,1.8493926525115967,0.0,81.78741455078125,-87.47059631347656,0.6419369578361511,25,851.3453810214996,1000.0,-140.51835716821407,5.932277679443359,4.769824981689453,0.682266891002655,1.0,-140.51835716821407,25.0,5.2877302169799805,0.039174046367406845,0.0,25.0,0.18205249309539795,83.21978759765625,0.09300899505615234,108.67322540283203,51.6937141418457
-36.107327372725436,26000,29.419698935658253,432.71987617639286,26.0,1.8561933040618896,0.0,88.12608337402344,-94.44207763671875,0.708825409412384,26,883.7615931034088,1000.0,-125.21372925119401,4.959914207458496,5.530192852020264,0.6811730861663818,1.0,-125.21372925119401,26.0,4.993886470794678,0.03331025317311287,0.0,26.0,0.033377766609191895,89.35992431640625,0.08910506963729858,109.49102783203125,53.75722122192383
-2.212865441231383,27000,29.47054832906748,879.043144777614,27.0,1.8624058961868286,0.0,96.080810546875,-102.12653350830078,0.7211575508117676,27,916.1689052581787,1000.0,-99.76185271680643,5.91819953918457,8.910950660705566,0.6797467470169067,1.0,-99.76185271680643,27.0,5.497259616851807,0.022889109328389168,0.0,27.0,0.06836598366498947,97.296875,0.08595266938209534,121.79258728027344,55.992610931396484
24.764999066434537,28000,29.520150633291934,753.1673407734144,28.0,1.8720653057098389,0.0,102.14136505126953,-109.43362426757812,0.683207094669342,28,948.5046451091766,1000.0,-75.33457961546432,6.269034385681152,6.851903915405273,0.679352879524231,1.0,-75.33457961546432,28.0,6.32382869720459,0.015437968075275421,0.0,28.0,0.08601834625005722,103.34822845458984,0.08416890352964401,129.99240112304688,58.225608825683594
56.77972820486543,29000,29.565634923562317,953.1921440809305,29.0,1.8664162158966064,0.0,107.64506530761719,-117.15491485595703,0.6956517696380615,29,980.8685007095337,1000.0,-55.24462223345022,7.554934024810791,7.995624542236328,0.6831416487693787,1.0,-55.24462223345022,29.0,7.380042552947998,-0.0011896860087290406,0.0,29.0,0.03492620587348938,108.71458435058594,0.08020439743995667,142.22244262695312,60.87510299682617
85.19849482655398,30000,29.60741425681161,909.3427268555218,30.0,1.871679425239563,0.0,115.23717498779297,-126.54606628417969,0.7119362354278564,30,1013.2597105503082,1000.0,-26.999576147884433,7.952219486236572,10.928884506225586,0.6811162829399109,1.0,-26.999576147884433,30.0,8.133885383605957,-0.005380415357649326,0.0,30.0,-0.008682172745466232,116.68507385253906,0.07848194986581802,152.13543701171875,63.639076232910156
109.97119644297403,31000,29.645638389865102,853.1522449355756,31.0,1.8730802536010742,0.0,126.42576599121094,-138.31349182128906,0.7231593728065491,31,1045.6850209236145,1000.0,-4.996279851776297,8.539807319641113,7.36124324798584,0.6801648736000061,1.0,-4.996279851776297,31.0,8.502062797546387,-0.013231458142399788,0.0,31.0,0.07533002644777298,127.61807250976562,0.07637757062911987,164.72866821289062,66.4540786743164
138.48447128659336,32000,29.68320017706154,1022.3959914387918,32.0,1.866499900817871,0.0,134.35552978515625,-150.0574493408203,0.6882221698760986,32,1078.050877571106,1000.0,11.142151329091366,10.018440246582031,15.626640319824219,0.6821333765983582,1.0,11.142151329091366,32.0,9.999847412109375,-0.029689231887459755,0.0,32.0,0.10354488343000412,136.11807250976562,0.07220055907964706,176.619384765625,69.6232681274414
159.62821106779188,33000,29.718862545415085,836.227884066145,33.0,1.8665622472763062,0.0,143.86679077148438,-162.08038330078125,0.6704363226890564,33,1110.4058895111084,1000.0,35.55152308743288,10.595012664794922,8.759481430053711,0.6805047392845154,1.0,35.55152308743288,33.0,10.300663948059082,-0.0387563519179821,0.0,33.0,0.06935344636440277,145.68887329101562,0.06988267600536346,187.42144775390625,72.97967529296875
180.85294928153306,34000,29.750161680303012,881.2693103349918,34.0,1.8646913766860962,0.0,153.18911743164062,-174.02548217773438,0.7077276110649109,34,1142.8509318828583,1000.0,62.33918567585032,10.59245777130127,16.8370361328125,0.6792144179344177,1.0,62.33918567585032,34.0,10.46146011352539,-0.045268621295690536,0.0,34.0,0.1372063010931015,154.85569763183594,0.06853145360946655,197.48590087890625,76.47013854980469
200.76761619203444,35000,29.780093000232416,877.866291149081,35.0,1.8642382621765137,0.0,161.48226928710938,-183.4172821044922,0.7097948789596558,35,1175.2817561626434,1000.0,73.70347413909393,10.768183708190918,11.5248384475708,0.6792851090431213,1.0,73.70347413909393,35.0,10.773499488830566,-0.05755013972520828,0.0,35.0,0.2472950965166092,163.62655639648438,0.06507205963134766,206.8290557861328,79.99700164794922
221.48026738754152,36000,29.808058797556946,946.4230592302893,36.0,1.866925835609436,0.0,171.103271484375,-192.83836364746094,0.6827744841575623,36,1207.7270863056183,1000.0,95.3751205036095,11.029021263122559,8.29284954071045,0.6785253286361694,1.0,95.3751205036095,36.0,11.128274917602539,-0.06571672111749649,0.0,36.0,0.29007768630981445,172.69700622558594,0.0631386786699295,215.6988525390625,83.6308364868164
239.82873422556176,37000,29.836793123551583,900.3735403942894,37.0,1.867092490196228,0.0,179.85792541503906,-201.6231689453125,0.7193635106086731,37,1240.0796508789062,1000.0,115.06071969786967,11.034923553466797,17.766830444335938,0.679094135761261,1.0,115.06071969786967,37.0,11.190031051635742,-0.0738333985209465,0.0,37.0,0.27424752712249756,181.7837677001953,0.061209049075841904,222.46189880371094,87.26780700683594
249.77783547566182,38000,29.863602271226945,617.894581729365,38.0,1.8834869861602783,0.0,188.31521606445312,-210.62255859375,0.7456183433532715,38,1272.451985359192,1000.0,125.61299333437542,10.760690689086914,22.884807586669922,0.6785790920257568,1.0,125.61299333437542,38.0,10.842280387878418,-0.07397427409887314,0.0,38.0,0.071171335875988,190.22683715820312,0.0598585270345211,226.98565673828125,90.8545913696289
272.81210906161687,39000,29.877047392488148,1148.1145053279088,39.0,1.890623688697815,0.0,195.23863220214844,-218.62094116210938,0.7064202427864075,39,1305.3498723506927,1000.0,141.39630543625722,10.847376823425293,24.716882705688477,0.6771272420883179,1.0,141.39630543625722,39.0,10.580594062805176,-0.08108709007501602,0.0,39.0,0.2362712025642395,197.0994873046875,0.05774831026792526,238.3472442626953,94.50547790527344
294.85052459940096,40000,29.88508310136235,1154.3487305729823,40.0,1.8909597396850586,0.0,201.93763732910156,-225.0957794189453,0.6920214295387268,40,1338.4603905677795,1000.0,152.2982632771841,10.434925079345703,12.021483421325684,0.6793967485427856,1.0,152.2982632771841,40.0,10.267590522766113,-0.08475657552480698,0.0,40.0,0.28387489914894104,204.02407836914062,0.056507036089897156,246.25469970703125,98.10318756103516
317.3480323543428,41000,29.89413481718713,1217.2483425520168,41.0,1.891930341720581,0.0,208.8861846923828,-231.4323272705078,0.677793562412262,41,1371.5064928531647,1000.0,162.83106297905442,9.838994026184082,23.47262954711914,0.6791325807571411,1.0,162.83106297905442,41.0,9.699216842651367,-0.09347175061702728,0.0,41.0,0.19148391485214233,210.92422485351562,0.0544312410056591,253.21499633789062,101.6824722290039
340.84874965287133,42000,29.90371591378623,1304.378158892542,42.0,1.8955345153808594,0.0,214.86929321289062,-238.53717041015625,0.710706889629364,42,1404.507724761963,1000.0,182.3535916764779,10.074956893920898,18.116928100585938,0.6785633563995361,1.0,182.3535916764779,42.0,10.26375675201416,-0.09755253046751022,0.0,42.0,-0.015143255703151226,216.367431640625,0.0536973737180233,259.2265625,105.30833435058594
359.9247936468541,43000,29.9114844705635,1161.118641394129,43.0,1.8984904289245605,0.0,218.90286254882812,-244.60653686523438,0.6588497161865234,43,1437.5749235153198,1000.0,194.3069775670705,10.256860733032227,20.934324264526367,0.6777989864349365,1.0,194.3069775670705,43.0,10.249401092529297,-0.1004180759191513,0.0,43.0,0.06501545757055283,220.68621826171875,0.0526890903711319,265.2823486328125,108.83513641357422
376.56097770676456,44000,29.92168446445714,1091.9168922829153,44.0,1.905524492263794,0.0,228.24673461914062,-251.43089294433594,0.73260897397995,44,1470.5054473876953,1000.0,207.7341217799585,9.845868110656738,33.54594802856445,0.6796249747276306,1.0,207.7341217799585,44.0,9.890959739685059,-0.09917044639587402,0.0,44.0,0.04320834204554558,230.29818725585938,0.05241188406944275,270.712158203125,112.34709167480469
386.8307883865646,45000,29.942990199207404,838.7024582977671,45.0,1.9143887758255005,0.0,234.06198120117188,-257.63604736328125,0.6440066695213318,45,1502.8559172153473,1000.0,217.62922346504993,9.581923484802246,43.24673843383789,0.6792058348655701,1.0,217.62922346504993,45.0,8.952886581420898,-0.10292600095272064,0.0,45.0,0.2643648684024811,236.10528564453125,0.05129405856132507,275.03497314453125,115.7953109741211
404.65062850150247,46000,29.964388275624664,1206.5434336737042,46.0,1.9173734188079834,0.0,244.3670654296875,-264.17816162109375,0.6635647416114807,46,1535.1556513309479,1000.0,233.57036688603876,6.389535903930664,30.162160873413086,0.6789314150810242,1.0,233.57036688603876,46.0,6.405767440795898,-0.10911788791418076,0.0,46.0,0.06288602203130722,246.3040313720703,0.050218213349580765,281.1521301269531,119.34569549560547
420.22309046189565,47000,29.980775372206594,1136.5563406399826,47.0,1.9250907897949219,0.0,250.49267578125,-270.2015380859375,0.6518556475639343,47,1567.671263217926,1000.0,251.94281844899857,7.5652360916137695,35.861087799072266,0.6785799860954285,1.0,251.94281844899857,47.0,7.662752628326416,-0.11085600405931473,0.0,47.0,0.158881276845932,252.49002075195312,0.049700312316417694,286.2152404785156,122.84748077392578
444.68778497956464,48000,29.998973428569744,1594.5284273100067,48.0,1.9270504713058472,0.0,259.53375244140625,-277.0499572753906,0.7234675288200378,48,1600.0547523498535,1000.0,268.561823321389,6.806980133056641,23.926219940185547,0.6772696375846863,1.0,268.561823321389,48.0,6.737257957458496,-0.1171668991446495,0.0,48.0,0.0814388170838356,261.385009765625,0.04860625043511391,297.1955871582031,126.36404418945312
466.39875424639257,49000,30.017470189343538,1508.525279054135,49.0,1.9334497451782227,0.0,265.5618896484375,-282.2623596191406,0.7318782210350037,49,1632.3827321529388,1000.0,275.547181866926,7.3216071128845215,34.85923767089844,0.6777535080909729,1.0,275.547181866926,49.0,8.01674747467041,-0.11690415441989899,0.0,49.0,0.018276521936058998,267.84393310546875,0.049626000225543976,300.6488952636719,129.49513244628906
473.4004282143796,50000,30.032109028983612,816.4824526457417,50.0,1.9391586780548096,0.0,266.87823486328125,-286.5035400390625,0.7249706983566284,50,1664.8847389221191,1000.0,296.8583701940177,6.965823173522949,37.84912109375,0.6781615018844604,1.0,296.8583701940177,50.0,6.615591526031494,-0.11997579783201218,0.0,50.0,-0.08380040526390076,268.91180419921875,0.04951757565140724,291.8805236816406,132.94821166992188
459.5654974405584,51000,30.04971937570203,-232.18104125050058,51.0,1.93902587890625,0.0,267.7162780761719,-289.8563232421875,0.7725557684898376,51,1697.187230348587,1000.0,295.09306134360975,8.542318344116211,52.21110916137695,0.6796303987503052,1.0,295.09306134360975,51.0,8.65284252166748,-0.12219814956188202,0.0,51.0,-0.07586300373077393,269.3292236328125,0.05012195184826851,264.7836608886719,135.8343505859375
455.94955546083645,52000,30.06575377343783,271.5365144950149,52.0,1.971893310546875,0.0,265.46929931640625,-292.5649719238281,0.7300676703453064,52,1729.5425350666046,1000.0,283.3908984939152,10.065943717956543,42.95780944824219,0.6805404424667358,1.0,283.3908984939152,52.0,10.333358764648438,-0.12157975137233734,0.0,52.0,-0.16827379167079926,267.73687744140625,0.05163666233420372,286.8742370605469,138.31497192382812
471.3673089997523,53000,30.080442072014964,1273.090493023378,53.0,1.9772502183914185,0.0,264.90045166015625,-295.6693115234375,0.7479878067970276,53,1761.9421906471252,1000.0,300.8930445293661,11.3827486038208,47.096893310546875,0.679219126701355,1.0,300.8930445293661,53.0,11.61535930633545,-0.12340989708900452,0.0,53.0,-0.15802328288555145,266.7052001953125,0.05133560299873352,316.1971130371094,141.65333557128906
484.1191006950524,54000,30.094169291611188,1159.9640605459574,54.0,1.9832369089126587,0.0,270.5143737792969,-300.87933349609375,0.6790125966072083,54,1794.3675227165222,1000.0,302.73052782682083,11.226422309875488,51.31690979003906,0.6786267757415771,1.0,302.73052782682083,54.0,11.181556701660156,-0.1248614639043808,0.0,54.0,0.300396591424942,272.3121337890625,0.0504843033850193,324.748779296875,144.7006072998047
486.4810628882651,55000,30.103864461301285,614.027021321753,55.0,1.986603021621704,0.0,276.2264404296875,-305.9339599609375,0.7129607200622559,55,1827.0079600811005,1000.0,307.91581960091526,9.917381286621094,46.45817947387695,0.6789875030517578,1.0,307.91581960091526,55.0,10.194881439208984,-0.12614008784294128,0.0,55.0,0.09529759734869003,277.4535217285156,0.04945117607712746,309.2974548339844,147.9079132080078
