rollout/return_history,reference_action_std,rollout/actions_mean,total/epochs,total/steps,reference_Q_std,reference_Q_mean,rollout/Q_mean,eval/Q,reference_action_mean,reference_perturbed_action_mean,eval/return_history,rollout/actions_std,obs_rms_mean,eval/return,ret_rms_std,total/duration,eval/episodes,rollout/episode_steps,rollout/episodes,total/episodes,ret_rms_mean,param_noise_stddev,train/loss_actor,obs_rms_std,total/steps_per_second,rollout/return,reference_perturbed_action_std,train/param_noise_distance,reference_actor_Q_mean,train/loss_critic,reference_actor_Q_std
106.80608864834916,0.7623418569564819,0.140478253364563,1,1000,24.613117218017578,71.46340942382812,32.1158332824707,70.49935150146484,0.11517971754074097,-0.010944370180368423,97.50775546943541,0.7908349633216858,1.100673794746399,97.50775546943541,1.0,39.382643699645996,1.0,23.0,43.0,43.0,0.0,0.13978498992545177,-70.07752227783203,8.46811580657959,25.391896177071242,106.80608864834916,0.8211938738822937,0.8136056959629059,73.65043640136719,3.1641790866851807,23.096416473388672
125.79390429726821,0.7894895076751709,0.174724742770195,2,2000,60.584842681884766,134.75543212890625,65.16627502441406,167.61859130859375,0.030942657962441444,0.11263342946767807,101.84820400783143,0.7917796969413757,1.4082101583480835,106.18865254622744,1.0,78.12723445892334,2.0,26.7027027027027,74.0,74.0,0.0,0.09388702724900437,-133.5428466796875,8.594066619873047,25.59926783344075,125.79390429726821,0.7967610955238342,0.7495050430297852,141.35133361816406,11.039764404296875,58.367652893066406
151.84713063836116,0.8004999756813049,0.1683272123336792,3,3000,104.70976257324219,190.31556701660156,100.31749725341797,257.4908447265625,0.1466386914253235,0.23427966237068176,173.16066446551997,0.799839437007904,1.5854852199554443,315.78558538089703,1.0,117.48393774032593,3.0,32.064516129032256,93.0,93.0,0.0,0.06305951655006926,-201.45233154296875,8.21014404296875,25.535405585662975,151.84713063836116,0.7799397706985474,0.6240324974060059,200.40553283691406,23.19210433959961,104.00367736816406
180.5283163610942,0.8288454413414001,0.17457468807697296,4,4000,154.5091094970703,261.400390625,139.11624145507812,313.9757385253906,0.16585391759872437,0.24147555232048035,229.0425146746972,0.8027887344360352,1.6816107034683228,396.6880653022289,1.0,156.7885558605194,4.0,36.72222222222222,108.0,108.0,0.0,0.04235412222587577,-279.95294189453125,8.017309188842773,25.512066094660877,174.00891787836088,0.8157294392585754,0.4519627243280411,276.6824951171875,46.23200988769531,152.7858428955078
210.63919332708323,0.8440387845039368,0.16954126954078674,5,5000,194.3468475341797,333.8492126464844,170.79974365234375,363.1094970703125,0.13737507164478302,0.17365433275699615,233.12048431095278,0.8097108006477356,1.7234221696853638,249.4323628559751,1.0,195.8862226009369,5.0,39.504,125.0,125.0,0.0,0.028447279136688076,-351.381591796875,7.861597061157227,25.52502127822483,188.86044519764718,0.8375948071479797,0.40377408266067505,354.827880859375,63.50922393798828,190.16734313964844
242.28964219903628,0.8413349390029907,0.16547146439552307,6,6000,248.21495056152344,393.2154541015625,203.2056884765625,335.2279357910156,0.12792691588401794,0.111335389316082,223.0460079037499,0.8150617480278015,1.753173828125,172.67362586773555,1.0,234.85163235664368,6.0,41.583333333333336,144.0,144.0,0.0,0.019106704324195603,-401.2586364746094,7.732179164886475,25.548044694398595,200.61750977404844,0.8311696648597717,0.2873404622077942,421.27374267578125,131.11068725585938,246.51197814941406
255.5859906146544,0.8490612506866455,0.1675623059272766,7,7000,307.57171630859375,434.3315124511719,234.35504150390625,457.38995361328125,0.20597957074642181,0.17050915956497192,219.02003977695693,0.8203572034835815,1.7670271396636963,194.86423101619903,1.0,273.9752721786499,7.0,42.70552147239264,163.0,163.0,0.0,0.013896384493189945,-448.95855712890625,7.910857677459717,25.54975105722512,204.33481742566713,0.8515286445617676,0.2007741555571556,466.7989196777344,269.1785888671875,307.8839416503906
275.2744507722236,0.8373249173164368,0.18126340210437775,8,8000,358.0655822753906,480.71673583984375,258.9549560546875,632.6431274414062,0.19322411715984344,0.28908029198646545,247.76075226257657,0.8235388994216919,1.821787714958191,448.945739661914,1.0,313.4154486656189,8.0,43.90659340659341,182.0,182.0,0.0,0.01335415235733134,-498.3009338378906,7.859102725982666,25.525225492426678,211.59971571480799,0.8186903595924377,0.1800696775317192,522.4069213867188,481.3850402832031,361.8017272949219
284.03423649093025,0.8386447429656982,0.18607580661773682,9,9000,424.7261657714844,541.1997680664062,289.4086608886719,681.7412719726562,0.15359415113925934,0.13407614827156067,262.85923897793833,0.8266616463661194,1.8585522174835205,383.64713270083246,1.0,352.70276379585266,9.0,45.65482233502538,197.0,197.0,0.0,0.013091022799070031,-536.3668212890625,7.725974082946777,25.517236959360137,220.41870917613323,0.8489529490470886,0.20857598632574081,591.2021484375,678.2951049804688,434.93994140625
286.04436518870307,0.8379552364349365,0.19125288724899292,10,10000,482.1443176269531,644.6403198242188,313.2434997558594,601.6911010742188,0.25717881321907043,0.22076845169067383,268.4592748099223,0.8286789059638977,1.8913174867630005,318.8595972977784,1.0,392.0839478969574,10.0,47.19431279620853,211.0,211.0,0.0,0.014751292160020392,-576.4572143554688,7.642757415771484,25.50474216972554,228.37632631745058,0.8431659936904907,0.19093625247478485,704.4161376953125,1118.6571044921875,492.78485107421875
289.278538038756,0.8377792239189148,0.1990959793329239,11,11000,546.28857421875,715.4637451171875,346.4618835449219,906.6123046875,0.2465030401945114,0.2729572653770447,263.7859439528947,0.830379843711853,1.9165561199188232,217.05263538261798,1.0,431.347608089447,11.0,48.54424778761062,226.0,226.0,0.0,0.014751292160020392,-633.3798217773438,7.592175483703613,25.50147443432437,234.3147313009559,0.8360093235969543,0.1983150765299797,771.5638427734375,1578.315185546875,555.0365600585938
286.2686727534776,0.8710504174232483,0.2025480568408966,12,12000,588.5488891601562,730.8236694335938,379.58709716796875,534.4382934570312,0.13972371816635132,0.151821568608284,258.37077069388516,0.8319770097732544,1.9274672269821167,198.80386484478092,1.0,470.5835361480713,12.0,48.96326530612245,245.0,245.0,0.0,0.015047793132436803,-676.2236938476562,7.6478166580200195,25.500254637519117,235.56070402605317,0.8663123250007629,0.19807776808738708,800.2877807617188,2199.1748046875,611.7110595703125
294.1938425698225,0.8855040669441223,0.20164930820465088,13,13000,607.1529541015625,742.7122802734375,414.9890441894531,876.2635498046875,0.12516893446445465,0.10470182448625565,262.8248239465734,0.8345293402671814,1.9437752962112427,316.2734629788319,1.0,509.75091576576233,13.0,49.723076923076924,260.0,260.0,0.0,0.015973535632157008,-717.2738037109375,7.646642684936523,25.502651585178675,239.03436055629447,0.9025435447692871,0.1993299201130867,821.787353515625,2729.641357421875,636.7279663085938
306.4559265309153,0.8687657117843628,0.20123082399368286,14,14000,666.0901489257812,839.3936767578125,441.542724609375,719.407958984375,0.24764195084571838,0.2015949785709381,269.8816072389819,0.8374706506729126,1.962278962135315,361.61979004029246,1.0,548.9645645618439,14.0,51.014652014652015,273.0,273.0,0.0,0.015973535632157008,-808.52490234375,7.546451091766357,25.502556820173087,244.46991779469093,0.8846853375434875,0.18929311633110046,945.0504150390625,2881.64208984375,702.406005859375
