rollout/return_history,reference_actor_Q_mean,total/epochs,reference_perturbed_action_std,eval/return,eval/episodes,reference_Q_std,total/steps_per_second,rollout/Q_mean,total/duration,obs_rms_mean,rollout/return,total/episodes,rollout/episodes,rollout/actions_mean,obs_rms_std,reference_perturbed_action_mean,rollout/episode_steps,reference_action_std,train/loss_critic,train/param_noise_distance,eval/Q,reference_Q_mean,reference_action_mean,eval/return_history,ret_rms_std,total/steps,ret_rms_mean,param_noise_stddev,train/loss_actor,rollout/actions_std,reference_actor_Q_std
124.82081315710732,20.002317428588867,1,0.547670304775238,73.71066148125611,1.0,1.8574693202972412,85.03311550430998,9.167509078979492,11.760124206542969,0.5826713442802429,124.82081315710732,39.0,39.0,-0.08854744583368301,6.052285671234131,-0.30055907368659973,25.435897435897434,0.5160396695137024,2.29681396484375,0.5470420122146606,19.12738609313965,19.860458374023438,-0.1864980012178421,73.71066148125611,1.0,1000,0.0,0.16720346283821505,-18.999319076538086,0.5220931172370911,1.4485052824020386
102.53593606719348,39.52067565917969,2,0.6541116237640381,89.16587652224163,2.0,8.615141868591309,87.44948198589927,18.186311721801758,22.870347023010254,0.2766479253768921,102.53593606719348,94.0,94.0,-0.14170441031455994,6.0328168869018555,0.026312708854675293,21.02127659574468,0.5744538307189941,2.6765003204345703,0.5095574259757996,34.12068176269531,38.89767837524414,-0.06240496784448624,81.43826900174886,1.0,2000,0.0,0.1370306733903066,-36.258522033691406,0.5565784573554993,7.511485576629639
126.03492701459635,58.83185577392578,3,0.6578742265701294,272.0630810983013,3.0,14.688515663146973,87.58788929801808,27.766172409057617,34.25131058692932,0.5612056255340576,123.11223632266744,117.0,117.0,-0.11914245039224625,5.961142539978027,0.062051620334386826,25.444444444444443,0.712264895439148,3.7132554054260254,0.5183311104774475,60.10894012451172,57.29240417480469,0.012464192695915699,144.97987303393302,1.0,3000,0.0,0.11230273064362171,-54.99232482910156,0.5880110859870911,12.76500129699707
154.57719328766973,77.8102798461914,4,0.8121058344841003,167.5693665308045,4.0,22.015155792236328,87.90745947831103,36.55691909790039,45.50239562988281,0.7939965128898621,144.35581813622827,133.0,133.0,-0.09797364473342896,6.083791732788086,-0.08265600353479385,29.74436090225564,0.7767152786254883,5.403810501098633,0.5350139141082764,76.71175384521484,75.53582000732422,-0.036171507090330124,150.62724640815088,1.0,4000,0.0,0.09203708190275892,-73.65899658203125,0.6187939643859863,19.55927085876465
181.29026747431087,94.54301452636719,5,0.7769880890846252,329.2429570802476,5.0,31.886260986328125,87.6990146092665,45.865116119384766,57.01318335533142,0.965420663356781,159.222947073221,149.0,149.0,-0.06416548788547516,6.186582565307617,0.08348995447158813,33.18120805369127,0.7851812243461609,6.574589252471924,0.3958604633808136,94.90475463867188,92.1100845336914,0.1123027354478836,186.35038854257022,1.0,5000,0.0,0.07542848153938683,-91.03707885742188,0.6492781639099121,30.432018280029297
220.7154756972106,109.88475036621094,6,0.778404176235199,410.4084082443652,6.0,42.03205108642578,87.3156377145114,54.965518951416016,68.71621346473694,1.1540635824203491,176.3580480150112,164.0,164.0,-0.02327754534780979,6.081200122833252,0.09859615564346313,36.58536585365854,0.8032628297805786,9.483120918273926,0.37954476475715637,114.17713165283203,106.68350219726562,0.10688577592372894,223.69339182620274,1.0,6000,0.0,0.06181699495154324,-107.37860107421875,0.6740758419036865,40.211544036865234
256.4551891695073,124.4322509765625,7,0.7611573338508606,241.91703853014036,7.0,50.98426818847656,87.37751082728676,64.1543197631836,80.11214709281921,1.2895094156265259,187.26904742591384,180.0,180.0,-0.00016247046005446464,6.016249656677246,0.21365636587142944,38.67777777777778,0.7910819053649902,15.224822044372559,0.3300815522670746,121.20812225341797,119.45134735107422,0.15272510051727295,226.29676992676528,1.0,7000,0.0,0.05066177638540577,-124.98408508300781,0.6916288733482361,48.31568908691406
285.2659589552737,141.3067169189453,8,0.7765367031097412,305.52748386767456,8.0,57.07597732543945,87.3512699379297,73.1672592163086,91.58424377441406,1.3936578035354614,196.54550146417174,197.0,197.0,0.017255354672670364,6.058815956115723,0.05284260958433151,40.4263959390863,0.791676938533783,15.553443908691406,0.32251283526420593,152.414306640625,134.6490936279297,0.03641494736075401,236.2006091693789,1.0,8000,0.0,0.04151957869412388,-140.29701232910156,0.7032654285430908,52.921260833740234
300.155088568225,157.0723876953125,9,0.7933069467544556,262.00596094895207,9.0,68.4348373413086,87.32497254277915,82.57100677490234,103.06330180168152,1.4548447132110596,204.81791030972042,215.0,215.0,0.026214975863695145,6.006989002227783,0.061677344143390656,41.83720930232558,0.7908510565757751,17.268102645874023,0.24032367765903473,163.73585510253906,150.93930053710938,0.06415778398513794,239.06787047822036,1.0,9000,0.0,0.034027141129503384,-156.69554138183594,0.7079744338989258,65.68045043945312
299.9469116107092,166.95797729492188,10,0.7976930737495422,312.1538149163184,10.0,81.03353118896484,87.27585155731647,91.43789672851562,114.57923150062561,1.5007697343826294,210.7639252251146,231.0,231.0,0.03733579441905022,6.007094383239746,0.04432027414441109,42.917748917748916,0.790503978729248,16.8122501373291,0.21786928176879883,176.6552276611328,160.34912109375,0.10190049558877945,246.37646492203015,1.0,10000,0.0,0.027886755354071244,-169.92222595214844,0.7149344086647034,78.53275299072266
